@relation ring
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
2426.0, 1127.0, 452.0, -758.0, -216.0, 81.0, 2129.0, 544.0, 2487.0, -971.0, 1591.0, -45.0, 463.0, -788.0, 1082.0, -889.0, -68.0, 319.0, 845.0, 99.0, 1
1398.0, 68.0, -368.0, 571.0, -1411.0, -19.0, 1262.0, -3436.0, 28.0, 2435.0, 909.0, 144.0, 2094.0, 152.0, 1028.0, 648.0, -137.0, 147.0, 613.0, -348.0, 1
1222.0, -212.0, -2104.0, 1954.0, 346.0, -266.0, -2575.0, -878.0, 1384.0, -1309.0, -752.0, 1591.0, -1776.0, 608.0, 2329.0, 3814.0, -2843.0, 2163.0, 136.0, 1419.0, 0
2787.0, -3218.0, -243.0, 3112.0, 2844.0, -3411.0, 2408.0, 1281.0, -9.0, -379.0, -1245.0, -2453.0, -1177.0, 32.0, -499.0, -3856.0, 3958.0, 746.0, -649.0, 935.0, 0
694.0, 164.0, 589.0, 1435.0, -172.0, 1297.0, -868.0, -27.0, -412.0, 1856.0, -148.0, -821.0, -572.0, -2203.0, -178.0, 431.0, 851.0, -1091.0, 1112.0, 103.0, 1
-356.0, -244.0, 172.0, 5.0, 841.0, 1122.0, 1519.0, -253.0, 892.0, 275.0, 782.0, 928.0, -316.0, 77.0, 1746.0, 14.0, 492.0, -456.0, 192.0, 1133.0, 1
-695.0, -254.0, 3166.0, 152.0, -205.0, -1182.0, 347.0, 1631.0, 2887.0, 3548.0, -543.0, 334.0, -438.0, 388.0, -492.0, 357.0, 1232.0, -2573.0, -3383.0, -383.0, 0
1185.0, -2364.0, -937.0, -1229.0, 3316.0, 674.0, -994.0, 33.0, 2123.0, 1346.0, -201.0, -1312.0, 2085.0, -3186.0, 858.0, -203.0, 1583.0, 2366.0, -993.0, 969.0, 0
635.0, 1768.0, 894.0, 497.0, 223.0, 1067.0, -619.0, 4.0, 652.0, -521.0, 1297.0, 1062.0, -418.0, -1335.0, 1142.0, 644.0, 2481.0, 125.0, -496.0, 1981.0, 1
1274.0, 1776.0, -1859.0, -279.0, 971.0, 1537.0, 2196.0, 424.0, 787.0, 2242.0, 1677.0, 2261.0, 1127.0, -1728.0, -562.0, 839.0, 2071.0, 498.0, 231.0, 1777.0, 1
1392.0, 1066.0, 1567.0, 2092.0, 1129.0, 1494.0, 67.0, 275.0, 13.0, 1059.0, 603.0, 1032.0, 2234.0, 536.0, 281.0, -1003.0, 1621.0, 1372.0, 2353.0, 2559.0, 1
1587.0, -409.0, -2343.0, -1377.0, -649.0, -2787.0, 2384.0, 116.0, -2418.0, -884.0, 391.0, -1243.0, -703.0, 57.0, -1832.0, -1472.0, -2527.0, -3421.0, -1172.0, -3435.0, 0
44.0, -869.0, 172.0, -166.0, 695.0, -176.0, 1778.0, -19.0, 544.0, 1517.0, 119.0, 1822.0, 1042.0, -282.0, 147.0, 1595.0, -385.0, 1163.0, 153.0, 52.0, 1
-665.0, 2166.0, 186.0, 715.0, -2045.0, -2029.0, 94.0, -3457.0, 4318.0, -2472.0, 8.0, -2332.0, -414.0, -1057.0, 1554.0, -581.0, 1046.0, 1779.0, 1404.0, -461.0, 0
-296.0, 854.0, 54.0, -417.0, 142.0, -4889.0, -1805.0, -4748.0, 3541.0, -863.0, 132.0, -2251.0, -1207.0, -2987.0, -743.0, -925.0, 1872.0, 213.0, 1044.0, 2491.0, 0
4598.0, 2052.0, -1524.0, -305.0, -2826.0, 838.0, 2959.0, -1126.0, 568.0, -615.0, -3212.0, 2366.0, -49.0, -1655.0, -24.0, 303.0, -3876.0, -2042.0, 2629.0, 85.0, 0
-333.0, -1463.0, -357.0, -44.0, 552.0, -1221.0, 41.0, 671.0, 1643.0, 1134.0, 876.0, 1832.0, 272.0, 2038.0, 1744.0, 864.0, 174.0, -84.0, 27.0, 78.0, 1
333.0, 3992.0, -457.0, -1014.0, 1787.0, -138.0, -1668.0, 1342.0, 316.0, 348.0, -151.0, -2306.0, -588.0, -95.0, 244.0, 1159.0, -1133.0, -1736.0, 788.0, 1128.0, 0
-1053.0, -4108.0, 2634.0, 1657.0, -2052.0, 569.0, -2044.0, -89.0, 558.0, -636.0, 217.0, -1707.0, 299.0, -32.0, -721.0, 2357.0, 3686.0, -2108.0, 2491.0, 782.0, 0
-101.0, 1142.0, 34.0, -953.0, -2399.0, 528.0, 1324.0, 932.0, 1149.0, 42.0, -1038.0, 715.0, 602.0, -298.0, 302.0, 1768.0, 1011.0, -131.0, 314.0, 114.0, 1
1091.0, -776.0, 512.0, -634.0, 576.0, 368.0, -808.0, 147.0, 1113.0, 122.0, -163.0, 1438.0, 173.0, 2778.0, 2244.0, -923.0, 622.0, -358.0, -1276.0, 854.0, 1
958.0, -682.0, 1056.0, 864.0, 86.0, -444.0, -212.0, -353.0, -681.0, 367.0, -2209.0, 988.0, 156.0, -222.0, 1005.0, 161.0, 554.0, 3.0, -89.0, 821.0, 1
731.0, -406.0, 1525.0, 173.0, 152.0, 1366.0, 421.0, 2115.0, 269.0, -1774.0, -623.0, -658.0, -1556.0, 109.0, 1488.0, -18.0, -573.0, 994.0, 2004.0, 1256.0, 1
-572.0, -672.0, -1616.0, 1344.0, 78.0, -1426.0, 3082.0, -1615.0, -598.0, -82.0, -3909.0, -529.0, -213.0, 4055.0, -4963.0, -582.0, -128.0, -836.0, -121.0, -381.0, 0
858.0, 26.0, 119.0, -759.0, 1458.0, -138.0, 1732.0, 1852.0, 403.0, 1525.0, -1064.0, -112.0, 297.0, 39.0, 308.0, -878.0, 1628.0, -836.0, -736.0, 719.0, 1
282.0, 1449.0, -2183.0, 44.0, 128.0, 1199.0, -17.0, 1113.0, -1278.0, 752.0, 289.0, -2527.0, -1026.0, 1665.0, -2458.0, -292.0, 2877.0, 1731.0, -871.0, -2376.0, 0
1908.0, 245.0, 3273.0, 824.0, 421.0, -113.0, 869.0, -475.0, 4438.0, -1731.0, -24.0, -2903.0, 139.0, 37.0, -33.0, 62.0, -2159.0, 1724.0, -767.0, 392.0, 0
-1976.0, -1708.0, 4293.0, 3471.0, 1992.0, 831.0, 264.0, -5102.0, -447.0, -6213.0, 36.0, -2495.0, -153.0, 494.0, 1926.0, 3691.0, 534.0, 155.0, 306.0, 402.0, 0
3088.0, 3923.0, -1892.0, -168.0, -869.0, 4058.0, 155.0, -1148.0, -1638.0, 713.0, -1769.0, -1435.0, 2257.0, 1987.0, -1666.0, -5.0, 453.0, -3535.0, -1608.0, 263.0, 0
697.0, -79.0, 719.0, 2159.0, -162.0, -1806.0, -1649.0, -511.0, 101.0, 1739.0, -1214.0, -266.0, 109.0, 798.0, -2692.0, -277.0, 1041.0, 1203.0, 327.0, 1747.0, 0
-1275.0, 2782.0, 2073.0, 2294.0, 1.0, -1778.0, 3157.0, -142.0, 43.0, -1978.0, -155.0, 246.0, -2817.0, 527.0, 88.0, 3101.0, -1861.0, 4897.0, 186.0, -996.0, 0
-644.0, 477.0, 341.0, -1256.0, 96.0, -1207.0, 1261.0, -895.0, -92.0, 1568.0, -389.0, -268.0, 124.0, -99.0, 354.0, 2152.0, 929.0, 294.0, 756.0, -106.0, 1
922.0, 799.0, 1931.0, -1862.0, -1244.0, -353.0, -244.0, 85.0, -2357.0, -26.0, 4359.0, -2837.0, 2318.0, -816.0, 9.0, -281.0, -2397.0, -1962.0, 4156.0, -525.0, 0
-958.0, 284.0, -1536.0, -289.0, 1948.0, -1609.0, 1368.0, -668.0, -134.0, 5.0, -633.0, 1533.0, -185.0, 1814.0, -633.0, 251.0, -352.0, 637.0, 133.0, 9.0, 1
-288.0, -887.0, -41.0, -2004.0, 2438.0, 1566.0, -2542.0, 2115.0, -3203.0, -2302.0, 3303.0, 1705.0, 203.0, 858.0, -3236.0, 477.0, 794.0, -3583.0, 1808.0, 817.0, 0
-156.0, 219.0, 114.0, 258.0, -308.0, 511.0, -1831.0, -3458.0, -1013.0, -3494.0, 1426.0, -82.0, 1447.0, -1423.0, -3498.0, -1071.0, 6424.0, -1237.0, 752.0, 111.0, 0
-771.0, -169.0, -1078.0, 79.0, -1218.0, -723.0, 61.0, 366.0, 1026.0, 1752.0, -505.0, 858.0, -1089.0, -73.0, 3006.0, 1187.0, -513.0, -834.0, 549.0, 383.0, 1
-14.0, 2379.0, -111.0, -208.0, 15.0, 713.0, 2146.0, 897.0, 594.0, 154.0, 532.0, 462.0, 2156.0, 34.0, 888.0, 1052.0, -225.0, 568.0, 136.0, 111.0, 1
38.0, -493.0, 171.0, -3.0, 73.0, 634.0, 1471.0, -489.0, 349.0, 782.0, -178.0, 805.0, -1711.0, 1208.0, -784.0, -815.0, -101.0, 1118.0, 86.0, 442.0, 1
-261.0, -937.0, 1161.0, -276.0, 1272.0, 2366.0, 1546.0, 264.0, 1114.0, -2.0, 316.0, 358.0, -427.0, 1383.0, 1085.0, 1783.0, -1645.0, 104.0, -411.0, -605.0, 1
-915.0, -1345.0, 475.0, -127.0, 1926.0, 289.0, 1872.0, -665.0, -3375.0, -1566.0, 746.0, -3132.0, -268.0, -3006.0, 8.0, 2419.0, 2266.0, -693.0, 1013.0, 481.0, 0
1436.0, -602.0, -394.0, 1135.0, -24.0, 463.0, 1339.0, 1696.0, 123.0, 719.0, 1152.0, 378.0, 167.0, 16.0, 58.0, 47.0, 261.0, 517.0, -259.0, 38.0, 1
483.0, -695.0, -6186.0, 316.0, -2244.0, 2348.0, -31.0, 99.0, -3214.0, 157.0, 595.0, 1151.0, -99.0, 1656.0, -1136.0, -2769.0, -3285.0, 455.0, -1468.0, -69.0, 0
1183.0, 205.0, -186.0, 239.0, 2733.0, 1226.0, 267.0, -412.0, -108.0, 1705.0, -36.0, 1258.0, 522.0, -218.0, -263.0, 1179.0, 78.0, 74.0, 686.0, -1132.0, 1
146.0, -52.0, -34.0, -662.0, -475.0, 894.0, -991.0, -707.0, 1196.0, 1623.0, 1876.0, 1664.0, 1162.0, 297.0, 1669.0, 1502.0, 1241.0, 1144.0, 583.0, 38.0, 1
389.0, -507.0, 97.0, 696.0, 1526.0, 209.0, 1257.0, 171.0, 234.0, 1789.0, 1634.0, 697.0, 169.0, 131.0, 1293.0, 997.0, -34.0, 228.0, 488.0, -224.0, 1
1868.0, -1292.0, 192.0, 425.0, -18.0, 1301.0, -1666.0, 723.0, 836.0, -415.0, 1171.0, 108.0, 1255.0, 1402.0, -75.0, -198.0, 162.0, -38.0, 455.0, 116.0, 1
2364.0, -253.0, -2341.0, -597.0, -385.0, -1246.0, 5261.0, 2404.0, 1394.0, -84.0, 1712.0, -2912.0, -765.0, -1386.0, 5213.0, 3571.0, -539.0, -265.0, 674.0, -2384.0, 0
219.0, 1081.0, 1965.0, 863.0, -962.0, 254.0, 841.0, 929.0, 2081.0, 261.0, 466.0, -17.0, 751.0, -1057.0, -711.0, -576.0, -1014.0, -16.0, 1481.0, 954.0, 1
-968.0, -471.0, -527.0, 2767.0, 2152.0, 1012.0, -856.0, -321.0, -1125.0, -2172.0, -929.0, 602.0, 2874.0, -1283.0, -386.0, 1691.0, -348.0, 1187.0, -34.0, 1127.0, 1
-3759.0, -5792.0, 1666.0, 962.0, -4782.0, 869.0, 2243.0, -359.0, -3443.0, 238.0, 2821.0, -3681.0, -325.0, -1029.0, -444.0, -304.0, -7.0, 992.0, -1317.0, 132.0, 0
-68.0, 1281.0, 979.0, -648.0, -115.0, 747.0, 212.0, 478.0, 1715.0, 736.0, 1575.0, 332.0, -24.0, -2.0, -263.0, -788.0, 67.0, -52.0, 1437.0, -34.0, 1
4438.0, -2145.0, 2432.0, 482.0, -268.0, -1482.0, 1494.0, 236.0, -942.0, -548.0, 1472.0, 604.0, 629.0, 1445.0, 2125.0, -567.0, -78.0, 1248.0, 1224.0, -81.0, 0
27.0, 1268.0, 1035.0, 963.0, 952.0, -676.0, 1158.0, -162.0, 1826.0, 1351.0, 859.0, -295.0, 1251.0, 712.0, 68.0, -36.0, -315.0, 296.0, 1142.0, 505.0, 1
-352.0, 1171.0, 1479.0, 1801.0, 115.0, -162.0, -1396.0, 111.0, 1147.0, 92.0, -975.0, -1223.0, -618.0, 528.0, 481.0, 3069.0, -83.0, 1968.0, 2051.0, 2725.0, 1
5412.0, -293.0, 1839.0, -862.0, 2296.0, 2843.0, -18.0, 1872.0, 1001.0, 1378.0, 2902.0, 705.0, -2.0, -313.0, -208.0, -244.0, -2022.0, 373.0, -1102.0, -762.0, 0
1327.0, 104.0, -145.0, 628.0, 801.0, -844.0, 2.0, -119.0, -168.0, -424.0, 1033.0, -41.0, 82.0, 1332.0, -1462.0, 1504.0, 213.0, -133.0, 1235.0, 1239.0, 1
407.0, -733.0, 85.0, 692.0, -105.0, -232.0, 164.0, -685.0, 376.0, 1345.0, 246.0, 1666.0, 32.0, -163.0, 68.0, 2486.0, 112.0, 73.0, 1067.0, -96.0, 1
375.0, 1319.0, 1104.0, 818.0, 1001.0, 2234.0, -1224.0, -22.0, 141.0, -65.0, 699.0, 536.0, 1764.0, 144.0, -636.0, 468.0, 39.0, 397.0, 1287.0, 1296.0, 1
-1202.0, 1926.0, -1542.0, 3966.0, 1858.0, -1456.0, 1308.0, -1644.0, 49.0, 2992.0, -1129.0, -2594.0, 3082.0, 745.0, -147.0, 2229.0, -1698.0, 1886.0, 381.0, 749.0, 0
182.0, 3275.0, 2029.0, -689.0, 1882.0, 514.0, 214.0, 2781.0, 2709.0, 887.0, 3489.0, -1894.0, -3851.0, 3186.0, 697.0, -696.0, -2579.0, -1251.0, -168.0, 822.0, 0
1257.0, -44.0, 49.0, 1659.0, -242.0, 2484.0, 429.0, 62.0, 776.0, 553.0, 1773.0, 2191.0, -31.0, -1258.0, 1982.0, 47.0, -967.0, 2636.0, 465.0, 2079.0, 1
1435.0, 89.0, -9.0, -127.0, -1251.0, -813.0, -5368.0, -2157.0, -692.0, -2064.0, 1877.0, 807.0, -3739.0, 3042.0, 1033.0, -258.0, -1097.0, -944.0, -931.0, -1458.0, 0
-941.0, 938.0, 4273.0, 78.0, 107.0, -361.0, -3107.0, 675.0, 559.0, -168.0, -1201.0, 1622.0, -609.0, -152.0, -1777.0, 2528.0, -803.0, -3297.0, -453.0, -1553.0, 0
-3315.0, 2141.0, 114.0, -2051.0, -637.0, 751.0, -1426.0, -953.0, 36.0, -1021.0, -1628.0, 1973.0, 4173.0, -1422.0, 1293.0, -1824.0, -1102.0, -1424.0, 1539.0, -1848.0, 0
-4439.0, -3278.0, 2096.0, 724.0, 1552.0, -1337.0, -288.0, -406.0, 445.0, 54.0, -531.0, 2196.0, 921.0, -3253.0, 4338.0, 259.0, -3437.0, 129.0, 373.0, -223.0, 0
1341.0, -8.0, 2095.0, 2.0, -15.0, 38.0, 593.0, 1503.0, 1619.0, 1976.0, -17.0, -1008.0, 169.0, 898.0, 19.0, -15.0, 638.0, -582.0, -42.0, 1238.0, 1
-407.0, -1325.0, 1995.0, 2425.0, -2517.0, -3351.0, -779.0, -2407.0, -113.0, 3176.0, 636.0, 686.0, 1256.0, -133.0, -1614.0, 2648.0, 322.0, 368.0, -762.0, 594.0, 0
137.0, -667.0, 79.0, 1365.0, 1121.0, 1896.0, 1174.0, 93.0, -555.0, 2325.0, 791.0, 352.0, 363.0, -396.0, 1236.0, 781.0, -2.0, 321.0, -403.0, -911.0, 1
-1244.0, -679.0, 499.0, 48.0, -2747.0, -1316.0, 566.0, 1748.0, 1215.0, 1765.0, 119.0, 2091.0, -291.0, 708.0, -1718.0, -2809.0, 98.0, 11.0, 1301.0, 196.0, 0
64.0, 1182.0, -175.0, -3137.0, -59.0, -567.0, -504.0, 294.0, 354.0, 2166.0, 695.0, -1086.0, 1728.0, 703.0, -109.0, 148.0, 136.0, -1085.0, -171.0, -2835.0, 0
114.0, 1076.0, 911.0, 946.0, 1497.0, -4.0, 1086.0, 16.0, 1548.0, 55.0, 439.0, -2366.0, 492.0, 612.0, -1487.0, 2378.0, -487.0, -14.0, -1358.0, 124.0, 1
1727.0, -485.0, 39.0, -1222.0, 1449.0, -1788.0, 71.0, 1217.0, 751.0, -176.0, 905.0, 1466.0, 486.0, -1215.0, 576.0, 39.0, 569.0, 2.0, 1.0, -814.0, 1
-154.0, -2428.0, -3171.0, -345.0, 2861.0, 2398.0, -1485.0, -76.0, 2872.0, -514.0, 728.0, -26.0, -1605.0, 1575.0, 88.0, 1617.0, -2097.0, -196.0, -21.0, -1151.0, 0
1075.0, 482.0, 1633.0, -911.0, 1712.0, -1186.0, 1728.0, -1235.0, 305.0, 878.0, 7.0, 66.0, 599.0, 504.0, 1274.0, -1.0, 1638.0, 29.0, 1348.0, 1153.0, 1
577.0, 13.0, -5051.0, 748.0, 495.0, 753.0, 1245.0, -2484.0, -3405.0, -2036.0, -3014.0, -583.0, -1847.0, -93.0, -743.0, 519.0, 2099.0, 662.0, -1128.0, -1139.0, 0
1604.0, -8.0, -1029.0, 766.0, -613.0, -265.0, 155.0, -126.0, 2079.0, 1817.0, -3.0, 378.0, 138.0, -558.0, 508.0, 1588.0, 603.0, -2.0, 1935.0, -185.0, 1
1226.0, 2422.0, 3222.0, -467.0, -1639.0, 3082.0, -3348.0, -3973.0, -2086.0, -123.0, 598.0, 1332.0, -2165.0, -1142.0, 405.0, -1944.0, 467.0, -403.0, 1182.0, 749.0, 0
483.0, 1326.0, 691.0, 1102.0, 83.0, 1632.0, 1273.0, -55.0, -831.0, 311.0, 654.0, 473.0, 1301.0, 303.0, 1799.0, 2314.0, 522.0, 513.0, 336.0, -58.0, 1
-3167.0, -575.0, -1972.0, 19.0, -1668.0, -1216.0, -3702.0, -2078.0, -3621.0, 2408.0, 2008.0, 243.0, 558.0, 152.0, 531.0, -1351.0, -619.0, -2042.0, 3815.0, 1883.0, 0
173.0, 1239.0, 519.0, 874.0, 266.0, -593.0, 1193.0, 265.0, -643.0, -772.0, 2.0, -675.0, 1194.0, 27.0, 1239.0, 684.0, -1381.0, 105.0, 1543.0, -338.0, 1
74.0, 84.0, 7.0, 1168.0, -1146.0, 378.0, -173.0, -121.0, -1026.0, -412.0, -233.0, 175.0, 644.0, -1237.0, 501.0, 89.0, -1435.0, 1043.0, 1321.0, 417.0, 1
551.0, 1731.0, 217.0, 29.0, -121.0, 1881.0, 674.0, -453.0, -65.0, 2214.0, -11.0, 2646.0, 4053.0, -21.0, -1239.0, -1368.0, 1689.0, 1258.0, -1185.0, -356.0, 0
584.0, -1693.0, 159.0, 1026.0, 843.0, -659.0, 1383.0, -5.0, 736.0, 3367.0, -14.0, -444.0, 196.0, 742.0, 1376.0, -47.0, 2305.0, -144.0, -1498.0, 1302.0, 1
474.0, -2886.0, -867.0, 22.0, -1108.0, 1347.0, 68.0, 445.0, 107.0, 1084.0, 1234.0, 902.0, -307.0, -1211.0, -539.0, 862.0, -587.0, 2433.0, 4127.0, -352.0, 0
-579.0, 1336.0, 175.0, 626.0, -22.0, -312.0, 693.0, -132.0, 679.0, 988.0, 751.0, 2372.0, 437.0, 1924.0, 179.0, 622.0, -23.0, 133.0, -509.0, 118.0, 1
-798.0, -632.0, 509.0, -892.0, -355.0, 161.0, 2346.0, 31.0, -942.0, 1705.0, -1148.0, 1826.0, -616.0, 359.0, 128.0, -235.0, 2439.0, 1286.0, -181.0, -1418.0, 1
651.0, 971.0, 1447.0, 601.0, 1182.0, -987.0, 907.0, -792.0, 234.0, -731.0, 1071.0, -607.0, 1672.0, 964.0, 56.0, 2016.0, 1708.0, 974.0, 614.0, 691.0, 1
-258.0, 597.0, 1264.0, -824.0, 138.0, 2106.0, 375.0, -881.0, 185.0, 212.0, -796.0, 346.0, 136.0, -746.0, -127.0, 542.0, -622.0, 79.0, -455.0, 1071.0, 1
-666.0, 2512.0, -73.0, 1144.0, -1031.0, 956.0, 3.0, 796.0, 342.0, -326.0, 1944.0, 232.0, 1061.0, 1329.0, 875.0, 456.0, -794.0, -1219.0, 3094.0, 386.0, 1
178.0, 3196.0, 307.0, 49.0, 312.0, 861.0, 238.0, 1597.0, -1378.0, -1022.0, 395.0, 76.0, 2754.0, 558.0, 171.0, -307.0, 954.0, -1762.0, 188.0, 2507.0, 1
2897.0, 942.0, -1462.0, 117.0, 1158.0, -1108.0, -315.0, -1495.0, -404.0, -1492.0, 868.0, 1355.0, 86.0, 923.0, -1052.0, -766.0, -1897.0, 1364.0, 733.0, 324.0, 1
-451.0, -1767.0, 1079.0, -172.0, 1971.0, -49.0, -2605.0, 983.0, -1982.0, 187.0, -111.0, 1033.0, 1073.0, -2126.0, 2792.0, 1852.0, -183.0, 378.0, -1314.0, -1197.0, 0
744.0, 1247.0, 1756.0, -38.0, -1066.0, 12.0, -356.0, -1014.0, 952.0, 2386.0, -131.0, -247.0, 429.0, -258.0, 3213.0, 963.0, 1245.0, 555.0, -257.0, 983.0, 1
1687.0, 1352.0, 979.0, 38.0, 483.0, 1156.0, -8.0, -19.0, 2434.0, -1534.0, 1579.0, 961.0, 112.0, -1298.0, 1428.0, 187.0, 299.0, 2209.0, 56.0, 297.0, 1
3.0, 802.0, -2557.0, 902.0, -145.0, -1203.0, -1637.0, -49.0, -117.0, -328.0, 3797.0, 3876.0, -2831.0, 592.0, -434.0, -1227.0, 924.0, -2316.0, -117.0, -375.0, 0
2249.0, -1764.0, 1575.0, -937.0, 3489.0, -2668.0, -364.0, 156.0, 1072.0, -814.0, -1411.0, -1846.0, -2057.0, -66.0, 467.0, -1634.0, 1457.0, -428.0, 1662.0, -116.0, 0
1141.0, 998.0, -351.0, -1899.0, 986.0, -1017.0, -842.0, 177.0, -3498.0, -1361.0, -884.0, -448.0, 2978.0, -651.0, 2304.0, 78.0, -657.0, 93.0, 2719.0, -2601.0, 0
-36.0, -269.0, 1367.0, 258.0, 41.0, -713.0, 403.0, 282.0, -874.0, -62.0, 585.0, 1203.0, -1724.0, -328.0, 1807.0, 728.0, 214.0, 1024.0, -788.0, -13.0, 1
-1042.0, 1807.0, 1305.0, 132.0, 175.0, 358.0, -998.0, 147.0, 686.0, 1542.0, 713.0, 856.0, 719.0, 1462.0, 908.0, 1307.0, -37.0, -74.0, -1836.0, 409.0, 1
