@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
1.15, 0.634, -1.0
-0.206, -0.474, 1.0
-1.39, -0.68, 1.0
-1.06, 0.496, 1.0
-0.893, -1.27, -1.0
-0.314, 0.0194, 1.0
-0.0978, -0.424, 1.0
-1.97, 0.611, -1.0
-1.2, -0.451, 1.0
-0.298, -1.26, -1.0
-0.853, -0.254, 1.0
-0.364, -0.0828, 1.0
0.103, 0.329, 1.0
1.46, -0.417, 1.0
-1.29, -0.529, 1.0
0.54, -1.26, -1.0
1.03, 0.548, -1.0
-0.784, -1.05, -1.0
-1.24, -0.919, 1.0
0.275, -0.987, -1.0
-1.27, -0.273, 1.0
-0.994, 1.14, -1.0
0.805, -0.237, 1.0
-1.21, 0.778, -1.0
0.529, 0.788, 1.0
-1.23, -0.308, 1.0
1.36, 0.258, -1.0
-0.37, 1.48, -1.0
0.234, 0.958, -1.0
0.592, 0.973, -1.0
0.52, 1.21, -1.0
1.39, -0.218, -1.0
-1.08, -1.3, -1.0
-0.631, -0.867, -1.0
-1.1, 0.135, 1.0
-0.134, -1.1, -1.0
-0.875, 0.591, 1.0
1.2, 0.298, -1.0
-1.12, 0.559, 1.0
-1.67, -1.73, 1.0
0.61, 0.488, -1.0
-1.57, -1.74, 1.0
0.71, 0.0529, 1.0
1.57, -0.389, -1.0
-0.937, -0.086, 1.0
-0.606, -0.997, -1.0
0.996, 0.225, -1.0
1.45, -1.24, 1.0
0.0744, 1.04, -1.0
0.441, -1.13, -1.0
0.834, -0.584, 1.0
-0.256, 1.52, -1.0
0.105, 0.103, 1.0
0.317, -0.0233, 1.0
1.42, -0.146, -1.0
0.576, 1.7, 1.0
1.36, -0.425, -1.0
-0.526, 1.26, -1.0
0.552, -1.07, 1.0
-1.71, -1.29, 1.0
-0.636, -0.988, 1.0
0.0949, -0.854, 1.0
-1.29, 0.511, -1.0
0.324, 1.68, 1.0
-0.31, -1.38, -1.0
-1.01, -1.53, -1.0
1.21, -1.02, 1.0
0.502, -0.536, 1.0
-0.046, 1.51, -1.0
-1.87, -0.451, 1.0
-0.145, 1.67, -1.0
-1.11, 0.655, 1.0
-0.43, -0.722, -1.0
-0.329, -0.858, -1.0
0.826, 0.744, -1.0
0.179, 1.81, -1.0
1.12, 0.862, -1.0
-0.558, 0.572, 1.0
0.143, 0.337, 1.0
-0.567, -1.14, -1.0
0.934, 0.258, 1.0
0.604, 0.374, -1.0
0.154, -0.653, 1.0
0.792, 0.988, -1.0
0.781, 0.415, -1.0
0.0991, -1.05, -1.0
-0.235, -0.617, 1.0
-0.424, 2.01, -1.0
-0.934, -1.58, -1.0
-0.347, -1.5, -1.0
1.02, 0.858, -1.0
-0.255, 0.387, 1.0
2.46, 1.23, 1.0
0.713, 1.02, -1.0
-0.012, 1.42, -1.0
-1.45, -0.203, 1.0
-1.68, -0.51, 1.0
1.66, 1.42, 1.0
-1.59, 0.138, -1.0
1.78, -0.508, -1.0
1.37, -1.52, 1.0
-0.237, -1.4, -1.0
1.24, -0.145, -1.0
-1.42, -1.51, 1.0
1.21, 0.642, -1.0
-1.52, -0.74, 1.0
-0.579, -0.397, 1.0
-1.49, 0.885, -1.0
-0.929, -1.39, -1.0
-0.699, -5.78E-4, 1.0
-1.24, -0.72, 1.0
0.132, 2.0, -1.0
0.834, 1.24, -1.0
-0.801, -0.24, 1.0
-0.178, -0.238, 1.0
1.16, 1.05, -1.0
0.413, -1.3, -1.0
1.32, 0.0928, -1.0
0.322, 1.68, 1.0
-0.639, -1.37, -1.0
-0.547, -1.31, -1.0
0.0598, -1.26, -1.0
0.51, -1.15, -1.0
0.265, -0.182, 1.0
1.87, 1.19, 1.0
-0.786, -1.02, -1.0
0.725, -0.54, 1.0
0.918, 0.82, -1.0
-0.477, 0.676, 1.0
1.76, 1.33, 1.0
-0.437, -0.984, -1.0
0.685, 2.2, -1.0
0.387, 1.71, -1.0
1.79, 1.5, 1.0
2.12, 1.1, 1.0
-1.15, 0.587, -1.0
0.923, 0.246, -1.0
0.157, -0.934, -1.0
0.0386, -1.26, -1.0
0.375, 1.24, -1.0
0.02, -1.54, -1.0
-0.0247, -1.5, -1.0
0.686, -0.19, 1.0
-0.629, -0.118, 1.0
0.0428, -1.04, -1.0
0.973, 0.457, -1.0
-0.204, -1.54, -1.0
0.725, 1.39, -1.0
-0.719, -0.384, 1.0
1.57, 1.43, 1.0
0.314, 1.84, -1.0
0.551, 0.921, -1.0
0.0652, -0.766, -1.0
-0.0692, 1.73, 1.0
-0.599, -0.965, -1.0
-1.6, 0.682, -1.0
1.34, -0.689, -1.0
1.54, 1.24, 1.0
0.734, -0.212, 1.0
-0.524, -0.857, -1.0
0.616, -1.07, 1.0
-0.286, -0.571, 1.0
-0.628, -0.267, 1.0
-0.0339, -1.66, -1.0
-0.507, 1.24, -1.0
-0.5, -0.0595, 1.0
-0.889, -0.884, -1.0
-0.116, -1.36, -1.0
2.36, 1.5, 1.0
1.24, 0.828, -1.0
1.35, 0.644, -1.0
-0.45, -1.59, -1.0
-0.696, -1.2, -1.0
0.553, -0.817, 1.0
-0.532, -0.179, 1.0
-1.25, -0.897, 1.0
0.524, -0.648, 1.0
0.791, 1.69, 1.0
0.768, -0.917, 1.0
-0.468, 0.245, 1.0
0.225, 1.34, -1.0
-1.25, 0.479, -1.0
0.818, 0.845, -1.0
-1.43, -1.18, 1.0
0.753, 1.84, -1.0
0.0256, 0.228, 1.0
0.25, 0.466, 1.0
-1.01, 0.412, 1.0
-0.218, 2.09, -1.0
0.55, 0.857, -1.0
0.403, -0.997, -1.0
-0.0017, 0.282, 1.0
-0.221, 0.12, 1.0
-0.203, -1.08, -1.0
1.26, -0.328, 1.0
0.12, -1.12, -1.0
0.395, 0.0856, -1.0
0.287, 1.45, 1.0
1.46, -0.509, 1.0
0.066, -1.23, -1.0
-0.742, 0.36, 1.0
-1.07, -0.616, 1.0
-1.78, -1.58, 1.0
-0.455, 0.494, 1.0
-1.39, -1.09, 1.0
-0.413, 0.0554, 1.0
0.271, 0.38, 1.0
-0.882, 1.29, -1.0
1.29, -1.04, 1.0
1.42, -0.697, 1.0
-1.1, -1.17, -1.0
0.101, -1.39, -1.0
-0.984, 1.03, -1.0
0.494, -1.01, -1.0
1.27, -0.159, -1.0
-1.03, -0.858, 1.0
-1.92, -1.06, 1.0
1.38, -1.36, 1.0
0.714, -1.19, 1.0
0.428, -1.43, -1.0
-0.0255, -1.3, -1.0
-0.491, -0.429, 1.0
1.19, 0.115, -1.0
0.735, 0.571, -1.0
-1.03, 0.153, 1.0
0.385, -0.744, -1.0
1.23, -0.115, -1.0
-1.49, 0.796, -1.0
-0.84, -1.05, -1.0
-0.783, 0.931, -1.0
0.614, 0.908, -1.0
-0.689, -1.45, -1.0
-0.119, -0.842, -1.0
-0.102, -0.306, 1.0
-0.479, 0.0719, 1.0
1.08, -1.83, 1.0
0.207, -1.38, -1.0
0.488, 1.31, -1.0
0.174, -1.11, -1.0
-2.41, 0.26, -1.0
0.387, -6.53E-4, 1.0
-0.818, 0.654, 1.0
0.941, -0.254, 1.0
-0.834, 1.41, -1.0
0.424, 0.547, 1.0
-0.201, 0.287, 1.0
-0.779, 1.09, -1.0
-0.987, -0.735, 1.0
0.885, -0.372, 1.0
0.952, -1.9, 1.0
-0.486, -1.53, -1.0
1.4, -0.874, 1.0
-0.384, -1.08, -1.0
0.746, 0.991, -1.0
0.758, -1.45, -1.0
-0.507, 0.69, 1.0
-0.735, -1.19, -1.0
1.18, -1.19, 1.0
1.37, 1.29, 1.0
-0.0547, -1.06, -1.0
0.816, -0.133, 1.0
-1.49, 0.744, -1.0
-0.813, -0.665, 1.0
-1.31, 0.118, 1.0
0.308, -1.34, -1.0
-0.171, 1.68, 1.0
0.836, 0.849, -1.0
-1.76, -1.58, 1.0
-0.253, -0.809, -1.0
0.247, 0.41, 1.0
-0.237, -0.0378, 1.0
0.637, 0.984, -1.0
0.714, -1.08, 1.0
1.51, 1.52, 1.0
-1.11, -0.44, 1.0
-0.57, 0.502, 1.0
0.463, 0.935, -1.0
-0.23, -1.02, -1.0
0.168, 1.7, -1.0
0.796, 0.423, 1.0
-0.93, -0.502, 1.0
0.375, 1.27, -1.0
0.281, 0.343, 1.0
-0.821, -1.44, -1.0
-0.211, -0.334, 1.0
-1.02, 0.883, -1.0
0.833, -0.0565, 1.0
-0.369, -0.965, -1.0
-0.749, 1.26, -1.0
-1.25, -1.47, -1.0
0.00453, 1.47, -1.0
0.616, 1.77, 1.0
0.246, -0.767, -1.0
-0.709, -0.942, -1.0
-1.18, 0.862, -1.0
1.38, 0.583, -1.0
-2.19, 0.0991, -1.0
0.515, 0.884, -1.0
1.32, -0.144, -1.0
-2.0, 0.403, -1.0
-0.0949, -0.821, -1.0
-0.624, 1.75, -1.0
0.123, -1.24, -1.0
1.01, 0.446, -1.0
0.745, 0.681, -1.0
1.11, 1.33, 1.0
-0.116, -1.23, -1.0
0.372, 1.6, -1.0
-1.23, -0.806, 1.0
1.96, -0.709, -1.0
-1.67, -0.00451, 1.0
-0.137, 1.44, -1.0
1.04, -0.24, 1.0
0.133, 2.05, -1.0
1.34, -1.8, 1.0
0.897, 0.742, -1.0
1.6, -0.183, -1.0
0.575, -0.19, 1.0
0.447, 0.92, -1.0
-1.54, 0.643, -1.0
2.34, 1.18, 1.0
-0.0107, -0.96, -1.0
-1.34, 0.805, -1.0
-0.811, -1.35, -1.0
-0.968, -0.226, 1.0
0.196, 1.08, -1.0
-0.974, -1.43, -1.0
0.56, 1.18, -1.0
0.364, 1.98, 1.0
0.624, 1.1, -1.0
-0.416, -0.941, -1.0
0.269, 1.62, 1.0
0.353, 1.58, -1.0
0.11, 0.553, 1.0
0.571, -1.53, -1.0
0.907, 0.191, -1.0
-0.0305, -1.09, -1.0
-0.542, -0.739, -1.0
-0.807, 1.12, -1.0
-0.683, 1.38, -1.0
0.0734, -0.162, 1.0
0.584, 0.679, -1.0
-0.779, 0.676, 1.0
0.534, 1.86, 1.0
-0.546, 0.442, 1.0
0.74, 0.053, 1.0
0.88, 0.275, -1.0
1.27, -0.675, 1.0
1.7, -0.489, -1.0
0.18, -0.0627, 1.0
0.902, 0.947, -1.0
0.544, -0.842, 1.0
0.134, -1.18, -1.0
0.69, 1.57, -1.0
0.933, 0.711, -1.0
0.569, -0.858, -1.0
-0.983, 1.1, -1.0
-0.021, -1.09, -1.0
-0.838, -1.17, -1.0
0.576, -1.05, 1.0
0.133, -0.568, 1.0
2.08, 1.35, 1.0
-0.995, -0.832, -1.0
-0.494, -0.719, -1.0
0.0853, 0.789, 1.0
-0.0659, -1.33, -1.0
-1.51, -0.276, 1.0
1.19, -1.25, 1.0
0.409, 1.76, -1.0
-0.951, -1.3, -1.0
1.31, 1.62, 1.0
0.533, 0.541, 1.0
-0.147, 1.85, -1.0
-0.135, 0.0707, 1.0
0.296, 1.51, -1.0
-0.0299, 0.617, 1.0
-0.801, 1.78, -1.0
0.0984, 0.629, 1.0
-1.68, -0.528, 1.0
0.202, -1.37, -1.0
0.535, 1.99, -1.0
-0.219, 0.524, 1.0
-0.907, 0.416, 1.0
1.86, -0.36, -1.0
-0.166, 0.165, 1.0
0.136, 1.46, 1.0
0.33, -1.48, -1.0
-1.02, -0.305, 1.0
-0.635, 1.94, 1.0
-1.09, 0.289, 1.0
0.0337, -1.13, -1.0
0.0319, 1.39, -1.0
-1.06, -1.24, -1.0
-1.56, -1.05, 1.0
0.929, -0.902, 1.0
-1.85, -0.347, 1.0
-1.01, -0.155, 1.0
0.546, -1.12, -1.0
1.16, -1.3, 1.0
0.00921, -0.00839, 1.0
1.15, -1.69, 1.0
-0.467, 1.3, -1.0
0.589, 0.557, 1.0
0.995, 0.131, 1.0
-0.606, 3.19, -1.0
0.304, -0.00393, 1.0
-0.78, -0.43, 1.0
-2.0, -0.0624, -1.0
-1.67, -0.875, 1.0
-1.17, -0.95, 1.0
0.418, -0.711, 1.0
0.557, 1.38, -1.0
0.281, -0.4, 1.0
0.479, -0.821, -1.0
0.369, 1.69, -1.0
1.2, -0.68, 1.0
-0.817, -1.11, -1.0
-0.82, -0.76, 1.0
-1.12, -1.2, -1.0
0.867, -1.19, 1.0
0.0662, 1.62, -1.0
-0.441, -1.45, -1.0
-0.136, -1.41, -1.0
-1.93, -0.0856, 1.0
-0.678, -1.32, -1.0
1.1, -0.374, 1.0
1.38, -0.244, -1.0
-0.991, 0.114, 1.0
-1.38, -1.08, 1.0
-0.566, -1.62, -1.0
-0.121, -0.498, 1.0
-0.451, -1.34, -1.0
-0.484, 0.615, 1.0
-0.795, 0.276, 1.0
-1.14, 1.16, -1.0
0.224, 1.57, 1.0
-0.604, -1.2, -1.0
0.0803, -1.15, -1.0
0.866, 0.612, -1.0
1.08, -1.76, 1.0
-0.448, 0.91, -1.0
-0.522, 0.206, 1.0
0.388, 0.863, -1.0
1.38, 1.27, -1.0
-1.03, -0.95, 1.0
0.452, 1.95, 1.0
-0.872, -0.461, 1.0
0.83, 0.692, -1.0
-0.106, 0.552, 1.0
-0.0708, 0.439, 1.0
0.177, -1.37, -1.0
-0.135, 0.136, 1.0
-0.288, 0.385, 1.0
-0.974, -0.818, 1.0
0.565, 1.56, 1.0
1.19, 0.19, -1.0
1.09, -0.538, 1.0
0.017, -1.26, -1.0
-1.03, 0.277, 1.0
1.03, 1.61, -1.0
0.587, 0.322, 1.0
0.985, 1.16, -1.0
-1.05, -0.4, 1.0
-0.741, 0.979, -1.0
-0.167, -0.633, 1.0
1.32, -1.23, 1.0
0.395, -1.04, -1.0
-1.16, 1.03, -1.0
-1.81, 0.0758, 1.0
0.0526, -1.31, -1.0
-0.0198, -1.22, -1.0
1.19, -1.33, 1.0
1.3, -1.28, 1.0
0.475, -0.381, 1.0
-0.943, -1.26, -1.0
-0.343, -1.39, -1.0
0.575, 1.42, 1.0
-1.23, -1.15, 1.0
1.15, -1.01, 1.0
-0.48, 0.0507, 1.0
-1.19, -1.0, 1.0
-1.63, 0.279, 1.0
1.13, 1.51, 1.0
0.391, -1.42, -1.0
-0.826, -1.67, -1.0
0.0394, -1.35, -1.0
0.0927, -1.02, -1.0
-0.389, -1.32, -1.0
0.83, 1.67, 1.0
0.991, 0.594, -1.0
-0.0545, -1.45, -1.0
-1.78, 0.819, -1.0
1.41, 0.9, -1.0
0.621, 1.48, 1.0
0.805, 1.21, -1.0
-2.14, -1.59, 1.0
-1.16, -0.641, -1.0
-0.56, 1.06, -1.0
2.55, 1.4, 1.0
1.91, 1.37, 1.0
-0.928, 1.55, -1.0
2.32, 1.32, 1.0
-0.64, -0.238, 1.0
0.484, 1.04, -1.0
0.592, 0.235, 1.0
0.487, 1.33, -1.0
0.646, 0.778, -1.0
0.0971, 1.58, 1.0
0.689, -0.506, 1.0
0.318, 1.82, 1.0
-0.655, -1.44, -1.0
1.15, 1.49, 1.0
0.342, -0.701, -1.0
1.18, 1.36, 1.0
-0.852, 1.32, -1.0
-0.219, 0.128, 1.0
0.208, -0.427, 1.0
0.757, -0.208, 1.0
0.148, 1.26, -1.0
-1.19, -1.14, 1.0
0.613, -0.211, 1.0
0.295, -1.36, -1.0
-0.658, 0.554, 1.0
-1.5, -0.39, 1.0
1.12, -0.422, -1.0
0.686, 1.2, -1.0
-0.135, -1.12, -1.0
0.477, 0.791, -1.0
0.677, 0.964, -1.0
0.355, 2.08, -1.0
1.67, -1.77, 1.0
0.68, 0.739, -1.0
-2.11, -1.51, 1.0
0.329, 1.11, -1.0
-1.44, -0.775, 1.0
0.811, -1.65, 1.0
-1.39, -0.118, 1.0
-2.13, 0.678, -1.0
1.09, 0.6, -1.0
1.17, 0.426, -1.0
-0.419, 1.4, -1.0
-2.04, -0.584, 1.0
-0.72, -1.39, -1.0
1.44, -0.0447, -1.0
-0.231, -0.75, -1.0
0.981, 0.26, 1.0
-0.483, 1.16, -1.0
0.472, 0.0979, 1.0
-0.651, -0.159, 1.0
-0.579, 0.79, -1.0
-0.975, 0.725, -1.0
-0.851, 0.681, -1.0
-0.401, -1.17, -1.0
-0.11, -0.372, 1.0
-0.425, 0.996, 1.0
-0.896, 0.207, 1.0
1.25, 1.2, 1.0
-1.98, 0.345, -1.0
0.75, 1.92, 1.0
-0.472, -0.0198, 1.0
-0.855, -1.33, -1.0
0.0526, 1.42, -1.0
1.72, -0.793, -1.0
-1.43, -0.546, 1.0
-1.48, -1.23, 1.0
1.98, 0.417, -1.0
-0.952, 4.32E-4, 1.0
0.667, 1.92, 1.0
-0.633, -0.698, 1.0
-0.987, -0.814, 1.0
1.32, -0.331, 1.0
-1.59, 0.913, -1.0
-1.23, -0.703, 1.0
1.07, 0.441, -1.0
-0.179, -0.0492, 1.0
-0.616, 0.413, 1.0
0.479, 1.48, -1.0
0.89, 0.864, -1.0
1.05, -0.96, 1.0
0.105, -0.208, 1.0
-0.644, -0.78, -1.0
0.552, -0.244, 1.0
1.72, -0.471, -1.0
-1.75, 0.318, -1.0
0.57, 1.42, -1.0
1.66, 0.239, -1.0
-0.693, 1.28, -1.0
0.358, -0.887, 1.0
-0.239, -1.42, -1.0
-0.315, -1.3, -1.0
0.589, 0.714, -1.0
0.605, 1.28, -1.0
-1.8, -1.71, 1.0
0.463, -1.28, -1.0
0.185, 0.261, 1.0
1.97, 1.41, 1.0
0.66, 0.835, -1.0
-0.973, -0.126, 1.0
0.187, -1.02, -1.0
0.933, 0.716, -1.0
1.75, 1.33, 1.0
0.0128, 1.29, -1.0
0.824, -0.673, 1.0
0.2, -0.609, 1.0
-0.0264, -0.952, -1.0
-0.598, -1.38, -1.0
1.93, 1.41, 1.0
1.8, 0.757, -1.0
-0.369, -1.14, -1.0
-0.96, 1.34, -1.0
0.439, -1.09, -1.0
-1.3, 1.16, -1.0
-0.497, -1.29, -1.0
0.264, -0.605, 1.0
0.00273, -0.973, -1.0
0.635, 0.559, 1.0
-0.0876, 0.255, 1.0
1.47, -2.05, 1.0
1.49, -0.886, -1.0
1.71, 0.569, -1.0
-0.973, 0.107, 1.0
-1.48, -0.297, 1.0
-0.607, -0.894, -1.0
-1.02, 0.521, 1.0
-0.0666, 0.0656, 1.0
-0.142, 1.65, -1.0
0.335, 1.95, -1.0
0.409, -1.51, -1.0
0.604, 0.555, -1.0
-0.44, 0.298, 1.0
0.0116, -1.09, -1.0
1.35, -0.177, -1.0
1.26, -0.553, 1.0
-1.31, -1.16, 1.0
2.51, 0.901, 1.0
-0.877, -1.08, -1.0
1.95, 0.902, 1.0
1.68, -0.32, -1.0
0.527, -1.13, -1.0
-0.834, -1.19, -1.0
-0.241, 0.774, 1.0
0.432, 0.749, -1.0
-0.0454, 1.75, -1.0
-1.86, -1.3, 1.0
-0.951, 1.39, -1.0
0.572, -0.812, 1.0
0.566, -0.977, 1.0
0.276, -0.218, 1.0
1.35, -1.51, 1.0
-1.34, 0.626, -1.0
0.021, -0.905, -1.0
1.1, -0.313, 1.0
-0.224, -1.02, -1.0
0.465, 0.842, -1.0
-0.49, 1.25, -1.0
-0.0242, -1.28, -1.0
-1.37, 0.808, -1.0
0.883, 0.598, -1.0
0.924, 0.701, -1.0
1.24, 0.908, -1.0
2.0, 1.28, 1.0
0.278, 0.383, 1.0
0.952, 0.836, -1.0
-1.53, 0.257, -1.0
1.38, -0.645, 1.0
-0.405, -1.09, -1.0
0.434, 0.295, 1.0
-0.901, -1.68, -1.0
-0.0677, 1.74, -1.0
0.244, 1.84, 1.0
1.55, 1.1, 1.0
0.928, 1.45, 1.0
-0.866, -0.197, 1.0
0.517, 1.71, -1.0
-0.215, -0.217, 1.0
1.49, -1.53, 1.0
0.728, 0.752, -1.0
-1.76, -1.33, 1.0
-0.39, -1.01, -1.0
-0.218, -1.05, -1.0
0.603, 1.8, 1.0
-0.0232, -1.24, -1.0
1.5, -0.0608, -1.0
-1.22, -0.107, 1.0
-1.19, 0.814, -1.0
-0.758, 0.794, -1.0
1.45, -1.03, 1.0
-0.169, -0.601, 1.0
0.462, 1.89, -1.0
-1.89, -1.16, 1.0
-0.0199, -1.32, -1.0
-0.396, -1.45, -1.0
-0.961, 0.755, -1.0
1.34, 0.274, -1.0
0.188, 1.59, 1.0
0.725, 1.33, -1.0
-0.121, -1.05, -1.0
0.955, 0.142, 1.0
-0.899, -1.38, -1.0
0.942, 1.83, 1.0
1.35, 0.677, -1.0
-0.357, 1.51, -1.0
-0.859, 1.26, -1.0
-1.53, 0.795, -1.0
0.707, -0.778, 1.0
-1.84, -0.284, 1.0
-0.262, 1.71, 1.0
1.23, -0.0874, -1.0
1.24, 0.441, -1.0
0.547, 1.15, -1.0
-1.34, -1.05, 1.0
0.843, 0.634, -1.0
-0.325, 0.969, 1.0
0.803, 0.349, -1.0
-1.21, 1.0, -1.0
-0.176, -0.207, 1.0
-0.599, 1.25, -1.0
1.01, 0.257, -1.0
0.934, 0.32, -1.0
-0.226, -1.45, -1.0
-0.667, -0.895, -1.0
-0.0337, -1.36, -1.0
-1.78, -0.607, 1.0
-0.435, -1.53, -1.0
-1.75, -1.27, 1.0
-1.33, 0.878, -1.0
0.435, 0.397, 1.0
0.569, 1.15, -1.0
-1.07, 1.3, -1.0
-0.58, -0.579, 1.0
-0.851, -1.26, -1.0
1.94, 1.25, 1.0
-0.651, 1.12, -1.0
-1.33, 0.897, -1.0
0.76, -1.16, 1.0
-0.992, -0.0156, 1.0
-0.159, -0.12, 1.0
-1.28, -0.259, 1.0
-0.867, 0.214, 1.0
-1.34, 0.54, -1.0
-0.651, -0.528, 1.0
0.0439, 2.03, 1.0
-0.553, -0.687, 1.0
1.36, -0.412, -1.0
1.32, 0.218, -1.0
0.359, 1.52, -1.0
-1.02, -1.19, -1.0
1.45, 0.273, -1.0
0.435, 1.31, 1.0
-0.248, -1.69, -1.0
-0.663, -1.47, -1.0
-0.767, -1.2, -1.0
0.473, -1.11, 1.0
2.18, 1.13, 1.0
1.52, 0.315, -1.0
-0.29, 0.7, 1.0
0.431, -1.46, -1.0
1.14, 0.607, -1.0
2.07, 1.37, 1.0
0.985, 0.114, -1.0
-0.077, 1.87, 1.0
-0.956, 1.11, -1.0
1.35, -0.962, 1.0
0.599, 1.14, -1.0
1.1, -1.17, 1.0
0.184, 0.558, 1.0
-0.334, -1.34, -1.0
0.655, 1.14, -1.0
0.364, -0.269, 1.0
0.849, 0.907, -1.0
0.401, -1.31, -1.0
-0.561, -0.787, 1.0
0.617, 1.34, 1.0
0.229, 0.613, 1.0
-1.15, -0.545, 1.0
0.132, -1.49, -1.0
0.335, 1.15, -1.0
-0.397, -1.1, -1.0
-0.648, -0.713, 1.0
-0.726, -1.17, -1.0
-0.0261, -1.38, -1.0
-1.57, -0.561, 1.0
-1.67, 0.88, -1.0
2.4, 1.2, 1.0
-0.144, 1.68, -1.0
1.71, -0.945, -1.0
-0.0117, -1.34, -1.0
0.983, 0.611, -1.0
-1.52, -0.00335, 1.0
-0.184, -1.4, -1.0
-1.06, -1.54, -1.0
1.12, 0.422, -1.0
0.258, 0.482, 1.0
0.869, 0.576, -1.0
1.74, 0.195, -1.0
0.163, -1.08, -1.0
1.88, -0.289, -1.0
0.273, 1.79, -1.0
0.996, 1.46, 1.0
0.0878, -1.08, -1.0
-0.0461, 1.65, -1.0
-0.615, -0.97, -1.0
-0.926, 0.916, -1.0
-1.01, 0.357, 1.0
-1.19, 1.14, -1.0
-0.728, -0.76, 1.0
-0.768, -0.909, -1.0
0.229, 1.63, -1.0
-0.114, -1.5, -1.0
-1.15, -0.562, 1.0
-1.6, -1.32, 1.0
-0.355, 1.28, -1.0
0.273, -1.45, -1.0
-1.18, 1.17, -1.0
0.722, 0.368, -1.0
-0.886, -1.27, -1.0
1.07, 0.668, -1.0
0.41, 1.01, -1.0
-0.78, -1.37, -1.0
-0.621, 1.11, -1.0
0.707, 1.37, -1.0
-0.0696, -0.896, -1.0
0.155, 1.88, -1.0
-0.98, -1.49, -1.0
1.26, 0.305, -1.0
0.835, 1.24, -1.0
0.304, 1.61, -1.0
1.31, 0.17, -1.0
-1.78, -0.253, 1.0
0.998, 0.37, -1.0
1.33, -0.0673, -1.0
0.0981, 0.465, 1.0
0.164, -1.18, -1.0
0.725, -0.99, 1.0
-1.22, 0.569, 1.0
0.627, 0.125, -1.0
0.594, 1.8, -1.0
1.02, 0.0975, -1.0
1.11, 0.685, -1.0
-0.64, 0.705, 1.0
0.14, -0.8, -1.0
0.9, -1.36, 1.0
0.242, 0.347, 1.0
-0.799, 1.11, -1.0
-0.108, 1.7, -1.0
-1.1, 0.419, 1.0
1.34, -0.0272, -1.0
1.17, 0.407, -1.0
1.12, 0.822, -1.0
-1.94, -1.61, 1.0
0.825, -1.28, 1.0
1.8, 0.0607, -1.0
0.108, -1.21, -1.0
2.18, 1.21, 1.0
-0.702, -0.811, -1.0
-0.729, 1.5, -1.0
1.3, 0.749, -1.0
0.247, 1.65, 1.0
-2.19, -1.3, 1.0
-1.34, 0.869, -1.0
-0.59, -1.04, -1.0
-1.12, -0.315, 1.0
0.334, 1.04, -1.0
1.86, -0.213, -1.0
-1.53, 0.679, -1.0
-1.19, -0.328, 1.0
1.16, 0.847, -1.0
-0.131, 1.76, 1.0
0.189, 1.35, -1.0
0.0561, -0.479, 1.0
0.466, 0.322, 1.0
0.97, 1.15, -1.0
-0.753, -1.08, -1.0
0.273, 1.68, -1.0
