@relation unknow
@attribute age real [29.0, 77.0]
@attribute sex real [0.0, 1.0]
@attribute cp real [1.0, 4.0]
@attribute trestbps real [94.0, 200.0]
@attribute chol real [126.0, 564.0]
@attribute fbs real [0.0, 1.0]
@attribute restecg real [0.0, 2.0]
@attribute thalach real [71.0, 202.0]
@attribute exang real [0.0, 1.0]
@attribute oldpeak real [0.0, 6.2]
@attribute slope real [1.0, 3.0]
@attribute ca real [0.0, 3.0]
@attribute thal real [3.0, 7.0]
@attribute num {0, 1, 2, 3, 4}
@inputs age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal
@outputs num
@data
60.0, 0.0, 3.0, 120.0, 178.0, 1.0, 0.0, 96.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
67.0, 1.0, 4.0, 120.0, 237.0, 0.0, 0.0, 71.0, 0.0, 1.0, 2.0, 0.0, 3.0, 2
47.0, 1.0, 4.0, 110.0, 275.0, 0.0, 2.0, 118.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1
58.0, 1.0, 4.0, 146.0, 218.0, 0.0, 0.0, 105.0, 0.0, 2.0, 2.0, 1.0, 7.0, 1
70.0, 1.0, 2.0, 156.0, 245.0, 0.0, 2.0, 143.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
44.0, 1.0, 3.0, 120.0, 226.0, 0.0, 0.0, 169.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
42.0, 1.0, 4.0, 136.0, 315.0, 0.0, 0.0, 125.0, 1.0, 1.8, 2.0, 0.0, 6.0, 2
66.0, 1.0, 4.0, 160.0, 228.0, 0.0, 2.0, 138.0, 0.0, 2.3, 1.0, 0.0, 6.0, 0
58.0, 1.0, 4.0, 114.0, 318.0, 0.0, 1.0, 140.0, 0.0, 4.4, 3.0, 3.0, 6.0, 4
41.0, 1.0, 2.0, 120.0, 157.0, 0.0, 0.0, 182.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
45.0, 1.0, 1.0, 110.0, 264.0, 0.0, 0.0, 132.0, 0.0, 1.2, 2.0, 0.0, 7.0, 1
57.0, 0.0, 2.0, 130.0, 236.0, 0.0, 2.0, 174.0, 0.0, 0.0, 2.0, 1.0, 3.0, 1
67.0, 1.0, 4.0, 120.0, 229.0, 0.0, 2.0, 129.0, 1.0, 2.6, 2.0, 2.0, 7.0, 1
57.0, 1.0, 3.0, 150.0, 168.0, 0.0, 0.0, 174.0, 0.0, 1.6, 1.0, 0.0, 3.0, 0
66.0, 1.0, 4.0, 120.0, 302.0, 0.0, 2.0, 151.0, 0.0, 0.4, 2.0, 0.0, 3.0, 0
59.0, 1.0, 1.0, 170.0, 288.0, 0.0, 2.0, 159.0, 0.0, 0.2, 2.0, 0.0, 7.0, 1
59.0, 1.0, 1.0, 178.0, 270.0, 0.0, 2.0, 145.0, 0.0, 4.2, 3.0, 0.0, 7.0, 0
42.0, 1.0, 3.0, 120.0, 240.0, 1.0, 0.0, 194.0, 0.0, 0.8, 3.0, 0.0, 7.0, 0
71.0, 0.0, 4.0, 112.0, 149.0, 0.0, 0.0, 125.0, 0.0, 1.6, 2.0, 0.0, 3.0, 0
66.0, 0.0, 3.0, 146.0, 278.0, 0.0, 2.0, 152.0, 0.0, 0.0, 2.0, 1.0, 3.0, 0
