@relation unknow
@attribute a01 real [0.0, 1.0]
@attribute a02 real [0.0, 0.0]
@attribute a03 real [-1.0, 1.0]
@attribute a04 real [-1.0, 1.0]
@attribute a05 real [-1.0, 1.0]
@attribute a06 real [-1.0, 1.0]
@attribute a07 real [-1.0, 1.0]
@attribute a08 real [-1.0, 1.0]
@attribute a09 real [-1.0, 1.0]
@attribute a10 real [-1.0, 1.0]
@attribute a11 real [-1.0, 1.0]
@attribute a12 real [-1.0, 1.0]
@attribute a13 real [-1.0, 1.0]
@attribute a14 real [-1.0, 1.0]
@attribute a15 real [-1.0, 1.0]
@attribute a16 real [-1.0, 1.0]
@attribute a17 real [-1.0, 1.0]
@attribute a18 real [-1.0, 1.0]
@attribute a19 real [-1.0, 1.0]
@attribute a20 real [-1.0, 1.0]
@attribute a21 real [-1.0, 1.0]
@attribute a22 real [-1.0, 1.0]
@attribute a23 real [-1.0, 1.0]
@attribute a24 real [-1.0, 1.0]
@attribute a25 real [-1.0, 1.0]
@attribute a26 real [-1.0, 1.0]
@attribute a27 real [-1.0, 1.0]
@attribute a28 real [-1.0, 1.0]
@attribute a29 real [-1.0, 1.0]
@attribute a30 real [-1.0, 1.0]
@attribute a31 real [-1.0, 1.0]
@attribute a32 real [-1.0, 1.0]
@attribute a33 real [-1.0, 1.0]
@attribute a34 real [-1.0, 1.0]
@attribute class {b, g}
@inputs a01, a02, a03, a04, a05, a06, a07, a08, a09, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34
@outputs class
@data
1.0, 0.0, -0.26667, 0.4, -0.27303, 0.12159, -0.17778, -0.04444, 0.06192, -0.06879, 0.04461, 0.02575, -0.00885, 0.02726, -0.01586, -0.00166, -9.3E-4, -0.00883, 0.0047, -0.00153, 0.00138, 0.00238, -0.00114, 0.00102, -6.9E-4, -5.0E-4, 1.9E-4, -4.3E-4, 2.6E-4, 5.0E-5, 0.0, 1.5E-4, -8.0E-5, 2.0E-5, b
1.0, 0.0, 0.84783, 0.10598, 1.0, 0.3913, 1.0, -1.0, 0.66938, 0.08424, 1.0, 0.27038, 1.0, 0.60598, 1.0, 0.35507, 1.0, 0.02672, 0.58424, -0.43025, 1.0, 0.63496, 0.8913, 0.26585, 0.91033, -0.33333, 1.0, 0.15942, 0.37681, -0.01947, 1.0, 0.22464, 1.0, 0.37409, b
1.0, 0.0, 0.39394, -0.24242, 0.62655, 0.0127, 0.45455, 0.09091, 0.63636, 0.09091, 0.21212, -0.21212, 0.57576, 0.15152, 0.39394, 0.0, 0.56156, 0.04561, 0.51515, 0.0303, 0.78788, 0.18182, 0.30303, -0.15152, 0.48526, 0.05929, 0.46362, 0.06142, 0.33333, -0.0303, 0.41856, 0.0641, 0.39394, 0.24242, g
1.0, 0.0, 0.0, 0.0, 1.0, 0.51724, 0.0, 0.0, 0.10991, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -0.22414, -0.55711, -0.83297, 0.7694, 0.63147, 0.0, 0.0, 0.53448, 0.35668, -0.90302, 0.44828, 1.0, -1.0, -1.0, 0.81573, 0.0, 0.0, 0.0, 0.0, b
1.0, 0.0, 0.21429, -0.09524, 0.33333, 0.07143, 0.19048, 0.19048, 0.2381, 0.09524, 0.40476, 0.02381, 0.30952, -0.04762, 0.30952, -0.04762, 0.28571, -0.11905, 0.33333, 0.04762, 0.30952, 0.0, 0.21429, -0.11905, 0.35714, -0.04762, 0.22109, -0.0229, 0.19048, 0.0, 0.16997, -0.02034, 0.14694, -0.01877, g
1.0, 0.0, 0.7087, -0.24783, 0.64348, 0.04348, 0.45217, 0.38261, 0.65217, 0.18261, 0.5, 0.26957, 0.57826, -0.23043, 0.50435, 0.37826, 0.38696, -0.42609, 0.36087, -0.26087, 0.26957, 0.11739, 0.53246, -0.03845, 0.31304, -0.12174, 0.4993, -0.04264, 0.48348, -0.04448, 0.64348, -0.25217, 0.50435, 0.14783, g
1.0, 0.0, 0.94649, 0.00892, 0.97287, -0.0026, 0.98922, 0.00372, 0.95801, 0.01598, 0.94054, 0.0353, 0.97213, 0.04719, 0.98625, 0.01858, 0.94277, 0.07135, 0.98551, -0.00706, 0.9777, 0.0498, 0.96358, 0.07098, 0.93274, 0.08101, 0.95243, 0.04356, 0.97473, 0.00818, 0.97845, 0.07061, 1.0, -0.0026, g
1.0, 0.0, 0.72414, -0.01084, 0.79704, 0.01084, 0.8, 0.00197, 0.79015, 0.01084, 0.78424, -0.00985, 0.8335, 0.03251, 0.85123, 0.01675, 0.80099, -0.00788, 0.79113, -0.02956, 0.75961, 0.0335, 0.74778, 0.05517, 0.72611, -0.01478, 0.78041, 0.00612, 0.74089, -0.05025, 0.82956, 0.02956, 0.79015, 0.00788, g
1.0, 0.0, 0.83609, 0.13215, 0.72171, 0.06059, 0.65829, 0.08315, 0.23888, 0.12961, 0.43837, 0.2033, 0.49418, 0.12686, 0.44747, 0.13507, 0.29352, 0.02922, 0.48158, 0.15756, 0.32835, 0.14616, 0.29495, 0.14638, 0.26436, 0.1453, 0.23641, 0.14314, 0.26429, 0.16137, 0.18767, 0.13632, 0.16655, 0.13198, g
1.0, 0.0, 0.92277, 0.07804, 0.92679, 0.16251, 0.89702, 0.24618, 0.84111, 0.35197, 0.78801, 0.42196, 0.70716, 0.46983, 0.70796, 0.56476, 0.60459, 0.642, 0.51247, 0.64924, 0.39903, 0.66975, 0.34232, 0.68343, 0.23693, 0.76146, 0.18765, 0.73885, 0.09694, 0.71038, 0.02735, 0.77072, -0.04023, 0.69509, g
1.0, 0.0, 0.64122, 0.01403, 0.34146, -0.02439, 0.52751, 0.03466, 0.19512, 0.12195, 0.43313, 0.04755, 0.21951, 0.04878, 0.29268, 0.0, 0.36585, 0.0, 0.31707, 0.07317, 0.26829, 0.12195, 0.23698, 0.05813, 0.21951, 0.09756, 0.19304, 0.05641, 0.1741, 0.05504, 0.19512, 0.0, 0.17073, 0.07317, g
1.0, 0.0, 0.32834, 0.0252, 0.15236, 0.21278, 0.14919, 0.74003, -0.25706, 0.92324, -0.10312, 0.1938, -0.61352, 0.25786, -0.94053, -0.05409, -0.13117, -0.14329, -0.30315, -0.44615, -0.11409, -0.85597, 0.02668, -0.22786, 0.27942, -0.06295, 0.33737, -0.11876, 0.27657, -0.11409, 0.15078, 0.13296, 0.12197, 0.20468, g
1.0, 0.0, 0.8471, 0.13533, 0.73638, -0.06151, 0.87873, 0.0826, 0.88928, -0.09139, 0.78735, 0.06678, 0.80668, -0.00351, 0.79262, -0.01054, 0.85764, -0.04569, 0.8717, -0.03515, 0.81722, -0.0949, 0.71002, 0.04394, 0.86467, -0.15114, 0.81147, -0.04822, 0.78207, -0.00703, 0.75747, -0.06678, 0.85764, -0.06151, g
1.0, 0.0, -0.01864, -0.08459, 0.0, 0.0, 0.0, 0.0, 0.1147, -0.2681, -0.45663, -0.38172, 0.0, 0.0, -0.33656, 0.38602, -0.37133, 0.15018, 0.63728, 0.22115, 0.0, 0.0, 0.0, 0.0, -0.14803, -0.01326, 0.20645, -0.02294, 0.0, 0.0, 0.16595, 0.24086, -0.08208, 0.38065, b
1.0, 0.0, 0.17188, -1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, -0.61354, -0.67708, 0.80521, 0.36146, 0.51979, 0.14375, 0.0, 0.0, -1.0, -0.27083, -0.84792, 0.9625, 1.0, 1.0, -1.0, 0.67708, 0.0, 0.0, 0.0, 0.0, b
0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, b
1.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0.625, 1.0, -0.75, -0.75, 1.0, 1.0, 1.0, b
0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, b
1.0, 0.0, 1.0, -0.24051, 1.0, -0.20253, 0.87342, -0.10127, 0.88608, 0.01266, 1.0, 0.11392, 0.92405, 0.06329, 0.8481, -0.03797, 0.63291, -0.36709, 0.87342, -0.01266, 0.93671, 0.06329, 1.0, 0.25316, 0.62025, -0.37975, 0.84637, -0.0554, 1.0, -0.06329, 0.53165, 0.02532, 0.83544, -0.02532, g
1.0, 0.0, 1.0, 0.14286, 1.0, 0.71429, 1.0, 0.71429, 1.0, -0.14286, 0.85714, -0.14286, 1.0, 0.02534, 1.0, 0.0, 0.42857, -0.14286, 1.0, 0.03617, 1.0, -0.28571, 1.0, 0.0, 0.28571, -0.28571, 1.0, 0.04891, 1.0, 0.05182, 1.0, 0.57143, 1.0, 0.0, g
1.0, 0.0, 0.88179, 0.43491, 0.59573, 0.77655, 0.19672, 0.94537, -0.24103, 0.92544, -0.62526, 0.71257, -0.86443, 0.33652, -0.92384, -0.05338, -0.77356, -0.44707, -0.4695, -0.73285, -0.10237, -0.82217, 0.26384, -0.7757, 0.55984, -0.5591, 0.72147, -0.24433, 0.72478, 0.09599, 0.58137, 0.38915, 0.34749, 0.57656, g
0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -0.0184, 1.0, -1.0, 1.0, 1.0, 1.0, -0.85583, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -0.79141, 1.0, 1.0, 1.0, 1.0, b
1.0, 0.0, -0.5418, 0.14861, -0.33746, 0.73375, 0.52012, -0.13932, 0.31889, -0.06811, 0.20743, -0.1517, 0.47368, 0.08978, 0.56347, -0.1548, 0.16409, 0.45201, 0.33746, 0.03406, 0.50464, 0.07121, -0.63777, -0.6161, 1.0, 0.65635, 0.41348, -0.40116, -0.1517, 0.11146, 0.02399, 0.5582, 0.52632, -0.08978, b
1.0, 0.0, 1.0, 0.02461, 0.99672, 0.04861, 0.97545, 0.07143, 0.61745, -1.0, 0.91036, 0.11147, 0.88462, 0.5364, 0.82077, 0.14137, 0.76929, 0.15189, 1.0, 0.41003, 0.6585, 0.16371, 0.60138, 0.16516, 0.54446, 0.1639, 0.48867, 0.16019, 0.43481, 0.15436, 0.38352, 0.14677, 1.0, 1.0, b
1.0, 0.0, 0.74852, -0.02811, 0.6568, -0.05178, 0.80621, 0.02811, 0.85947, 0.02515, 0.63462, 0.08728, 0.71598, 0.0784, 0.73077, 0.05178, 0.7855, -0.27811, 0.65976, -0.01479, 0.78698, 0.06953, 0.34615, -0.18639, 0.65385, 0.02811, 0.61009, -0.06637, 0.5355, -0.21154, 0.59024, -0.14053, 0.56361, 0.02959, g
1.0, 0.0, 1.0, -0.0373, 1.0, -0.07383, 0.99601, -0.11039, 0.99838, -0.09931, 0.98941, -0.13814, 0.96674, -0.21695, 0.95288, -0.25099, 0.91236, -0.344, 0.90581, -0.32152, 0.89991, -0.34691, 0.87874, -0.37643, 0.86213, -0.4299, 0.83172, -0.43122, 0.81433, -0.42593, 0.77919, -0.47977, 0.75115, -0.50152, g
1.0, 0.0, 0.06404, -0.15271, -0.04433, 0.05911, 0.08374, -0.02463, -0.01478, 0.18719, 0.06404, 0.0, 0.12315, -0.09852, 0.05911, 0.0, 0.0197, -0.02956, -0.12808, -0.2069, 0.06897, 0.01478, 0.06897, 0.02956, 0.07882, 0.16256, 0.28079, -0.04926, -0.05911, -0.0936, 0.04433, 0.05419, 0.07389, -0.10837, b
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
1.0, 0.0, 0.94653, 0.28713, 0.72554, 0.67248, 0.47564, 0.82455, 0.01267, 0.89109, -0.24871, 0.84475, -0.47644, 0.56079, -0.75881, 0.41743, -0.66455, 0.07208, -0.65426, -0.19525, -0.52475, -0.44, -0.30851, -0.55089, -0.04119, -0.64792, 0.16085, -0.5642, 0.36752, -0.41901, 0.46059, -0.22535, 0.50376, -0.0598, g
1.0, 0.0, 0.74084, 0.04974, 0.79074, 0.02543, 0.78575, 0.03793, 0.6623, 0.09948, 0.67801, 0.31152, 0.75934, 0.07348, 0.74695, 0.08442, 0.70681, -0.07853, 0.63613, 0.0, 0.70021, 0.11355, 0.68183, 0.12185, 0.67016, 0.15445, 0.64158, 0.13608, 0.65707, 0.17539, 0.59759, 0.14697, 0.57455, 0.15114, g
1.0, 0.0, 0.93669, -0.0019, 0.60761, 0.43204, 0.92314, -0.40129, 0.93123, 0.16828, 0.96197, 0.09061, 0.99676, 0.08172, 0.91586, 0.05097, 0.84628, -0.25324, 0.87379, -0.14482, 0.84871, 0.26133, 0.75081, -0.03641, 0.84547, -0.02589, 0.87293, -0.02302, 0.98544, 0.09385, 0.78317, -0.10194, 0.85841, -0.14725, g
1.0, 0.0, 0.8842, 0.36724, 0.67123, 0.67382, 0.39613, 0.86399, 0.02424, 0.93182, -0.35148, 0.83713, -0.60316, 0.58842, -0.78658, 0.38778, -0.83285, -0.00642, -0.69318, -0.32963, -0.52504, -0.53924, -0.27377, -0.68126, 0.00806, -0.69774, 0.26028, -0.60678, 0.44569, -0.43383, 0.54209, -0.21542, 0.56286, 0.02823, g
1.0, 0.0, 0.85013, 0.01809, 0.92211, 0.01456, 0.92046, 0.0218, 0.92765, 0.0801, 0.87597, 0.1137, 0.91161, 0.0432, 0.90738, 0.05018, 0.87339, 0.02842, 0.95866, 0.0, 0.89097, 0.07047, 0.8843, 0.07697, 0.83721, 0.10853, 0.86923, 0.0895, 0.87597, 0.08786, 0.85198, 0.10134, 0.84258, 0.10698, g
1.0, 0.0, 0.93972, 0.28082, 0.80486, 0.52821, 0.58167, 0.73151, 0.34961, 0.80511, 0.10797, 0.90403, -0.20015, 0.89335, -0.3973, 0.82163, -0.58835, 0.62867, -0.76305, 0.40368, -0.81262, 0.18888, -0.81317, -0.04284, -0.75273, -0.26883, -0.63237, -0.46438, -0.46422, -0.61446, -0.26389, -0.70835, -0.08937, -0.71273, g
1.0, 0.0, 0.76046, 0.01092, 0.86335, 0.00258, 0.85821, 0.00384, 0.79988, 0.02304, 0.81504, 0.12068, 0.83096, 0.00744, 0.81815, 0.00854, 0.82777, -0.06974, 0.76531, 0.03881, 0.76979, 0.01148, 0.75071, 0.01232, 0.77138, -0.00303, 0.70886, 0.01375, 0.66161, 0.00849, 0.66298, 0.01484, 0.63887, 0.01525, g
0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -0.3125, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, b
1.0, 0.0, 1.0, 0.00433, 1.0, -0.01209, 1.0, -0.0296, 1.0, -0.07014, 0.97839, -0.06256, 1.0, -0.06544, 0.97261, -0.07917, 0.92561, -0.13665, 0.94184, -0.14327, 0.99589, -0.14248, 0.94815, -0.13565, 0.89469, -0.20851, 0.89067, -0.17909, 0.85644, -0.18552, 0.83777, -0.20101, 0.83867, -0.20766, g
1.0, 0.0, 0.95202, 0.02254, 0.93757, -0.01272, 0.93526, 0.01214, 0.96705, -0.01734, 0.96936, 0.0052, 0.95665, -0.03064, 0.9526, -0.00405, 0.9948, -0.02659, 0.99769, 0.01792, 0.93584, -0.04971, 0.93815, -0.0237, 0.97052, -0.04451, 0.96215, -0.01647, 0.97399, 0.01908, 0.95434, -0.0341, 0.95838, 0.00809, g
1.0, 0.0, 0.88804, 0.38138, 0.65926, 0.69431, 0.29148, 0.87892, -0.06726, 0.90135, -0.39597, 0.80441, -0.64574, 0.56502, -0.8296, 0.26906, -0.7894, -0.08205, -0.6278, -0.30942, -0.46637, -0.55605, -0.16449, -0.64338, 0.09562, -0.61055, 0.30406, -0.48392, 0.43227, -0.29838, 0.47029, -0.09461, 0.42152, 0.12556, g
1.0, 0.0, 1.0, 0.24168, 1.0, 0.4859, 1.0, 0.72973, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.77128, 1.0, 1.0, 1.0, 1.0, 0.74468, 1.0, 0.89647, 1.0, 0.64628, 1.0, 0.38255, 1.0, 0.10819, 1.0, -0.1737, 1.0, -0.81383, 1.0, g
1.0, 0.0, 0.99025, -0.05785, 0.99793, -0.13009, 0.98663, -0.1943, 0.99374, -0.25843, 0.92738, -0.3013, 0.92651, -0.37965, 0.89812, -0.43796, 0.84922, -0.52064, 0.87433, -0.57075, 0.79016, -0.59839, 0.74725, -0.64615, 0.68282, -0.68479, 0.65247, -0.73174, 0.6101, -0.75353, 0.54752, -0.80278, 0.49195, -0.83245, g
1.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.4375, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, b
1.0, 0.0, 0.79378, 0.29492, 0.64064, 0.52312, 0.41319, 0.68158, 0.14177, 0.83548, -0.16831, 0.78772, -0.42911, 0.72328, -0.57165, 0.41471, -0.75436, 0.16755, -0.69977, -0.09856, -0.57695, -0.23503, -0.40637, -0.38287, -0.17437, -0.5254, 0.01523, -0.48707, 0.1903, -0.38059, 0.31008, -0.23199, 0.34572, -0.08036, g
1.0, 0.0, 0.4375, 0.04167, 0.58333, -0.10417, 0.39583, 0.0, 0.33333, -0.0625, 0.47917, 0.0, 0.29167, 0.10417, 0.54167, 0.02083, 0.4375, -0.22917, 0.35417, -0.22917, 0.33333, 0.08333, 0.25, 0.1875, 0.39583, -0.1875, 0.44012, -0.10064, 0.41667, -0.08333, 0.58333, -0.3125, 0.33333, -0.0625, g
1.0, 0.0, 0.79847, 0.38265, 0.80804, -0.16964, 1.0, -0.07653, 0.98151, -0.07398, 0.70217, 0.20663, 0.99745, 0.02105, 0.98214, 0.02487, 1.0, -0.13074, 0.95663, 0.07717, 1.0, 0.00191, 0.90306, 0.30804, 1.0, -0.14541, 1.0, -0.00394, 0.75638, 0.07908, 1.0, -0.1875, 1.0, -0.0574, g
1.0, 0.0, 0.32789, 0.11042, 0.1597, 0.29308, 0.1402, 0.74485, -0.25131, 0.91993, -0.16503, 0.26664, -0.63714, 0.24865, -0.9765, -0.00337, -0.23227, -0.19909, -0.30522, -0.48886, -0.14426, -0.89991, 0.09345, -0.28916, 0.28307, -0.1856, 0.39599, -0.11498, 0.31005, 0.05614, 0.21443, 0.2054, 0.13376, 0.26422, g
1.0, 0.0, 0.01975, 0.00705, 0.0409, -0.00846, 0.02116, 0.01128, 0.01128, 0.04372, 0.00282, 0.00141, 0.01975, -0.03103, -0.01975, 0.06065, -0.0409, 0.0268, -0.02398, -0.00423, 0.04372, -0.02539, 0.01834, 0.0, 0.0, -0.01269, 0.01834, -0.01128, 0.00564, -0.01551, -0.01693, -0.02398, 0.00705, 0.0, b
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.62195, 1.0, 0.0, 0.0, 0.0, 0.0, 0.36585, -0.71951, 0.56098, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.10976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1.0, 0.0, 1.0, -0.02259, 1.0, -0.04494, 1.0, -0.06682, 1.0, -0.08799, 1.0, 0.56173, 1.0, -0.12738, 1.0, -0.14522, 1.0, 0.32407, 1.0, -0.17639, 0.99484, -0.18949, 0.95601, -0.20081, 1.0, -0.92284, 0.8728, -0.21793, 0.8292, -0.2237, 0.78479, -0.22765, 0.73992, -0.22981, g
1.0, 0.0, 0.90932, 0.08791, 0.86528, 0.16888, 1.0, 0.16598, 0.55187, 0.68154, 0.70207, 0.36719, 0.16286, 0.42739, 0.5762, 0.46086, 0.51067, 0.49618, 0.31639, 0.12967, 0.37824, 0.54462, 0.31274, 0.55826, 0.24856, 0.56527, 0.18626, 0.56605, 0.12635, 0.56101, 0.06927, 0.55061, 0.12137, 0.67739, g
