@relation unknow
@attribute a01 real [0.0, 1.0]
@attribute a02 real [0.0, 0.0]
@attribute a03 real [-1.0, 1.0]
@attribute a04 real [-1.0, 1.0]
@attribute a05 real [-1.0, 1.0]
@attribute a06 real [-1.0, 1.0]
@attribute a07 real [-1.0, 1.0]
@attribute a08 real [-1.0, 1.0]
@attribute a09 real [-1.0, 1.0]
@attribute a10 real [-1.0, 1.0]
@attribute a11 real [-1.0, 1.0]
@attribute a12 real [-1.0, 1.0]
@attribute a13 real [-1.0, 1.0]
@attribute a14 real [-1.0, 1.0]
@attribute a15 real [-1.0, 1.0]
@attribute a16 real [-1.0, 1.0]
@attribute a17 real [-1.0, 1.0]
@attribute a18 real [-1.0, 1.0]
@attribute a19 real [-1.0, 1.0]
@attribute a20 real [-1.0, 1.0]
@attribute a21 real [-1.0, 1.0]
@attribute a22 real [-1.0, 1.0]
@attribute a23 real [-1.0, 1.0]
@attribute a24 real [-1.0, 1.0]
@attribute a25 real [-1.0, 1.0]
@attribute a26 real [-1.0, 1.0]
@attribute a27 real [-1.0, 1.0]
@attribute a28 real [-1.0, 1.0]
@attribute a29 real [-1.0, 1.0]
@attribute a30 real [-1.0, 1.0]
@attribute a31 real [-1.0, 1.0]
@attribute a32 real [-1.0, 1.0]
@attribute a33 real [-1.0, 1.0]
@attribute a34 real [-1.0, 1.0]
@attribute class {b, g}
@inputs a01, a02, a03, a04, a05, a06, a07, a08, a09, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34
@outputs class
@data
1.0, 0.0, 1.0, 0.09771, 1.0, 0.12197, 1.0, 0.22574, 0.98602, 0.09237, 0.9493, 0.19211, 0.92992, 0.24288, 0.89241, 0.28343, 0.85529, 0.26721, 0.83656, 0.33129, 0.83393, 0.31698, 0.74829, 0.39597, 0.76193, 0.34658, 0.68452, 0.42746, 0.62764, 0.46031, 0.56791, 0.47033, 0.54252, 0.50903, g
1.0, 0.0, 0.83789, 0.42904, 0.72113, 0.58385, 0.45625, 0.78115, 0.1647, 0.82732, -0.13012, 0.86947, -0.46177, 0.78497, -0.59435, 0.5207, -0.7847, 0.26529, -0.84014, 0.03928, -0.62041, -0.31351, -0.47412, -0.48905, -0.37298, -0.67796, -0.05054, -0.62691, 0.1469, -0.45911, 0.37093, -0.39167, 0.48319, -0.24313, g
1.0, 0.0, 0.94631, 0.17498, 0.90946, 0.33143, 0.85096, 0.4996, 0.73678, 0.63842, 0.59215, 0.73838, 0.48698, 0.83614, 0.30459, 0.90665, 0.17959, 0.93429, -0.00701, 0.93109, -0.1888, 0.89383, -0.33023, 0.82492, -0.46534, 0.76482, -0.58563, 0.66335, -0.67929, 0.52564, -0.75321, 0.42488, -0.8121, 0.26092, g
1.0, 0.0, 0.88853, 0.01631, 0.92007, 0.01305, 0.92442, 0.01359, 0.89179, -0.10223, 0.90103, -0.08428, 0.9304, -0.01033, 0.93094, -0.08918, 0.86025, -0.05057, 0.89451, -0.04024, 0.88418, -0.12126, 0.88907, -0.11909, 0.8298, -0.14138, 0.86453, -0.11808, 0.85536, -0.13051, 0.83524, -0.12452, 0.86786, -0.12235, g
1.0, 0.0, 0.63816, 1.0, 0.20833, -1.0, 1.0, 1.0, 0.87719, 0.30921, -0.66886, 1.0, -0.05921, 0.58772, 0.01754, 0.05044, -0.51535, -1.0, 0.14254, -0.03289, 0.32675, -0.4386, -1.0, 1.0, 0.80921, -1.0, 1.0, -0.0614, 1.0, 1.0, 0.20614, -1.0, 1.0, 1.0, b
1.0, 0.0, 0.94531, -0.03516, -1.0, -0.33203, -1.0, -0.01563, 0.97266, 0.01172, 0.93359, -0.01953, -1.0, 0.16406, -1.0, -0.00391, 0.95313, -0.03516, 0.92188, -0.02734, -0.99219, 0.11719, -0.93359, 0.34766, 0.95703, -0.00391, 0.82041, 0.13758, 0.90234, -0.06641, -1.0, -0.1875, -1.0, -0.34375, b
1.0, 0.0, 0.95559, -0.00155, 0.86421, -0.13244, 0.94982, -0.00461, 0.82809, -0.51171, 0.92441, 0.10368, 1.0, -0.14247, 0.99264, -0.02542, 0.95853, -0.15518, 0.84013, 0.61739, 1.0, -0.16321, 0.87492, -0.08495, 0.85741, -0.01664, 0.84132, -0.01769, 0.82427, -0.01867, 0.80634, -0.01957, 0.78761, -0.02039, g
1.0, 0.0, 1.0, 0.5, 1.0, 0.25, 0.25, 1.0, 0.16851, 0.9118, -0.13336, 0.80454, -0.34107, 0.60793, -0.4382, 0.37856, -0.43663, 0.16709, -0.36676, 0.00678, -0.26477, -0.09025, -0.16178, -0.12964, -0.07782, -0.12744, -0.02089, -0.10242, 0.01033, -0.07036, 0.02224, -0.04142, 0.02249, -0.02017, g
1.0, 0.0, 0.89505, -0.03168, 0.87525, 0.05545, 0.89505, 0.01386, 0.92871, 0.02772, 0.91287, -0.0099, 0.94059, -0.01584, 0.91881, 0.03366, 0.93663, 0.0, 0.94257, 0.01386, 0.90495, 0.00792, 0.88713, -0.01782, 0.89307, 0.02376, 0.89002, 0.01611, 0.88119, 0.00198, 0.87327, 0.04158, 0.86733, 0.02376, g
1.0, 0.0, 0.88085, 0.35232, 0.68389, 0.65128, 0.34816, 0.79784, 0.05832, 0.90842, -0.29784, 0.8649, -0.62635, 0.6959, -0.77106, 0.39309, -0.85803, 0.08408, -0.81641, -0.24017, -0.64579, -0.50022, -0.39766, -0.68337, -0.11147, -0.75533, 0.17041, -0.71504, 0.40675, -0.57649, 0.56626, -0.36765, 0.62765, -0.13305, g
1.0, 0.0, 1.0, 0.28046, 1.0, 0.02477, 1.0, 0.07764, 1.0, 0.04317, 0.98762, 0.33266, 1.0, 0.05489, 1.0, 0.04384, 0.9575, -0.24598, 0.84371, -0.08668, 1.0, 0.0415, 0.99933, 0.27376, 1.0, -0.39056, 0.96414, -0.02174, 0.86747, 0.2336, 0.94578, -0.22021, 0.80355, -0.07329, g
1.0, 0.0, 1.0, -0.00612, 1.0, -0.09834, 1.0, -0.07649, 1.0, -0.10605, 1.0, -0.11073, 1.0, -0.39489, 1.0, -0.15616, 0.92124, -0.31884, 0.86473, -0.34534, 0.91693, -0.44072, 0.9606, -0.46866, 0.81874, -0.40372, 0.82681, -0.42231, 0.75784, -0.38231, 0.80448, -0.40575, 0.74354, -0.45039, g
1.0, 0.0, -1.0, 1.0, -1.0, 0.15244, 0.28354, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -0.23476, 0.28301, -1.0, 1.0, 1.0, -0.31402, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -0.03578, 1.0, -1.0, -1.0, -0.32317, 0.14939, 1.0, b
1.0, 0.0, 1.0, -0.16316, 1.0, -0.10169, 0.99999, -0.15197, 1.0, -0.19277, 0.94055, -0.35151, 0.95735, -0.29785, 0.93719, -0.34412, 0.94486, -0.28106, 0.90137, -0.43383, 0.86043, -0.47308, 0.82987, -0.5122, 0.8408, -0.47137, 0.76224, -0.5837, 0.65723, -0.68794, 0.68714, -0.64537, 0.64727, -0.67226, g
1.0, 0.0, 1.0, 0.0507, 1.0, 0.10827, 1.0, 0.19498, 1.0, 0.28453, 1.0, 0.34826, 1.0, 0.38261, 0.94575, 0.42881, 0.89126, 0.50391, 0.75906, 0.58801, 0.80644, 0.59962, 0.79578, 0.62758, 0.66643, 0.63942, 0.59417, 0.69435, 0.49538, 0.72684, 0.47027, 0.71689, 0.33381, 0.75243, g
1.0, 0.0, 0.95113, 0.00419, 0.95183, -0.02723, 0.93438, -0.0192, 0.9459, 0.01606, 0.9651, 0.03281, 0.94171, 0.0733, 0.94625, -0.01326, 0.97173, 0.0014, 0.94834, 0.06038, 0.9267, 0.08412, 0.93124, 0.10087, 0.9452, 0.01361, 0.93522, 0.04925, 0.93159, 0.08168, 0.94066, -3.5E-4, 0.91483, 0.04712, g
1.0, 0.0, 1.0, 0.24077, 0.99815, 0.00369, 0.80244, -0.30133, 0.89919, -0.23486, 0.70643, -0.24077, 0.73855, -0.30539, 0.71492, -0.36078, 0.47194, -0.61189, 0.40473, -0.55059, 0.61041, -0.39328, 0.53176, -0.32681, 0.23966, -0.52142, 0.29208, -0.4839, 0.12777, -0.39143, 0.15657, -0.51329, 0.18353, -0.46603, g
1.0, 0.0, 0.94052, -0.01531, 0.9417, 0.01001, 0.94994, -0.01472, 0.95878, -0.0106, 0.94641, -0.0371, 0.97173, -0.01767, 0.97055, -0.03887, 0.95465, -0.04064, 0.9523, -0.04711, 0.94229, -0.02179, 0.92815, -0.04417, 0.92049, -0.04476, 0.92695, -0.05827, 0.90342, -0.07479, 0.91991, -0.07244, 0.92049, -0.0742, g
1.0, 0.0, 1.0, 0.45455, 1.0, -0.45455, 1.0, 0.09091, 1.0, -0.09091, 1.0, 0.0, 1.0, -0.27273, 1.0, -0.18182, 1.0, 0.09091, 1.0, 0.0, 1.0, -0.36364, 1.0, 0.09091, 1.0, -0.09091, 1.0, -0.04914, 1.0, 0.45455, 1.0, -0.27273, 1.0, -0.18182, g
1.0, 0.0, 0.91241, 0.04347, 0.94191, 0.0228, 0.94705, 0.05345, 0.93582, 0.01321, 0.91911, 0.06348, 0.92766, 0.12067, 0.92048, 0.06211, 0.88899, 0.12722, 0.83744, 0.14439, 0.80983, 0.11849, 0.77041, 0.14222, 0.75755, 0.11299, 0.7355, 0.13282, 0.66387, 0.153, 0.70925, 0.10754, 0.65258, 0.11447, g
1.0, 0.0, -0.65625, 0.15625, 0.0625, 0.0, 0.0, 0.0625, 0.625, 0.0625, 0.1875, 0.0, -0.03125, 0.09375, 0.0625, 0.0, 0.15625, -0.15625, 0.4375, -0.375, 0.0, -0.09375, 0.0, 0.0, 0.03125, -0.46875, 0.03125, 0.0, -0.71875, 0.03125, -0.03125, 0.0, 0.0, 0.09375, b
1.0, 0.0, 1.0, -0.08183, 1.0, -0.11326, 0.99246, -0.29802, 1.0, -0.33075, 0.96662, -0.34281, 0.85788, -0.47265, 0.91904, -0.4817, 0.73084, -0.65224, 0.68131, -0.63544, 0.8245, -0.78316, 0.58829, -0.74785, 0.67033, -0.96296, 0.48757, -0.85669, 0.37941, -0.83893, 0.24117, -0.88846, 0.29221, -0.89621, g
1.0, 0.0, 0.73523, -0.38293, 0.80151, 0.10278, 0.78826, 0.15266, 0.5558, 0.05252, 1.0, 0.21225, 0.71947, 0.28954, 0.68798, 0.32925, 0.49672, 0.17287, 0.64333, -0.02845, 0.57399, 0.42528, 0.5312, 0.44872, 0.9453, 0.57549, 0.44174, 0.482, 0.12473, 1.0, 0.3507, 0.49721, 0.30588, 0.49831, g
1.0, 0.0, 0.19466, 0.05725, 0.04198, 0.25191, -0.10557, 0.48866, -0.18321, -0.18321, -0.41985, 0.06107, -0.4542, 0.0916, -0.16412, -0.30534, -0.10305, -0.39695, 0.18702, -0.17557, 0.34012, -0.11953, 0.28626, -0.16031, 0.21645, 0.24692, 0.03913, 0.31092, -0.03817, 0.26336, -0.16794, 0.16794, -0.30153, -0.33588, g
0.0, 0.0, -1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
1.0, 0.0, 0.94598, -0.02685, -1.0, 0.26131, -0.36393, 0.35639, 0.69258, -0.63427, 1.0, -0.03353, -0.2902, -0.0055, -0.54852, 0.15452, 0.91921, -0.4627, 1.0, -0.50424, -0.29735, -0.31454, -0.73864, 0.37361, 0.83872, -0.46734, 0.52208, -0.5813, 1.0, -0.61393, -0.09634, 0.20477, -0.06117, 0.41913, b
1.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -0.25342, 1.0, 0.23288, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, b
1.0, 0.0, 1.0, -0.05529, 1.0, -1.0, 0.5, -0.11111, 0.36111, -0.22222, 1.0, -0.25712, 0.16667, -0.11111, 1.0, -0.3466, 1.0, -0.38853, 1.0, -0.42862, 0.0, -0.25, 1.0, -0.50333, 1.0, -0.27778, 1.0, -0.57092, 1.0, -0.27778, 1.0, -0.63156, 1.0, -0.65935, b
1.0, 0.0, -1.0, -1.0, 1.0, 1.0, 1.0, -0.14375, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.17917, -1.0, -1.0, -1.0, 0.0875, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
1.0, 0.0, 0.84134, -0.18362, 0.43644, 0.02919, 0.93421, -0.00267, 0.87947, 0.13795, 0.81121, -0.01789, 0.88559, 0.54991, 0.91714, -0.57486, 0.75, -0.2952, 0.86676, -0.20104, 1.0, 1.0, 0.4661, -0.1629, 0.90066, -0.02778, 0.93358, -0.01158, 0.61582, -0.32298, 0.84463, -0.25706, 0.93323, -0.01425, g
1.0, 0.0, 0.74468, 0.10638, 0.88706, 0.00982, 0.88542, 0.01471, 0.87234, -0.01418, 0.7305, 0.10638, 0.87657, 0.02912, 0.87235, 0.03382, 0.95745, 0.07801, 0.95035, 0.04255, 0.85597, 0.04743, 0.84931, 0.05178, 0.87234, 0.11348, 0.83429, 0.06014, 0.74468, -0.03546, 0.8171, 0.068, 0.80774, 0.07173, g
1.0, 0.0, 0.75564, 0.49638, 0.8355, 0.54301, 0.54916, 0.72063, 0.35225, 0.70792, 0.13469, 0.94749, -0.09818, 0.93778, -0.37604, 0.82223, -0.52742, 0.71161, -0.68358, 0.67989, -0.70163, 0.24956, -0.79147, 0.02995, -0.98988, -0.29099, -0.70352, -0.32792, -0.63312, -0.19185, -0.34131, -0.60454, -0.19609, -0.62956, g
1.0, 0.0, 0.94333, 0.38574, 0.48263, 0.64534, 0.21572, 0.77514, -0.55941, 0.64899, -0.73675, 0.42048, -0.76051, 0.0, -0.62706, -0.31079, -0.38391, -0.62157, -0.12797, -0.69287, 0.49909, -0.6362, 0.71481, -0.3766, 0.73857, -0.05484, 0.60098, 0.30384, 0.45521, 0.60512, 0.02742, 0.54479, -0.21572, 0.50457, g
1.0, 0.0, 0.62121, -0.63636, 0.0, 0.0, 0.0, 0.0, 0.3447, 0.28788, 0.42803, 0.39394, -0.07576, 0.51894, 0.36364, 0.31439, -0.53788, 0.32955, 0.12121, -0.14773, 0.01894, -0.53409, -0.57576, 0.17803, 0.29167, -0.27273, 0.25758, -0.57576, 0.43182, 0.24242, 0.18182, -0.02273, 0.17045, -0.41667, b
1.0, 0.0, 0.76296, -0.07778, 1.0, -0.2963, 1.0, -0.85741, 0.8, 0.06111, 0.45556, -0.42778, 1.0, -0.12581, 1.0, -0.83519, 0.49259, 0.01852, 0.82222, -0.05926, 0.98215, -0.19938, 1.0, 0.22037, 0.6963, -0.26481, 0.92148, -0.24549, 0.78889, 0.02037, 0.87492, -0.27105, 1.0, -0.57037, g
1.0, 0.0, 0.97513, 0.0071, 0.98579, 0.01954, 1.0, 0.01954, 0.9929, 0.01599, 0.95737, 0.02309, 0.97158, 0.03552, 1.0, 0.0373, 0.97869, 0.02131, 0.98579, 0.05684, 0.97158, 0.04796, 0.94494, 0.05506, 0.98401, 0.03552, 0.9754, 0.06477, 0.94849, 0.08171, 0.99112, 0.06217, 0.98934, 0.09947, g
1.0, 0.0, 0.50112, -0.03596, 0.61124, 0.01348, 0.58876, 0.01573, 0.58876, 0.02472, 0.66742, -0.00449, 0.71685, -0.04719, 0.66517, 0.00899, 0.57303, 0.02472, 0.64719, -0.07416, 0.56854, 0.14157, 0.57528, -0.03596, 0.46517, 0.04944, 0.56588, 0.00824, 0.4764, -0.03596, 0.54607, 0.10562, 0.60674, -0.0809, g
1.0, 0.0, 0.85736, 7.5E-4, 0.81927, -0.05676, 0.77521, -0.04182, 0.84317, 0.09037, 0.86258, 0.11949, 0.88051, -0.06124, 0.78342, 0.0351, 0.83719, -0.06796, 0.8357, -0.1419, 0.88125, 0.01195, 0.90515, 0.0224, 0.79686, -0.01942, 0.82383, -0.03678, 0.88125, -0.06423, 0.73936, -0.01942, 0.79089, -0.09186, g
1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, b
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1.0, 0.0, 0.72727, -0.05, 0.89241, 0.03462, 1.0, 0.72727, 0.66364, -0.05909, 0.48182, -0.16818, 0.81809, 0.09559, 0.56818, 1.0, 0.50455, 0.21818, 0.66818, 0.1, 1.0, -0.3, 0.98636, -1.0, 0.57273, 0.32727, 0.56982, 0.14673, 0.42273, 0.08182, 0.48927, 0.14643, 1.0, 1.0, b
1.0, 0.0, 0.90071, 0.01773, 1.0, -0.01773, 0.90071, 0.00709, 0.84752, 0.05674, 1.0, 0.03546, 0.97872, 0.01064, 0.97518, 0.03546, 1.0, -0.03191, 0.89716, -0.03191, 0.8617, 0.07801, 1.0, 0.0922, 0.90071, 0.0461, 0.94305, 0.03247, 0.94681, 0.02482, 1.0, 0.01064, 0.93617, 0.02128, g
1.0, 0.0, 0.92247, -0.19448, 0.96419, -0.17674, 0.87024, -0.22602, 0.81702, -0.2707, 0.79271, -0.28909, 0.70302, -0.49639, 0.63338, -0.49967, 0.37254, -0.70729, 0.2707, -0.72109, 0.40506, -0.54172, 0.33509, -0.59691, 0.1475, -0.63601, 0.09312, -0.59589, -0.07162, -0.54928, -0.0184, -0.54074, -0.07457, -0.47898, g
1.0, 0.0, 0.91767, 0.18198, 0.8609, 0.35543, 0.72873, 0.45747, 0.60425, 0.69865, 0.50376, 0.74922, 0.361, 0.81795, 0.15664, 0.83558, 0.00396, 0.8521, -0.1639, 0.77853, -0.35996, 0.76193, -0.43087, 0.65385, -0.5314, 0.53886, -0.60328, 0.40972, -0.64511, 0.27338, -0.6571, 0.13667, -0.64056, 0.05394, g
1.0, 0.0, 0.9287, 0.33164, 0.76168, 0.62349, 0.49305, 0.84266, 0.21592, 0.95193, -0.13956, 0.96167, -0.47202, 0.8359, -0.70747, 0.6549, -0.87474, 0.3675, -0.91814, 0.05595, -0.89824, -0.26173, -0.73969, -0.54069, -0.50757, -0.74735, -0.22323, -0.86122, 0.0781, -0.87159, 0.36021, -0.78057, 0.59407, -0.6027, g
1.0, 0.0, 0.38521, 0.15564, 0.41245, 0.07393, 0.26459, 0.24125, 0.23346, 0.1323, 0.19455, 0.25292, 0.24514, 0.36965, 0.08949, 0.22957, -0.03891, 0.36965, 0.05058, 0.24903, 0.24903, 0.09728, 0.07782, 0.29961, -0.02494, 0.28482, -0.06024, 0.26256, -0.14786, 0.14786, -0.09339, 0.31128, -0.19066, 0.28794, b
0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, b
1.0, 0.0, 0.68317, 0.05375, 0.84803, 0.00202, 0.84341, 0.00301, 0.843, 0.09901, 0.75813, 0.04102, 0.81892, 0.00585, 0.80738, 0.00673, 0.80622, -0.12447, 0.77935, -0.03536, 0.76365, 0.00909, 0.74635, 0.00978, 0.79632, -0.04243, 0.70824, 0.01096, 0.62235, 0.11598, 0.66624, 0.0119, 0.64407, 0.01227, g
