@relation sonar
@attribute Band1 real [0.0020, 0.137]
@attribute Band2 real [0.0010, 0.234]
@attribute Band3 real [0.0020, 0.306]
@attribute Band4 real [0.0060, 0.426]
@attribute Band5 real [0.0070, 0.401]
@attribute Band6 real [0.01, 0.382]
@attribute Band7 real [0.0030, 0.373]
@attribute Band8 real [0.0060, 0.459]
@attribute Band9 real [0.0080, 0.683]
@attribute Band10 real [0.011, 0.711]
@attribute Band11 real [0.029, 0.734]
@attribute Band12 real [0.024, 0.706]
@attribute Band13 real [0.018, 0.713]
@attribute Band14 real [0.027, 0.997]
@attribute Band15 real [0.0030, 1.0]
@attribute Band16 real [0.016, 0.999]
@attribute Band17 real [0.035, 1.0]
@attribute Band18 real [0.038, 1.0]
@attribute Band19 real [0.049, 1.0]
@attribute Band20 real [0.066, 1.0]
@attribute Band21 real [0.051, 1.0]
@attribute Band22 real [0.022, 1.0]
@attribute Band23 real [0.056, 1.0]
@attribute Band24 real [0.024, 1.0]
@attribute Band25 real [0.024, 1.0]
@attribute Band26 real [0.092, 1.0]
@attribute Band27 real [0.048, 1.0]
@attribute Band28 real [0.028, 1.0]
@attribute Band29 real [0.014, 1.0]
@attribute Band30 real [0.061, 1.0]
@attribute Band31 real [0.048, 0.966]
@attribute Band32 real [0.04, 0.931]
@attribute Band33 real [0.048, 1.0]
@attribute Band34 real [0.021, 0.965]
@attribute Band35 real [0.022, 1.0]
@attribute Band36 real [0.0080, 1.0]
@attribute Band37 real [0.035, 0.95]
@attribute Band38 real [0.038, 1.0]
@attribute Band39 real [0.037, 0.986]
@attribute Band40 real [0.012, 0.93]
@attribute Band41 real [0.036, 0.9]
@attribute Band42 real [0.0060, 0.825]
@attribute Band43 real [0.0, 0.773]
@attribute Band44 real [0.0, 0.776]
@attribute Band45 real [0.0, 0.703]
@attribute Band46 real [0.0, 0.729]
@attribute Band47 real [0.0, 0.552]
@attribute Band48 real [0.0, 0.334]
@attribute Band49 real [0.0, 0.198]
@attribute Band50 real [0.0, 0.082]
@attribute Band51 real [0.0, 0.1]
@attribute Band52 real [0.0010, 0.071]
@attribute Band53 real [0.0, 0.039]
@attribute Band54 real [0.0010, 0.035]
@attribute Band55 real [0.0010, 0.045]
@attribute Band56 real [0.0, 0.039]
@attribute Band57 real [0.0, 0.036]
@attribute Band58 real [0.0, 0.044]
@attribute Band59 real [0.0, 0.036]
@attribute Band60 real [0.0010, 0.044]
@attribute Type {R, M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.013, 0.0070, 0.031, 0.031, 0.0080, 0.077, 0.077, 0.064, 0.073, 0.09, 0.075, 0.084, 0.123, 0.162, 0.232, 0.293, 0.353, 0.366, 0.322, 0.309, 0.408, 0.428, 0.466, 0.596, 0.695, 0.839, 0.888, 0.64, 0.331, 0.342, 0.492, 0.459, 0.303, 0.437, 0.518, 0.512, 0.475, 0.49, 0.46, 0.446, 0.42, 0.287, 0.23, 0.095, 0.01, 0.053, 0.038, 0.011, 0.011, 0.0080, 0.011, 0.0060, 0.0030, 0.0040, 0.0080, 0.0040, 0.0050, 0.0010, 0.0050, 0.0020, R
0.0090, 0.0050, 0.0080, 0.023, 0.059, 0.068, 0.099, 0.072, 0.058, 0.082, 0.132, 0.186, 0.279, 0.258, 0.224, 0.257, 0.293, 0.299, 0.392, 0.469, 0.566, 0.646, 0.677, 0.758, 0.886, 0.942, 1.0, 0.856, 0.679, 0.559, 0.415, 0.295, 0.202, 0.069, 0.117, 0.216, 0.222, 0.278, 0.231, 0.144, 0.151, 0.174, 0.176, 0.142, 0.091, 0.014, 0.047, 0.048, 0.016, 0.0040, 0.0020, 0.0050, 0.0040, 0.0080, 0.011, 0.0050, 0.0030, 0.0060, 0.0060, 0.0030, R
0.015, 0.01, 0.011, 0.026, 0.01, 0.039, 0.086, 0.092, 0.095, 0.15, 0.191, 0.212, 0.225, 0.257, 0.17, 0.202, 0.254, 0.342, 0.403, 0.455, 0.552, 0.599, 0.585, 0.711, 0.95, 0.986, 1.0, 0.958, 0.864, 0.713, 0.589, 0.432, 0.29, 0.174, 0.077, 0.23, 0.246, 0.31, 0.331, 0.222, 0.087, 0.206, 0.181, 0.162, 0.112, 0.082, 0.112, 0.095, 0.041, 0.012, 0.0050, 0.0050, 0.0040, 0.0040, 0.0010, 0.0050, 0.0040, 0.0010, 0.0030, 0.0030, R
0.012, 0.015, 0.022, 0.018, 0.036, 0.07, 0.087, 0.062, 0.125, 0.13, 0.089, 0.05, 0.063, 0.127, 0.08, 0.074, 0.205, 0.295, 0.319, 0.457, 0.596, 0.71, 0.822, 0.842, 0.906, 0.98, 1.0, 0.875, 0.758, 0.662, 0.579, 0.513, 0.478, 0.499, 0.52, 0.507, 0.458, 0.35, 0.184, 0.189, 0.197, 0.104, 0.055, 0.049, 0.062, 0.05, 0.025, 0.022, 0.01, 0.0050, 0.0020, 0.0040, 0.0070, 0.0030, 0.0050, 0.0050, 0.0020, 0.0040, 0.0090, 0.0060, R
0.013, 0.0010, 0.0090, 0.046, 0.052, 0.078, 0.093, 0.094, 0.171, 0.148, 0.153, 0.11, 0.089, 0.124, 0.12, 0.114, 0.214, 0.284, 0.364, 0.543, 0.667, 0.798, 0.927, 0.903, 0.919, 1.0, 0.982, 0.909, 0.818, 0.696, 0.59, 0.545, 0.514, 0.539, 0.553, 0.532, 0.483, 0.379, 0.183, 0.175, 0.168, 0.067, 0.061, 0.038, 0.053, 0.028, 0.018, 0.011, 0.0070, 0.012, 0.0090, 0.0080, 0.0040, 0.0010, 0.0010, 0.0040, 0.0040, 0.0020, 0.0020, 0.0020, R
0.0070, 0.01, 0.014, 0.049, 0.025, 0.081, 0.07, 0.074, 0.012, 0.09, 0.029, 0.155, 0.144, 0.104, 0.142, 0.123, 0.089, 0.205, 0.083, 0.152, 0.303, 0.161, 0.067, 0.143, 0.04, 0.165, 0.34, 0.486, 0.521, 0.551, 0.61, 0.599, 0.676, 0.89, 1.0, 0.952, 0.846, 0.707, 0.67, 0.633, 0.51, 0.416, 0.282, 0.17, 0.142, 0.097, 0.088, 0.086, 0.036, 0.023, 0.025, 0.0040, 0.0050, 0.0080, 0.012, 0.01, 0.0050, 0.0030, 0.0070, 0.0060, R
0.011, 0.0090, 0.0060, 0.046, 0.075, 0.089, 0.102, 0.049, 0.047, 0.039, 0.111, 0.141, 0.22, 0.298, 0.412, 0.475, 0.539, 0.628, 0.706, 0.792, 0.949, 1.0, 0.964, 0.943, 0.866, 0.79, 0.65, 0.449, 0.474, 0.615, 0.493, 0.32, 0.374, 0.334, 0.105, 0.067, 0.038, 0.046, 0.169, 0.217, 0.168, 0.064, 0.016, 0.078, 0.065, 0.021, 0.051, 0.039, 0.026, 0.01, 0.016, 0.0030, 0.0080, 0.011, 0.0080, 0.0060, 0.0, 0.0020, 0.0030, 0.0030, R
0.027, 0.024, 0.062, 0.056, 0.113, 0.097, 0.182, 0.174, 0.144, 0.181, 0.237, 0.091, 0.175, 0.401, 0.519, 0.731, 0.906, 0.926, 0.743, 0.446, 0.51, 0.695, 0.776, 0.836, 0.728, 0.64, 0.576, 0.415, 0.35, 0.444, 0.266, 0.202, 0.194, 0.076, 0.372, 0.584, 0.483, 0.235, 0.1, 0.324, 0.399, 0.298, 0.168, 0.176, 0.168, 0.073, 0.119, 0.13, 0.075, 0.0070, 0.026, 0.011, 0.011, 0.0080, 0.0050, 0.0070, 0.01, 0.016, 0.022, 0.017, R
0.013, 0.052, 0.062, 0.052, 0.107, 0.259, 0.23, 0.207, 0.342, 0.428, 0.302, 0.121, 0.33, 0.571, 0.696, 0.975, 1.0, 0.929, 0.621, 0.459, 0.5, 0.503, 0.708, 0.842, 0.811, 0.769, 0.81, 0.62, 0.236, 0.26, 0.63, 0.676, 0.29, 0.439, 0.853, 0.718, 0.48, 0.586, 0.499, 0.287, 0.06, 0.117, 0.274, 0.281, 0.208, 0.066, 0.049, 0.034, 0.017, 0.029, 0.0030, 0.021, 0.0050, 0.02, 0.013, 0.0020, 0.0040, 0.0030, 0.011, 0.0080, R
0.029, 0.04, 0.077, 0.081, 0.052, 0.105, 0.014, 0.067, 0.129, 0.115, 0.094, 0.079, 0.025, 0.119, 0.104, 0.205, 0.156, 0.269, 0.378, 0.402, 0.347, 0.14, 0.121, 0.283, 0.15, 0.263, 0.447, 0.752, 0.904, 0.781, 0.477, 0.248, 0.537, 0.628, 0.365, 0.457, 0.636, 0.647, 0.552, 0.325, 0.229, 0.065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0060, 0.024, 0.02, 0.0050, 0.014, 0.016, 0.0080, 0.014, 0.011, R
0.033, 0.042, 0.047, 0.082, 0.084, 0.076, 0.037, 0.096, 0.055, 0.019, 0.09, 0.173, 0.194, 0.28, 0.331, 0.502, 0.636, 0.71, 0.833, 0.873, 0.807, 0.751, 0.753, 0.73, 0.618, 0.495, 0.453, 0.41, 0.454, 0.412, 0.314, 0.319, 0.369, 0.378, 0.447, 0.478, 0.472, 0.466, 0.389, 0.426, 0.406, 0.371, 0.386, 0.28, 0.128, 0.112, 0.13, 0.079, 0.044, 0.022, 0.013, 0.0080, 0.017, 0.018, 0.0040, 0.013, 0.0070, 0.0040, 0.013, 0.0090, M
0.021, 0.012, 0.02, 0.104, 0.168, 0.042, 0.072, 0.083, 0.049, 0.069, 0.112, 0.174, 0.271, 0.309, 0.358, 0.5, 0.601, 0.647, 0.807, 0.901, 0.891, 0.934, 1.0, 0.91, 0.85, 0.787, 0.769, 0.772, 0.627, 0.43, 0.208, 0.12, 0.166, 0.262, 0.386, 0.396, 0.325, 0.23, 0.325, 0.402, 0.434, 0.401, 0.337, 0.252, 0.21, 0.118, 0.115, 0.055, 0.029, 0.018, 0.01, 0.012, 0.01, 0.0060, 0.0030, 0.01, 0.0080, 0.011, 0.016, 0.013, M
0.053, 0.088, 0.2, 0.26, 0.322, 0.225, 0.062, 0.229, 0.095, 0.074, 0.161, 0.223, 0.27, 0.336, 0.427, 0.414, 0.566, 0.692, 0.855, 0.923, 0.917, 1.0, 0.953, 0.91, 0.834, 0.705, 0.653, 0.448, 0.246, 0.202, 0.145, 0.099, 0.151, 0.239, 0.443, 0.502, 0.444, 0.457, 0.393, 0.29, 0.341, 0.499, 0.363, 0.139, 0.18, 0.13, 0.052, 0.082, 0.047, 0.011, 0.03, 0.024, 0.02, 0.026, 0.0080, 0.015, 0.017, 0.015, 0.013, 0.0060, M
0.028, 0.06, 0.066, 0.023, 0.084, 0.167, 0.115, 0.11, 0.137, 0.177, 0.2, 0.287, 0.328, 0.377, 0.417, 0.504, 0.618, 0.802, 0.933, 0.94, 0.928, 0.945, 0.833, 0.777, 0.701, 0.615, 0.581, 0.445, 0.371, 0.289, 0.218, 0.171, 0.358, 0.395, 0.287, 0.24, 0.362, 0.331, 0.376, 0.477, 0.406, 0.366, 0.232, 0.145, 0.102, 0.111, 0.066, 0.027, 0.024, 0.018, 0.011, 0.015, 0.017, 0.016, 0.0050, 0.0070, 0.0050, 0.0030, 0.0040, 0.0080, M
0.021, 0.026, 0.012, 0.077, 0.106, 0.168, 0.302, 0.346, 0.331, 0.412, 0.394, 0.133, 0.462, 0.997, 0.914, 0.829, 0.699, 0.782, 0.879, 0.85, 0.892, 0.947, 1.0, 0.898, 0.781, 0.832, 0.65, 0.455, 0.473, 0.339, 0.275, 0.098, 0.048, 0.14, 0.183, 0.215, 0.127, 0.191, 0.339, 0.344, 0.237, 0.12, 0.266, 0.259, 0.139, 0.108, 0.138, 0.132, 0.107, 0.032, 0.032, 0.0060, 0.016, 0.0080, 0.037, 0.01, 0.013, 0.029, 0.013, 0.0020, M
0.108, 0.107, 0.026, 0.084, 0.075, 0.112, 0.332, 0.459, 0.553, 0.597, 0.53, 0.225, 0.24, 0.269, 0.665, 0.663, 0.167, 0.084, 0.433, 0.872, 0.799, 0.371, 0.17, 0.161, 0.209, 0.285, 0.221, 0.613, 0.581, 0.692, 0.382, 0.43, 0.779, 0.87, 1.0, 0.921, 0.939, 0.93, 0.731, 0.479, 0.209, 0.202, 0.167, 0.287, 0.437, 0.31, 0.158, 0.055, 0.033, 0.021, 0.017, 0.018, 0.011, 0.023, 0.028, 0.0030, 0.0080, 0.012, 0.0080, 0.014, M
0.043, 0.09, 0.083, 0.081, 0.016, 0.028, 0.057, 0.206, 0.389, 0.711, 0.734, 0.503, 0.3, 0.195, 0.277, 0.374, 0.251, 0.251, 0.329, 0.487, 0.653, 0.845, 0.974, 1.0, 0.666, 0.532, 0.402, 0.344, 0.424, 0.418, 0.439, 0.116, 0.434, 0.655, 0.617, 0.437, 0.412, 0.364, 0.457, 0.437, 0.296, 0.431, 0.416, 0.182, 0.149, 0.014, 0.116, 0.205, 0.107, 0.02, 0.021, 0.018, 0.02, 0.021, 0.014, 0.0050, 0.0030, 0.016, 0.0060, 0.0020, M
0.052, 0.094, 0.062, 0.042, 0.1, 0.243, 0.178, 0.202, 0.261, 0.129, 0.265, 0.278, 0.443, 0.367, 0.204, 0.276, 0.325, 0.154, 0.278, 0.351, 0.519, 0.705, 0.714, 0.681, 0.51, 0.531, 0.613, 0.839, 0.903, 0.861, 0.966, 0.917, 0.713, 0.69, 0.731, 0.413, 0.158, 0.182, 0.138, 0.296, 0.694, 0.825, 0.535, 0.44, 0.645, 0.621, 0.302, 0.138, 0.036, 0.036, 0.046, 0.043, 0.027, 0.015, 0.012, 0.013, 0.0020, 0.011, 0.0070, 0.0080, M
0.03, 0.069, 0.099, 0.102, 0.08, 0.063, 0.013, 0.081, 0.176, 0.1, 0.052, 0.09, 0.266, 0.31, 0.352, 0.389, 0.396, 0.245, 0.236, 0.304, 0.311, 0.47, 0.553, 0.453, 0.446, 0.467, 0.462, 0.699, 0.763, 0.702, 0.738, 0.745, 0.793, 0.523, 0.397, 0.304, 0.131, 0.241, 0.178, 0.16, 0.566, 0.644, 0.424, 0.457, 0.576, 0.529, 0.329, 0.128, 0.07, 0.033, 0.034, 0.046, 0.028, 0.017, 0.0090, 0.0050, 0.02, 0.013, 0.012, 0.0020, M
0.102, 0.083, 0.058, 0.063, 0.064, 0.133, 0.099, 0.179, 0.12, 0.137, 0.251, 0.263, 0.28, 0.298, 0.382, 0.313, 0.396, 0.209, 0.322, 0.334, 0.318, 0.289, 0.361, 0.257, 0.411, 0.459, 0.472, 0.728, 0.759, 0.658, 0.751, 0.667, 0.49, 0.596, 0.655, 0.401, 0.119, 0.324, 0.311, 0.135, 0.511, 0.799, 0.752, 0.551, 0.586, 0.729, 0.552, 0.334, 0.161, 0.048, 0.1, 0.071, 0.032, 0.031, 0.025, 0.0090, 0.018, 0.021, 0.023, 0.011, M
0.012, 0.0070, 0.028, 0.058, 0.092, 0.127, 0.158, 0.193, 0.236, 0.217, 0.118, 0.075, 0.278, 0.376, 0.509, 0.659, 0.707, 0.753, 0.836, 0.859, 0.962, 0.984, 0.87, 0.64, 0.507, 0.54, 0.693, 0.849, 0.821, 0.596, 0.295, 0.276, 0.288, 0.189, 0.145, 0.096, 0.089, 0.084, 0.089, 0.155, 0.232, 0.222, 0.104, 0.172, 0.202, 0.179, 0.111, 0.04, 0.03, 0.0080, 0.0040, 0.0050, 0.0030, 0.0020, 0.0010, 0.0030, 0.0020, 0.0060, 0.0030, 0.0050, M
0.011, 0.045, 0.029, 0.071, 0.108, 0.102, 0.161, 0.212, 0.306, 0.294, 0.31, 0.343, 0.246, 0.189, 0.118, 0.208, 0.274, 0.327, 0.234, 0.126, 0.058, 0.124, 0.324, 0.436, 0.573, 0.782, 0.925, 0.935, 0.935, 1.0, 0.931, 0.848, 0.76, 0.704, 0.754, 0.799, 0.767, 0.596, 0.473, 0.484, 0.434, 0.395, 0.484, 0.538, 0.448, 0.267, 0.154, 0.136, 0.094, 0.026, 0.0080, 0.016, 0.012, 0.011, 0.0020, 0.01, 0.0070, 0.0060, 0.0020, 0.0040, M
0.022, 0.0060, 0.016, 0.049, 0.052, 0.085, 0.081, 0.183, 0.223, 0.181, 0.255, 0.298, 0.262, 0.189, 0.067, 0.267, 0.427, 0.629, 0.778, 0.769, 0.81, 0.849, 0.944, 0.945, 0.966, 0.804, 0.497, 0.396, 0.386, 0.557, 0.731, 0.855, 0.942, 0.873, 0.667, 0.469, 0.155, 0.175, 0.361, 0.521, 0.518, 0.37, 0.224, 0.082, 0.04, 0.078, 0.105, 0.103, 0.076, 0.022, 0.017, 0.0090, 0.0050, 0.0020, 0.0080, 0.0060, 0.0020, 0.0070, 0.0070, 0.0040, M
0.014, 0.03, 0.012, 0.0080, 0.024, 0.025, 0.028, 0.013, 0.049, 0.087, 0.11, 0.108, 0.109, 0.102, 0.06, 0.091, 0.131, 0.276, 0.366, 0.527, 0.581, 0.618, 0.588, 0.464, 0.542, 0.737, 0.909, 1.0, 0.825, 0.544, 0.335, 0.088, 0.16, 0.417, 0.658, 0.739, 0.796, 0.749, 0.68, 0.471, 0.236, 0.17, 0.273, 0.402, 0.412, 0.347, 0.274, 0.179, 0.092, 0.028, 0.017, 0.0080, 0.0040, 0.0020, 0.0040, 0.0060, 0.0070, 0.0040, 0.0040, 0.0030, M
0.033, 0.022, 0.039, 0.063, 0.116, 0.148, 0.205, 0.16, 0.253, 0.267, 0.306, 0.316, 0.231, 0.207, 0.18, 0.281, 0.442, 0.595, 0.66, 0.584, 0.454, 0.479, 0.565, 0.528, 0.712, 1.0, 0.956, 0.609, 0.511, 0.4, 0.048, 0.185, 0.219, 0.144, 0.176, 0.143, 0.164, 0.309, 0.365, 0.444, 0.386, 0.281, 0.124, 0.095, 0.12, 0.082, 0.062, 0.014, 0.011, 0.012, 0.01, 0.01, 0.015, 0.0060, 0.0020, 0.0050, 0.0020, 0.0040, 0.0050, 0.0070, M
