@relation vehicle
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {van, saab, bus, opel}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
85.0, 47.0, 75.0, 121.0, 53.0, 9.0, 157.0, 44.0, 20.0, 165.0, 168.0, 358.0, 176.0, 77.0, 1.0, 7.0, 182.0, 191.0, van
93.0, 47.0, 85.0, 161.0, 65.0, 12.0, 155.0, 43.0, 19.0, 157.0, 179.0, 354.0, 178.0, 76.0, 2.0, 9.0, 184.0, 196.0, van
91.0, 36.0, 77.0, 157.0, 56.0, 7.0, 155.0, 42.0, 19.0, 126.0, 177.0, 361.0, 123.0, 65.0, 8.0, 15.0, 195.0, 201.0, saab
91.0, 39.0, 88.0, 189.0, 63.0, 9.0, 175.0, 38.0, 21.0, 132.0, 197.0, 457.0, 156.0, 69.0, 0.0, 23.0, 191.0, 198.0, saab
89.0, 40.0, 60.0, 131.0, 56.0, 6.0, 118.0, 56.0, 17.0, 137.0, 143.0, 209.0, 153.0, 65.0, 10.0, 8.0, 193.0, 199.0, van
89.0, 35.0, 70.0, 138.0, 58.0, 7.0, 126.0, 53.0, 17.0, 128.0, 147.0, 237.0, 112.0, 64.0, 4.0, 19.0, 199.0, 207.0, van
100.0, 46.0, 81.0, 187.0, 61.0, 9.0, 166.0, 40.0, 20.0, 154.0, 189.0, 415.0, 175.0, 63.0, 13.0, 9.0, 198.0, 207.0, saab
87.0, 44.0, 70.0, 179.0, 75.0, 6.0, 146.0, 45.0, 19.0, 141.0, 167.0, 326.0, 178.0, 69.0, 6.0, 1.0, 194.0, 201.0, bus
106.0, 53.0, 98.0, 193.0, 60.0, 10.0, 215.0, 31.0, 24.0, 169.0, 224.0, 681.0, 218.0, 73.0, 8.0, 21.0, 188.0, 197.0, saab
90.0, 50.0, 90.0, 188.0, 61.0, 10.0, 181.0, 36.0, 21.0, 158.0, 211.0, 492.0, 220.0, 69.0, 6.0, 19.0, 191.0, 199.0, saab
82.0, 41.0, 70.0, 155.0, 64.0, 7.0, 148.0, 45.0, 19.0, 138.0, 172.0, 328.0, 152.0, 72.0, 5.0, 17.0, 187.0, 195.0, bus
105.0, 54.0, 100.0, 220.0, 69.0, 10.0, 221.0, 30.0, 25.0, 170.0, 232.0, 718.0, 202.0, 73.0, 0.0, 13.0, 187.0, 199.0, saab
113.0, 57.0, 109.0, 194.0, 56.0, 6.0, 260.0, 26.0, 28.0, 175.0, 288.0, 982.0, 261.0, 85.0, 11.0, 21.0, 182.0, 183.0, bus
87.0, 43.0, 65.0, 127.0, 56.0, 8.0, 149.0, 46.0, 19.0, 143.0, 169.0, 322.0, 171.0, 85.0, 6.0, 3.0, 180.0, 182.0, bus
106.0, 49.0, 96.0, 201.0, 61.0, 10.0, 181.0, 36.0, 21.0, 158.0, 197.0, 494.0, 180.0, 62.0, 19.0, 15.0, 202.0, 209.0, opel
89.0, 44.0, 76.0, 125.0, 54.0, 10.0, 156.0, 44.0, 20.0, 151.0, 163.0, 352.0, 176.0, 76.0, 12.0, 12.0, 184.0, 193.0, van
89.0, 40.0, 72.0, 155.0, 63.0, 7.0, 146.0, 45.0, 19.0, 135.0, 175.0, 321.0, 145.0, 72.0, 4.0, 10.0, 192.0, 196.0, bus
102.0, 54.0, 101.0, 190.0, 58.0, 10.0, 222.0, 30.0, 25.0, 171.0, 224.0, 728.0, 203.0, 71.0, 13.0, 6.0, 189.0, 198.0, opel
88.0, 38.0, 58.0, 137.0, 60.0, 5.0, 148.0, 46.0, 19.0, 131.0, 163.0, 319.0, 157.0, 86.0, 12.0, 0.0, 180.0, 183.0, saab
87.0, 45.0, 82.0, 164.0, 60.0, 8.0, 156.0, 42.0, 19.0, 144.0, 181.0, 366.0, 174.0, 70.0, 2.0, 2.0, 190.0, 196.0, opel
95.0, 47.0, 81.0, 176.0, 59.0, 7.0, 168.0, 39.0, 20.0, 152.0, 196.0, 425.0, 185.0, 67.0, 4.0, 4.0, 191.0, 198.0, saab
90.0, 47.0, 85.0, 149.0, 60.0, 10.0, 155.0, 43.0, 19.0, 155.0, 179.0, 355.0, 186.0, 75.0, 1.0, 5.0, 185.0, 196.0, van
84.0, 45.0, 68.0, 148.0, 64.0, 6.0, 146.0, 46.0, 19.0, 142.0, 168.0, 317.0, 180.0, 75.0, 5.0, 1.0, 183.0, 187.0, bus
96.0, 41.0, 77.0, 177.0, 64.0, 5.0, 177.0, 36.0, 21.0, 134.0, 205.0, 485.0, 148.0, 74.0, 0.0, 4.0, 196.0, 198.0, bus
104.0, 51.0, 108.0, 193.0, 59.0, 11.0, 217.0, 31.0, 24.0, 163.0, 232.0, 694.0, 203.0, 72.0, 15.0, 22.0, 190.0, 201.0, saab
82.0, 36.0, 54.0, 117.0, 53.0, 7.0, 125.0, 54.0, 18.0, 126.0, 146.0, 229.0, 128.0, 78.0, 1.0, 5.0, 180.0, 184.0, saab
93.0, 44.0, 90.0, 166.0, 65.0, 10.0, 153.0, 44.0, 19.0, 156.0, 170.0, 348.0, 143.0, 66.0, 9.0, 17.0, 194.0, 203.0, van
86.0, 47.0, 75.0, 165.0, 68.0, 6.0, 154.0, 43.0, 19.0, 146.0, 176.0, 356.0, 190.0, 74.0, 7.0, 3.0, 188.0, 194.0, bus
97.0, 37.0, 76.0, 169.0, 60.0, 8.0, 161.0, 41.0, 20.0, 131.0, 189.0, 391.0, 136.0, 72.0, 0.0, 0.0, 188.0, 192.0, opel
98.0, 38.0, 70.0, 186.0, 68.0, 6.0, 164.0, 39.0, 20.0, 136.0, 189.0, 413.0, 129.0, 71.0, 3.0, 17.0, 200.0, 203.0, bus
101.0, 52.0, 105.0, 162.0, 53.0, 10.0, 212.0, 31.0, 24.0, 163.0, 226.0, 669.0, 204.0, 74.0, 12.0, 11.0, 186.0, 194.0, opel
103.0, 48.0, 101.0, 204.0, 62.0, 12.0, 200.0, 33.0, 23.0, 158.0, 215.0, 595.0, 164.0, 66.0, 8.0, 22.0, 192.0, 202.0, opel
80.0, 38.0, 64.0, 130.0, 59.0, 8.0, 134.0, 51.0, 18.0, 126.0, 152.0, 259.0, 135.0, 76.0, 1.0, 23.0, 179.0, 188.0, opel
91.0, 38.0, 75.0, 136.0, 53.0, 6.0, 144.0, 47.0, 19.0, 131.0, 165.0, 305.0, 149.0, 69.0, 1.0, 7.0, 186.0, 191.0, saab
86.0, 38.0, 86.0, 175.0, 60.0, 9.0, 170.0, 39.0, 21.0, 134.0, 191.0, 433.0, 138.0, 68.0, 1.0, 28.0, 191.0, 199.0, saab
89.0, 45.0, 77.0, 188.0, 64.0, 9.0, 161.0, 41.0, 20.0, 151.0, 190.0, 390.0, 174.0, 66.0, 4.0, 2.0, 194.0, 201.0, saab
85.0, 45.0, 82.0, 133.0, 56.0, 11.0, 159.0, 43.0, 20.0, 156.0, 170.0, 362.0, 173.0, 76.0, 10.0, 21.0, 183.0, 193.0, van
98.0, 48.0, 101.0, 195.0, 61.0, 11.0, 207.0, 31.0, 23.0, 152.0, 227.0, 650.0, 193.0, 71.0, 5.0, 7.0, 189.0, 196.0, opel
91.0, 41.0, 93.0, 197.0, 65.0, 9.0, 183.0, 36.0, 21.0, 137.0, 202.0, 504.0, 153.0, 66.0, 11.0, 24.0, 193.0, 200.0, opel
106.0, 53.0, 98.0, 203.0, 63.0, 11.0, 220.0, 30.0, 25.0, 167.0, 228.0, 710.0, 214.0, 71.0, 10.0, 24.0, 188.0, 197.0, opel
91.0, 49.0, 86.0, 195.0, 63.0, 8.0, 177.0, 37.0, 21.0, 156.0, 203.0, 473.0, 201.0, 67.0, 7.0, 5.0, 192.0, 198.0, opel
101.0, 51.0, 98.0, 194.0, 60.0, 10.0, 195.0, 34.0, 22.0, 161.0, 219.0, 572.0, 219.0, 67.0, 0.0, 10.0, 192.0, 201.0, saab
90.0, 47.0, 73.0, 136.0, 58.0, 11.0, 161.0, 42.0, 20.0, 153.0, 172.0, 376.0, 185.0, 77.0, 11.0, 8.0, 183.0, 191.0, van
91.0, 39.0, 82.0, 164.0, 68.0, 10.0, 143.0, 46.0, 19.0, 137.0, 164.0, 308.0, 158.0, 68.0, 13.0, 9.0, 191.0, 201.0, van
106.0, 52.0, 107.0, 211.0, 62.0, 8.0, 200.0, 33.0, 23.0, 161.0, 218.0, 602.0, 200.0, 67.0, 9.0, 17.0, 194.0, 201.0, opel
100.0, 49.0, 80.0, 206.0, 70.0, 6.0, 183.0, 35.0, 21.0, 156.0, 206.0, 517.0, 198.0, 73.0, 3.0, 13.0, 198.0, 199.0, bus
91.0, 44.0, 66.0, 151.0, 63.0, 7.0, 137.0, 48.0, 18.0, 146.0, 166.0, 280.0, 167.0, 72.0, 1.0, 9.0, 188.0, 194.0, van
104.0, 55.0, 109.0, 230.0, 67.0, 12.0, 218.0, 30.0, 24.0, 174.0, 230.0, 706.0, 226.0, 67.0, 8.0, 22.0, 191.0, 202.0, opel
105.0, 50.0, 93.0, 173.0, 54.0, 4.0, 222.0, 30.0, 25.0, 159.0, 254.0, 735.0, 206.0, 83.0, 4.0, 12.0, 186.0, 184.0, bus
94.0, 46.0, 79.0, 181.0, 62.0, 8.0, 167.0, 40.0, 20.0, 148.0, 190.0, 418.0, 193.0, 67.0, 12.0, 15.0, 191.0, 198.0, opel
106.0, 54.0, 105.0, 164.0, 48.0, 5.0, 247.0, 27.0, 27.0, 165.0, 269.0, 891.0, 243.0, 84.0, 12.0, 1.0, 181.0, 182.0, bus
94.0, 45.0, 72.0, 179.0, 69.0, 6.0, 156.0, 41.0, 19.0, 144.0, 181.0, 373.0, 191.0, 69.0, 5.0, 5.0, 193.0, 198.0, bus
88.0, 38.0, 77.0, 156.0, 56.0, 7.0, 163.0, 41.0, 20.0, 129.0, 184.0, 395.0, 140.0, 67.0, 1.0, 9.0, 192.0, 198.0, opel
103.0, 54.0, 107.0, 189.0, 56.0, 11.0, 223.0, 30.0, 25.0, 174.0, 225.0, 729.0, 200.0, 70.0, 0.0, 29.0, 187.0, 201.0, opel
93.0, 40.0, 73.0, 139.0, 58.0, 6.0, 136.0, 49.0, 18.0, 138.0, 166.0, 275.0, 137.0, 73.0, 0.0, 0.0, 187.0, 188.0, van
109.0, 49.0, 103.0, 186.0, 57.0, 11.0, 206.0, 32.0, 23.0, 156.0, 212.0, 630.0, 186.0, 65.0, 12.0, 21.0, 192.0, 201.0, opel
90.0, 39.0, 57.0, 114.0, 48.0, 7.0, 135.0, 51.0, 18.0, 139.0, 155.0, 261.0, 151.0, 85.0, 12.0, 8.0, 183.0, 182.0, van
98.0, 44.0, 88.0, 176.0, 67.0, 10.0, 158.0, 43.0, 20.0, 149.0, 173.0, 367.0, 154.0, 66.0, 14.0, 9.0, 194.0, 202.0, van
86.0, 38.0, 58.0, 119.0, 56.0, 4.0, 118.0, 57.0, 17.0, 129.0, 140.0, 208.0, 152.0, 78.0, 9.0, 2.0, 184.0, 186.0, van
108.0, 56.0, 102.0, 246.0, 75.0, 6.0, 239.0, 28.0, 26.0, 167.0, 264.0, 855.0, 228.0, 82.0, 9.0, 13.0, 186.0, 185.0, bus
85.0, 43.0, 66.0, 121.0, 54.0, 7.0, 150.0, 46.0, 19.0, 147.0, 169.0, 324.0, 175.0, 87.0, 0.0, 5.0, 179.0, 182.0, bus
88.0, 39.0, 88.0, 194.0, 69.0, 8.0, 168.0, 40.0, 20.0, 133.0, 199.0, 416.0, 151.0, 74.0, 3.0, 22.0, 186.0, 192.0, opel
89.0, 42.0, 75.0, 140.0, 55.0, 6.0, 145.0, 46.0, 19.0, 139.0, 170.0, 312.0, 166.0, 71.0, 15.0, 26.0, 191.0, 198.0, opel
101.0, 48.0, 85.0, 191.0, 60.0, 11.0, 175.0, 38.0, 21.0, 153.0, 192.0, 458.0, 187.0, 62.0, 5.0, 22.0, 197.0, 210.0, saab
94.0, 43.0, 69.0, 161.0, 59.0, 7.0, 152.0, 43.0, 19.0, 143.0, 175.0, 349.0, 187.0, 67.0, 12.0, 11.0, 193.0, 198.0, saab
85.0, 42.0, 66.0, 120.0, 53.0, 7.0, 149.0, 45.0, 19.0, 145.0, 173.0, 325.0, 163.0, 85.0, 5.0, 4.0, 180.0, 182.0, bus
100.0, 51.0, 89.0, 199.0, 65.0, 6.0, 201.0, 32.0, 23.0, 159.0, 219.0, 622.0, 205.0, 74.0, 6.0, 7.0, 193.0, 193.0, bus
85.0, 35.0, 64.0, 129.0, 57.0, 6.0, 116.0, 57.0, 17.0, 125.0, 138.0, 200.0, 123.0, 65.0, 1.0, 23.0, 196.0, 203.0, van
96.0, 43.0, 82.0, 161.0, 55.0, 5.0, 186.0, 34.0, 22.0, 141.0, 215.0, 534.0, 162.0, 75.0, 0.0, 6.0, 195.0, 196.0, bus
93.0, 39.0, 78.0, 164.0, 66.0, 8.0, 139.0, 48.0, 18.0, 140.0, 157.0, 290.0, 126.0, 64.0, 4.0, 7.0, 201.0, 208.0, van
90.0, 36.0, 85.0, 184.0, 64.0, 6.0, 160.0, 41.0, 20.0, 125.0, 187.0, 385.0, 139.0, 66.0, 9.0, 31.0, 195.0, 203.0, saab
85.0, 38.0, 72.0, 130.0, 53.0, 9.0, 134.0, 51.0, 18.0, 132.0, 145.0, 261.0, 123.0, 65.0, 1.0, 24.0, 188.0, 198.0, opel
88.0, 34.0, 69.0, 152.0, 57.0, 5.0, 138.0, 48.0, 18.0, 122.0, 158.0, 284.0, 120.0, 62.0, 9.0, 29.0, 204.0, 210.0, opel
86.0, 40.0, 63.0, 135.0, 56.0, 5.0, 133.0, 50.0, 18.0, 135.0, 152.0, 262.0, 166.0, 70.0, 9.0, 2.0, 187.0, 191.0, saab
86.0, 44.0, 70.0, 140.0, 64.0, 6.0, 148.0, 45.0, 19.0, 145.0, 170.0, 322.0, 185.0, 82.0, 10.0, 1.0, 181.0, 183.0, bus
97.0, 41.0, 62.0, 133.0, 56.0, 7.0, 130.0, 52.0, 18.0, 143.0, 158.0, 247.0, 157.0, 78.0, 5.0, 7.0, 184.0, 186.0, van
96.0, 41.0, 69.0, 153.0, 56.0, 7.0, 141.0, 47.0, 18.0, 141.0, 162.0, 297.0, 169.0, 61.0, 11.0, 8.0, 202.0, 209.0, saab
96.0, 46.0, 88.0, 160.0, 64.0, 9.0, 151.0, 44.0, 19.0, 148.0, 173.0, 339.0, 182.0, 70.0, 15.0, 11.0, 192.0, 199.0, van
89.0, 38.0, 77.0, 161.0, 62.0, 7.0, 149.0, 45.0, 19.0, 129.0, 174.0, 327.0, 153.0, 71.0, 6.0, 21.0, 188.0, 193.0, saab
98.0, 55.0, 104.0, 213.0, 67.0, 9.0, 206.0, 32.0, 23.0, 167.0, 223.0, 629.0, 220.0, 72.0, 5.0, 19.0, 187.0, 196.0, saab
86.0, 35.0, 44.0, 110.0, 54.0, 2.0, 119.0, 57.0, 17.0, 121.0, 139.0, 208.0, 137.0, 90.0, 6.0, 1.0, 180.0, 183.0, van
96.0, 50.0, 94.0, 215.0, 67.0, 9.0, 187.0, 35.0, 22.0, 158.0, 214.0, 525.0, 214.0, 67.0, 8.0, 6.0, 193.0, 201.0, saab
90.0, 47.0, 85.0, 161.0, 64.0, 10.0, 163.0, 42.0, 20.0, 160.0, 177.0, 389.0, 185.0, 73.0, 9.0, 0.0, 185.0, 195.0, van
110.0, 53.0, 104.0, 223.0, 66.0, 10.0, 211.0, 32.0, 24.0, 164.0, 223.0, 659.0, 210.0, 67.0, 5.0, 16.0, 190.0, 203.0, saab
94.0, 46.0, 91.0, 175.0, 70.0, 12.0, 157.0, 43.0, 20.0, 155.0, 172.0, 358.0, 192.0, 69.0, 15.0, 21.0, 190.0, 200.0, van
103.0, 41.0, 83.0, 194.0, 63.0, 9.0, 175.0, 38.0, 21.0, 142.0, 199.0, 455.0, 138.0, 65.0, 7.0, 30.0, 197.0, 206.0, opel
97.0, 47.0, 88.0, 183.0, 60.0, 7.0, 197.0, 33.0, 23.0, 148.0, 214.0, 596.0, 201.0, 74.0, 8.0, 0.0, 192.0, 191.0, bus
95.0, 46.0, 76.0, 162.0, 66.0, 11.0, 162.0, 42.0, 20.0, 155.0, 175.0, 381.0, 172.0, 74.0, 8.0, 4.0, 184.0, 193.0, van
99.0, 38.0, 74.0, 184.0, 66.0, 6.0, 164.0, 39.0, 20.0, 131.0, 193.0, 414.0, 137.0, 71.0, 2.0, 22.0, 200.0, 202.0, bus
108.0, 51.0, 100.0, 206.0, 63.0, 10.0, 196.0, 34.0, 23.0, 159.0, 214.0, 576.0, 201.0, 65.0, 7.0, 16.0, 194.0, 205.0, saab
89.0, 38.0, 82.0, 156.0, 59.0, 8.0, 153.0, 43.0, 19.0, 129.0, 179.0, 351.0, 137.0, 70.0, 1.0, 1.0, 187.0, 192.0, saab
92.0, 37.0, 75.0, 184.0, 70.0, 6.0, 154.0, 42.0, 19.0, 131.0, 184.0, 363.0, 127.0, 71.0, 0.0, 4.0, 198.0, 202.0, bus
106.0, 53.0, 98.0, 192.0, 58.0, 11.0, 217.0, 31.0, 24.0, 166.0, 228.0, 693.0, 191.0, 71.0, 11.0, 24.0, 188.0, 198.0, opel
99.0, 52.0, 104.0, 177.0, 55.0, 10.0, 210.0, 32.0, 24.0, 166.0, 219.0, 657.0, 215.0, 73.0, 3.0, 2.0, 187.0, 194.0, opel
82.0, 43.0, 70.0, 250.0, 105.0, 55.0, 139.0, 48.0, 18.0, 145.0, 231.0, 289.0, 172.0, 99.0, 4.0, 9.0, 190.0, 199.0, van
