@relation vehicle
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {van, saab, bus, opel}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
94.0, 45.0, 85.0, 160.0, 63.0, 10.0, 158.0, 43.0, 20.0, 157.0, 174.0, 367.0, 162.0, 68.0, 1.0, 6.0, 189.0, 199.0, van
103.0, 52.0, 103.0, 170.0, 52.0, 7.0, 236.0, 28.0, 26.0, 160.0, 254.0, 816.0, 250.0, 82.0, 3.0, 23.0, 183.0, 184.0, bus
102.0, 51.0, 104.0, 217.0, 67.0, 10.0, 204.0, 32.0, 23.0, 162.0, 220.0, 621.0, 195.0, 68.0, 3.0, 19.0, 188.0, 197.0, saab
91.0, 42.0, 66.0, 142.0, 58.0, 9.0, 134.0, 50.0, 18.0, 142.0, 163.0, 268.0, 164.0, 69.0, 6.0, 5.0, 191.0, 197.0, van
85.0, 36.0, 51.0, 115.0, 56.0, 5.0, 119.0, 57.0, 17.0, 124.0, 139.0, 207.0, 127.0, 81.0, 13.0, 5.0, 181.0, 184.0, van
100.0, 36.0, 73.0, 199.0, 73.0, 6.0, 162.0, 40.0, 20.0, 127.0, 189.0, 401.0, 125.0, 72.0, 6.0, 19.0, 200.0, 204.0, bus
91.0, 36.0, 72.0, 162.0, 60.0, 8.0, 150.0, 44.0, 19.0, 133.0, 166.0, 334.0, 121.0, 63.0, 2.0, 22.0, 196.0, 205.0, saab
91.0, 41.0, 64.0, 148.0, 61.0, 8.0, 129.0, 51.0, 18.0, 142.0, 161.0, 249.0, 153.0, 68.0, 6.0, 12.0, 194.0, 201.0, van
91.0, 43.0, 72.0, 142.0, 56.0, 7.0, 149.0, 45.0, 19.0, 140.0, 168.0, 327.0, 165.0, 72.0, 13.0, 23.0, 186.0, 191.0, saab
91.0, 36.0, 83.0, 162.0, 61.0, 8.0, 142.0, 47.0, 19.0, 128.0, 163.0, 298.0, 137.0, 63.0, 0.0, 31.0, 193.0, 200.0, saab
96.0, 45.0, 101.0, 201.0, 66.0, 9.0, 192.0, 34.0, 22.0, 143.0, 218.0, 552.0, 195.0, 73.0, 3.0, 19.0, 189.0, 197.0, saab
85.0, 43.0, 66.0, 123.0, 56.0, 6.0, 148.0, 46.0, 19.0, 145.0, 166.0, 319.0, 171.0, 85.0, 6.0, 11.0, 179.0, 182.0, bus
93.0, 37.0, 70.0, 126.0, 52.0, 9.0, 127.0, 53.0, 18.0, 137.0, 156.0, 238.0, 119.0, 71.0, 2.0, 13.0, 191.0, 190.0, van
90.0, 39.0, 85.0, 160.0, 59.0, 7.0, 163.0, 41.0, 20.0, 131.0, 189.0, 396.0, 158.0, 71.0, 7.0, 13.0, 186.0, 192.0, saab
86.0, 43.0, 68.0, 150.0, 64.0, 9.0, 138.0, 48.0, 18.0, 143.0, 161.0, 285.0, 174.0, 69.0, 6.0, 0.0, 192.0, 201.0, van
98.0, 46.0, 88.0, 191.0, 63.0, 6.0, 192.0, 34.0, 22.0, 147.0, 215.0, 563.0, 174.0, 73.0, 2.0, 26.0, 194.0, 197.0, bus
83.0, 40.0, 53.0, 114.0, 53.0, 6.0, 132.0, 53.0, 18.0, 140.0, 142.0, 247.0, 157.0, 86.0, 8.0, 7.0, 176.0, 183.0, van
85.0, 43.0, 66.0, 123.0, 55.0, 7.0, 150.0, 45.0, 19.0, 146.0, 172.0, 326.0, 173.0, 83.0, 4.0, 15.0, 180.0, 183.0, bus
104.0, 53.0, 108.0, 204.0, 64.0, 11.0, 220.0, 31.0, 25.0, 172.0, 226.0, 707.0, 203.0, 71.0, 14.0, 30.0, 189.0, 203.0, saab
93.0, 42.0, 98.0, 192.0, 63.0, 9.0, 185.0, 36.0, 22.0, 138.0, 206.0, 508.0, 173.0, 70.0, 10.0, 21.0, 189.0, 197.0, saab
104.0, 56.0, 96.0, 231.0, 74.0, 11.0, 220.0, 30.0, 25.0, 172.0, 223.0, 713.0, 218.0, 73.0, 6.0, 16.0, 186.0, 195.0, opel
89.0, 42.0, 66.0, 125.0, 53.0, 7.0, 131.0, 51.0, 18.0, 144.0, 162.0, 254.0, 162.0, 73.0, 10.0, 17.0, 188.0, 191.0, van
97.0, 37.0, 70.0, 173.0, 66.0, 7.0, 151.0, 43.0, 19.0, 129.0, 167.0, 346.0, 119.0, 65.0, 0.0, 16.0, 201.0, 208.0, bus
87.0, 45.0, 66.0, 139.0, 58.0, 8.0, 140.0, 47.0, 18.0, 148.0, 168.0, 294.0, 175.0, 73.0, 3.0, 12.0, 188.0, 196.0, van
