@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.392, -0.063, 0.975, 0.043, 1.0, 1.0, 0.358, 0.153, 0.545, 0.131, 0.616, -0.821, 0.578, 0.679, 0.668, -0.104, 0.466, -0.116, 0.656, 0.148, 0.832, 0.455, 0.47, 0.164, 0.493, 0.146, 0.325, -0.026, 0.391, 0.135, 0.344, 0.128, b
1, 0.846, -0.086, -0.317, -0.806, -0.09, -0.564, 0.806, 0.046, 0.895, -0.0080, -0.185, 0.64, -0.2, -0.681, 0.857, -0.113, 0.78, -0.157, -0.07, 0.508, -0.341, 0.809, 0.789, -0.037, 0.709, -0.253, 0.779, -0.141, -0.214, -0.782, -0.185, -0.599, b
1, 0.709, -0.248, 0.643, 0.043, 0.452, 0.383, 0.652, 0.183, 0.5, 0.27, 0.578, -0.23, 0.504, 0.378, 0.387, -0.426, 0.361, -0.261, 0.27, 0.117, 0.532, -0.038, 0.313, -0.122, 0.499, -0.043, 0.483, -0.044, 0.643, -0.252, 0.504, 0.148, g
1, 0.292, 0.136, 0.453, 0.168, 0.518, -0.0050, 0.526, 0.209, 0.525, -0.166, 0.474, -0.048, 0.555, 0.039, 0.817, -0.224, 0.424, -0.042, 0.35, 0.066, 0.282, -0.209, 0.517, -0.032, 0.504, -0.034, 0.346, 0.098, 0.708, -0.019, 0.396, -0.032, g
1, 0.901, 0.166, 0.793, 0.374, 0.73, 0.505, 0.598, 0.73, 0.443, 0.812, 0.244, 0.875, 0.064, 0.85, -0.126, 0.874, -0.287, 0.796, -0.466, 0.659, -0.571, 0.538, -0.682, 0.4, -0.718, 0.258, -0.724, 0.112, -0.715, -0.055, -0.677, -0.199, g
1, 0.977, 0.19, 0.827, 0.463, 0.718, 0.587, 0.48, 0.843, 0.314, 0.926, 0.103, 0.939, -0.133, 0.843, -0.32, 0.916, -0.521, 0.795, -0.683, 0.495, -0.774, 0.335, -0.854, 0.178, -0.833, -0.014, -0.824, -0.193, -0.673, -0.337, -0.599, -0.497, g
1, -1.0, -1.0, 0.0, 0.0, 0.508, -0.785, 0.606, 0.329, -1.0, -0.414, 0.0, 0.0, 0.0, 0.0, 1.0, -0.267, 0.365, -0.635, 0.971, -1.0, -1.0, -1.0, 1.0, -0.596, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, b
1, 1.0, -1.0, 0.0, 0.0, 0.779, -0.993, 0.809, 0.551, -0.419, -0.949, 0.0, 0.0, 0.0, 0.0, 0.721, -0.772, 0.735, -0.603, 0.0, 0.0, 0.184, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, b
1, 0.957, -0.121, 0.633, -0.127, 0.964, -0.182, 0.97, 0.085, 0.92, -0.011, 0.835, -0.247, 1.0, -0.314, 0.993, -0.212, 0.987, -0.21, 1.0, -0.272, 0.931, -0.395, 1.0, -0.192, 0.888, -0.316, 0.814, -0.237, 0.891, -0.319, 0.695, -0.416, g
1, 0.863, 0.193, 0.809, 0.411, 0.672, 0.558, 0.546, 0.7, 0.367, 0.815, 0.196, 0.857, -0.041, 0.863, -0.172, 0.758, -0.341, 0.657, -0.482, 0.561, -0.602, 0.41, -0.592, 0.257, -0.63, 0.088, -0.572, -0.078, -0.549, -0.199, -0.429, -0.32, g
1, 0.869, -0.071, 1.0, -0.025, 1.0, -0.069, 0.878, 0.0020, 0.836, -0.064, 1.0, -0.073, 1.0, -0.2, 0.869, 0.053, 0.88, -0.038, 1.0, -0.115, 1.0, -0.187, 0.844, 0.036, 1.0, -0.142, 0.822, -0.147, 1.0, -0.156, 1.0, -0.442, g
1, 0.0, 0.0, -0.337, 0.854, 0.0, 0.0, 0.689, -1.0, 0.971, 0.314, -0.26, -0.592, -0.302, 0.656, 0.942, 0.164, 0.0, 0.0, 0.0, 0.0, -0.18, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.044, 0.619, 0.0, 0.0, b
1, 0.0, 0.0, 0.989, -0.227, 0.189, -0.054, 0.0, 0.0, 0.932, 0.073, 1.0, -0.2, 1.0, 0.07, 1.0, -0.114, 0.0, 0.0, 1.0, -0.211, 1.0, -0.416, 0.0, 0.0, 1.0, -0.176, 0.0, 0.0, 1.0, -0.259, 0.289, -0.157, b
1, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -0.278, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, b
1, 1.0, -0.055, 1.0, -1.0, 0.5, -0.111, 0.361, -0.222, 1.0, -0.257, 0.167, -0.111, 1.0, -0.347, 1.0, -0.389, 1.0, -0.429, 0.0, -0.25, 1.0, -0.503, 1.0, -0.278, 1.0, -0.571, 1.0, -0.278, 1.0, -0.632, 1.0, -0.659, b
1, 0.039, 0.026, 0.0040, 0.0, 0.02, -0.02, 0.021, -0.05, -0.048, -0.013, 0.014, -0.023, 0.0, -0.033, -0.047, -0.029, -0.017, 0.036, 0.021, 0.0040, 0.051, -0.023, 0.051, 0.019, 0.04, 0.016, 0.02, 0.0070, -0.026, -0.019, -0.014, 0.02, b
1, 0.943, 0.386, 0.483, 0.645, 0.216, 0.775, -0.559, 0.649, -0.737, 0.42, -0.761, 0.0, -0.627, -0.311, -0.384, -0.622, -0.128, -0.693, 0.499, -0.636, 0.715, -0.377, 0.739, -0.055, 0.601, 0.304, 0.455, 0.605, 0.027, 0.545, -0.216, 0.505, g
1, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, b
1, 1.0, 0.549, 0.627, 1.0, 0.02, 1.0, -0.49, 0.922, -0.824, 0.588, -1.0, 0.118, -0.961, -0.333, -0.647, -0.686, -0.235, -0.863, 0.353, -1.0, 0.745, -0.725, 0.922, -0.216, 0.929, 0.219, 0.725, 0.569, 0.235, 0.902, -0.118, 0.902, g
1, 0.0, 0.0, -1.0, -0.628, 1.0, 0.511, 0.08, -0.234, -1.0, -0.362, 0.128, -0.59, 1.0, -1.0, 0.0, 0.0, 0.83, -0.08, -0.25, 1.0, 0.17, -0.707, 0.0, 0.0, -0.191, -0.468, -0.223, -0.489, 0.745, 0.904, -0.676, 0.457, b
1, 0.922, -0.194, 0.964, -0.177, 0.87, -0.226, 0.817, -0.271, 0.793, -0.289, 0.703, -0.496, 0.633, -0.5, 0.373, -0.707, 0.271, -0.721, 0.405, -0.542, 0.335, -0.597, 0.148, -0.636, 0.093, -0.596, -0.072, -0.549, -0.018, -0.541, -0.075, -0.479, g
0, -1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
1, 1.0, 0.051, 0.994, 0.101, 0.961, 0.148, 0.955, -0.265, 0.66, 0.547, 0.804, 0.253, 0.738, 0.274, 0.668, 0.287, 0.596, 0.293, 0.525, 0.292, 0.456, 0.285, 0.39, 0.272, 0.329, 0.256, 0.274, 0.236, 0.224, 0.214, 0.181, 0.191, g
1, 0.937, -0.0020, 0.608, 0.432, 0.923, -0.401, 0.931, 0.168, 0.962, 0.091, 0.997, 0.082, 0.916, 0.051, 0.846, -0.253, 0.874, -0.145, 0.849, 0.261, 0.751, -0.036, 0.845, -0.026, 0.873, -0.023, 0.985, 0.094, 0.783, -0.102, 0.858, -0.147, g
1, 0.912, -0.088, 0.971, 0.176, 0.824, 0.088, 0.912, -0.029, 0.971, -0.176, 0.971, 0.147, 0.941, 0.029, 1.0, 0.0, 1.0, 0.0, 0.765, 0.118, 0.882, 0.029, 0.853, 0.029, 0.927, 0.026, 0.941, -0.118, 0.971, 0.059, 0.912, 0.059, g
0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, b
0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, b
0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, b
0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, b
1, 0.946, 0.0090, 0.973, -0.0030, 0.989, 0.0040, 0.958, 0.016, 0.941, 0.035, 0.972, 0.047, 0.986, 0.019, 0.943, 0.071, 0.986, -0.0070, 0.978, 0.05, 0.964, 0.071, 0.933, 0.081, 0.952, 0.044, 0.975, 0.0080, 0.978, 0.071, 1.0, -0.0030, g
1, 0.811, 0.037, 0.851, -0.0010, 0.79, 0.0070, 0.796, -0.043, 0.876, 0.0, 0.856, -0.067, 0.864, 0.0030, 0.829, -0.054, 0.81, -0.119, 0.769, -0.084, 0.843, -0.05, 0.77, -0.069, 0.816, -0.087, 0.826, -0.104, 0.814, -0.05, 0.821, -0.151, g
1, 1.0, 0.5, 1.0, 0.25, 0.25, 1.0, 0.169, 0.912, -0.133, 0.805, -0.341, 0.608, -0.438, 0.379, -0.437, 0.167, -0.367, 0.0070, -0.265, -0.09, -0.162, -0.13, -0.078, -0.127, -0.021, -0.102, 0.01, -0.07, 0.022, -0.041, 0.022, -0.02, g
1, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -0.111, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, b
1, 0.87, 0.38, 0.641, 0.692, 0.313, 0.866, -0.039, 0.907, -0.422, 0.793, -0.706, 0.516, -0.81, 0.227, -0.811, -0.125, -0.675, -0.381, -0.383, -0.629, -0.13, -0.708, 0.156, -0.664, 0.385, -0.516, 0.526, -0.299, 0.562, -0.059, 0.515, 0.166, g
1, 0.5, 0.0, 0.387, 0.104, 0.491, 0.065, 0.47, -0.039, 0.357, -0.126, 0.457, 0.048, 0.504, 0.026, 0.357, 0.196, 0.422, 0.148, 0.422, -0.026, 0.322, -0.113, 0.474, -0.0090, 0.418, 0.069, 0.387, 0.039, 0.352, 0.148, 0.448, 0.174, g
1, 0.943, 0.2, 0.961, 0.408, 0.805, 0.566, 0.567, 0.708, 0.418, 0.832, 0.149, 0.895, 0.052, 0.937, -0.247, 0.839, -0.428, 0.756, -0.503, 0.626, -0.655, 0.504, -0.689, 0.309, -0.771, 0.156, -0.754, -0.044, -0.752, -0.179, -0.669, -0.344, g
1, 0.599, 0.147, 0.699, -0.139, 0.851, -0.139, 0.81, 0.024, 0.505, 0.028, 0.674, -0.045, 0.808, -0.137, 0.514, -0.245, 0.815, -0.143, 0.702, -0.0040, 0.333, 0.062, 0.561, -0.331, 0.614, -0.168, 0.527, -0.021, 0.539, -0.313, 0.674, -0.22, g
1, 0.468, 0.113, 0.59, 0.0070, 0.554, 0.069, 0.479, -0.14, 0.53, 0.013, 0.639, -0.162, 0.678, -0.033, 0.545, -0.135, 0.53, -0.047, 0.479, -0.195, 0.508, -0.135, 0.415, -0.202, 0.539, -0.115, 0.599, -0.029, 0.537, -0.118, 0.563, -0.044, g
1, 0.929, 0.332, 0.762, 0.623, 0.493, 0.843, 0.216, 0.952, -0.14, 0.962, -0.472, 0.836, -0.707, 0.655, -0.875, 0.368, -0.918, 0.056, -0.898, -0.262, -0.74, -0.541, -0.508, -0.747, -0.223, -0.861, 0.078, -0.872, 0.36, -0.781, 0.594, -0.603, g
1, 0.838, 0.429, 0.721, 0.584, 0.456, 0.781, 0.165, 0.827, -0.13, 0.869, -0.462, 0.785, -0.594, 0.521, -0.785, 0.265, -0.84, 0.039, -0.62, -0.314, -0.474, -0.489, -0.373, -0.678, -0.051, -0.627, 0.147, -0.459, 0.371, -0.392, 0.483, -0.243, g
1, 1.0, 0.162, 1.0, -0.056, 1.0, 0.014, 1.0, -0.124, 1.0, -0.015, 1.0, -0.017, 1.0, -0.064, 1.0, -0.072, 1.0, 0.059, 1.0, -0.101, 1.0, -0.027, 1.0, -0.23, 1.0, -0.068, 1.0, 0.083, 1.0, -0.142, 1.0, -0.074, g
1, 0.956, -0.0020, 0.864, -0.132, 0.95, -0.0050, 0.828, -0.512, 0.924, 0.104, 1.0, -0.142, 0.993, -0.025, 0.959, -0.155, 0.84, 0.617, 1.0, -0.163, 0.875, -0.085, 0.857, -0.017, 0.841, -0.018, 0.824, -0.019, 0.806, -0.02, 0.788, -0.02, g
1, 0.896, 0.393, 0.661, 0.718, 0.295, 0.908, -0.048, 0.944, -0.457, 0.846, -0.777, 0.585, -0.928, 0.251, -0.923, -0.153, -0.761, -0.484, -0.509, -0.762, -0.149, -0.886, 0.216, -0.857, 0.532, -0.686, 0.748, -0.407, 0.831, -0.07, 0.769, 0.279, g
1, 1.0, 1.0, 0.367, 0.062, 0.13, 0.927, -0.276, 0.936, -0.315, 0.377, -0.872, 0.369, -0.929, -0.089, -0.389, -0.342, -0.466, -0.825, -0.054, -0.936, 0.256, -0.204, 0.738, -0.46, 0.855, -0.068, 1.0, 1.0, 0.387, 0.0020, 0.178, 0.798, g
1, 0.826, 0.082, 0.791, -0.082, 0.904, -0.018, 0.929, 0.011, 0.801, 0.089, 0.947, -0.0070, 0.943, 0.0, 0.933, 0.202, 0.95, -0.0070, 0.915, 0.0070, 0.805, 0.071, 0.911, 0.16, 0.895, 0.082, 0.777, 0.067, 0.926, 0.181, 0.926, 0.0, g
1, 1.0, 0.011, 1.0, 0.011, 1.0, 0.023, 0.994, -0.014, 0.994, -0.0020, 0.983, 0.023, 1.0, 0.0090, 0.976, 0.0080, 0.979, 0.017, 0.98, 0.0070, 0.981, 0.021, 0.971, -0.0070, 0.98, 0.016, 0.979, 0.015, 0.986, 0.021, 0.987, 0.028, g
1, 0.98, 0.0010, 1.0, 0.0, 0.99, -0.0010, 0.947, 0.024, 0.977, 0.021, 0.979, 0.031, 0.992, 0.023, 0.939, 0.057, 0.936, 0.053, 0.977, 0.055, 1.0, 0.062, 0.942, 0.081, 0.967, 0.073, 0.957, 0.081, 0.982, 0.081, 0.972, 0.086, g
1, 0.823, -0.076, 0.805, 0.0020, 0.875, -0.012, 0.868, -0.075, 0.728, -0.117, 0.846, 0.05, 0.831, -0.074, 0.748, 0.067, 0.783, 0.064, 0.868, -0.024, 0.788, -0.06, 0.745, -0.024, 0.767, -0.027, 0.74, -0.076, 0.701, -0.042, 0.784, 0.012, g
1, 0.353, -0.138, 0.694, -0.024, 0.682, -0.036, 0.557, -0.061, 0.618, -0.105, 0.621, -0.065, 0.594, -0.073, 0.423, -0.264, 0.582, 0.05, 0.497, -0.088, 0.462, -0.09, 0.45, -0.0060, 0.391, -0.09, 0.356, -0.103, 0.322, -0.086, 0.289, -0.083, g
1, 1.0, -0.034, 1.0, 0.0050, 1.0, -0.121, 0.89, 0.012, 0.731, 0.053, 0.854, 0.0080, 0.546, 0.0030, 0.838, -0.136, 0.755, -0.085, 0.709, -0.275, 0.434, -0.121, 0.575, -0.402, 0.59, -0.221, 0.431, -0.174, 0.604, -0.242, 0.56, -0.382, g
0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 1.0, -0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, b
1, -0.643, -1.0, 1.0, 0.829, 1.0, -1.0, 1.0, -0.234, 1.0, 0.962, 1.0, -0.377, 1.0, -1.0, 1.0, 0.138, 1.0, -1.0, 1.0, -0.034, -0.843, 1.0, 0.538, 0.857, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, b
1, 1.0, 0.168, 0.994, 0.163, 0.946, 0.333, 0.918, 0.226, 0.914, 0.371, 0.842, 0.469, 0.81, 0.492, 0.785, 0.483, 0.651, 0.57, 0.566, 0.581, 0.556, 0.647, 0.483, 0.552, 0.433, 0.691, 0.357, 0.761, 0.339, 0.668, 0.221, 0.787, g
1, 0.961, 0.086, 0.968, 0.193, 0.96, 0.275, 0.98, 0.351, 0.929, 0.463, 0.863, 0.525, 0.828, 0.588, 0.732, 0.691, 0.69, 0.731, 0.545, 0.688, 0.483, 0.762, 0.406, 0.747, 0.334, 0.838, 0.249, 0.861, 0.138, 0.868, 0.09, 0.863, g
1, 0.883, -0.22, 1.0, 0.364, 0.824, 0.192, 0.851, 0.059, 0.906, -0.043, 0.852, 0.25, 0.779, 0.253, 0.692, 0.579, 0.71, 0.391, 0.732, 0.276, 1.0, 0.349, 0.568, 0.52, 0.698, 0.532, 0.809, 0.586, 0.43, 0.709, 0.524, 0.542, g
1, 0.512, 1.0, 1.0, 0.538, 0.712, 0.808, 0.456, 0.464, 0.331, 1.0, 0.212, 1.0, -0.174, 1.0, -0.331, 0.987, -0.614, 1.0, -0.527, 0.717, -0.885, 0.479, -1.0, 0.352, -1.0, 0.096, -1.0, -0.167, -1.0, -0.422, -0.919, -0.656, g
