@relation unknow
@attribute a1 real [-4014.0, 3578.0]
@attribute a2 real [-3961.0, 4345.0]
@attribute a3 real [-3902.0, 4404.0]
@attribute a4 real [-3889.0, 4259.0]
@attribute a5 real [-3649.0, 4213.0]
@attribute a6 real [-3533.0, 3913.0]
@attribute a7 real [-3733.0, 4452.0]
@attribute a8 real [-4574.0, 3865.0]
@attribute a9 real [-3814.0, 4254.0]
@attribute a10 real [-3908.0, 4083.0]
@attribute a11 real [-3494.0, 4095.0]
@attribute a12 real [-3826.0, 4302.0]
@attribute a13 real [-3945.0, 3782.0]
@attribute a14 real [-3852.0, 4124.0]
@attribute a15 real [-3698.0, 3548.0]
@attribute a16 real [-3698.0, 4244.0]
@attribute a17 real [-3943.0, 3723.0]
@attribute a18 real [-4065.0, 4056.0]
@attribute a19 real [-4122.0, 4324.0]
@attribute a20 real [-3783.0, 4279.0]
@attribute class {0, 1}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20
@outputs class
@data
-606.0, 984.0, 116.0, 2012.0, 1402.0, -11.0, 546.0, 503.0, -834.0, -1175.0, 928.0, 665.0, -148.0, 535.0, 909.0, -35.0, 1012.0, 1306.0, 104.0, 1158.0, 0
66.0, 557.0, -5.0, 1718.0, 908.0, 1605.0, 1541.0, -218.0, -88.0, 398.0, 1491.0, 965.0, -485.0, -962.0, 925.0, 1036.0, 1469.0, 2043.0, -1222.0, 1235.0, 0
695.0, 1129.0, -611.0, -1188.0, 1831.0, -1211.0, 574.0, 812.0, 653.0, 969.0, 8.0, 1423.0, 151.0, 798.0, 1018.0, -754.0, -9.0, 268.0, 1766.0, 7.0, 0
438.0, 677.0, 234.0, 12.0, -574.0, -106.0, 369.0, -3.0, 108.0, 1724.0, -625.0, 335.0, 1564.0, -391.0, 1884.0, -615.0, 1815.0, 2821.0, -818.0, 408.0, 0
-76.0, 423.0, -1658.0, -1639.0, -684.0, -956.0, -88.0, -256.0, -499.0, -23.0, -1778.0, 574.0, 409.0, -145.0, -502.0, 646.0, -468.0, -208.0, -1559.0, -1681.0, 1
-43.0, -346.0, -965.0, 603.0, -1602.0, 1658.0, -648.0, -1058.0, -364.0, -1366.0, -391.0, -258.0, -185.0, -796.0, -187.0, 1136.0, 847.0, -71.0, -1548.0, -501.0, 1
-117.0, -658.0, 134.0, 346.0, -468.0, 1271.0, -1768.0, -316.0, 162.0, 334.0, -1473.0, -1139.0, -843.0, -1724.0, -628.0, 205.0, -1111.0, 648.0, 312.0, 2252.0, 1
743.0, -1396.0, -263.0, 533.0, -148.0, -68.0, 495.0, -898.0, -654.0, -335.0, 358.0, -179.0, -1288.0, 261.0, 374.0, -1796.0, -268.0, -87.0, -1807.0, -1169.0, 1
215.0, 1208.0, -485.0, -213.0, -454.0, 382.0, -73.0, 227.0, 1495.0, 2468.0, 2057.0, 55.0, 1497.0, 602.0, 1328.0, 1015.0, 2154.0, -1416.0, -669.0, 635.0, 0
-166.0, -1292.0, 896.0, 408.0, 828.0, 219.0, 748.0, 1719.0, 176.0, -13.0, -71.0, 73.0, 444.0, 887.0, -611.0, 551.0, 425.0, 1191.0, 155.0, 375.0, 0
1679.0, -238.0, 753.0, 821.0, 1252.0, 1839.0, -262.0, 473.0, 824.0, -66.0, -657.0, 814.0, 426.0, 1155.0, 1212.0, -577.0, 12.0, 1168.0, 149.0, 1041.0, 0
-791.0, 78.0, 1164.0, -356.0, -1132.0, 256.0, -23.0, -1503.0, -709.0, -98.0, 1729.0, -933.0, 337.0, -78.0, 656.0, 348.0, 1882.0, 74.0, 2067.0, -1321.0, 0
-1319.0, -3299.0, -211.0, 437.0, 414.0, -2.0, -1878.0, -1701.0, 527.0, -1433.0, -774.0, -129.0, 949.0, -12.0, -238.0, 602.0, -1895.0, -2682.0, 1086.0, -1025.0, 1
1782.0, 596.0, 178.0, 179.0, 1265.0, 734.0, 975.0, 1057.0, 1275.0, 31.0, 346.0, -831.0, 89.0, 107.0, 514.0, 986.0, -588.0, -119.0, 1694.0, 44.0, 0
-52.0, 2068.0, 94.0, 399.0, 1358.0, 1728.0, 564.0, 1098.0, 1254.0, -535.0, 1436.0, -1496.0, 703.0, -768.0, 12.0, -307.0, 249.0, 3235.0, 2023.0, 923.0, 0
-65.0, -562.0, 443.0, 1064.0, -211.0, 1963.0, 999.0, -1418.0, -793.0, 1282.0, -457.0, -1244.0, -377.0, -801.0, -1743.0, -86.0, -1345.0, 373.0, 879.0, -1395.0, 1
-718.0, 17.0, 1567.0, 617.0, -2491.0, -592.0, 143.0, 2058.0, 564.0, -1271.0, -1058.0, -732.0, 376.0, -869.0, -922.0, 1827.0, -1149.0, 188.0, -1781.0, -703.0, 1
-1221.0, 815.0, 9.0, -31.0, -336.0, 657.0, -185.0, -161.0, -1252.0, -1544.0, -74.0, -963.0, 806.0, -323.0, 1664.0, 911.0, -656.0, -1609.0, -517.0, 328.0, 1
446.0, 1436.0, -1212.0, -1692.0, 421.0, -526.0, -8.0, -375.0, 342.0, 1332.0, -165.0, 529.0, 2094.0, 881.0, 124.0, 803.0, -393.0, 158.0, 236.0, 967.0, 0
-3118.0, 502.0, -23.0, 48.0, 738.0, -2719.0, 645.0, -796.0, -5.0, -2124.0, 1949.0, -1927.0, -29.0, -734.0, -853.0, -22.0, 1237.0, -1874.0, -514.0, -861.0, 1
-244.0, -1591.0, 264.0, -15.0, -168.0, -424.0, -295.0, -1341.0, -489.0, -93.0, 1154.0, 1622.0, -153.0, 777.0, 1375.0, -981.0, -26.0, -72.0, -941.0, -179.0, 1
-155.0, -913.0, -1329.0, 183.0, 169.0, 942.0, -746.0, -395.0, 707.0, -251.0, -1684.0, 122.0, -701.0, 439.0, 584.0, -35.0, -1196.0, -52.0, 1698.0, -312.0, 1
-1889.0, 692.0, -58.0, 35.0, -2684.0, 1593.0, -106.0, -733.0, 239.0, -996.0, -548.0, 1043.0, 373.0, -436.0, 1178.0, -51.0, -32.0, -4.0, -574.0, -1639.0, 1
1507.0, 261.0, -439.0, -426.0, -236.0, 1387.0, 346.0, -139.0, 1561.0, 733.0, 359.0, 91.0, -106.0, 702.0, 1258.0, 1078.0, -47.0, -4.0, 654.0, -162.0, 0
-669.0, -2417.0, -753.0, 329.0, -56.0, -952.0, -146.0, -1443.0, -1079.0, 86.0, 733.0, -162.0, 632.0, 253.0, -849.0, -641.0, 152.0, -1179.0, 113.0, -1448.0, 1
641.0, -95.0, -2144.0, -914.0, -886.0, -1682.0, -216.0, 6.0, -209.0, 14.0, -51.0, 78.0, -81.0, -68.0, 165.0, -2.0, -601.0, -12.0, 44.0, 1189.0, 1
874.0, 1416.0, 44.0, 45.0, -416.0, 207.0, 1522.0, -96.0, 1316.0, 212.0, -949.0, 635.0, -1066.0, 1192.0, 272.0, 1087.0, -864.0, 1649.0, 1032.0, 266.0, 0
1241.0, 794.0, 535.0, -105.0, 9.0, 1054.0, -336.0, 5.0, 1071.0, 131.0, 734.0, 761.0, 2759.0, 1539.0, 683.0, -212.0, 969.0, -376.0, 769.0, 529.0, 0
1777.0, 294.0, -817.0, 163.0, 86.0, -922.0, 257.0, -404.0, -162.0, 1019.0, -423.0, 1432.0, 598.0, 622.0, 1918.0, 1323.0, 792.0, -1745.0, 1004.0, 29.0, 0
1053.0, -419.0, 413.0, 1294.0, -1703.0, 396.0, -614.0, 1918.0, -276.0, 64.0, 48.0, -174.0, 978.0, 105.0, 702.0, 1408.0, 368.0, 1737.0, -4.0, -524.0, 0
662.0, -597.0, 1571.0, -512.0, -516.0, -461.0, 339.0, 221.0, 1456.0, -2001.0, -898.0, -554.0, 922.0, -314.0, 1408.0, 159.0, -1416.0, 781.0, 166.0, -752.0, 1
-1831.0, -845.0, 724.0, -191.0, -367.0, -916.0, -117.0, -507.0, -1198.0, 39.0, 252.0, -1279.0, -647.0, -456.0, 499.0, -35.0, -1052.0, 92.0, -309.0, 1477.0, 1
2076.0, -383.0, -264.0, 476.0, 1008.0, -167.0, 1394.0, -184.0, -9.0, 2049.0, 398.0, -3643.0, 1001.0, 513.0, 553.0, 586.0, -744.0, 272.0, -1929.0, -829.0, 1
-214.0, -1008.0, -29.0, -1722.0, -14.0, -1202.0, 775.0, -941.0, 403.0, -1644.0, -425.0, -2564.0, -1643.0, 582.0, -1301.0, -1846.0, -1903.0, -93.0, -1473.0, -963.0, 1
1962.0, -562.0, 342.0, 619.0, 796.0, 3004.0, 1509.0, 688.0, 204.0, -164.0, -214.0, -1024.0, 395.0, 461.0, -698.0, -1138.0, 632.0, -1081.0, 2847.0, 66.0, 0
396.0, 702.0, 368.0, -1515.0, 132.0, 498.0, -2697.0, 1418.0, -124.0, -967.0, 399.0, 244.0, -208.0, 493.0, -563.0, 247.0, 851.0, 95.0, 123.0, -245.0, 1
1057.0, -779.0, 56.0, 1014.0, -1236.0, -1385.0, -234.0, 104.0, -242.0, 1062.0, -907.0, 373.0, 13.0, -3.0, -631.0, 724.0, -497.0, -1032.0, -2569.0, -748.0, 1
-457.0, 1374.0, 1533.0, 751.0, -124.0, -996.0, 858.0, -1363.0, 1074.0, 836.0, 704.0, 918.0, 334.0, -103.0, 1012.0, -1097.0, 2168.0, -836.0, 421.0, 1123.0, 0
348.0, 758.0, 1966.0, 199.0, 1509.0, 435.0, 834.0, 1791.0, 1093.0, 358.0, -118.0, -1126.0, -2.0, 2698.0, 63.0, 719.0, 75.0, 913.0, -677.0, -952.0, 0
382.0, -228.0, 116.0, 439.0, 76.0, -1185.0, -1786.0, 321.0, -863.0, 49.0, -22.0, -2112.0, -994.0, 955.0, -874.0, -202.0, -216.0, 37.0, -1152.0, -856.0, 1
84.0, 1512.0, -406.0, -1106.0, -429.0, -1582.0, -119.0, -1443.0, 779.0, -108.0, -345.0, 1153.0, 25.0, -167.0, 119.0, 1505.0, -66.0, -111.0, 1583.0, 118.0, 0
511.0, 882.0, 49.0, 1408.0, 1389.0, -1519.0, 1665.0, 57.0, 462.0, -1744.0, -612.0, 975.0, -168.0, -558.0, 174.0, -9.0, 588.0, -754.0, 363.0, -231.0, 0
52.0, 1121.0, 458.0, 84.0, -733.0, 2065.0, 2176.0, 1697.0, 236.0, -1805.0, 1305.0, 675.0, -1301.0, 263.0, 363.0, -392.0, -56.0, -167.0, 531.0, 878.0, 0
-226.0, -14.0, 1387.0, -471.0, -1069.0, 123.0, -1667.0, -881.0, -461.0, -2866.0, 1665.0, 259.0, -496.0, -761.0, 1295.0, -264.0, 552.0, 971.0, -1732.0, -55.0, 1
172.0, 1414.0, -286.0, -136.0, 765.0, 2.0, -235.0, 788.0, -1742.0, -1096.0, -1366.0, 112.0, -299.0, -566.0, 118.0, 112.0, -51.0, -212.0, 1572.0, -489.0, 1
-358.0, -1948.0, -9.0, -1699.0, -662.0, -1354.0, -128.0, -442.0, -289.0, 602.0, -1172.0, -1041.0, 275.0, -1499.0, 446.0, -144.0, 966.0, -615.0, 2572.0, -2221.0, 1
-932.0, -1262.0, -1231.0, 1214.0, 22.0, 426.0, 329.0, -776.0, -319.0, -246.0, -481.0, -1457.0, 407.0, -1434.0, -7.0, -907.0, 351.0, -1294.0, 1528.0, -686.0, 1
-412.0, 441.0, -963.0, -141.0, -408.0, 207.0, -373.0, 415.0, -81.0, 182.0, 17.0, -906.0, -173.0, 492.0, 1589.0, -1392.0, 41.0, -65.0, -2587.0, -506.0, 1
-43.0, 1112.0, -48.0, -1318.0, -77.0, -748.0, -663.0, -522.0, -36.0, -473.0, 45.0, -2404.0, -298.0, -447.0, 1026.0, -905.0, -106.0, 2481.0, -286.0, -678.0, 1
-1673.0, 1134.0, -2592.0, 1783.0, -985.0, -808.0, -1564.0, -708.0, -397.0, -2484.0, -1834.0, -1412.0, 98.0, 476.0, -1105.0, -166.0, -432.0, -8.0, -1211.0, 3629.0, 1
-23.0, -1394.0, -1244.0, -907.0, 542.0, -1635.0, 731.0, 1374.0, -2453.0, -57.0, -331.0, -2006.0, 43.0, -124.0, -554.0, 941.0, -1189.0, -441.0, 846.0, 538.0, 1
-211.0, -238.0, -554.0, -54.0, 255.0, -1377.0, -278.0, -806.0, -625.0, -494.0, -1276.0, -833.0, -532.0, 24.0, 638.0, -1267.0, -453.0, -113.0, -221.0, -1929.0, 1
-1414.0, -588.0, -302.0, 2402.0, -1115.0, 426.0, 1259.0, 754.0, -727.0, 1498.0, 95.0, 55.0, 1369.0, 728.0, 786.0, 1121.0, 1294.0, 108.0, 414.0, -776.0, 0
1017.0, -1714.0, -963.0, -181.0, 734.0, 771.0, 287.0, -107.0, 31.0, -1793.0, -1311.0, -2108.0, -301.0, 5.0, 348.0, -1418.0, -1237.0, -17.0, -1417.0, 623.0, 1
-336.0, 444.0, -137.0, 2675.0, 1759.0, 511.0, -254.0, 217.0, 1751.0, -102.0, 412.0, 1806.0, 977.0, 455.0, -553.0, -152.0, 147.0, 1132.0, 154.0, 362.0, 0
195.0, -807.0, -497.0, -267.0, -107.0, -686.0, -1225.0, 1394.0, -1536.0, 374.0, -791.0, -2676.0, -631.0, 22.0, -756.0, -755.0, -1129.0, -15.0, -927.0, -2356.0, 1
-342.0, 94.0, 244.0, 383.0, 168.0, 2335.0, 2447.0, 2442.0, -265.0, -74.0, -2313.0, 1194.0, 122.0, 412.0, 854.0, -601.0, 96.0, 796.0, -11.0, -553.0, 0
111.0, -672.0, -26.0, -589.0, 592.0, 1322.0, 54.0, 169.0, -877.0, -1.0, -694.0, 2015.0, 921.0, 1405.0, 1158.0, -694.0, 434.0, 1236.0, -133.0, 497.0, 0
44.0, 17.0, -139.0, -2388.0, -256.0, -2808.0, 474.0, -2672.0, 72.0, -444.0, -378.0, -2222.0, 1312.0, 643.0, -1637.0, -882.0, -938.0, -1043.0, 682.0, -1127.0, 1
38.0, -32.0, 339.0, 1643.0, 908.0, -396.0, -1552.0, -474.0, 1184.0, -647.0, 1773.0, 979.0, 8.0, 854.0, -187.0, 2404.0, 1249.0, 872.0, 831.0, 266.0, 0
-242.0, 1839.0, 68.0, -792.0, -1424.0, -501.0, -2182.0, 1262.0, 505.0, -445.0, -1415.0, 8.0, 1348.0, 948.0, 585.0, 1015.0, 897.0, 232.0, -789.0, 2104.0, 0
1736.0, 121.0, 1625.0, 1009.0, -932.0, -342.0, 82.0, 874.0, -553.0, -404.0, 485.0, -627.0, 1186.0, 435.0, 439.0, 161.0, 1319.0, 95.0, -441.0, 132.0, 0
-8.0, 1581.0, 33.0, 1292.0, 245.0, 1596.0, 354.0, 344.0, 431.0, -618.0, 691.0, 531.0, 1096.0, 885.0, -1654.0, 1119.0, 3723.0, -1111.0, 2394.0, 966.0, 0
-1263.0, -588.0, 178.0, -71.0, -1594.0, 661.0, 839.0, -1423.0, 981.0, -613.0, -1462.0, 714.0, -421.0, 543.0, -1.0, 479.0, -2278.0, -1578.0, -1078.0, -1737.0, 1
-956.0, 282.0, 1172.0, -751.0, -231.0, -995.0, -1474.0, -46.0, -1524.0, 312.0, -1.0, 783.0, 616.0, -294.0, 281.0, -1792.0, -578.0, -428.0, -776.0, -975.0, 1
692.0, 621.0, 1685.0, 777.0, -87.0, 1092.0, 1067.0, 1561.0, 546.0, 1278.0, 481.0, -1195.0, 298.0, 1582.0, 724.0, 527.0, -563.0, -579.0, 69.0, -173.0, 0
1756.0, 2841.0, 488.0, -1207.0, -762.0, 1026.0, 422.0, -1655.0, -639.0, 549.0, 68.0, 1081.0, 56.0, -1921.0, 298.0, -591.0, -525.0, -849.0, -534.0, 55.0, 0
2078.0, -21.0, 351.0, 582.0, 138.0, 321.0, 2493.0, 1095.0, -358.0, 984.0, 693.0, -41.0, 1709.0, 1869.0, 2285.0, 331.0, 8.0, -238.0, 187.0, 1007.0, 0
-656.0, 1048.0, -45.0, -16.0, -1494.0, -428.0, -313.0, -609.0, -1925.0, -2349.0, -127.0, -658.0, 109.0, 101.0, 444.0, -1387.0, -744.0, 113.0, 1264.0, -532.0, 1
-502.0, 1603.0, 78.0, 1593.0, 1261.0, 132.0, -67.0, 1364.0, -397.0, 815.0, -1069.0, -957.0, 1771.0, 1755.0, 1102.0, 1175.0, 1173.0, 102.0, 1619.0, -1158.0, 0
349.0, 139.0, 1142.0, -971.0, 5.0, 1038.0, 831.0, 1706.0, 1157.0, 542.0, -269.0, -753.0, 406.0, 1336.0, 594.0, 633.0, -135.0, 598.0, -1521.0, 1192.0, 0
-1041.0, -303.0, -376.0, 148.0, 1199.0, 4.0, 77.0, -2814.0, -229.0, -2185.0, -536.0, -536.0, -1172.0, -897.0, -1769.0, -903.0, -968.0, 711.0, -1504.0, -1561.0, 1
573.0, 607.0, 624.0, -266.0, 845.0, 697.0, -92.0, -547.0, 671.0, 563.0, -23.0, 734.0, 2036.0, -277.0, 426.0, 882.0, -58.0, 234.0, -212.0, -1314.0, 0
1063.0, 2479.0, 1713.0, -115.0, 574.0, 2431.0, -99.0, 237.0, -576.0, 567.0, -1092.0, 1518.0, 2.0, 1499.0, 1826.0, 911.0, 1178.0, -264.0, -412.0, 1095.0, 0
1294.0, -105.0, 73.0, 1249.0, -11.0, 1167.0, 979.0, -38.0, 15.0, 23.0, 1109.0, 634.0, 1984.0, 1088.0, 151.0, 702.0, 14.0, 824.0, 1063.0, -315.0, 0
564.0, -19.0, 608.0, -1246.0, -943.0, -501.0, 1453.0, 554.0, -1004.0, -987.0, -1216.0, -39.0, -2442.0, -949.0, -1564.0, -1207.0, -1253.0, -1794.0, 969.0, -1359.0, 1
549.0, -107.0, 1677.0, 138.0, 2833.0, 1184.0, 2233.0, -1025.0, 632.0, -262.0, -778.0, -91.0, 241.0, 572.0, 458.0, 323.0, 2246.0, 912.0, 1386.0, 629.0, 0
-467.0, -1758.0, -2263.0, -74.0, -1649.0, 25.0, -806.0, 45.0, 17.0, 564.0, -57.0, -1646.0, -323.0, -586.0, 18.0, -1686.0, 492.0, -1733.0, 62.0, -126.0, 1
16.0, -1077.0, -1634.0, 273.0, 552.0, 568.0, 198.0, 752.0, -53.0, 368.0, -242.0, -1273.0, -271.0, 465.0, 966.0, 1892.0, 1232.0, 1486.0, 119.0, -53.0, 0
408.0, -773.0, -65.0, -646.0, 346.0, 307.0, -382.0, 4.0, -186.0, -223.0, -342.0, -489.0, -1485.0, -21.0, 129.0, 1768.0, 122.0, 785.0, 8.0, -342.0, 0
-301.0, -43.0, 447.0, -35.0, 612.0, -1682.0, 806.0, 554.0, -69.0, -335.0, 74.0, 541.0, 1683.0, 275.0, 87.0, -1065.0, 615.0, -12.0, 929.0, -139.0, 0
151.0, 1578.0, -789.0, -1422.0, 298.0, 1423.0, 131.0, -143.0, 799.0, 364.0, 143.0, 73.0, -1792.0, -29.0, -218.0, 276.0, -256.0, -165.0, 592.0, 125.0, 0
235.0, 89.0, 1457.0, 997.0, -1898.0, -741.0, -1221.0, -931.0, 1603.0, -1419.0, -103.0, -172.0, -829.0, 14.0, -154.0, -683.0, -909.0, 292.0, -747.0, -546.0, 1
-482.0, -1022.0, -1396.0, -1123.0, 1039.0, -1047.0, -2878.0, 6.0, -622.0, -675.0, -485.0, 404.0, -2522.0, 41.0, 361.0, -1144.0, 133.0, -205.0, 1164.0, -2755.0, 1
49.0, 658.0, 422.0, 215.0, 1544.0, -1117.0, -2367.0, -1634.0, -2951.0, -116.0, 695.0, -1012.0, 599.0, -45.0, -228.0, 96.0, -1356.0, -2026.0, -701.0, 1098.0, 1
561.0, 1068.0, 135.0, -19.0, 1055.0, 2025.0, -1688.0, -78.0, 796.0, 555.0, -1549.0, 491.0, 149.0, -94.0, -228.0, 605.0, 456.0, 1197.0, -837.0, 1342.0, 0
395.0, 117.0, 541.0, -481.0, 2618.0, 953.0, -539.0, 593.0, 93.0, 2049.0, 1111.0, 1076.0, -1344.0, 753.0, -743.0, 1006.0, 1274.0, 1424.0, 529.0, 1344.0, 0
438.0, -3583.0, -904.0, 799.0, -1233.0, -489.0, 29.0, 146.0, -533.0, -1184.0, -542.0, 1337.0, -77.0, -458.0, -1288.0, -2066.0, -1549.0, -83.0, 1323.0, 556.0, 1
582.0, 907.0, 848.0, 27.0, -1183.0, -94.0, -1632.0, -622.0, -1791.0, -2264.0, 84.0, -21.0, 385.0, -1218.0, 718.0, -1444.0, -132.0, -33.0, -3215.0, -638.0, 1
2892.0, -1159.0, 306.0, 3184.0, 368.0, 118.0, -51.0, 803.0, -18.0, -106.0, 1972.0, 1906.0, 215.0, -1218.0, 1402.0, -443.0, 293.0, 1369.0, 1871.0, 2383.0, 0
954.0, 112.0, 1027.0, -895.0, 162.0, -1994.0, 967.0, 416.0, 2128.0, 368.0, 139.0, -482.0, -353.0, 1331.0, -769.0, -103.0, -3372.0, 82.0, -467.0, 1597.0, 1
847.0, 1364.0, 1333.0, 39.0, 497.0, 321.0, -327.0, 92.0, 39.0, 1088.0, -85.0, 2262.0, 2232.0, 1492.0, 781.0, -17.0, 2071.0, -674.0, -206.0, -477.0, 0
1674.0, 1136.0, 1077.0, 167.0, -2199.0, 2523.0, 145.0, 1132.0, 516.0, -471.0, 2064.0, 192.0, 371.0, 1407.0, 522.0, 1108.0, 1251.0, 314.0, 105.0, 198.0, 0
135.0, 47.0, 463.0, 1932.0, -42.0, 367.0, -21.0, -1176.0, 203.0, 1086.0, 857.0, 1052.0, -424.0, 1988.0, 2851.0, 1895.0, -1016.0, 1032.0, 585.0, 1313.0, 0
954.0, -1363.0, 2566.0, -591.0, -376.0, -2138.0, -343.0, -1138.0, 265.0, 135.0, -319.0, -2682.0, 1035.0, 1008.0, -71.0, 1053.0, 1974.0, 166.0, -61.0, -77.0, 0
955.0, -1132.0, 1347.0, 366.0, -44.0, -1285.0, 111.0, 1013.0, 296.0, -1666.0, 72.0, -1966.0, 138.0, -2043.0, -1326.0, 1098.0, -109.0, -1828.0, 1392.0, -416.0, 1
2837.0, -529.0, 174.0, -388.0, 618.0, 364.0, -261.0, 317.0, -1345.0, -986.0, 86.0, -208.0, -708.0, 836.0, 442.0, 1493.0, 414.0, 1779.0, 902.0, 6.0, 0
