@relation unknow
@attribute age real [29.0, 77.0]
@attribute sex real [0.0, 1.0]
@attribute cp real [1.0, 4.0]
@attribute trestbps real [94.0, 200.0]
@attribute chol real [126.0, 564.0]
@attribute fbs real [0.0, 1.0]
@attribute restecg real [0.0, 2.0]
@attribute thalach real [71.0, 202.0]
@attribute exang real [0.0, 1.0]
@attribute oldpeak real [0.0, 6.2]
@attribute slope real [1.0, 3.0]
@attribute ca real [0.0, 3.0]
@attribute thal real [3.0, 7.0]
@attribute num {0, 1, 2, 3, 4}
@inputs age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal
@outputs num
@data
39.0, 1.0, 4.0, 118.0, 219.0, 0.0, 0.0, 140.0, 0.0, 1.2, 2.0, 0.0, 7.0, 3
56.0, 1.0, 4.0, 125.0, 249.0, 1.0, 2.0, 144.0, 1.0, 1.2, 2.0, 1.0, 3.0, 1
35.0, 0.0, 4.0, 138.0, 183.0, 0.0, 0.0, 182.0, 0.0, 1.4, 1.0, 0.0, 3.0, 0
56.0, 0.0, 4.0, 200.0, 288.0, 1.0, 2.0, 133.0, 1.0, 4.0, 3.0, 2.0, 7.0, 3
54.0, 1.0, 4.0, 110.0, 239.0, 0.0, 0.0, 126.0, 1.0, 2.8, 2.0, 1.0, 7.0, 3
44.0, 1.0, 2.0, 120.0, 220.0, 0.0, 0.0, 170.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
29.0, 1.0, 2.0, 130.0, 204.0, 0.0, 2.0, 202.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
55.0, 0.0, 2.0, 135.0, 250.0, 0.0, 2.0, 161.0, 0.0, 1.4, 2.0, 0.0, 3.0, 0
52.0, 1.0, 2.0, 128.0, 205.0, 1.0, 0.0, 184.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
60.0, 1.0, 4.0, 140.0, 293.0, 0.0, 2.0, 170.0, 0.0, 1.2, 2.0, 2.0, 7.0, 2
46.0, 1.0, 2.0, 101.0, 197.0, 1.0, 0.0, 156.0, 0.0, 0.0, 1.0, 0.0, 7.0, 0
58.0, 0.0, 4.0, 100.0, 248.0, 0.0, 2.0, 122.0, 0.0, 1.0, 2.0, 0.0, 3.0, 0
59.0, 0.0, 4.0, 174.0, 249.0, 0.0, 0.0, 143.0, 1.0, 0.0, 2.0, 0.0, 3.0, 1
62.0, 0.0, 4.0, 140.0, 394.0, 0.0, 2.0, 157.0, 0.0, 1.2, 2.0, 0.0, 3.0, 0
48.0, 1.0, 4.0, 124.0, 274.0, 0.0, 2.0, 166.0, 0.0, 0.5, 2.0, 0.0, 7.0, 3
64.0, 0.0, 4.0, 180.0, 325.0, 0.0, 0.0, 154.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0
50.0, 1.0, 4.0, 144.0, 200.0, 0.0, 2.0, 126.0, 1.0, 0.9, 2.0, 0.0, 7.0, 3
55.0, 1.0, 2.0, 130.0, 262.0, 0.0, 0.0, 155.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
62.0, 0.0, 4.0, 150.0, 244.0, 0.0, 0.0, 154.0, 1.0, 1.4, 2.0, 0.0, 3.0, 1
59.0, 1.0, 4.0, 138.0, 271.0, 0.0, 2.0, 182.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
66.0, 1.0, 4.0, 112.0, 212.0, 0.0, 2.0, 132.0, 1.0, 0.1, 1.0, 1.0, 3.0, 2
52.0, 0.0, 3.0, 136.0, 196.0, 0.0, 2.0, 169.0, 0.0, 0.1, 2.0, 0.0, 3.0, 0
41.0, 1.0, 2.0, 110.0, 235.0, 0.0, 0.0, 153.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
41.0, 0.0, 2.0, 126.0, 306.0, 0.0, 0.0, 163.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
61.0, 1.0, 1.0, 134.0, 234.0, 0.0, 0.0, 145.0, 0.0, 2.6, 2.0, 2.0, 3.0, 2
61.0, 1.0, 4.0, 140.0, 207.0, 0.0, 2.0, 138.0, 1.0, 1.9, 1.0, 1.0, 7.0, 1
46.0, 1.0, 4.0, 140.0, 311.0, 0.0, 0.0, 120.0, 1.0, 1.8, 2.0, 2.0, 7.0, 2
64.0, 1.0, 1.0, 170.0, 227.0, 0.0, 2.0, 155.0, 0.0, 0.6, 2.0, 0.0, 7.0, 0
47.0, 1.0, 3.0, 130.0, 253.0, 0.0, 0.0, 179.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
53.0, 0.0, 4.0, 130.0, 264.0, 0.0, 2.0, 143.0, 0.0, 0.4, 2.0, 0.0, 3.0, 0
68.0, 1.0, 3.0, 180.0, 274.0, 1.0, 2.0, 150.0, 1.0, 1.6, 2.0, 0.0, 7.0, 3
62.0, 0.0, 4.0, 138.0, 294.0, 1.0, 0.0, 106.0, 0.0, 1.9, 2.0, 3.0, 3.0, 2
39.0, 0.0, 3.0, 94.0, 199.0, 0.0, 0.0, 179.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
57.0, 1.0, 2.0, 124.0, 261.0, 0.0, 0.0, 141.0, 0.0, 0.3, 1.0, 0.0, 7.0, 1
35.0, 1.0, 2.0, 122.0, 192.0, 0.0, 0.0, 174.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
63.0, 0.0, 4.0, 124.0, 197.0, 0.0, 0.0, 136.0, 1.0, 0.0, 2.0, 0.0, 3.0, 1
