@relation unknow
@attribute age real [29.0, 77.0]
@attribute sex real [0.0, 1.0]
@attribute cp real [1.0, 4.0]
@attribute trestbps real [94.0, 200.0]
@attribute chol real [126.0, 564.0]
@attribute fbs real [0.0, 1.0]
@attribute restecg real [0.0, 2.0]
@attribute thalach real [71.0, 202.0]
@attribute exang real [0.0, 1.0]
@attribute oldpeak real [0.0, 6.2]
@attribute slope real [1.0, 3.0]
@attribute ca real [0.0, 3.0]
@attribute thal real [3.0, 7.0]
@attribute num {0, 1, 2, 3, 4}
@inputs age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal
@outputs num
@data
46.0, 0.0, 4.0, 138.0, 243.0, 0.0, 2.0, 152.0, 1.0, 0.0, 2.0, 0.0, 3.0, 0
64.0, 0.0, 4.0, 130.0, 303.0, 0.0, 0.0, 122.0, 0.0, 2.0, 2.0, 2.0, 3.0, 0
53.0, 1.0, 4.0, 123.0, 282.0, 0.0, 0.0, 95.0, 1.0, 2.0, 2.0, 2.0, 7.0, 3
54.0, 1.0, 4.0, 110.0, 206.0, 0.0, 2.0, 108.0, 1.0, 0.0, 2.0, 1.0, 3.0, 3
74.0, 0.0, 2.0, 120.0, 269.0, 0.0, 2.0, 121.0, 1.0, 0.2, 1.0, 1.0, 3.0, 0
54.0, 1.0, 4.0, 122.0, 286.0, 0.0, 2.0, 116.0, 1.0, 3.2, 2.0, 2.0, 3.0, 3
56.0, 1.0, 4.0, 130.0, 283.0, 1.0, 2.0, 103.0, 1.0, 1.6, 3.0, 0.0, 7.0, 2
46.0, 1.0, 4.0, 120.0, 249.0, 0.0, 2.0, 144.0, 0.0, 0.8, 1.0, 0.0, 7.0, 1
57.0, 1.0, 4.0, 110.0, 201.0, 0.0, 0.0, 126.0, 1.0, 1.5, 2.0, 0.0, 6.0, 0
51.0, 0.0, 3.0, 120.0, 295.0, 0.0, 2.0, 157.0, 0.0, 0.6, 1.0, 0.0, 3.0, 0
67.0, 0.0, 4.0, 106.0, 223.0, 0.0, 0.0, 142.0, 0.0, 0.3, 1.0, 2.0, 3.0, 0
42.0, 1.0, 3.0, 130.0, 180.0, 0.0, 0.0, 150.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
57.0, 1.0, 2.0, 154.0, 232.0, 0.0, 2.0, 164.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1
67.0, 1.0, 3.0, 152.0, 212.0, 0.0, 2.0, 150.0, 0.0, 0.8, 2.0, 0.0, 7.0, 1
63.0, 1.0, 4.0, 140.0, 187.0, 0.0, 2.0, 144.0, 1.0, 4.0, 1.0, 2.0, 7.0, 2
40.0, 1.0, 1.0, 140.0, 199.0, 0.0, 0.0, 178.0, 1.0, 1.4, 1.0, 0.0, 7.0, 0
65.0, 1.0, 4.0, 135.0, 254.0, 0.0, 2.0, 127.0, 0.0, 2.8, 2.0, 1.0, 7.0, 2
58.0, 0.0, 4.0, 130.0, 197.0, 0.0, 0.0, 131.0, 0.0, 0.6, 2.0, 0.0, 3.0, 0
