@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
-0.24, 1.72, 1.0
-0.983, 1.06, -1.0
1.21, 0.354, -1.0
-0.208, 0.332, 1.0
0.553, 1.54, -1.0
-0.102, -0.13, 1.0
1.73, 1.68, 1.0
-0.516, -0.935, -1.0
1.28, 0.902, -1.0
0.569, 1.62, 1.0
-0.513, 1.29, -1.0
-0.395, -0.756, -1.0
0.159, 1.51, -1.0
-0.581, -1.27, -1.0
-0.52, 1.2, -1.0
-0.0203, 1.92, 1.0
0.351, -0.0402, 1.0
-0.654, -0.999, -1.0
0.165, -1.58, -1.0
1.52, -0.0653, -1.0
-0.324, -1.03, -1.0
-0.259, 0.496, 1.0
-0.127, -1.33, -1.0
-1.07, 0.963, -1.0
-1.86, -1.47, 1.0
0.263, -1.48, -1.0
-1.04, 1.19, -1.0
1.31, -0.254, -1.0
-0.488, -0.566, 1.0
1.8, -0.811, -1.0
1.49, -0.156, -1.0
-0.881, -1.59, -1.0
-1.35, 0.424, 1.0
0.859, -0.952, 1.0
-1.38, -0.32, 1.0
-0.181, 0.344, 1.0
0.422, -0.934, 1.0
-0.0765, -1.12, -1.0
1.11, -0.106, -1.0
-0.794, 1.07, -1.0
-0.652, -1.1, -1.0
-2.08, -1.78, 1.0
-0.215, -1.01, -1.0
-0.495, -1.2, -1.0
-0.803, -0.782, -1.0
-0.677, -1.41, -1.0
-0.516, 0.831, 1.0
-0.864, -1.56, -1.0
0.743, -1.18, 1.0
-1.58, -1.25, 1.0
-1.18, -0.758, 1.0
0.652, -0.646, 1.0
1.18, 0.585, -1.0
-1.01, -1.27, 1.0
-1.08, 0.72, -1.0
0.987, 0.858, -1.0
-0.72, 0.189, 1.0
-0.00329, -0.0777, 1.0
2.21, 1.02, 1.0
-0.0246, -0.141, 1.0
-0.477, -1.25, -1.0
-0.8, -0.282, 1.0
-0.457, -0.322, 1.0
-0.904, 0.953, -1.0
-0.11, -0.911, -1.0
-0.287, -0.726, 1.0
-1.23, -0.336, 1.0
0.866, -0.807, 1.0
-1.3, -1.17, 1.0
0.563, 0.137, 1.0
-1.31, 0.00723, 1.0
1.41, 0.83, -1.0
-0.189, -1.24, -1.0
0.775, 0.0171, 1.0
1.43, 0.147, -1.0
-0.0238, 4.07E-4, 1.0
-0.506, -1.09, -1.0
1.39, -0.872, 1.0
1.77, 0.109, -1.0
0.152, 1.53, -1.0
-0.918, 1.13, -1.0
0.377, 0.198, 1.0
-1.1, 0.811, -1.0
1.2, -0.598, 1.0
1.45, 0.229, -1.0
-0.0715, 1.41, -1.0
0.373, -1.17, -1.0
0.808, -0.831, 1.0
-0.504, 1.03, -1.0
1.32, 1.36, 1.0
1.19, -0.404, -1.0
-0.16, -1.36, -1.0
0.816, 0.306, 1.0
0.378, -0.56, 1.0
0.96, -0.9, 1.0
-0.497, 1.07, -1.0
2.51, 1.11, 1.0
1.59, -0.522, -1.0
-0.61, -0.306, 1.0
-0.397, 1.32, -1.0
0.796, 0.429, 1.0
-0.39, -0.209, 1.0
-0.341, -0.0358, 1.0
-1.73, -1.3, 1.0
-1.62, -0.712, 1.0
0.976, -1.53, 1.0
1.33, 0.825, -1.0
0.802, 0.431, 1.0
-0.314, -0.984, -1.0
0.659, -0.057, 1.0
-0.104, -1.09, -1.0
-0.724, -1.48, -1.0
1.16, 0.0489, -1.0
0.551, 1.48, -1.0
0.191, 1.72, -1.0
0.345, -0.891, -1.0
-0.396, -1.38, -1.0
0.874, -1.41, 1.0
-0.885, 1.05, -1.0
-1.52, 0.388, -1.0
0.0176, 0.0932, 1.0
1.72, -0.448, -1.0
-0.233, 0.593, 1.0
-0.415, 1.48, -1.0
-1.66, -0.792, 1.0
-0.152, -0.669, -1.0
0.604, 1.03, -1.0
-1.13, 0.193, 1.0
-0.262, -1.2, -1.0
-1.43, 0.707, -1.0
0.512, -1.34, -1.0
1.15, 1.16, 1.0
0.407, 1.67, 1.0
0.683, -0.0347, 1.0
-0.668, -1.13, -1.0
0.0296, 1.2, -1.0
-0.122, -0.0671, 1.0
1.41, -0.808, 1.0
-0.347, 0.574, 1.0
-0.653, -0.734, -1.0
0.896, 0.36, 1.0
-1.65, -0.723, 1.0
0.167, 0.87, -1.0
1.26, -0.912, 1.0
0.56, -1.05, -1.0
1.62, -0.919, -1.0
-1.32, -0.403, 1.0
-1.63, -1.16, 1.0
0.981, -0.0572, -1.0
0.636, 1.34, 1.0
-0.238, -1.49, -1.0
0.127, 1.22, -1.0
1.27, 0.301, -1.0
-0.947, 0.445, 1.0
0.112, 0.238, 1.0
-0.322, -0.356, 1.0
-0.339, 0.806, 1.0
-1.02, -1.01, -1.0
-1.2, -0.248, 1.0
0.191, 1.94, -1.0
-1.22, 1.12, -1.0
0.48, -1.15, -1.0
-1.63, 0.101, -1.0
0.592, 1.15, -1.0
0.784, 0.972, -1.0
-1.42, -0.0747, 1.0
0.237, 0.0367, 1.0
-0.639, 1.28, -1.0
2.64, 0.966, 1.0
0.323, -0.796, 1.0
0.0496, -1.05, -1.0
-1.28, 0.213, 1.0
0.121, 1.63, -1.0
-1.15, 0.406, 1.0
1.22, -0.0466, -1.0
-0.852, -0.59, 1.0
0.996, 1.04, -1.0
0.799, 0.995, -1.0
1.64, -0.605, -1.0
1.13, 0.33, -1.0
-1.87, -1.17, 1.0
0.682, -0.146, -1.0
-0.656, -0.334, 1.0
-1.15, 0.771, -1.0
0.535, 1.4, -1.0
-0.903, -0.0822, 1.0
0.451, -0.00833, 1.0
-0.198, -0.536, 1.0
-0.421, -0.731, -1.0
1.1, 0.253, -1.0
-0.505, 1.17, -1.0
-0.362, -1.7, -1.0
-1.41, -1.02, 1.0
1.01, 0.829, -1.0
1.26, 0.0903, -1.0
0.275, -0.202, 1.0
0.431, 0.266, -1.0
-0.861, -0.862, -1.0
-0.631, -0.914, -1.0
1.24, 0.00235, -1.0
0.811, 2.0, -1.0
-0.869, 1.38, -1.0
1.89, 1.1, 1.0
0.284, 2.31, -1.0
0.0066, -0.994, -1.0
-1.81, -0.643, 1.0
-1.19, -1.03, -1.0
1.19, -0.966, 1.0
1.11, 0.0482, -1.0
-0.27, -1.28, -1.0
-0.129, 1.57, -1.0
1.02, 0.508, -1.0
-1.32, 1.12, -1.0
1.54, -0.26, -1.0
-1.01, -1.29, -1.0
-0.707, -0.378, 1.0
-0.68, -1.07, -1.0
1.15, -1.56, 1.0
-0.806, 0.575, 1.0
1.08, 1.36, 1.0
0.222, 0.214, 1.0
-0.93, -0.895, -1.0
-0.499, -0.766, -1.0
0.909, 0.522, -1.0
0.496, 1.52, -1.0
-0.836, -0.507, 1.0
1.31, 0.328, -1.0
1.35, 1.21, 1.0
-1.55, 0.386, -1.0
-1.2, 0.659, -1.0
-0.754, 1.1, -1.0
-0.484, -1.2, -1.0
1.41, 0.607, -1.0
0.433, 1.65, 1.0
0.354, 1.06, -1.0
-0.541, -0.65, 1.0
-0.836, 0.959, -1.0
0.552, 0.942, -1.0
-0.575, -1.62, -1.0
-0.807, 0.992, -1.0
1.63, -0.56, -1.0
-0.79, -0.823, -1.0
-0.777, -1.33, -1.0
-0.31, 1.45, -1.0
0.351, -1.42, -1.0
0.523, 1.05, -1.0
1.08, 0.925, -1.0
0.0762, -1.27, -1.0
-1.31, 0.463, -1.0
0.115, -0.443, 1.0
-1.57, -0.401, 1.0
-0.274, 0.489, 1.0
0.764, 1.98, 1.0
-0.348, 0.119, 1.0
-1.18, -0.522, 1.0
1.11, 0.205, -1.0
2.25, -1.4, -1.0
-1.04, 1.27, -1.0
1.33, -0.704, -1.0
-0.329, -0.955, -1.0
-0.699, 0.755, -1.0
1.09, -1.1, 1.0
-0.527, -1.38, -1.0
0.986, 0.843, -1.0
0.746, 0.441, -1.0
-0.639, 0.522, 1.0
-1.27, 0.184, 1.0
-0.717, 0.455, 1.0
-1.11, 0.00172, 1.0
1.59, 1.72, 1.0
-1.51, -1.16, 1.0
-0.559, 0.0594, 1.0
0.191, -1.29, -1.0
0.768, -1.25, 1.0
-0.175, -0.909, -1.0
0.528, -1.04, 1.0
1.04, 0.285, -1.0
1.23, 0.458, -1.0
0.698, 1.02, -1.0
-0.141, -0.119, 1.0
0.483, -1.23, -1.0
1.77, 0.013, -1.0
-1.31, -0.32, 1.0
-1.39, -0.156, 1.0
1.52, 0.795, -1.0
0.268, 1.14, -1.0
0.249, -0.451, 1.0
1.27, 0.496, -1.0
0.306, -0.161, 1.0
-0.0529, -0.0168, 1.0
-1.28, -1.17, 1.0
2.06, -0.893, -1.0
0.402, -0.39, 1.0
0.854, 0.0949, 1.0
-0.381, -0.959, -1.0
0.0935, 2.1, -1.0
0.671, 0.181, 1.0
0.0735, -1.01, -1.0
-1.13, -0.0974, 1.0
-0.129, 0.877, 1.0
0.427, 1.77, 1.0
-0.337, 0.559, 1.0
0.325, -0.153, 1.0
-1.81, -0.543, 1.0
-0.307, 0.938, -1.0
-1.68, 0.93, -1.0
-0.0222, -0.202, 1.0
-0.763, -0.573, 1.0
1.42, -0.0465, -1.0
-0.179, 0.19, 1.0
0.0381, 0.167, 1.0
0.855, 0.959, -1.0
-1.08, -1.17, -1.0
-1.33, -0.647, 1.0
-1.6, -0.541, 1.0
-1.05, -0.382, 1.0
-0.235, 0.352, 1.0
0.905, -0.551, 1.0
-1.21, 0.357, 1.0
-0.461, -1.07, -1.0
-0.394, -0.338, 1.0
-0.389, -1.2, -1.0
-0.67, 1.22, -1.0
-0.241, 0.897, 1.0
-0.617, -0.792, -1.0
-1.42, 0.728, -1.0
-0.0814, 2.18, 1.0
0.977, 0.597, -1.0
-0.597, 0.232, 1.0
-1.34, -0.31, 1.0
0.377, -0.643, 1.0
-1.25, -0.689, 1.0
-1.73, 0.562, -1.0
0.303, -1.35, -1.0
-0.439, 1.37, -1.0
1.46, 0.651, -1.0
0.957, -0.786, 1.0
0.786, 0.859, -1.0
-2.32, 0.0861, -1.0
0.272, 0.813, -1.0
-0.226, -1.06, -1.0
-1.26, -0.912, -1.0
0.328, 1.28, -1.0
0.171, 1.59, 1.0
0.388, 1.64, -1.0
1.43, 0.498, -1.0
-0.779, -1.2, -1.0
1.03, 0.0331, -1.0
-0.532, -1.17, -1.0
0.145, -0.626, 1.0
2.03, 1.1, 1.0
1.41, -2.09, 1.0
0.561, 1.74, 1.0
-1.72, -0.41, 1.0
0.712, 0.837, -1.0
-0.279, -1.06, -1.0
-0.146, 1.83, 1.0
1.54, -0.336, -1.0
2.43, 0.869, 1.0
2.22, -2.04, -1.0
-1.64, -0.962, 1.0
0.336, 0.611, 1.0
-0.129, -1.69, -1.0
0.335, -0.483, 1.0
-0.486, -0.887, -1.0
1.03, -0.382, 1.0
-0.981, -1.04, -1.0
-1.03, 0.681, -1.0
0.418, -0.897, 1.0
-0.0683, -0.404, 1.0
-0.951, -1.33, -1.0
-1.36, 0.887, -1.0
0.318, -0.87, -1.0
-1.43, 1.25, -1.0
0.423, 0.598, 1.0
0.595, 0.546, 1.0
-1.02, -0.146, 1.0
0.386, -0.997, -1.0
-0.303, -0.883, -1.0
-1.06, -0.86, 1.0
0.974, -0.951, 1.0
0.105, 1.77, -1.0
0.44, 1.16, -1.0
2.22, 1.31, 1.0
1.09, 0.812, -1.0
0.955, -0.23, 1.0
0.619, 1.65, -1.0
1.03, -0.0835, -1.0
-1.71, -1.27, 1.0
0.344, 1.49, -1.0
0.0624, -1.05, -1.0
1.61, 0.582, -1.0
0.569, -0.538, 1.0
0.154, 0.629, 1.0
-0.386, 1.5, -1.0
-1.38, -1.11, 1.0
-0.00515, 1.75, -1.0
-1.76, -0.632, 1.0
-0.899, -1.25, -1.0
-0.236, -1.54, -1.0
0.365, 0.632, -1.0
-1.85, -0.35, 1.0
1.08, 0.437, -1.0
-0.462, -0.707, -1.0
-0.561, 0.473, 1.0
0.417, 0.348, 1.0
0.108, -0.769, -1.0
-1.37, -0.904, 1.0
-0.994, 0.192, 1.0
1.29, 0.283, -1.0
0.586, -0.273, 1.0
-0.826, -0.966, -1.0
0.405, 1.93, -1.0
-0.594, -1.21, -1.0
1.05, 0.397, -1.0
-2.06, -1.23, 1.0
0.785, 0.158, 1.0
-0.509, -0.932, -1.0
1.0, 0.285, 1.0
-1.01, -1.47, -1.0
-0.149, 0.816, 1.0
0.486, 1.05, -1.0
-0.0145, -1.15, -1.0
1.29, -0.499, -1.0
0.19, 0.969, 1.0
0.893, -0.327, 1.0
-1.58, -0.352, 1.0
0.136, -1.49, -1.0
0.538, -1.39, -1.0
2.22, 1.18, 1.0
0.677, 1.03, -1.0
0.0105, -1.26, -1.0
-1.25, -1.14, 1.0
1.21, -0.132, -1.0
1.4, 0.43, -1.0
1.06, 0.763, -1.0
0.673, 1.07, -1.0
-0.701, 1.17, -1.0
-0.957, 0.848, 1.0
-0.676, 0.797, -1.0
1.17, 0.868, -1.0
1.2, 0.318, -1.0
1.81, -0.0547, -1.0
-1.08, 1.19, -1.0
2.13, 1.16, 1.0
-0.109, -1.32, -1.0
0.897, 0.294, -1.0
2.46, 1.21, 1.0
-0.267, 1.37, -1.0
2.04, -0.462, -1.0
-1.17, -0.556, 1.0
-0.375, -1.39, -1.0
-1.53, 0.0251, 1.0
0.237, -1.26, -1.0
1.63, -2.16, 1.0
-1.83, -0.964, 1.0
0.737, -0.183, 1.0
1.16, 0.776, -1.0
-0.172, -0.676, 1.0
0.455, -0.869, 1.0
0.632, 1.45, 1.0
2.14, -0.453, -1.0
-0.688, 0.709, 1.0
-1.13, -0.622, 1.0
0.651, -1.08, -1.0
-0.399, 1.3, -1.0
-0.487, -1.13, -1.0
1.2, -0.944, 1.0
1.46, 1.69, 1.0
1.11, -0.476, 1.0
1.18, -0.789, -1.0
-1.29, -1.03, 1.0
-0.835, -1.04, -1.0
0.501, 0.0251, 1.0
0.764, 0.381, 1.0
0.995, -1.63, 1.0
0.44, -0.778, -1.0
0.977, -1.01, 1.0
0.786, 0.945, -1.0
1.88, -0.141, -1.0
-0.291, -0.858, -1.0
0.28, 0.429, 1.0
-0.926, 0.694, -1.0
0.685, 0.546, -1.0
-1.33, -0.0457, 1.0
0.49, -0.0477, 1.0
-0.625, -1.14, -1.0
2.2, 0.935, 1.0
-0.761, -1.44, -1.0
1.07, -1.38, 1.0
-0.0743, -1.38, -1.0
0.393, 1.64, -1.0
-0.126, -1.67, -1.0
-1.82, -0.665, 1.0
-1.64, 0.767, -1.0
-1.53, -1.72, 1.0
1.29, -0.12, -1.0
0.249, -1.46, -1.0
-1.02, 0.675, -1.0
-1.77, 1.01, -1.0
0.317, -1.13, -1.0
1.12, 1.01, -1.0
-1.4, -0.386, 1.0
0.974, 0.898, -1.0
-0.2, -1.02, -1.0
-0.0611, -1.4, -1.0
1.79, -0.834, -1.0
-0.0906, 2.01, -1.0
-1.65, -2.05, 1.0
-1.7, -0.087, -1.0
-1.74, -0.521, 1.0
-2.1, -1.06, 1.0
-1.39, -1.35, 1.0
1.3, 1.04, -1.0
-1.3, -0.811, 1.0
2.05, -0.105, -1.0
-1.02, 0.849, -1.0
0.606, 1.77, 1.0
0.129, 1.52, -1.0
0.905, -0.994, 1.0
0.851, 0.598, -1.0
0.999, 0.811, -1.0
-1.04, -0.0359, 1.0
-1.82, -1.78, 1.0
-0.0723, -0.428, 1.0
-0.0681, -1.24, -1.0
-0.777, 1.22, -1.0
2.59, 1.16, 1.0
-0.537, -0.223, 1.0
-0.0434, -0.442, 1.0
-0.157, 1.84, -1.0
-0.78, -1.52, -1.0
-0.00816, -1.38, -1.0
-0.0202, -1.26, -1.0
0.245, -0.681, -1.0
1.01, 1.21, 1.0
0.0968, 0.589, 1.0
0.577, 0.628, -1.0
1.63, -0.539, -1.0
-0.679, 0.536, 1.0
0.468, 0.986, -1.0
-0.744, -0.415, 1.0
0.0169, -1.22, -1.0
-0.295, -1.22, -1.0
-1.01, -1.65, -1.0
0.851, 0.95, -1.0
-0.921, 0.894, 1.0
-1.08, 0.989, -1.0
1.26, -1.57, 1.0
-1.37, 0.15, 1.0
1.24, 0.608, -1.0
0.262, -1.16, -1.0
1.02, 0.72, -1.0
-0.803, -1.21, -1.0
-0.811, -1.21, -1.0
-0.372, -1.38, -1.0
0.166, -0.33, 1.0
-0.0791, -1.38, -1.0
0.829, 1.56, -1.0
-1.64, -0.121, 1.0
1.16, 0.654, -1.0
0.35, 1.22, -1.0
-0.182, -1.54, -1.0
-0.581, 1.36, -1.0
-1.78, -0.582, 1.0
-0.132, 0.954, -1.0
0.218, 1.32, -1.0
-0.654, -1.02, -1.0
-0.851, 0.405, 1.0
0.271, -1.28, -1.0
-0.278, -1.32, -1.0
-1.77, 0.457, -1.0
1.03, 0.252, 1.0
0.91, 0.665, -1.0
-0.555, -1.02, -1.0
2.44, 1.37, 1.0
-1.48, 0.74, -1.0
0.4, 1.68, 1.0
-0.957, 1.0, -1.0
-0.675, 1.18, -1.0
1.22, -1.58, 1.0
-0.264, 0.0571, 1.0
0.408, 0.0179, 1.0
-0.935, 0.321, 1.0
0.544, 1.22, -1.0
-1.92, -1.5, 1.0
-1.46, 1.2, -1.0
-0.0753, 0.267, 1.0
1.8, 1.32, 1.0
-0.924, -0.102, 1.0
-0.779, -1.04, -1.0
0.745, 0.366, -1.0
-0.445, -1.24, -1.0
0.95, -0.0297, 1.0
-0.292, -0.224, 1.0
-1.11, 1.1, -1.0
-1.05, 0.966, -1.0
0.361, 0.931, -1.0
-1.45, -0.167, 1.0
-1.67, 0.672, -1.0
-0.722, 1.19, -1.0
0.291, 1.34, -1.0
-0.267, -0.896, -1.0
-0.59, -0.328, 1.0
0.0885, -1.22, -1.0
2.43, 1.31, 1.0
-0.899, 0.0621, 1.0
-0.784, 1.81, -1.0
0.238, 1.74, -1.0
-0.19, -1.42, -1.0
0.383, -0.824, 1.0
1.22, -1.46, 1.0
1.48, 1.01, 1.0
0.316, -0.601, 1.0
-0.769, -1.46, -1.0
-0.84, -1.16, -1.0
0.515, 2.21, -1.0
-0.197, 0.544, 1.0
0.928, -0.102, 1.0
0.834, 0.925, -1.0
1.19, -1.67, 1.0
0.0311, -0.978, -1.0
-1.19, -1.32, -1.0
-1.02, 0.968, -1.0
-0.494, -1.22, -1.0
1.09, -0.643, 1.0
0.595, 0.677, -1.0
1.09, 0.614, -1.0
0.785, -0.601, 1.0
0.886, -0.292, 1.0
1.1, 1.38, 1.0
-0.865, -1.1, -1.0
-1.51, 0.481, -1.0
1.27, -0.685, -1.0
-1.32, 0.516, 1.0
-1.07, -0.306, 1.0
-0.138, -1.37, -1.0
-1.7, -1.16, 1.0
1.19, 0.812, -1.0
0.505, 1.45, -1.0
-0.911, -0.908, -1.0
0.903, -0.339, 1.0
0.185, 0.617, -1.0
-1.96, -0.942, 1.0
-1.46, -0.108, 1.0
0.627, 0.234, -1.0
-0.436, 1.45, -1.0
0.0165, -0.639, 1.0
-1.79, -0.0728, 1.0
0.477, 1.83, -1.0
-1.55, 0.121, 1.0
-0.767, -1.3, -1.0
1.05, -0.723, 1.0
0.814, 0.817, -1.0
0.85, 0.726, -1.0
0.145, -0.415, 1.0
-0.187, -0.267, 1.0
0.389, -0.804, 1.0
1.23, -0.146, 1.0
0.73, -0.99, 1.0
1.7, -0.0336, -1.0
0.235, -1.06, -1.0
1.57, 0.483, -1.0
-1.08, -0.868, 1.0
-1.52, 0.246, 1.0
1.29, 0.23, -1.0
1.02, 0.976, -1.0
1.35, 0.657, -1.0
1.21, -0.774, 1.0
0.832, 1.33, -1.0
1.21, -0.873, 1.0
-0.114, -0.147, 1.0
0.477, -1.24, -1.0
-2.1, -0.604, 1.0
0.721, 0.731, -1.0
1.26, 0.462, -1.0
1.03, 0.805, -1.0
0.507, 1.02, -1.0
0.306, -1.13, -1.0
-0.793, 0.905, 1.0
-0.35, 2.07, -1.0
1.23, 0.0999, 1.0
-0.959, 1.07, -1.0
1.26, -1.03, 1.0
0.961, -1.33, 1.0
0.326, 0.00626, 1.0
-1.09, -0.463, 1.0
1.01, 0.865, -1.0
1.53, 0.368, -1.0
0.491, 0.194, 1.0
-0.11, -1.21, -1.0
-0.436, 1.86, -1.0
-0.058, -0.904, -1.0
-0.711, 0.465, 1.0
-1.07, -0.709, 1.0
0.102, -1.36, -1.0
1.07, 1.53, -1.0
-0.385, -0.734, 1.0
1.21, 0.00827, -1.0
-1.13, -1.06, -1.0
0.344, 0.908, -1.0
0.21, 2.18, -1.0
0.497, 1.27, -1.0
1.38, 1.25, 1.0
-0.314, -0.919, -1.0
0.802, 0.852, -1.0
1.25, -1.38, 1.0
-0.223, 1.65, 1.0
-0.471, -0.919, -1.0
0.459, 1.69, 1.0
-0.265, 1.71, -1.0
0.332, -0.527, 1.0
0.0273, -0.683, -1.0
-0.0127, -1.12, -1.0
0.404, -1.1, -1.0
-0.683, 0.139, 1.0
-0.305, 1.18, -1.0
-0.437, -0.789, -1.0
1.16, -0.254, -1.0
0.0966, -1.06, -1.0
-0.0605, 1.65, -1.0
-0.169, -0.135, 1.0
-1.28, -0.542, 1.0
0.298, -0.878, -1.0
-1.46, 1.11, -1.0
-0.678, 1.6, -1.0
-0.715, -1.49, -1.0
-1.0, -0.885, -1.0
-0.079, 0.227, 1.0
0.731, 1.74, 1.0
1.08, 0.088, -1.0
0.523, -1.38, -1.0
0.553, -0.172, 1.0
-1.47, 0.96, -1.0
-0.326, 0.0769, 1.0
0.554, -0.454, 1.0
-1.29, -0.264, 1.0
0.332, -0.69, 1.0
1.12, -0.447, 1.0
-0.428, -0.509, 1.0
1.7, 0.0023, -1.0
1.17, 1.37, -1.0
0.99, 1.02, -1.0
-0.104, -1.15, -1.0
-0.0169, -0.939, -1.0
-0.897, -0.972, -1.0
-2.25, 0.167, -1.0
-1.49, -0.221, 1.0
-0.396, 1.21, -1.0
-0.665, -1.04, -1.0
1.03, -0.805, 1.0
-0.625, 1.38, -1.0
-0.0656, -1.57, -1.0
0.596, -0.172, 1.0
0.429, 1.94, 1.0
0.129, -0.889, -1.0
-0.673, -0.177, 1.0
0.942, 0.248, -1.0
1.5, -0.993, -1.0
-0.819, -1.21, -1.0
-0.516, -0.92, 1.0
0.613, 1.35, -1.0
2.2, 1.14, 1.0
1.22, 0.325, -1.0
-1.22, 0.177, 1.0
0.351, -0.964, -1.0
-0.544, -0.831, -1.0
-0.861, -1.21, -1.0
0.999, -1.12, 1.0
-0.381, -0.917, -1.0
0.817, -0.941, 1.0
-0.891, -0.617, 1.0
0.424, 0.0533, 1.0
1.36, -0.117, -1.0
-0.549, 1.03, -1.0
-0.491, -1.55, -1.0
-0.565, -0.0822, 1.0
1.88, 0.325, -1.0
0.0899, -1.09, -1.0
1.45, 0.211, -1.0
-0.487, -0.797, -1.0
0.643, -0.351, 1.0
-0.0744, -0.463, 1.0
-0.398, -1.28, -1.0
-0.4, -1.15, -1.0
0.137, 1.94, 1.0
0.948, 0.985, -1.0
0.123, -0.283, 1.0
-0.135, -1.1, -1.0
1.31, 0.151, -1.0
0.0271, 1.83, 1.0
0.193, 1.72, -1.0
-1.45, -1.22, 1.0
-1.24, 0.1, 1.0
-1.77, -0.455, 1.0
0.894, -0.742, 1.0
0.272, -1.6, -1.0
0.194, -1.27, -1.0
-1.55, -0.61, 1.0
0.735, 0.932, -1.0
-0.0882, 1.17, -1.0
0.762, 0.344, -1.0
-0.814, 0.23, 1.0
0.0432, -1.39, -1.0
-0.752, 0.342, 1.0
-0.803, -1.09, -1.0
-0.173, 1.59, -1.0
0.513, 0.741, -1.0
0.884, -0.766, 1.0
0.781, 0.911, -1.0
-1.52, -0.993, 1.0
1.66, -0.384, -1.0
-0.118, -1.26, -1.0
0.344, 1.38, 1.0
0.196, 1.76, -1.0
1.45, 0.169, -1.0
0.941, 1.46, -1.0
-1.51, -0.626, 1.0
1.41, 0.319, -1.0
-0.914, 0.317, 1.0
-0.688, -1.14, -1.0
1.07, 0.399, -1.0
-0.411, -1.34, -1.0
0.924, 0.861, -1.0
-0.858, -1.2, -1.0
-1.53, 0.501, -1.0
-1.45, -1.14, 1.0
-0.113, 2.13, 1.0
-0.241, -0.374, 1.0
1.14, 0.212, -1.0
0.732, 0.493, -1.0
-0.996, -0.984, 1.0
0.587, 0.0331, 1.0
0.0125, -0.665, -1.0
-0.942, -1.15, -1.0
0.0368, -0.239, 1.0
1.5, 1.5, 1.0
0.513, 1.5, -1.0
0.862, -1.24, 1.0
0.466, 0.281, 1.0
1.73, 0.979, 1.0
0.032, -1.5, -1.0
0.7, 1.14, -1.0
-0.17, 1.18, -1.0
0.109, -0.522, 1.0
-0.853, 0.358, 1.0
-0.149, -0.0185, 1.0
-0.301, 1.69, -1.0
0.471, -0.445, 1.0
-0.672, -0.0414, 1.0
0.603, -1.0, -1.0
1.46, -0.111, -1.0
0.669, 0.98, -1.0
0.29, -0.515, 1.0
1.5, 0.0442, -1.0
-1.22, -0.68, 1.0
0.712, 1.49, 1.0
-1.63, 0.728, -1.0
-0.514, -1.21, -1.0
-0.756, -0.679, -1.0
1.26, 0.799, -1.0
-0.336, -0.0523, 1.0
0.283, 0.394, 1.0
-0.852, -0.298, 1.0
-0.251, 0.327, 1.0
0.244, 1.42, -1.0
-0.452, -1.22, -1.0
0.911, -0.832, 1.0
0.282, -0.761, 1.0
1.7, -0.554, -1.0
0.659, 1.28, -1.0
0.424, 1.64, 1.0
2.04, 1.36, 1.0
1.71, -0.424, -1.0
1.31, 0.118, -1.0
-0.372, -1.11, -1.0
0.408, -0.664, 1.0
-0.88, 0.407, 1.0
1.19, 0.309, -1.0
1.13, -1.27, 1.0
-0.413, 1.17, -1.0
0.724, 0.706, -1.0
0.719, 0.759, -1.0
0.179, -1.04, -1.0
