@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
-1.47, -0.212, 1.0
1.51, -1.15, 1.0
0.26, 1.91, -1.0
-0.302, -1.22, -1.0
-0.716, -0.194, 1.0
-0.702, -1.2, -1.0
0.659, 1.07, -1.0
0.893, 0.345, -1.0
0.258, 0.309, 1.0
-0.609, -0.917, -1.0
1.05, 0.651, -1.0
1.3, 0.186, -1.0
-1.78, -1.49, 1.0
-0.995, -1.39, -1.0
-0.673, 0.313, 1.0
0.73, -0.37, -1.0
0.134, -0.922, -1.0
-1.62, 1.02, -1.0
0.0438, 0.536, 1.0
-1.42, -0.36, 1.0
2.06, 1.12, 1.0
-0.138, -0.951, -1.0
1.15, 0.824, -1.0
-0.0227, 0.163, 1.0
-2.03, -1.65, 1.0
0.522, 1.36, 1.0
0.206, 1.19, -1.0
2.23, 0.895, 1.0
-0.558, -1.67, -1.0
-0.68, 0.314, 1.0
-0.155, 1.29, -1.0
1.18, 0.0819, -1.0
1.3, 0.648, -1.0
-0.945, -1.43, -1.0
-0.917, -0.863, -1.0
-0.709, -0.262, 1.0
0.433, 0.38, 1.0
1.18, -0.0335, -1.0
-0.812, -0.411, 1.0
1.16, 1.48, 1.0
-1.48, -0.682, 1.0
0.663, 1.7, -1.0
0.0329, 1.88, -1.0
-1.08, -0.0594, 1.0
1.36, 0.482, -1.0
-0.0662, -0.479, 1.0
-1.4, 0.553, -1.0
0.1, -1.48, -1.0
-1.44, -0.358, 1.0
-0.27, 0.0117, 1.0
2.17, 1.45, 1.0
0.517, -0.931, -1.0
0.213, -0.752, -1.0
-0.377, -0.973, -1.0
-0.76, -0.862, -1.0
0.235, -1.05, -1.0
-0.111, -1.33, -1.0
0.584, -0.212, 1.0
-0.259, 1.34, -1.0
0.0071, -0.924, -1.0
-0.795, 1.17, -1.0
0.904, 1.04, -1.0
-0.948, -0.982, -1.0
-1.14, 0.693, -1.0
-0.0275, -1.42, -1.0
-1.06, 0.917, -1.0
0.782, 1.8, -1.0
-0.0767, 1.68E-4, 1.0
0.785, 0.173, -1.0
-0.693, 0.953, -1.0
-0.167, 1.07, -1.0
-0.621, -1.12, -1.0
0.871, 1.29, -1.0
1.68, -0.293, -1.0
2.36, 1.33, 1.0
0.271, -0.0382, 1.0
0.657, 1.05, -1.0
-1.52, 0.506, -1.0
0.74, 1.53, 1.0
0.835, -0.0137, -1.0
2.01, -0.695, -1.0
-0.746, -0.93, -1.0
-0.61, 0.00888, 1.0
-2.77, 0.0962, -1.0
-0.638, -1.01, -1.0
0.552, 0.961, -1.0
-0.239, -0.848, -1.0
-0.341, 0.169, 1.0
1.35, -0.25, -1.0
-1.46, -0.891, 1.0
0.384, -0.314, 1.0
-0.744, 0.196, 1.0
1.44, -1.52, 1.0
0.899, 0.538, -1.0
0.904, 0.195, -1.0
0.371, -0.589, 1.0
-0.369, -0.984, -1.0
-0.538, -1.15, -1.0
-0.509, 0.912, -1.0
2.51, 1.3, 1.0
0.137, 1.69, -1.0
-1.39, -0.282, 1.0
-1.7, 0.422, -1.0
-1.01, -0.211, 1.0
-0.878, -1.16, -1.0
2.21, 1.21, 1.0
2.03, -0.427, -1.0
-1.64, -1.27, 1.0
-0.43, -1.4, -1.0
-0.617, -0.458, 1.0
0.143, -1.56, -1.0
0.876, -0.969, 1.0
0.423, -0.334, 1.0
-0.639, 1.25, -1.0
0.908, 1.48, 1.0
0.355, 0.562, 1.0
0.149, -0.295, 1.0
-1.94, -0.273, 1.0
-1.44, -0.43, 1.0
-1.18, 0.422, 1.0
1.48, -1.05, 1.0
-0.7, -1.25, -1.0
0.34, -1.03, -1.0
-0.634, 1.65, -1.0
1.04, -1.13, 1.0
-1.04, 1.04, -1.0
-0.921, -1.19, -1.0
1.44, 1.38, 1.0
0.731, 1.31, -1.0
-1.34, 0.146, 1.0
-0.547, 1.71, -1.0
-0.123, 1.86, -1.0
-1.97, -1.72, 1.0
-0.892, 1.02, -1.0
0.109, 1.65, 1.0
1.47, 1.39, 1.0
-0.388, -1.08, -1.0
0.646, 1.82, 1.0
0.724, -0.574, 1.0
-0.213, 0.77, 1.0
-0.665, 1.23, -1.0
1.03, 1.55, 1.0
0.582, 0.232, -1.0
0.35, 0.889, -1.0
0.155, 0.0373, 1.0
0.153, -0.875, 1.0
0.29, 0.591, -1.0
0.662, 1.49, -1.0
-0.214, -1.27, -1.0
-1.84, -1.23, 1.0
-0.486, -1.62, -1.0
2.41, 0.946, 1.0
1.27, -0.194, -1.0
-0.22, -1.38, -1.0
2.12, 1.07, 1.0
-0.00634, -1.0, -1.0
-0.0172, -1.03, -1.0
0.269, 0.605, 1.0
1.59, -0.378, -1.0
-0.914, -0.919, -1.0
0.866, 1.14, -1.0
0.391, -0.0901, 1.0
-1.08, -0.612, 1.0
-0.351, -1.0, -1.0
-0.834, 1.48, -1.0
1.23, -0.0997, -1.0
1.12, 0.612, -1.0
1.29, -0.391, -1.0
-0.554, -0.38, 1.0
-0.869, 0.625, -1.0
1.07, 0.61, -1.0
-0.0574, -0.208, 1.0
-0.21, 0.11, 1.0
-0.866, 0.751, -1.0
-1.71, -0.653, 1.0
-0.0468, -0.332, 1.0
-0.162, -1.24, -1.0
1.41, -1.38, 1.0
0.844, 1.22, -1.0
0.913, -1.6, 1.0
0.0643, -1.28, -1.0
-0.869, 0.634, -1.0
1.45, -0.188, -1.0
-0.791, -1.44, -1.0
-0.305, 0.247, 1.0
-0.422, -0.241, 1.0
-1.56, 0.514, -1.0
0.446, -1.07, -1.0
1.04, 0.952, -1.0
-1.82, -0.847, 1.0
1.29, -1.19, 1.0
-0.383, 0.671, 1.0
0.496, -0.614, 1.0
-0.638, -0.752, -1.0
0.122, 0.599, 1.0
1.42, 1.49, 1.0
-0.432, 1.13, -1.0
1.14, -0.938, 1.0
-0.175, 0.0644, 1.0
-0.824, -0.471, 1.0
2.45, 1.25, 1.0
-0.566, 1.19, -1.0
1.3, -0.028, -1.0
1.01, 0.397, -1.0
1.31, -0.36, 1.0
-1.0, -1.22, -1.0
0.576, -0.665, 1.0
-0.394, 1.39, -1.0
-0.573, -0.88, -1.0
0.661, 0.0147, 1.0
0.639, -0.815, -1.0
1.71, 1.39, 1.0
-1.4, 1.19, -1.0
-0.819, -0.943, -1.0
0.622, -0.546, 1.0
-1.13, 0.164, 1.0
-1.67, -0.212, 1.0
1.31, -1.72, 1.0
0.978, -1.33, 1.0
-0.529, -1.02, -1.0
-0.634, 1.26, -1.0
1.27, 1.6, 1.0
-0.843, -1.14, -1.0
1.05, -0.467, 1.0
-0.717, 1.23, -1.0
0.955, -0.0158, -1.0
-0.593, 1.28, -1.0
-0.341, 1.55, -1.0
-0.287, -1.07, -1.0
1.21, 0.0512, -1.0
-0.647, 1.08, -1.0
1.17, -1.4, 1.0
-0.0527, -0.746, -1.0
0.458, -0.709, 1.0
-0.621, 1.52, -1.0
-0.753, 1.1, -1.0
0.227, 1.71, 1.0
0.0413, 0.345, 1.0
-1.02, 1.53, -1.0
1.49, 0.627, -1.0
1.42, 0.374, -1.0
0.204, -1.06, -1.0
0.119, -1.28, -1.0
-0.481, -0.904, -1.0
1.42, 1.8, 1.0
-0.566, -0.563, 1.0
0.832, 0.442, -1.0
0.473, 0.339, 1.0
0.211, 1.71, 1.0
0.661, 1.2, -1.0
-1.61, -0.39, 1.0
1.8, 1.53, 1.0
-1.64, -0.562, 1.0
-0.542, 0.918, -1.0
0.316, 1.43, 1.0
-0.472, -1.16, -1.0
0.22, -0.867, -1.0
1.62, -1.16, 1.0
0.102, -1.03, -1.0
-0.986, -1.27, -1.0
1.08, -1.02, 1.0
-0.1, -1.05, -1.0
-1.9, -1.32, 1.0
-0.507, 0.357, 1.0
1.18, 0.597, -1.0
-0.119, 2.06, 1.0
1.14, 0.148, -1.0
1.08, -8.17E-4, -1.0
0.416, 0.1, 1.0
-1.3, -0.829, 1.0
0.314, -1.25, -1.0
-1.33, -0.276, 1.0
-1.7, 0.869, -1.0
-0.8, -1.38, -1.0
-0.145, -1.39, -1.0
-0.439, 0.331, 1.0
-1.49, -0.0266, 1.0
0.812, -0.15, 1.0
-0.772, 0.933, -1.0
-1.04, -1.24, -1.0
-0.97, -1.6, -1.0
1.46, 0.0665, -1.0
1.15, 1.68, 1.0
-0.103, 0.0369, 1.0
-1.43, -0.357, 1.0
0.6, -0.38, 1.0
-0.124, 0.181, 1.0
1.34, 1.37, 1.0
0.716, 0.487, -1.0
-0.432, -1.34, -1.0
1.29, -0.151, -1.0
-0.839, 0.111, 1.0
-0.956, -0.77, -1.0
-1.63, -0.363, 1.0
-0.47, -1.12, -1.0
0.208, -1.21, -1.0
-1.5, -0.829, 1.0
0.271, 0.0595, 1.0
1.02, 0.0541, -1.0
-1.62, -0.896, 1.0
-1.42, -1.28, 1.0
-1.8, -1.26, 1.0
-0.0958, -1.66, -1.0
-0.316, -1.36, -1.0
-0.826, 0.682, -1.0
-0.912, -0.484, 1.0
0.166, -1.25, -1.0
-0.922, 0.533, -1.0
-0.847, -0.871, -1.0
-0.818, -0.69, 1.0
-0.524, -1.09, -1.0
0.794, 1.01, -1.0
-0.597, -1.6, -1.0
-0.461, 0.343, 1.0
-1.02, -0.469, 1.0
0.283, -1.56, -1.0
0.295, -0.273, 1.0
-0.878, 0.659, -1.0
0.961, 0.454, -1.0
1.95, 1.53, 1.0
-0.0272, 1.86, 1.0
1.22, -0.345, -1.0
-1.53, 0.132, 1.0
-1.51, -0.248, 1.0
0.299, 1.52, -1.0
-0.687, 1.01, -1.0
-0.211, -0.492, 1.0
0.942, 1.89, 1.0
0.666, -1.52, -1.0
-0.565, -0.853, -1.0
0.0852, -0.852, -1.0
0.399, -1.48, -1.0
0.893, 0.691, -1.0
-0.625, 1.65, -1.0
0.675, -1.53, -1.0
0.0608, -1.23, -1.0
0.641, 1.72, 1.0
0.126, -1.08, -1.0
-0.967, 1.22, -1.0
-0.512, -0.954, -1.0
1.47, -0.0839, -1.0
-2.06, -0.332, -1.0
1.42, -1.1, 1.0
-0.379, 0.638, 1.0
0.383, -0.987, -1.0
1.07, 0.573, -1.0
1.2, 0.0691, -1.0
-0.973, 0.712, -1.0
1.46, -1.61, 1.0
-0.117, 1.47, -1.0
0.262, -0.538, 1.0
1.7, 0.157, -1.0
-1.55, -0.132, 1.0
0.335, 1.99, -1.0
-1.28, -0.00494, 1.0
-1.85, -0.467, 1.0
0.552, -0.199, 1.0
0.449, 0.648, -1.0
-0.542, 1.12, -1.0
0.614, -0.705, 1.0
0.823, -0.248, 1.0
-0.603, 1.3, -1.0
-0.55, -1.07, -1.0
0.133, 2.04, 1.0
1.5, 0.541, -1.0
1.02, -0.549, 1.0
0.45, 1.6, -1.0
0.115, 1.41, 1.0
-0.992, 1.4, -1.0
0.953, 0.719, -1.0
-0.785, -1.11, -1.0
-0.753, -1.25, -1.0
0.226, -1.02, -1.0
0.343, -1.14, -1.0
-0.409, 0.349, 1.0
0.209, -0.455, 1.0
0.238, -0.551, 1.0
1.14, -1.57, 1.0
-1.14, 0.915, -1.0
1.57, -0.0786, -1.0
1.1, -0.364, 1.0
1.28, -0.341, 1.0
0.399, -0.594, 1.0
-0.4, -1.37, -1.0
-0.239, -0.619, -1.0
0.0745, -0.607, 1.0
-0.239, -1.17, -1.0
1.31, -1.08, 1.0
-0.00835, 1.76, -1.0
1.0, -0.0347, -1.0
-2.0, -2.1, 1.0
0.176, 1.23, -1.0
-0.0207, -1.14, -1.0
-1.55, 1.05, -1.0
-1.53, 0.39, -1.0
1.52, -0.85, 1.0
-1.42, -0.617, 1.0
-0.927, -0.406, 1.0
-0.908, 1.26, -1.0
-1.35, -0.688, 1.0
-0.69, -1.33, -1.0
-0.687, -0.458, 1.0
1.01, -0.935, 1.0
-0.44, 1.22, -1.0
1.21, -0.271, -1.0
1.26, -0.25, -1.0
-0.659, -1.27, -1.0
1.03, -1.12, 1.0
-1.01, -1.23, -1.0
0.534, 2.15, -1.0
-1.38, -0.149, 1.0
-0.811, -1.15, -1.0
1.89, 1.34, 1.0
1.31, 0.936, -1.0
-0.96, 0.644, -1.0
0.974, -1.47, 1.0
-0.489, -1.13, -1.0
-1.12, -0.297, 1.0
-0.591, -1.08, -1.0
1.4, 0.746, -1.0
-1.67, 0.809, -1.0
-1.29, -1.14, 1.0
-0.738, 1.01, -1.0
-1.45, -0.0697, 1.0
-1.1, -1.24, -1.0
0.31, 0.57, 1.0
-0.243, 1.76, 1.0
-0.711, -1.13, -1.0
1.18, -0.917, 1.0
-0.599, -0.521, 1.0
-1.2, 0.92, -1.0
0.247, -1.28, -1.0
1.21, 0.197, -1.0
0.331, 0.185, 1.0
-0.00621, 1.56, -1.0
0.841, -0.0776, 1.0
0.823, 1.04, -1.0
-1.8, -1.62, 1.0
0.569, 0.481, 1.0
0.311, 1.68, -1.0
-0.122, -1.14, -1.0
0.258, -0.85, -1.0
0.932, 0.501, -1.0
0.747, -1.05, 1.0
1.32, -0.311, 1.0
1.43, 0.57, -1.0
-0.473, 0.085, 1.0
-0.431, 1.21, -1.0
0.139, -0.762, -1.0
1.22, -0.607, 1.0
0.915, -1.27, 1.0
-0.153, -1.15, -1.0
0.833, -0.593, 1.0
-0.387, 0.104, 1.0
0.0745, 1.78, -1.0
-0.427, -0.485, 1.0
0.708, 0.961, -1.0
0.454, 1.48, 1.0
0.321, 0.299, 1.0
-1.33, 0.719, -1.0
-0.139, -1.26, -1.0
1.19, -0.278, -1.0
-0.115, -0.719, -1.0
0.962, 0.851, -1.0
-0.0685, 0.931, -1.0
-0.279, -1.25, -1.0
-0.383, -1.26, -1.0
-1.24, 1.14, -1.0
-0.364, 1.7, 1.0
0.171, 2.11, 1.0
-0.163, -0.759, -1.0
1.18, 0.204, -1.0
-0.593, -1.58, -1.0
-0.974, 1.05, -1.0
-1.96, 0.445, -1.0
2.34, 1.64, 1.0
-1.83, -0.746, 1.0
0.482, -0.653, 1.0
-0.666, -1.1, -1.0
-0.153, 1.97, 1.0
-1.21, 1.19, -1.0
0.217, -0.961, -1.0
-0.141, -0.797, -1.0
0.104, -1.04, -1.0
-0.278, -1.09, -1.0
-0.914, -0.522, 1.0
-0.508, -1.7, -1.0
0.16, 0.189, 1.0
-1.71, -0.319, 1.0
0.793, 0.836, -1.0
-1.87, -1.0, 1.0
1.29, 0.337, -1.0
0.994, 0.0734, -1.0
-0.345, 0.376, 1.0
-0.874, 0.719, 1.0
1.09, -0.384, 1.0
1.21, 0.306, -1.0
1.58, 0.206, -1.0
-0.0275, -0.582, 1.0
1.34, 0.32, -1.0
-0.0839, 1.0, 1.0
0.265, -1.06, -1.0
0.418, 0.616, 1.0
0.0194, -1.13, -1.0
-0.453, -0.0737, 1.0
-0.835, 0.671, -1.0
-0.00124, -0.938, 1.0
-0.756, -0.943, -1.0
-0.637, 0.942, 1.0
0.366, 0.164, 1.0
-0.132, 1.68, 1.0
1.32, 0.376, -1.0
-0.467, -0.945, -1.0
-1.6, -0.0414, 1.0
1.23, -2.2, 1.0
1.22, 0.834, -1.0
1.72, -0.259, -1.0
0.0786, 1.63, -1.0
-0.64, -0.939, -1.0
0.518, 1.7, -1.0
1.03, 0.28, -1.0
0.0585, -0.378, 1.0
-0.56, -1.12, -1.0
0.615, 0.375, -1.0
1.11, 0.428, -1.0
-0.918, 1.44, -1.0
1.41, -0.447, -1.0
0.177, 0.731, 1.0
0.0886, -0.844, -1.0
0.319, 1.61, 1.0
-0.634, 1.08, -1.0
-0.651, -0.103, 1.0
-0.499, -0.241, 1.0
1.01, 0.677, -1.0
1.42, -0.656, -1.0
-0.259, 1.52, -1.0
-0.784, -0.00647, 1.0
-0.236, 1.44, -1.0
1.24, -0.687, 1.0
-1.26, -0.119, 1.0
0.624, 0.621, -1.0
1.59, -0.0963, -1.0
0.00356, 1.87, -1.0
1.08, 0.148, 1.0
-1.82, -0.705, 1.0
-1.68, 0.398, -1.0
0.272, -1.12, -1.0
0.846, 1.87, -1.0
-0.0686, 1.72, -1.0
-0.102, -1.31, -1.0
0.643, -0.403, 1.0
0.0817, 0.418, 1.0
-0.67, -0.55, 1.0
-0.59, -1.23, -1.0
0.207, 0.65, 1.0
1.02, -0.351, 1.0
2.12, 0.978, 1.0
2.68, 1.17, 1.0
-0.254, -1.27, -1.0
-0.311, -1.07, -1.0
1.47, 0.486, -1.0
-1.53, -0.466, 1.0
-0.707, -1.43, -1.0
1.39, -0.631, 1.0
0.753, 0.781, -1.0
-2.18, -1.88, 1.0
0.904, 1.15, -1.0
-0.876, 0.92, -1.0
-0.18, -0.639, -1.0
-1.43, 0.0281, 1.0
0.703, -0.583, 1.0
-1.3, 0.469, -1.0
-0.448, -0.354, 1.0
0.562, 0.172, 1.0
-0.605, -1.52, -1.0
-1.52, -0.368, 1.0
1.45, -1.25, 1.0
0.613, -0.0651, 1.0
0.289, 1.01, -1.0
-1.05, 0.219, 1.0
0.819, 0.546, -1.0
1.58, -0.468, -1.0
-1.84, -0.958, 1.0
0.0114, 1.66, -1.0
-0.817, -0.783, -1.0
-1.01, 0.768, -1.0
0.605, 0.378, 1.0
0.183, -1.16, -1.0
0.675, 0.886, -1.0
-1.42, -1.4, -1.0
-2.13, -1.85, 1.0
-1.48, 0.944, -1.0
-0.587, 1.01, -1.0
0.163, -1.13, -1.0
-0.0911, -0.0844, 1.0
1.64, -0.308, -1.0
-0.177, 1.51, -1.0
-0.38, -1.34, -1.0
0.918, 1.72, 1.0
-1.14, -0.927, 1.0
1.21, 0.151, -1.0
1.05, -1.11, 1.0
0.385, -1.07, 1.0
0.953, -1.3, 1.0
-1.88, -1.26, 1.0
0.484, -0.427, 1.0
1.62, -0.131, -1.0
-0.764, 0.218, 1.0
0.8, 1.56, -1.0
-0.836, -1.36, -1.0
-1.15, -0.659, 1.0
-1.14, 1.08, -1.0
1.13, -1.75, 1.0
-0.336, 0.182, 1.0
0.437, 2.35, -1.0
-0.539, 0.292, 1.0
0.452, -0.204, 1.0
-1.18, -0.898, 1.0
0.72, 0.677, -1.0
-0.665, 1.61, -1.0
-0.298, -1.16, -1.0
-1.74, 0.367, -1.0
-0.617, 1.61, -1.0
-1.39, -0.943, 1.0
0.175, -0.887, -1.0
-0.238, 1.74, 1.0
-0.415, 0.463, 1.0
-0.306, 2.28, -1.0
-1.68, -0.472, 1.0
-1.5, 0.0847, 1.0
-0.138, -1.03, -1.0
-1.31, 0.239, 1.0
-1.29, -0.23, 1.0
1.24, -1.33, 1.0
-0.625, -0.675, -1.0
1.09, 1.49, 1.0
-0.704, 0.71, -1.0
1.92, 0.0429, -1.0
-1.41, -0.357, 1.0
-0.536, -0.814, -1.0
0.355, -0.222, 1.0
-1.33, -0.12, 1.0
0.431, 1.64, 1.0
-1.04, -1.08, -1.0
-0.734, 1.25, -1.0
-0.0163, -1.07, -1.0
-0.0175, -1.21, -1.0
0.192, 1.94, 1.0
-0.867, 1.09, -1.0
1.12, 0.293, -1.0
-1.44, -0.47, 1.0
1.01, -0.437, 1.0
0.629, -0.617, 1.0
1.02, 0.729, -1.0
0.252, -0.389, 1.0
-0.0192, -1.03, -1.0
-0.719, 0.242, 1.0
-1.84, -0.366, 1.0
-1.74, 0.697, -1.0
1.09, 0.155, -1.0
0.478, 0.46, 1.0
0.625, 1.38, 1.0
0.762, -0.334, 1.0
-1.13, 1.01, -1.0
1.34, -0.632, 1.0
1.55, 0.482, -1.0
-0.794, 1.24, -1.0
-0.488, -1.31, -1.0
1.46, -1.06, 1.0
1.57, -0.909, 1.0
-1.23, -0.977, -1.0
-1.69, 0.614, -1.0
0.455, 0.877, -1.0
-0.304, 1.5, -1.0
-1.98, -0.655, 1.0
-0.0237, -1.0, -1.0
0.458, -0.157, 1.0
0.715, 1.3, -1.0
1.88, -1.13, -1.0
0.756, -0.0709, 1.0
-2.28, -1.02, 1.0
-1.36, -0.324, 1.0
1.59, -0.111, -1.0
0.831, 1.35, -1.0
0.813, 1.06, -1.0
-0.422, -0.241, 1.0
-0.698, -0.726, 1.0
-0.536, 1.19, -1.0
-0.534, -1.23, -1.0
0.915, 1.15, -1.0
1.28, 0.373, -1.0
-0.222, 0.259, 1.0
-1.6, -1.44, 1.0
-0.665, 0.357, 1.0
-0.83, -1.08, -1.0
0.673, 2.52, -1.0
-0.855, 1.22, -1.0
0.0893, -1.1, -1.0
-1.27, -0.688, 1.0
-0.736, -1.14, -1.0
-1.94, -0.761, 1.0
-0.275, -1.6, -1.0
-1.5, 0.282, 1.0
-1.87, 0.373, -1.0
-0.901, -1.13, -1.0
-0.572, 1.16, -1.0
1.43, -0.816, 1.0
0.16, -0.616, 1.0
-0.861, -0.972, -1.0
0.84, 1.42, -1.0
-0.668, 0.919, -1.0
0.733, 0.926, -1.0
-0.0439, 0.305, 1.0
-1.96, -1.09, 1.0
-1.21, 0.918, -1.0
0.417, -1.54, -1.0
0.0325, -1.46, -1.0
-0.695, 1.08, -1.0
-1.84, -0.846, 1.0
0.443, 1.54, -1.0
-0.188, -1.27, -1.0
1.62, 1.19, 1.0
-0.0699, -1.2, -1.0
-0.226, -1.09, -1.0
-0.827, 1.23, -1.0
0.606, -0.877, -1.0
0.966, -0.199, 1.0
1.18, 1.42, 1.0
1.09, -1.12, 1.0
1.34, 1.44, 1.0
-1.46, 0.594, -1.0
-0.146, -0.869, -1.0
1.25, -1.25, 1.0
0.634, 0.366, 1.0
1.08, -0.628, -1.0
-1.77, -0.592, 1.0
-0.863, 0.174, 1.0
-0.0874, -1.07, -1.0
0.973, 0.653, -1.0
-0.192, 0.791, 1.0
-1.11, -0.351, 1.0
-0.347, -1.13, -1.0
0.541, 1.41, -1.0
1.26, -1.25, 1.0
0.339, 0.881, -1.0
0.838, 1.5, -1.0
0.786, 1.31, -1.0
0.0963, -1.38, -1.0
-0.989, 0.48, -1.0
-0.532, 0.181, 1.0
-0.206, -1.15, -1.0
0.414, 0.141, 1.0
1.13, 1.07, -1.0
-0.178, -0.551, 1.0
-0.434, 2.24, -1.0
