@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
-0.647, -1.22, -1.0
0.24, -1.14, -1.0
-0.623, 1.24, -1.0
-1.42, 0.83, -1.0
-1.35, -1.19, 1.0
-1.11, 0.439, 1.0
1.18, 0.424, -1.0
0.243, 0.304, 1.0
0.514, 1.27, -1.0
-0.984, -0.807, -1.0
-1.89, -0.727, 1.0
-0.951, 0.533, -1.0
1.39, 0.262, -1.0
1.57, -0.114, -1.0
0.802, 0.133, -1.0
0.27, 0.696, 1.0
-0.556, -0.505, 1.0
-0.853, -1.17, -1.0
-0.0338, 1.52, -1.0
0.184, 1.7, 1.0
0.415, 1.8, -1.0
-2.14, -0.476, 1.0
0.218, -0.368, 1.0
0.313, 0.189, 1.0
-0.862, -0.0613, 1.0
-0.828, -0.839, -1.0
-0.0895, 1.65, 1.0
-1.97, -0.674, 1.0
0.748, -0.558, 1.0
0.199, -0.86, -1.0
0.00564, -1.14, -1.0
0.379, 1.37, -1.0
-0.106, -0.933, -1.0
0.854, -0.827, 1.0
1.24, -1.33, 1.0
-0.776, -1.26, -1.0
1.05, -2.08, 1.0
0.903, -1.17, 1.0
-0.323, -0.264, 1.0
-1.26, -0.296, 1.0
1.57, -0.566, -1.0
-0.366, -0.882, -1.0
-1.22, 0.831, -1.0
1.39, -1.11, 1.0
-0.576, -0.463, 1.0
0.171, -0.886, -1.0
0.374, -1.39, -1.0
-0.784, 0.969, -1.0
1.08, 1.42, 1.0
-0.734, -1.09, -1.0
-1.19, -0.529, 1.0
-0.0618, 0.358, 1.0
1.14, -0.0771, -1.0
-0.85, -0.92, -1.0
-0.443, 1.86, -1.0
0.639, 1.2, -1.0
-1.91, -2.24, 1.0
0.233, -1.29, -1.0
-1.07, 1.16, -1.0
-0.292, -1.32, -1.0
-2.05, -1.4, 1.0
-0.679, -0.0957, 1.0
-0.924, 1.45, -1.0
-0.56, -1.41, -1.0
-1.26, -1.01, 1.0
0.839, -0.0819, 1.0
-1.0, 0.078, 1.0
-1.29, 0.891, -1.0
2.17, 1.24, 1.0
0.211, -1.28, -1.0
0.642, 0.909, -1.0
1.41, -1.48, 1.0
-0.334, 0.18, 1.0
1.12, -0.756, 1.0
-0.32, 0.707, 1.0
-0.254, 0.403, 1.0
1.89, 0.834, 1.0
-0.615, -1.36, -1.0
0.713, 2.04, 1.0
1.26, 1.72, -1.0
-0.252, 0.623, 1.0
0.16, -1.4, -1.0
-0.93, 0.758, -1.0
0.0236, -1.07, -1.0
0.395, 0.423, 1.0
-0.711, 0.0759, 1.0
-0.651, 0.369, 1.0
1.11, 0.57, -1.0
-0.0281, -0.323, 1.0
0.0967, -1.4, -1.0
1.33, 0.335, -1.0
1.2, -0.754, 1.0
1.23, -0.00847, -1.0
0.0328, 1.22, -1.0
-2.11, -1.45, 1.0
-0.577, 0.206, 1.0
2.71, 1.35, 1.0
-0.299, -1.14, -1.0
-0.567, -1.14, -1.0
0.595, 1.02, -1.0
1.0, 1.69, 1.0
-1.58, 0.456, -1.0
0.133, -0.227, 1.0
0.0379, -1.64, -1.0
-1.52, 0.946, -1.0
-0.156, -1.16, -1.0
1.07, -0.221, 1.0
0.838, 0.603, -1.0
-1.21, 0.488, -1.0
-0.112, 1.85, 1.0
-1.6, 0.632, -1.0
0.52, 1.25, -1.0
-0.0531, -1.26, -1.0
-1.89, -0.799, 1.0
-0.975, -0.182, 1.0
-0.251, 0.846, 1.0
-1.51, -0.593, 1.0
0.935, 0.556, -1.0
-0.751, -1.37, -1.0
-0.628, 0.601, 1.0
-0.455, -1.3, -1.0
-0.71, -0.874, 1.0
1.67, -0.978, -1.0
-1.95, -0.16, 1.0
-0.526, 1.19, -1.0
-0.0866, -1.37, -1.0
0.637, 0.00536, 1.0
1.29, 1.07, -1.0
1.18, 1.25, 1.0
-0.747, 0.468, 1.0
-0.798, -1.21, -1.0
-0.717, -1.03, -1.0
0.0188, 0.0512, 1.0
-0.037, -1.35, -1.0
-1.25, -1.1, -1.0
-1.02, 0.899, 1.0
-0.827, -0.757, -1.0
-1.34, 0.717, -1.0
0.614, -0.157, 1.0
0.779, -0.815, 1.0
1.61, 1.4, 1.0
-1.26, -0.503, 1.0
-0.0237, 0.303, 1.0
0.595, 0.429, -1.0
0.265, -0.375, 1.0
-1.55, -1.02, 1.0
0.0828, -0.879, 1.0
-1.55, 0.695, -1.0
-0.83, 0.993, -1.0
-0.278, -0.815, 1.0
0.824, 0.45, -1.0
-0.0397, -1.09, -1.0
-0.528, 0.953, 1.0
0.854, 1.15, -1.0
-0.0184, -1.13, -1.0
1.12, 0.173, -1.0
-0.269, 0.961, 1.0
-0.0853, -1.12, -1.0
-0.0373, -1.32, -1.0
1.29, 0.525, -1.0
-0.247, 0.775, 1.0
-1.85, 0.545, -1.0
-0.158, 0.358, 1.0
1.26, -2.39, 1.0
0.439, 1.5, -1.0
1.44, -1.73, 1.0
-0.596, -1.33, -1.0
1.11, 0.431, -1.0
-0.347, -0.556, 1.0
-1.53, 1.21, -1.0
-1.12, 1.1, -1.0
-0.0693, -1.3, -1.0
-0.162, -0.334, 1.0
1.05, -0.362, 1.0
-1.34, -0.462, 1.0
0.321, 1.58, -1.0
-0.353, 1.98, 1.0
0.282, -1.43, -1.0
0.698, 0.784, -1.0
-0.414, -1.28, -1.0
-0.68, 1.68, -1.0
-0.638, 1.32, -1.0
0.92, -0.717, 1.0
-0.681, -0.586, 1.0
0.087, -1.28, -1.0
1.13, -0.541, 1.0
0.139, -0.803, 1.0
-0.137, -1.16, -1.0
0.557, -0.255, 1.0
-0.325, -1.32, -1.0
2.53, 1.5, 1.0
1.33, 1.7, 1.0
-0.862, 1.53, -1.0
0.605, 1.86, 1.0
-0.391, 1.1, -1.0
0.413, 0.473, 1.0
-0.0342, 0.145, 1.0
1.01, 1.82, 1.0
0.778, 0.952, -1.0
-0.216, -1.38, -1.0
0.0698, -1.25, -1.0
-1.53, -1.17, 1.0
-1.5, -1.14, 1.0
-0.468, -1.17, -1.0
2.59, -1.15, -1.0
-1.04, 0.984, -1.0
1.68, -0.472, -1.0
0.587, -0.311, 1.0
-0.55, 0.236, 1.0
-1.53, 0.658, -1.0
1.38, -1.02, 1.0
-1.1, 0.145, 1.0
-0.244, -1.2, -1.0
1.6, 0.0487, -1.0
0.742, 1.56, 1.0
0.532, -0.0431, 1.0
-1.33, -0.581, 1.0
-1.11, 0.276, 1.0
-1.2, -1.19, -1.0
0.387, 1.59, 1.0
0.722, 0.153, -1.0
-1.2, 1.43, -1.0
0.205, -1.28, -1.0
-0.761, 0.373, 1.0
2.09, 1.1, 1.0
1.44, 0.0946, -1.0
-0.268, 0.75, 1.0
-0.364, -1.4, -1.0
-1.27, -0.673, 1.0
2.17, 0.926, 1.0
-0.138, 0.425, 1.0
-1.98, 0.875, -1.0
-0.232, -0.364, 1.0
1.33, -0.774, 1.0
-0.581, -0.182, 1.0
-0.721, 1.19, -1.0
-0.219, -0.195, 1.0
-1.41, -0.856, 1.0
1.1, 0.458, -1.0
-1.2, 0.455, -1.0
1.22, -0.159, -1.0
0.781, 1.08, -1.0
0.202, -1.17, -1.0
0.855, -0.265, 1.0
-0.0247, -0.765, -1.0
0.21, -1.26, -1.0
-0.254, -1.37, -1.0
1.21, -1.77, 1.0
0.00425, 1.61, -1.0
1.04, 0.93, -1.0
-1.87, -0.78, 1.0
0.8, 0.662, -1.0
1.14, -0.0829, -1.0
-0.129, -0.061, 1.0
0.105, -1.67, -1.0
-1.08, 0.356, 1.0
-1.26, -0.515, 1.0
0.62, -0.986, 1.0
1.45, 1.33, 1.0
-0.0999, 1.97, 1.0
-0.188, -0.998, -1.0
-0.369, 0.692, 1.0
-1.33, -0.392, 1.0
-0.435, -1.08, -1.0
0.81, 1.93, -1.0
1.49, 0.385, -1.0
1.93, -0.842, -1.0
-0.543, -0.0204, 1.0
-0.583, -1.05, -1.0
0.678, 0.335, -1.0
-0.88, -1.27, -1.0
-0.973, 0.495, 1.0
-0.936, -1.5, -1.0
1.71, -0.225, -1.0
-0.855, 1.44, -1.0
0.499, -1.17, -1.0
1.33, 0.406, -1.0
-2.01, 0.439, -1.0
-1.17, 0.126, 1.0
-0.829, 1.06, -1.0
-2.09, -1.22, 1.0
0.0604, 1.64, -1.0
1.13, -0.0116, -1.0
0.635, 1.67, 1.0
-0.249, 0.505, 1.0
0.638, 1.11, -1.0
0.0965, -1.1, -1.0
-1.37, -0.123, 1.0
0.982, -0.452, 1.0
-1.49, 0.228, 1.0
-0.606, -0.129, 1.0
-1.57, 0.905, -1.0
-0.214, 1.58, -1.0
-0.212, -0.155, 1.0
0.98, -0.832, 1.0
-0.337, 1.48, -1.0
0.00295, -0.125, 1.0
-0.528, -1.23, -1.0
0.17, -0.719, -1.0
-1.39, -0.322, 1.0
-0.669, 0.51, 1.0
-2.04, -0.978, 1.0
0.0914, 0.493, 1.0
0.759, 0.0328, 1.0
-0.664, 1.18, -1.0
-0.766, 1.06, -1.0
-0.436, 0.821, 1.0
1.47, 0.574, -1.0
1.85, -0.558, -1.0
-1.45, 0.377, -1.0
-1.66, -1.52, 1.0
1.47, -0.0578, -1.0
0.801, 1.14, -1.0
0.188, 0.914, -1.0
-0.473, -1.55, -1.0
0.371, -1.23, -1.0
-0.821, -0.855, 1.0
0.309, -1.03, -1.0
0.676, 0.892, -1.0
-1.49, -0.498, 1.0
-1.28, 0.72, -1.0
-1.9, -1.46, 1.0
0.328, 0.553, -1.0
-0.583, -0.743, -1.0
-2.04, 0.131, -1.0
-1.16, -1.01, -1.0
1.32, -0.616, 1.0
0.993, 0.397, 1.0
0.811, 0.00911, 1.0
-1.94, 0.598, -1.0
-1.99, -0.912, 1.0
0.554, 1.19, -1.0
-0.299, -1.4, -1.0
-0.192, 1.04, -1.0
-0.58, 1.34, -1.0
0.254, 2.42, -1.0
-1.07, -0.622, 1.0
-1.65, -0.0692, 1.0
-0.888, -1.59, -1.0
-1.52, 0.497, -1.0
0.198, -1.41, -1.0
-0.394, 1.6, -1.0
0.152, -0.964, -1.0
-1.07, 0.0456, 1.0
1.5, -0.38, -1.0
0.624, -1.31, -1.0
-0.144, -1.03, -1.0
0.569, 1.44, -1.0
-0.903, -0.988, -1.0
1.06, 0.913, -1.0
1.01, -1.12, 1.0
-0.503, 1.35, -1.0
-0.298, -0.823, -1.0
0.0919, -0.154, 1.0
-0.539, 0.648, 1.0
0.934, 0.358, -1.0
-0.86, -1.27, -1.0
0.883, -1.0, 1.0
2.32, 1.3, 1.0
2.69, 1.12, 1.0
-0.529, -1.22, -1.0
0.994, 0.348, -1.0
1.06, -0.232, -1.0
0.646, 1.23, -1.0
0.514, 0.715, -1.0
-6.89E-4, 2.0, 1.0
-0.285, 1.39, -1.0
0.0524, -0.853, -1.0
0.13, -0.469, 1.0
0.799, -0.834, 1.0
-1.49, 0.555, -1.0
2.03, 0.984, 1.0
1.05, 0.776, -1.0
0.0399, -1.28, -1.0
0.953, 1.14, 1.0
-0.284, -1.02, -1.0
-0.89, -1.18, 1.0
-0.451, 0.723, 1.0
0.372, -0.809, -1.0
-0.595, 0.625, 1.0
0.656, 1.25, -1.0
-1.24, 0.788, -1.0
0.524, 0.283, 1.0
0.347, -0.242, 1.0
-0.353, -0.836, -1.0
0.303, -1.18, -1.0
-0.964, -1.17, -1.0
-1.51, -0.193, 1.0
0.894, -0.992, 1.0
0.889, -0.566, 1.0
-0.375, 1.36, -1.0
0.386, 1.92, -1.0
-1.04, -1.42, -1.0
-0.879, -0.975, -1.0
-0.501, -1.43, -1.0
0.422, 2.33, -1.0
0.297, -1.11, 1.0
0.182, -0.0823, 1.0
-0.762, -1.11, -1.0
-1.07, -0.456, 1.0
0.534, -0.763, 1.0
-0.737, -0.617, -1.0
0.875, 1.82, 1.0
0.518, 1.41, -1.0
1.11, 0.989, -1.0
-0.629, 0.809, 1.0
0.636, 0.756, -1.0
-1.42, 0.275, -1.0
1.89, -0.243, -1.0
-0.415, -1.3, -1.0
1.01, -0.205, 1.0
1.53, 0.0838, -1.0
0.224, 1.75, 1.0
-0.999, 0.906, -1.0
-1.26, -0.457, 1.0
-0.292, 1.32, -1.0
-0.528, 0.296, 1.0
1.64, -0.152, -1.0
0.927, -1.12, 1.0
0.915, 0.611, -1.0
-1.81, -1.21, 1.0
0.39, -1.2, -1.0
0.64, 1.35, -1.0
-1.06, 0.181, 1.0
1.22, 0.541, -1.0
-0.248, 0.514, 1.0
0.409, 0.212, 1.0
0.921, 1.12, 1.0
-1.57, -0.772, 1.0
-1.64, -1.91, 1.0
-0.772, -1.38, -1.0
-0.792, -0.132, 1.0
1.4, 0.855, -1.0
0.299, -0.819, -1.0
-1.38, 0.0973, 1.0
0.484, 1.04, -1.0
0.326, 1.45, -1.0
-0.108, -0.793, 1.0
-1.08, -1.39, -1.0
-0.66, 1.41, -1.0
1.23, -1.4, 1.0
0.0292, -1.21, -1.0
-0.379, -1.6, -1.0
1.03, 0.766, -1.0
-0.621, 0.425, 1.0
1.85, -0.377, -1.0
0.856, 0.669, -1.0
1.28, -0.588, -1.0
-0.834, -1.36, -1.0
-0.21, 1.35, -1.0
0.288, 1.62, -1.0
-1.51, 0.384, -1.0
-1.15, -0.508, 1.0
0.651, 0.744, -1.0
0.0426, -1.18, -1.0
-0.232, 0.626, 1.0
-0.31, -1.27, -1.0
0.289, 0.598, 1.0
0.277, -0.324, 1.0
0.203, 0.617, 1.0
1.49, 1.59, 1.0
-1.61, -0.364, 1.0
0.812, -0.751, 1.0
-0.838, 0.644, 1.0
1.03, -0.209, -1.0
0.0538, -1.01, -1.0
1.93, 0.165, -1.0
0.883, 0.106, 1.0
-0.206, -0.0207, 1.0
-0.384, -0.397, 1.0
-0.148, -1.37, -1.0
1.16, 0.598, -1.0
-1.05, -0.832, 1.0
-0.411, -1.41, -1.0
0.956, 0.558, 1.0
-1.55, -0.744, 1.0
0.487, 1.45, -1.0
-0.463, -1.01, -1.0
0.923, -1.02, 1.0
0.388, 1.72, -1.0
1.52, 0.356, -1.0
-1.03, 1.31, -1.0
0.637, 1.55, 1.0
2.03, 1.32, 1.0
-1.66, 0.835, -1.0
0.247, -0.9, -1.0
-0.552, -1.18, -1.0
-0.383, -1.04, -1.0
-0.106, -1.14, -1.0
1.22, -0.106, -1.0
0.707, 0.948, -1.0
-1.39, -0.474, 1.0
-1.5, -1.22, 1.0
-0.294, -1.54, -1.0
2.25, 1.21, 1.0
0.427, 1.99, -1.0
-1.19, -0.638, 1.0
-0.583, -1.35, -1.0
-0.692, 0.759, 1.0
1.24, 0.79, -1.0
-0.803, 1.25, -1.0
1.44, 0.358, -1.0
2.34, 1.16, 1.0
1.35, 0.472, -1.0
0.168, -1.06, -1.0
-2.6, 0.217, -1.0
-0.228, -1.06, -1.0
-1.06, -0.881, -1.0
0.325, 0.213, 1.0
0.926, -1.17, 1.0
0.0109, -0.378, 1.0
1.21, 0.227, -1.0
0.514, 1.52, -1.0
0.558, -1.06, 1.0
-1.57, 0.679, -1.0
1.08, 0.378, -1.0
-0.0253, 0.0742, 1.0
1.05, -0.23, -1.0
-0.953, 1.06, -1.0
-1.66, 0.75, -1.0
0.802, 1.21, -1.0
1.25, -0.202, -1.0
1.36, 0.86, -1.0
1.25, 0.555, -1.0
-0.459, -1.11, -1.0
-0.334, 1.63, -1.0
1.35, -0.461, -1.0
0.0727, -1.46, -1.0
-0.956, -1.61, -1.0
-0.14, -0.694, 1.0
0.56, -1.02, -1.0
1.8, 1.36, 1.0
-0.724, -0.973, -1.0
-0.0939, 1.68, -1.0
-1.49, 0.415, -1.0
0.407, -0.94, -1.0
-1.8, 0.676, -1.0
-0.877, 0.263, 1.0
1.64, 1.53, 1.0
-0.0697, 1.56, -1.0
-0.876, 0.232, 1.0
0.403, 0.0297, 1.0
1.31, -1.81, 1.0
0.617, -0.585, 1.0
0.713, 0.948, -1.0
0.913, -0.374, 1.0
1.18, -0.277, -1.0
-0.85, 0.963, -1.0
-1.45, -0.0461, 1.0
0.586, 0.402, -1.0
-1.19, 1.23, -1.0
-3.09, -0.832, -1.0
-0.0254, -0.79, 1.0
-0.26, 1.36, -1.0
1.87, 1.13, 1.0
-0.376, 1.33, -1.0
1.12, -1.72, 1.0
-0.815, 1.18, -1.0
-1.17, 0.564, 1.0
7.25E-4, -0.0366, 1.0
1.32, -1.48, 1.0
-0.845, -0.00258, 1.0
-0.964, 0.108, 1.0
-0.132, -1.37, -1.0
-0.186, -0.0925, 1.0
0.598, 0.133, 1.0
1.74, 0.577, -1.0
-1.02, -1.29, -1.0
1.22, 0.247, -1.0
-1.3, -1.08, 1.0
0.388, 0.484, 1.0
1.06, -0.453, 1.0
-0.815, 0.334, 1.0
-0.856, -0.235, 1.0
-0.394, -0.253, 1.0
-0.808, -1.5, -1.0
-1.04, 0.937, -1.0
-1.23, -1.3, 1.0
1.77, 1.59, 1.0
-0.195, 1.31, -1.0
-1.14, 0.0337, 1.0
0.178, -1.24, -1.0
0.91, 0.864, -1.0
-1.25, 0.857, -1.0
-0.0656, 1.24, -1.0
-0.177, -1.12, -1.0
-0.975, -0.273, 1.0
0.321, 0.393, 1.0
-1.24, -0.0104, 1.0
-0.33, 0.301, 1.0
1.08, 0.72, -1.0
0.0243, -0.719, -1.0
-0.21, 0.171, 1.0
0.88, -0.241, -1.0
-0.451, 1.7, -1.0
0.82, 1.83, -1.0
-2.05, -1.93, 1.0
1.3, 0.739, -1.0
-0.959, 0.41, 1.0
0.464, -0.792, 1.0
-0.539, -1.39, -1.0
0.292, -0.159, 1.0
-0.449, 1.04, -1.0
-0.543, 7.62E-5, 1.0
-1.4, 0.261, 1.0
0.26, -0.54, 1.0
1.96, 1.28, 1.0
-1.21, -0.392, 1.0
-0.204, -0.181, 1.0
0.368, -0.856, -1.0
0.42, 2.1, -1.0
0.447, -1.18, -1.0
-0.672, 1.35, -1.0
0.195, -1.27, -1.0
1.39, 0.155, -1.0
0.917, 0.231, -1.0
-1.12, 0.589, 1.0
2.44, -0.448, -1.0
1.89, -0.633, -1.0
-0.416, 0.246, 1.0
-0.716, -1.19, -1.0
-1.07, -0.552, 1.0
-1.94, 0.832, -1.0
-0.599, 1.44, -1.0
0.221, 0.147, 1.0
0.991, -1.1, 1.0
-0.882, -0.726, -1.0
-0.747, -0.509, 1.0
1.27, -0.519, -1.0
0.521, 0.56, 1.0
-0.582, -0.587, 1.0
1.4, 0.541, -1.0
-0.0541, -1.31, -1.0
-1.96, -0.442, 1.0
-1.92, -1.17, 1.0
-0.634, 1.21, -1.0
0.171, -0.502, 1.0
-0.0897, -0.115, 1.0
0.811, 1.07, -1.0
0.624, -0.285, 1.0
-0.516, 1.46, -1.0
-0.618, -0.506, 1.0
1.16, -0.357, 1.0
0.901, -0.952, 1.0
-1.12, -1.17, -1.0
-1.43, 0.0911, 1.0
-0.978, -1.05, 1.0
1.35, -0.518, -1.0
1.12, 1.14, -1.0
-0.685, 0.727, 1.0
0.875, -1.47, 1.0
-0.114, 0.846, 1.0
0.143, 0.845, -1.0
0.678, 0.961, -1.0
-1.2, -1.4, -1.0
0.134, -1.06, -1.0
-0.882, -0.608, 1.0
-0.714, -1.65, -1.0
0.543, 0.913, -1.0
1.97, 0.041, -1.0
1.08, 1.37, 1.0
-1.04, -1.07, -1.0
-1.58, -0.798, 1.0
1.3, -0.346, -1.0
-1.83, 0.379, -1.0
-1.75, -1.92, 1.0
0.101, 0.881, 1.0
-0.479, 0.91, -1.0
0.637, 1.25, -1.0
0.00879, 1.47, -1.0
-0.302, -0.116, 1.0
0.157, 0.956, -1.0
-0.495, 1.31, -1.0
-0.823, 0.729, -1.0
0.916, -0.0255, 1.0
-0.563, 1.29, -1.0
-0.995, -0.507, 1.0
2.27, 0.284, -1.0
-1.9, 0.856, -1.0
1.04, -1.17, 1.0
0.655, 1.72, 1.0
0.688, -0.878, 1.0
1.55, -0.00546, -1.0
0.252, 0.258, 1.0
-0.403, -0.636, 1.0
1.66, -0.402, -1.0
0.0821, -0.398, 1.0
-0.0060, -0.32, 1.0
0.127, 1.94, -1.0
1.12, -0.908, 1.0
0.221, 0.946, 1.0
1.05, 0.899, -1.0
-1.7, -1.79, 1.0
-0.496, 1.41, -1.0
1.16, -1.1, 1.0
-0.878, -1.46, -1.0
0.983, 0.203, -1.0
1.1, 0.74, -1.0
1.78, 0.272, -1.0
-1.04, 1.13, -1.0
0.486, 0.991, -1.0
0.0479, -1.06, -1.0
-0.568, -0.873, -1.0
-0.452, -0.717, 1.0
0.14, 1.25, -1.0
-0.276, -1.19, -1.0
0.799, -0.99, 1.0
1.51, -0.355, -1.0
-0.264, -1.14, -1.0
1.53, 0.228, -1.0
-0.743, 0.685, 1.0
0.405, -1.2, -1.0
0.545, 1.28, -1.0
0.234, -0.413, 1.0
-1.38, -0.826, 1.0
0.974, -1.32, 1.0
0.545, -0.165, 1.0
-1.11, 0.308, 1.0
-1.17, 1.08, -1.0
0.179, 1.87, -1.0
1.27, 0.775, -1.0
-1.31, 0.0708, 1.0
-0.457, -0.983, -1.0
0.745, 0.877, -1.0
-1.77, -1.19, 1.0
1.05, -0.655, 1.0
-0.0476, -1.24, -1.0
-0.865, 1.6, -1.0
-1.82, 0.474, -1.0
-2.09, 0.604, -1.0
-0.152, -1.11, -1.0
1.31, 0.208, -1.0
0.75, 1.63, 1.0
-0.734, 0.881, -1.0
0.301, -1.29, -1.0
-0.424, 0.0207, 1.0
0.621, 1.32, 1.0
-0.0367, -0.144, 1.0
0.777, 0.312, -1.0
0.591, -0.427, 1.0
-0.269, 1.37, -1.0
0.676, 0.925, -1.0
0.938, -0.255, 1.0
-0.854, -0.379, 1.0
-0.0773, -1.22, -1.0
-1.3, 0.651, 1.0
-1.32, 0.0399, 1.0
0.157, -0.652, 1.0
-0.38, -1.27, -1.0
0.689, -0.187, 1.0
0.44, -0.936, -1.0
1.37, 0.219, -1.0
0.284, 1.86, -1.0
0.121, 0.219, 1.0
0.845, 0.00714, 1.0
-0.52, 1.35, -1.0
-0.0652, 0.631, 1.0
0.535, 1.46, 1.0
-0.534, -1.4, -1.0
-0.714, -0.161, 1.0
0.508, -0.331, 1.0
0.65, 1.86, -1.0
1.74, -0.143, -1.0
-0.314, -0.72, -1.0
0.143, -0.786, -1.0
0.739, 2.14, -1.0
-0.391, 1.32, -1.0
-0.824, 1.1, -1.0
1.16, -1.24, 1.0
-0.0932, 0.472, 1.0
-1.22, 0.0836, 1.0
1.06, 0.629, -1.0
0.839, -1.15, 1.0
0.379, 1.74, -1.0
-1.13, 0.928, -1.0
-1.18, 0.692, -1.0
0.0726, -1.31, -1.0
-0.076, -1.12, -1.0
0.417, -1.28, -1.0
-0.12, -1.22, -1.0
2.11, 0.942, 1.0
1.05, 0.219, -1.0
-1.86, -1.78, 1.0
-0.932, -1.02, -1.0
-1.46, 0.657, -1.0
-1.21, -1.16, 1.0
1.14, 0.866, -1.0
1.29, 0.644, -1.0
-1.4, -1.54, 1.0
0.987, 0.258, -1.0
0.829, -0.305, -1.0
0.704, -0.91, 1.0
-1.21, -0.854, 1.0
1.01, 0.555, -1.0
1.1, 1.58, 1.0
-0.451, 1.72, -1.0
-1.24, -0.706, 1.0
0.214, -0.45, 1.0
-1.04, -0.131, 1.0
1.47, -1.44, 1.0
1.81, -0.551, -1.0
0.608, -1.18, 1.0
1.35, 1.33, 1.0
-1.02, -1.43, -1.0
-0.434, -1.16, -1.0
0.512, -0.49, 1.0
1.18, 0.766, -1.0
-0.00948, -0.336, 1.0
0.142, -0.698, 1.0
-1.28, 0.559, -1.0
1.28, 1.35, 1.0
-1.36, 0.976, -1.0
1.42, -0.208, 1.0
-1.24, -0.497, 1.0
-1.17, -0.073, 1.0
1.02, 0.44, -1.0
