@relation unknow
@attribute a1 real [13.0, 334177.0]
@attribute a2 real [0.0, 256382.0]
@attribute a3 real [3.0, 5323.0]
@attribute a4 real [1.0, 893.0]
@attribute a5 real [0.0, 675.0]
@attribute a6 real [-457916.0, 575241.0]
@attribute a7 real [-297172.0, 238321.0]
@attribute a8 real [-205895.0, 179851.0]
@attribute a9 real [0.0, 89958.0]
@attribute a10 real [57.0, 495561.0]
@attribute a11 {g, h}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9, a10
@outputs a11
@data
30797.0, 21285.0, 2714.0, 329.0, 198.0, 27194.0, 31548.0, -10674.0, 18654.0, 136253.0, g
38674.0, 20202.0, 294.0, 236.0, 124.0, -8932.0, -22763.0, -11083.0, 3459.0, 119997.0, g
36939.0, 18226.0, 3094.0, 348.0, 177.0, 13799.0, 27527.0, 13671.0, 7149.0, 197201.0, g
75539.0, 34826.0, 3866.0, 127.0, 67.0, 60262.0, 73934.0, 20539.0, 3201.0, 219342.0, g
22715.0, 10573.0, 2305.0, 559.0, 334.0, 22467.0, 19578.0, 1089.0, 17478.0, 173991.0, g
6555.0, 26897.0, 2831.0, 283.0, 144.0, -7288.0, 43167.0, 2483.0, 15135.0, 313443.0, g
17441.0, 10352.0, 2367.0, 635.0, 41.0, -0.0, -343.0, 7708.0, 35906.0, 16038.0, g
51583.0, 10797.0, 2622.0, 523.0, 273.0, -64058.0, -30128.0, 4386.0, 15043.0, 269481.0, g
3383.0, 15237.0, 281.0, 314.0, 176.0, 27332.0, -9374.0, -7182.0, 12041.0, 174492.0, g
70382.0, 23488.0, 3339.0, 142.0, 73.0, 87519.0, 54971.0, 9924.0, 5247.0, 238101.0, g
3197.0, 12897.0, 2728.0, 345.0, 184.0, -23594.0, 20342.0, -7662.0, 44373.0, 131319.0, g
21918.0, 104.0, 224.0, 552.0, 29.0, -3624.0, 16439.0, 7558.0, 46642.0, 157678.0, g
47667.0, 18228.0, 26.0, 377.0, 217.0, 46932.0, 41307.0, -10178.0, 911.0, 156599.0, g
92706.0, 18153.0, 2882.0, 223.0, 129.0, -170772.0, 78013.0, 10946.0, 933.0, 228686.0, g
44731.0, 18816.0, 3147.0, 29.0, 161.0, -65189.0, 41009.0, -10713.0, 5123.0, 264806.0, g
35654.0, 14362.0, 2776.0, 357.0, 214.0, 8964.0, 15136.0, 11947.0, 6911.0, 127902.0, g
1828.0, 10609.0, 2137.0, 547.0, 281.0, -1001.0, 6753.0, 465.0, 62.0, 180919.0, g
41499.0, 23367.0, 2871.0, 266.0, 15.0, 60546.0, 23728.0, 17542.0, 11817.0, 160948.0, g
18294.0, 10639.0, 2196.0, 522.0, 264.0, -25154.0, -6484.0, -2806.0, 68712.0, 145132.0, g
74921.0, 32245.0, 3499.0, 311.0, 161.0, -1794.0, -4899.0, 9595.0, 1408.0, 36198.0, g
21295.0, 16356.0, 2602.0, 433.0, 229.0, -11121.0, 10283.0, -11691.0, 12404.0, 8005.0, g
37373.0, 17115.0, 2979.0, 279.0, 161.0, -10658.0, -26286.0, 10301.0, 1006.0, 186091.0, g
19789.0, 12989.0, 2419.0, 507.0, 257.0, 14568.0, 5011.0, 3888.0, 10139.0, 75749.0, g
22169.0, 12447.0, 2437.0, 516.0, 269.0, -1451.0, 10788.0, 9111.0, 45801.0, 188537.0, g
12736.0, 11623.0, 2524.0, 714.0, 393.0, 15536.0, -88.0, -9708.0, 16144.0, 198161.0, g
97046.0, 1229.0, 2721.0, 281.0, 149.0, -122373.0, 84514.0, 3947.0, 30297.0, 231445.0, g
69018.0, 1795.0, 2884.0, 232.0, 127.0, -1273.0, 50867.0, 8406.0, 7312.0, 253205.0, g
45594.0, 21259.0, 3054.0, 21.0, 114.0, -19463.0, -32938.0, 6961.0, 9022.0, 216746.0, g
43311.0, 17293.0, 2951.0, 376.0, 219.0, 15608.0, 38779.0, 10453.0, 12266.0, 250705.0, g
42247.0, 17753.0, 2947.0, 229.0, 126.0, -8922.0, 19112.0, -7628.0, 836.0, 217043.0, g
33595.0, 21312.0, 2629.0, 275.0, 142.0, -28088.0, -12249.0, -16348.0, 29363.0, 135209.0, g
12746.0, 11587.0, 2261.0, 707.0, 403.0, 15498.0, -929.0, -6584.0, 69434.0, 141391.0, g
3605.0, 15083.0, 286.0, 408.0, 213.0, 52246.0, -17248.0, 3644.0, 5396.0, 182937.0, g
5347.0, 24675.0, 3028.0, 312.0, 16.0, 3834.0, -50242.0, 12522.0, 2892.0, 264305.0, g
85293.0, 38361.0, 3805.0, 179.0, 97.0, -5198.0, 72759.0, 23621.0, 3104.0, 354787.0, g
40716.0, 20427.0, 3156.0, 244.0, 131.0, 24297.0, 19206.0, -9728.0, 3235.0, 191634.0, g
23481.0, 20219.0, 2562.0, 486.0, 331.0, 12202.0, 10827.0, 16794.0, 71603.0, 134735.0, g
18872.0, 17262.0, 2378.0, 532.0, 333.0, -23054.0, 5797.0, 14505.0, 49329.0, 148828.0, g
39146.0, 22068.0, 3062.0, 267.0, 142.0, 31259.0, 2731.0, 19881.0, 6193.0, 110977.0, g
29367.0, 1243.0, 2582.0, 458.0, 237.0, 35115.0, -18201.0, 8283.0, 3002.0, 154392.0, g
30327.0, 29376.0, 2737.0, 249.0, 127.0, 25158.0, 17902.0, -18112.0, 81367.0, 157679.0, g
62662.0, 2493.0, 3124.0, 183.0, 93.0, -76422.0, 51076.0, 22263.0, 2245.0, 284268.0, g
35558.0, 244.0, 2812.0, 259.0, 13.0, 6285.0, -21943.0, 17793.0, 3314.0, 280751.0, g
91844.0, 35114.0, 3716.0, 101.0, 53.0, 80231.0, 79714.0, -23629.0, 4511.0, 267256.0, g
32977.0, 16833.0, 2378.0, 414.0, 257.0, 38948.0, 22566.0, -9916.0, 36878.0, 167752.0, g
64303.0, 16447.0, 2938.0, 26.0, 152.0, -38308.0, 16677.0, -3364.0, 7814.0, 226805.0, g
119371.0, 116342.0, 4802.0, 3.0, 16.0, -136678.0, 85666.0, -83308.0, 1996.0, 242764.0, g
95585.0, 9908.0, 269.0, 353.0, 193.0, 23752.0, 87634.0, -7234.0, 78.0, 250242.0, g
31954.0, 15354.0, 266.0, 321.0, 178.0, 14736.0, 19277.0, -6461.0, 2124.0, 150524.0, g
21293.0, 702.0, 2106.0, 69.0, 365.0, -24635.0, -9529.0, -6338.0, 23036.0, 17223.0, g
52672.0, 25368.0, 3284.0, 227.0, 12.0, 1414.0, 38027.0, -11922.0, 7274.0, 116695.0, g
31783.0, 16333.0, 2678.0, 348.0, 19.0, 33276.0, 27598.0, 10673.0, 3234.0, 192009.0, g
21386.0, 17668.0, 2554.0, 413.0, 238.0, 11554.0, 10908.0, -11614.0, 33326.0, 39594.0, g
28362.0, 15928.0, 2524.0, 335.0, 193.0, 8085.0, -10284.0, 8411.0, 27452.0, 145155.0, g
12672.0, 11728.0, 2085.0, 708.0, 383.0, -15758.0, 9004.0, 98.0, 8719.0, 122255.0, g
28434.0, 925.0, 2575.0, 516.0, 281.0, -24779.0, -12548.0, -421.0, 73681.0, 118054.0, g
87425.0, 294.0, 3372.0, 205.0, 105.0, -28298.0, 65179.0, 13644.0, 1909.0, 30201.0, g
100664.0, 36737.0, 414.0, 94.0, 47.0, 56318.0, 85636.0, 19162.0, 145.0, 272607.0, g
19628.0, 17751.0, 242.0, 43.0, 226.0, 14715.0, 15374.0, -16152.0, 14191.0, 238282.0, g
40572.0, 11632.0, 2692.0, 362.0, 182.0, 65379.0, -2868.0, -10401.0, 9571.0, 144025.0, g
72851.0, 33868.0, 335.0, 274.0, 152.0, 14126.0, 36115.0, -25681.0, 5528.0, 346176.0, g
19967.0, 7126.0, 2211.0, 782.0, 403.0, 21565.0, 12725.0, 5035.0, 12325.0, 178732.0, g
28468.0, 6743.0, 2248.0, 571.0, 297.0, -35437.0, -14678.0, -3884.0, 23221.0, 12632.0, g
18806.0, 12823.0, 2437.0, 559.0, 302.0, 1416.0, 13504.0, 6128.0, 36136.0, 133698.0, g
32482.0, 15922.0, 25.0, 341.0, 178.0, -41945.0, -27816.0, 15933.0, 945.0, 219995.0, g
32721.0, 16283.0, 2783.0, 394.0, 202.0, 3811.0, 26317.0, 7534.0, 36344.0, 20061.0, g
87874.0, 39243.0, 3833.0, 12.0, 68.0, 3543.0, 72916.0, -14877.0, 135.0, 29893.0, g
24547.0, 0.0, 2106.0, 698.0, 372.0, 0.0, 0.0, 12454.0, 81163.0, 169125.0, g
43253.0, 15679.0, 2714.0, 352.0, 177.0, -39804.0, 25515.0, -12802.0, 5186.0, 148147.0, g
38309.0, 12164.0, 2727.0, 435.0, 262.0, 19819.0, 26674.0, 7117.0, 3556.0, 198878.0, g
140384.0, 13595.0, 2626.0, 312.0, 169.0, -154316.0, 94321.0, -8331.0, 6363.0, 281319.0, g
94924.0, 29609.0, 2995.0, 333.0, 2.0, -62882.0, 58973.0, -30116.0, 123.0, 321891.0, g
86873.0, 43138.0, 3813.0, 178.0, 94.0, -28541.0, 53792.0, 32396.0, 2192.0, 357.0, g
20929.0, 12842.0, 239.0, 517.0, 316.0, 15376.0, 13585.0, 631.0, 16771.0, 96999.0, g
76994.0, 34692.0, 2991.0, 189.0, 94.0, 74613.0, 47499.0, 31056.0, 16997.0, 260046.0, g
40147.0, 31097.0, 2943.0, 206.0, 132.0, 15627.0, 15392.0, -13411.0, 25601.0, 104575.0, g
23292.0, 11851.0, 2464.0, 522.0, 373.0, -7964.0, -17003.0, -9298.0, 8883.0, 37354.0, g
31745.0, 16925.0, 2797.0, 278.0, 148.0, 5178.0, -17922.0, -9571.0, 13374.0, 236918.0, g
26756.0, 11573.0, 2455.0, 467.0, 254.0, -35706.0, -8762.0, -3715.0, 44479.0, 107616.0, g
82986.0, 354.0, 3778.0, 133.0, 75.0, 30212.0, 112071.0, -17945.0, 16402.0, 161758.0, g
33865.0, 15482.0, 2592.0, 376.0, 19.0, 21055.0, 9673.0, -3402.0, 3617.0, 18748.0, g
73054.0, 21531.0, 3198.0, 222.0, 121.0, -65389.0, 38113.0, 17144.0, 1161.0, 296172.0, g
19993.0, 12087.0, 2435.0, 572.0, 398.0, 16141.0, 16324.0, 9437.0, 12772.0, 193893.0, g
25464.0, 12049.0, 2543.0, 519.0, 342.0, -18731.0, 9683.0, 7489.0, 16026.0, 221048.0, g
18021.0, 10673.0, 2173.0, 577.0, 292.0, -23548.0, -9028.0, -4868.0, 883.0, 184309.0, g
18138.0, 10524.0, 2204.0, 588.0, 322.0, 22413.0, 10491.0, 415.0, 63186.0, 167928.0, g
21887.0, 6791.0, 2126.0, 712.0, 378.0, -24862.0, -9355.0, 6628.0, 24125.0, 86236.0, g
30027.0, 11925.0, 2496.0, 415.0, 216.0, -36995.0, -23548.0, 10953.0, 39162.0, 50658.0, g
20887.0, 11921.0, 2345.0, 546.0, 287.0, -25914.0, -12176.0, 10848.0, 10379.0, 160838.0, g
57124.0, 22846.0, 299.0, 206.0, 11.0, -66579.0, -42385.0, -16809.0, 30645.0, 179502.0, g
19735.0, 13915.0, 2491.0, 526.0, 331.0, -1694.0, 10161.0, 8055.0, 10303.0, 129754.0, g
30092.0, 8249.0, 2305.0, 55.0, 29.0, 15799.0, 18469.0, 4287.0, 29823.0, 127261.0, g
19083.0, 12189.0, 2394.0, 562.0, 337.0, 191.0, -11651.0, 979.0, 25011.0, 109179.0, g
44354.0, 21829.0, 3238.0, 243.0, 142.0, 2.0, 40823.0, 3751.0, 17919.0, 186207.0, g
2454.0, 15255.0, 2574.0, 392.0, 204.0, 9887.0, 12202.0, 13403.0, 18785.0, 12248.0, g
56251.0, 26615.0, 3266.0, 197.0, 108.0, 55848.0, 45299.0, -1715.0, 9963.0, 114099.0, g
39191.0, 14481.0, 2707.0, 277.0, 144.0, -24016.0, 2255.0, 6225.0, 256.0, 79814.0, g
20714.0, 9909.0, 223.0, 594.0, 368.0, -4649.0, 15845.0, -996.0, 69608.0, 152882.0, g
37505.0, 15776.0, 2541.0, 409.0, 22.0, 56492.0, -26155.0, -13954.0, 862.0, 186874.0, g
13054.0, 1095.0, 2119.0, 76.0, 445.0, -14192.0, 5402.0, -10666.0, 33572.0, 97416.0, g
76496.0, 29903.0, 2871.0, 199.0, 1.0, -12537.0, 48794.0, 21427.0, 6819.0, 261692.0, g
45378.0, 25157.0, 3411.0, 238.0, 132.0, 2653.0, 56198.0, -18143.0, 2418.0, 240878.0, g
21125.0, 12542.0, 2329.0, 445.0, 222.0, 14672.0, 11662.0, -9963.0, 30572.0, 133871.0, g
10605.0, 33644.0, 3614.0, 17.0, 96.0, -61744.0, 61441.0, 16473.0, 1987.0, 359884.0, g
6178.0, 30578.0, 3195.0, 169.0, 91.0, 52545.0, 51212.0, 21126.0, 19254.0, 223832.0, g
29648.0, 12493.0, 2314.0, 655.0, 332.0, 11434.0, 24467.0, 4126.0, 21222.0, 134977.0, g
18516.0, 10521.0, 2496.0, 508.0, 257.0, 25815.0, 3886.0, -1726.0, 82991.0, 211533.0, g
24554.0, 12598.0, 2484.0, 456.0, 244.0, -13244.0, -17602.0, 5451.0, 12362.0, 180003.0, g
85054.0, 3014.0, 3991.0, 118.0, 62.0, -83064.0, 77716.0, -16878.0, 282.0, 258322.0, g
74837.0, 28328.0, 3486.0, 172.0, 9.0, -76795.0, 5399.0, -11909.0, 12.0, 25366.0, g
44714.0, 2147.0, 3133.0, 212.0, 118.0, 6145.0, -32508.0, -13139.0, 3344.0, 193561.0, g
31838.0, 22284.0, 2678.0, 266.0, 146.0, -8764.0, -11951.0, -4073.0, 8675.0, 71418.0, g
23486.0, 0.0, 2239.0, 738.0, 378.0, -294.0, 13092.0, 0.0, 19341.0, 235342.0, g
33983.0, 2146.0, 2908.0, 279.0, 152.0, 16354.0, 25212.0, 8938.0, 23745.0, 206749.0, g
45676.0, 2238.0, 2903.0, 229.0, 139.0, 31131.0, 38502.0, 8137.0, 6402.0, 242552.0, g
41675.0, 16613.0, 2708.0, 407.0, 23.0, 37816.0, 41236.0, 10552.0, 538.0, 145576.0, g
22394.0, 18888.0, 2702.0, 367.0, 184.0, 33627.0, 12248.0, -9088.0, 45608.0, 72958.0, g
81053.0, 26487.0, 3668.0, 164.0, 93.0, 1882.0, 69339.0, 16618.0, 2714.0, 297168.0, g
20512.0, 12196.0, 2338.0, 501.0, 283.0, 995.0, -6013.0, -1084.0, 17229.0, 140762.0, g
6593.0, 14651.0, 3108.0, 322.0, 205.0, -61738.0, 58062.0, 11904.0, 2038.0, 268384.0, g
20968.0, 6998.0, 2088.0, 735.0, 404.0, -22579.0, -12731.0, 6094.0, 19511.0, 275281.0, g
20663.0, 7035.0, 2224.0, 752.0, 409.0, -22051.0, -13054.0, 5837.0, 36199.0, 39086.0, g
6343.0, 28096.0, 3005.0, 175.0, 95.0, 37038.0, 45827.0, 19516.0, 5536.0, 1233.0, g
83694.0, 33995.0, 3633.0, 125.0, 7.0, 48235.0, 67644.0, -22188.0, 7937.0, 258032.0, g
1961.0, 10781.0, 2324.0, 63.0, 353.0, -716.0, 16971.0, 7838.0, 5895.0, 122995.0, g
122595.0, 35798.0, 3681.0, 166.0, 96.0, -53176.0, 19033.0, 23659.0, 10239.0, 291848.0, g
72003.0, 44486.0, 3896.0, 137.0, 72.0, 36699.0, 74393.0, -31508.0, 346.0, 62356.0, g
1298.0, 10989.0, 2135.0, 747.0, 458.0, -14025.0, 6543.0, 8718.0, 49544.0, 70491.0, g
26529.0, 15919.0, 2599.0, 4.0, 248.0, 24602.0, 2135.0, 9811.0, 1578.0, 84193.0, g
67457.0, 22019.0, 3248.0, 213.0, 129.0, 50219.0, 71019.0, -15071.0, 2653.0, 229732.0, g
46782.0, 17685.0, 2889.0, 266.0, 142.0, -14748.0, 31352.0, 12953.0, 7619.0, 212679.0, g
4188.0, 22128.0, 3367.0, 316.0, 18.0, 44798.0, 29473.0, 196.0, 228.0, 200619.0, g
67058.0, 35809.0, 3051.0, 212.0, 107.0, -103564.0, 31277.0, -22867.0, 731.0, 283958.0, g
12922.0, 11217.0, 2229.0, 738.0, 434.0, -14601.0, 7572.0, 931.0, 82752.0, 126239.0, g
13089.0, 11031.0, 2122.0, 762.0, 411.0, -14704.0, 4502.0, -11619.0, 9848.0, 106086.0, g
46567.0, 25549.0, 354.0, 194.0, 106.0, 24079.0, 41563.0, 14057.0, 13249.0, 153452.0, g
49947.0, 13455.0, 2622.0, 492.0, 286.0, 25342.0, 43237.0, 1064.0, 19672.0, 188316.0, g
95564.0, 2885.0, 369.0, 152.0, 81.0, -62842.0, 73006.0, 16486.0, 3246.0, 277621.0, g
37742.0, 12836.0, 258.0, 323.0, 18.0, 30258.0, 19824.0, 8698.0, 10813.0, 198746.0, g
48728.0, 20226.0, 2836.0, 343.0, 186.0, 3384.0, 55251.0, -7885.0, 49347.0, 105525.0, g
114412.0, 19906.0, 2624.0, 426.0, 234.0, -136028.0, 84626.0, 13974.0, 4901.0, 205843.0, g
82962.0, 31968.0, 3615.0, 127.0, 65.0, 59057.0, 72894.0, 15012.0, 151.0, 178554.0, g
13371.0, 10496.0, 2172.0, 795.0, 401.0, 1494.0, 2092.0, 11902.0, 47994.0, 180736.0, g
25533.0, 14464.0, 2472.0, 428.0, 248.0, 3427.0, 19427.0, -10587.0, 30713.0, 181514.0, g
27318.0, 11868.0, 2513.0, 454.0, 268.0, 6431.0, 21933.0, -11221.0, 5252.0, 156958.0, g
5803.0, 2278.0, 3117.0, 163.0, 85.0, -30215.0, 37949.0, -17825.0, 4976.0, 167015.0, g
35678.0, 16743.0, 2592.0, 422.0, 285.0, 10734.0, 26725.0, 12192.0, 789.0, 190688.0, g
121664.0, 16086.0, 2538.0, 51.0, 32.0, -140295.0, 47855.0, 10378.0, 1662.0, 245553.0, g
27173.0, 11315.0, 2456.0, 451.0, 254.0, 8108.0, 13587.0, 7843.0, 15612.0, 144482.0, g
2091.0, 15231.0, 2449.0, 448.0, 233.0, -703.0, -7738.0, -7462.0, 16552.0, 101877.0, g
3266.0, 21853.0, 2818.0, 269.0, 145.0, -36741.0, -1934.0, -14893.0, 19681.0, 105747.0, g
34669.0, 20953.0, 3063.0, 237.0, 128.0, 6605.0, 1678.0, 637.0, 8705.0, 219968.0, g
68916.0, 7936.0, 222.0, 542.0, 274.0, -75732.0, -31233.0, 497.0, 19048.0, 185545.0, g
69678.0, 12704.0, 2668.0, 318.0, 184.0, -38711.0, -58864.0, 8639.0, 978.0, 205687.0, g
77332.0, 27601.0, 3576.0, 146.0, 78.0, 19307.0, 70846.0, -18193.0, 4744.0, 226555.0, g
41814.0, 22462.0, 2783.0, 211.0, 111.0, -30883.0, 34485.0, -4517.0, 589.0, 106332.0, g
70814.0, 27962.0, 3617.0, 183.0, 98.0, 37771.0, 59199.0, -14832.0, 174.0, 253346.0, g
36613.0, 15191.0, 2593.0, 365.0, 195.0, -36559.0, -34177.0, -8328.0, 2269.0, 201711.0, g
21482.0, 12629.0, 2325.0, 444.0, 229.0, 28153.0, 11134.0, 9898.0, 35828.0, 71743.0, g
26347.0, 16351.0, 2689.0, 37.0, 187.0, 34216.0, 21386.0, -7047.0, 11356.0, 142128.0, g
16844.0, 11418.0, 2196.0, 58.0, 296.0, 168.0, -3085.0, -3167.0, 16009.0, 162356.0, g
81896.0, 21738.0, 3404.0, 185.0, 96.0, 77125.0, 76025.0, -15571.0, 219.0, 244116.0, g
72928.0, 29039.0, 3413.0, 319.0, 168.0, -32942.0, 41406.0, -10875.0, 3908.0, 353292.0, g
52887.0, 18899.0, 2991.0, 246.0, 127.0, 47327.0, 42258.0, -10508.0, 5336.0, 235569.0, g
72666.0, 21918.0, 3435.0, 18.0, 91.0, 5397.0, 75269.0, 11225.0, 4838.0, 251216.0, g
41761.0, 22893.0, 3178.0, 214.0, 115.0, -13887.0, 12289.0, 13281.0, 7495.0, 174518.0, g
26036.0, 12939.0, 2781.0, 404.0, 214.0, -24487.0, -18454.0, -4763.0, 18338.0, 146511.0, g
87149.0, 31484.0, 3485.0, 14.0, 81.0, -63662.0, 54141.0, -15132.0, 901.0, 277526.0, g
34033.0, 16489.0, 275.0, 327.0, 178.0, 9259.0, 27557.0, 9046.0, 35836.0, 126279.0, g
76134.0, 1035.0, 2218.0, 576.0, 3.0, -85995.0, 17279.0, 8233.0, 1151.0, 130364.0, g
32377.0, 12086.0, 2524.0, 407.0, 229.0, 11355.0, -24064.0, 5709.0, 23357.0, 206525.0, g
28728.0, 21658.0, 2708.0, 361.0, 248.0, 20418.0, 22161.0, 14727.0, 83623.0, 61554.0, g
42974.0, 2358.0, 3224.0, 213.0, 118.0, -4081.0, 32797.0, 17787.0, 11061.0, 182674.0, g
89344.0, 23212.0, 3499.0, 232.0, 158.0, -24801.0, 6882.0, 15748.0, 1313.0, 305733.0, g
332.0, 10503.0, 251.0, 399.0, 233.0, 24652.0, -12712.0, 3587.0, 3651.0, 220918.0, g
86371.0, 28503.0, 3561.0, 214.0, 126.0, -25259.0, 62956.0, -12111.0, 2207.0, 305311.0, g
61659.0, 13891.0, 267.0, 414.0, 215.0, 32475.0, 58571.0, 10024.0, 8609.0, 171802.0, g
28969.0, 12705.0, 2592.0, 371.0, 186.0, 22422.0, 19056.0, -9352.0, 6879.0, 68725.0, g
89102.0, 39043.0, 3914.0, 119.0, 69.0, -103367.0, 70632.0, -32505.0, 5526.0, 22814.0, g
35474.0, 9986.0, 2439.0, 436.0, 242.0, 12883.0, 28209.0, -4274.0, 21853.0, 193075.0, g
62846.0, 24034.0, 366.0, 194.0, 103.0, 41159.0, 62502.0, 15894.0, 4375.0, 248368.0, g
10644.0, 33678.0, 3912.0, 107.0, 56.0, 1498.0, 98101.0, 26424.0, 4894.0, 287302.0, g
29742.0, 2355.0, 2881.0, 296.0, 164.0, 8832.0, -16526.0, -1447.0, 32683.0, 53216.0, g
44301.0, 19255.0, 2857.0, 281.0, 148.0, 51686.0, 35229.0, 16697.0, 983.0, 279156.0, g
92426.0, 24946.0, 2669.0, 308.0, 155.0, -124497.0, 7994.0, -13818.0, 1403.0, 21552.0, g
42395.0, 20413.0, 3073.0, 255.0, 149.0, 19214.0, 32657.0, 13384.0, 7951.0, 206328.0, g
12678.0, 11727.0, 2169.0, 712.0, 376.0, -156.0, 8069.0, -10804.0, 49757.0, 96182.0, g
2976.0, 10987.0, 2532.0, 435.0, 248.0, 9987.0, 22557.0, 961.0, 3846.0, 65146.0, g
3056.0, 15777.0, 2449.0, 427.0, 244.0, 538.0, 23924.0, -6073.0, 732.0, 166646.0, g
25162.0, 15489.0, 273.0, 471.0, 288.0, -2765.0, 11583.0, -12146.0, 1134.0, 193489.0, g
30167.0, 12836.0, 265.0, 45.0, 23.0, 28542.0, 14606.0, 4625.0, 1686.0, 210992.0, g
25.0, 9285.0, 2502.0, 617.0, 442.0, 22264.0, 24787.0, -7656.0, 12149.0, 217988.0, g
44546.0, 21015.0, 2926.0, 207.0, 105.0, -311.0, 3689.0, 7735.0, 4501.0, 129148.0, g
25594.0, 0.0, 2194.0, 748.0, 444.0, 0.0, 0.0, -16591.0, 61123.0, 107596.0, g
58136.0, 21855.0, 3139.0, 195.0, 105.0, 4766.0, 49472.0, -16822.0, 15462.0, 218522.0, g
66958.0, 2157.0, 3235.0, 195.0, 101.0, -1123.0, 65049.0, 9034.0, 6992.0, 22629.0, g
27359.0, 6891.0, 2225.0, 601.0, 36.0, 835.0, 17401.0, -4103.0, 51723.0, 198511.0, g
127824.0, 90078.0, 4616.0, 33.0, 17.0, 131424.0, 98305.0, 61158.0, 462.0, 191153.0, g
25131.0, 109.0, 2504.0, 504.0, 264.0, 303.0, 21976.0, -7423.0, 1668.0, 139472.0, g
39157.0, 12701.0, 2603.0, 3.0, 164.0, 56698.0, 14352.0, 9164.0, 13778.0, 136377.0, g
83285.0, 22584.0, 3128.0, 251.0, 163.0, -7526.0, 55207.0, 18666.0, 2772.0, 255471.0, g
60076.0, 2343.0, 29.0, 259.0, 135.0, 29214.0, 62638.0, -15586.0, 20636.0, 242762.0, g
23797.0, 1252.0, 254.0, 441.0, 249.0, -17455.0, -15097.0, -773.0, 4534.0, 16105.0, g
37269.0, 16304.0, 2886.0, 276.0, 167.0, -257.0, -21338.0, -10766.0, 1677.0, 164055.0, g
42501.0, 16731.0, 3065.0, 283.0, 147.0, 23085.0, 26017.0, 13729.0, 292.0, 205459.0, g
46258.0, 38107.0, 341.0, 192.0, 99.0, 41493.0, 37493.0, 36436.0, 14769.0, 124628.0, g
55674.0, 13747.0, 2948.0, 441.0, 328.0, -52073.0, 17701.0, -738.0, 4303.0, 277867.0, g
23997.0, 994.0, 2518.0, 504.0, 284.0, -18593.0, 15905.0, 522.0, 7962.0, 169428.0, g
44395.0, 11071.0, 2674.0, 385.0, 232.0, 35888.0, 32615.0, 10914.0, 1465.0, 185662.0, g
19534.0, 7433.0, 2172.0, 727.0, 434.0, -614.0, 5524.0, -476.0, 25883.0, 11552.0, g
24678.0, 16273.0, 2471.0, 463.0, 235.0, -3125.0, -17685.0, -10762.0, 74264.0, 143023.0, g
17336.0, 10982.0, 2283.0, 578.0, 3.0, -22464.0, -9431.0, 3698.0, 22234.0, 116364.0, g
55673.0, 19326.0, 319.0, 332.0, 204.0, 41056.0, 52473.0, 10361.0, 1553.0, 250943.0, g
22349.0, 12831.0, 2255.0, 583.0, 347.0, 11641.0, 14475.0, 8734.0, 58019.0, 105479.0, g
