@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
8, 70, 560, 8.75, 0.341, 0.918, 1.66, 191, 514, 115, 1
11, 42, 462, 3.818, 0.335, 0.829, 2.25, 155, 383, 69, 1
9, 36, 324, 4.0, 0.568, 0.932, 3.02, 184, 302, 61, 1
8, 21, 168, 2.625, 0.339, 0.673, 1.97, 57, 113, 29, 1
9, 35, 315, 3.889, 0.263, 0.667, 2.86, 83, 210, 29, 1
8, 48, 384, 6.0, 0.31, 0.807, 1.92, 119, 310, 62, 1
2, 112, 224, 56.0, 0.496, 0.504, 55.5, 111, 113, 2, 2
10, 130, 1300, 13.0, 0.425, 0.773, 2.79, 552, 1005, 198, 1
3, 31, 93, 10.333, 0.226, 0.774, 2.1, 21, 72, 10, 1
3, 16, 48, 5.333, 0.375, 0.938, 2.25, 18, 45, 8, 1
10, 21, 210, 2.1, 0.324, 0.6, 3.4, 68, 126, 20, 1
10, 38, 380, 3.8, 0.439, 0.897, 2.83, 167, 341, 59, 1
9, 36, 324, 4.0, 0.549, 0.914, 3.3, 178, 296, 54, 1
1, 32, 32, 32.0, 0.719, 1.0, 5.75, 23, 32, 4, 2
1, 13, 13, 13.0, 0.692, 1.0, 4.5, 9, 13, 2, 2
9, 20, 180, 2.222, 0.339, 0.872, 2.35, 61, 157, 26, 1
9, 32, 288, 3.556, 0.292, 0.826, 1.53, 84, 238, 55, 1
94, 2, 188, 0.021, 0.516, 0.516, 97.0, 97, 97, 1, 4
10, 83, 830, 8.3, 0.295, 0.725, 2.02, 245, 602, 121, 1
11, 100, 1100, 9.091, 0.269, 0.765, 1.9, 296, 842, 156, 1
8, 75, 600, 9.375, 0.415, 0.91, 2.37, 249, 546, 105, 1
9, 20, 180, 2.222, 0.339, 0.772, 1.74, 61, 139, 35, 1
9, 82, 738, 9.111, 0.337, 0.817, 2.01, 249, 603, 124, 1
11, 115, 1265, 10.455, 0.266, 0.723, 1.79, 337, 915, 188, 1
9, 44, 396, 4.889, 0.465, 0.944, 3.35, 184, 374, 55, 1
2, 446, 892, 223.0, 0.439, 0.603, 17.82, 392, 538, 22, 2
66, 3, 198, 0.045, 0.657, 0.909, 2.6, 130, 180, 50, 4
2, 236, 472, 118.0, 0.566, 0.689, 10.27, 267, 325, 26, 2
9, 174, 1566, 19.333, 0.178, 0.737, 1.71, 279, 1154, 163, 1
304, 463, 140752, 1.523, 0.063, 0.121, 3.91, 8898, 17081, 2273, 5
12, 118, 1416, 9.833, 0.253, 0.767, 1.95, 358, 1086, 184, 1
9, 93, 837, 10.333, 0.323, 0.888, 2.06, 270, 743, 131, 1
306, 465, 142290, 1.52, 0.055, 0.123, 2.69, 7861, 17452, 2925, 5
1, 51, 51, 51.0, 0.471, 1.0, 2.4, 24, 51, 10, 2
5, 30, 150, 6.0, 0.16, 0.66, 1.71, 24, 99, 14, 1
11, 35, 385, 3.182, 0.335, 0.584, 4.78, 129, 225, 27, 1
19, 462, 8778, 24.316, 0.523, 0.688, 16.88, 4591, 6035, 272, 2
10, 38, 380, 3.8, 0.434, 0.892, 2.89, 165, 339, 57, 1
9, 36, 324, 4.0, 0.552, 0.926, 3.51, 179, 300, 51, 1
10, 49, 490, 4.9, 0.551, 0.943, 3.07, 270, 462, 88, 1
1, 52, 52, 52.0, 0.538, 1.0, 14.0, 28, 52, 2, 2
9, 36, 324, 4.0, 0.42, 0.889, 2.0, 136, 288, 68, 1
9, 78, 702, 8.667, 0.349, 0.863, 2.17, 245, 606, 113, 1
12, 84, 1008, 7.0, 0.282, 0.778, 1.91, 284, 784, 149, 1
22, 26, 572, 1.182, 0.283, 0.918, 1.93, 162, 525, 84, 1
10, 53, 530, 5.3, 0.34, 0.9, 1.82, 180, 477, 99, 1
10, 40, 400, 4.0, 0.338, 0.878, 1.9, 135, 351, 71, 1
8, 82, 656, 10.25, 0.288, 0.997, 1.99, 189, 654, 95, 1
10, 34, 340, 3.4, 0.356, 0.803, 1.83, 121, 273, 66, 1
11, 8, 88, 0.727, 0.25, 1.0, 2.44, 22, 88, 9, 1
1, 75, 75, 75.0, 0.92, 1.0, 11.5, 69, 75, 6, 2
11, 100, 1100, 9.091, 0.456, 0.882, 3.04, 502, 970, 165, 1
1, 40, 40, 40.0, 1.0, 1.0, 40.0, 40, 40, 1, 2
1, 55, 55, 55.0, 0.564, 1.0, 10.33, 31, 55, 3, 2
14, 340, 4760, 24.286, 0.259, 0.592, 2.45, 1232, 2819, 503, 1
1, 46, 46, 46.0, 0.783, 1.0, 12.0, 36, 46, 3, 2
7, 17, 119, 2.429, 0.412, 0.933, 2.72, 49, 111, 18, 1
8, 32, 256, 4.0, 0.336, 0.789, 2.46, 86, 202, 35, 1
12, 8, 96, 0.667, 0.792, 1.0, 15.2, 76, 96, 5, 1
14, 18, 252, 1.286, 0.159, 0.607, 3.33, 40, 153, 12, 1
9, 24, 216, 2.667, 0.537, 1.0, 2.9, 116, 216, 40, 1
37, 101, 3737, 2.73, 0.282, 0.695, 2.44, 1053, 2596, 432, 1
10, 34, 340, 3.4, 0.421, 0.906, 2.01, 143, 308, 71, 1
11, 86, 946, 7.818, 0.332, 0.808, 2.2, 314, 764, 143, 1
11, 92, 1012, 8.364, 0.361, 0.851, 2.3, 365, 861, 159, 1
1, 48, 48, 48.0, 0.875, 1.0, 10.5, 42, 48, 4, 2
1, 29, 29, 29.0, 0.586, 1.0, 2.13, 17, 29, 8, 2
8, 46, 368, 5.75, 0.318, 0.818, 2.09, 117, 301, 56, 1
10, 66, 660, 6.6, 0.324, 0.78, 2.25, 214, 515, 95, 1
10, 11, 110, 1.1, 0.427, 1.0, 1.52, 47, 110, 31, 1
10, 80, 800, 8.0, 0.308, 0.838, 2.02, 246, 670, 122, 1
10, 48, 480, 4.8, 0.331, 0.742, 2.37, 159, 356, 67, 1
9, 47, 423, 5.222, 0.371, 0.825, 2.75, 157, 349, 57, 1
24, 340, 8160, 14.167, 0.211, 0.468, 2.67, 1718, 3822, 643, 1
1, 35, 35, 35.0, 0.829, 1.0, 9.67, 29, 35, 3, 2
7, 23, 161, 3.286, 0.093, 0.54, 1.36, 15, 87, 11, 1
11, 98, 1078, 8.909, 0.397, 0.778, 2.61, 428, 839, 164, 1
1, 23, 23, 23.0, 0.826, 1.0, 19.0, 19, 23, 1, 2
11, 75, 825, 6.818, 0.27, 0.679, 2.08, 223, 560, 107, 1
10, 12, 120, 1.2, 0.367, 1.0, 1.57, 44, 120, 28, 1
12, 90, 1080, 7.5, 0.183, 0.716, 1.92, 198, 773, 103, 1
12, 41, 492, 3.417, 0.289, 0.74, 2.06, 142, 364, 69, 1
1, 79, 79, 79.0, 0.608, 1.0, 6.86, 48, 79, 7, 2
1, 11, 11, 11.0, 0.727, 1.0, 4.0, 8, 11, 2, 2
8, 44, 352, 5.5, 0.455, 0.949, 3.2, 160, 334, 50, 1
8, 40, 320, 5.0, 0.409, 0.997, 2.22, 131, 319, 59, 1
9, 45, 405, 5.0, 0.447, 0.896, 3.23, 181, 363, 56, 1
7, 35, 245, 5.0, 0.482, 0.841, 2.81, 118, 206, 42, 1
9, 122, 1098, 13.556, 0.333, 0.829, 2.54, 366, 910, 144, 1
7, 31, 217, 4.429, 0.221, 0.853, 1.78, 48, 185, 27, 1
6, 28, 168, 4.667, 0.143, 0.53, 1.71, 24, 89, 14, 1
7, 121, 847, 17.286, 0.305, 0.675, 1.79, 258, 572, 144, 1
11, 22, 242, 2.0, 0.417, 0.694, 4.04, 101, 168, 25, 1
10, 38, 380, 3.8, 0.424, 0.939, 2.78, 161, 357, 58, 1
9, 36, 324, 4.0, 0.506, 0.91, 2.93, 164, 295, 56, 1
9, 49, 441, 5.444, 0.58, 0.995, 2.98, 256, 439, 86, 1
1, 15, 15, 15.0, 0.867, 1.0, 6.5, 13, 15, 2, 2
9, 12, 108, 1.333, 0.444, 1.0, 1.78, 48, 108, 27, 1
9, 12, 108, 1.333, 0.426, 1.0, 1.59, 46, 108, 29, 1
9, 81, 729, 9.0, 0.332, 0.974, 2.09, 242, 710, 116, 1
10, 46, 460, 4.6, 0.363, 0.843, 2.01, 167, 388, 83, 1
9, 33, 297, 3.667, 0.424, 0.97, 1.85, 126, 288, 68, 1
9, 81, 729, 9.0, 0.328, 0.916, 2.04, 239, 668, 117, 1
9, 75, 675, 8.333, 0.373, 0.913, 2.23, 252, 616, 113, 1
9, 9, 81, 1.0, 0.383, 0.802, 2.38, 31, 65, 13, 1
12, 117, 1404, 9.75, 0.231, 0.712, 1.68, 324, 1000, 193, 1
9, 40, 360, 4.444, 0.386, 0.889, 2.44, 139, 320, 57, 1
8, 44, 352, 5.5, 0.486, 0.952, 2.95, 171, 335, 58, 1
9, 42, 378, 4.667, 0.381, 0.931, 2.48, 144, 352, 58, 1
9, 122, 1098, 13.556, 0.378, 0.961, 2.73, 415, 1055, 152, 1
5, 23, 115, 4.6, 0.226, 1.0, 1.63, 26, 115, 16, 1
3, 56, 168, 18.667, 0.065, 0.5, 1.38, 11, 84, 8, 1
4, 32, 128, 8.0, 0.313, 1.0, 2.11, 40, 128, 19, 1
17, 77, 1309, 4.529, 0.314, 0.76, 2.94, 411, 995, 140, 1
12, 8, 96, 0.667, 0.438, 0.51, 42.0, 42, 49, 1, 1
12, 9, 108, 0.75, 0.509, 0.657, 9.17, 55, 71, 6, 1
25, 300, 7500, 12.0, 0.065, 0.071, 40.33, 484, 531, 12, 2
7, 11, 77, 1.571, 0.143, 0.558, 1.57, 11, 43, 7, 1
9, 99, 891, 11.0, 0.288, 0.801, 1.95, 257, 714, 132, 1
11, 101, 1111, 9.182, 0.267, 0.849, 1.72, 297, 943, 173, 1
12, 43, 516, 3.583, 0.31, 0.793, 2.32, 160, 409, 69, 1
9, 65, 585, 7.222, 0.463, 0.901, 2.66, 271, 527, 102, 1
9, 123, 1107, 13.667, 0.359, 0.898, 2.78, 397, 994, 143, 1
6, 142, 852, 23.667, 0.115, 0.173, 6.53, 98, 147, 15, 2
8, 5, 40, 0.625, 0.325, 0.9, 6.5, 13, 36, 2, 1
8, 23, 184, 2.875, 0.255, 1.0, 2.14, 47, 184, 22, 1
8, 15, 120, 1.875, 0.258, 0.683, 3.88, 31, 82, 8, 1
7, 121, 847, 17.286, 0.272, 0.646, 1.54, 230, 547, 149, 1
10, 8, 80, 0.8, 0.675, 1.0, 9.0, 54, 80, 6, 1
10, 7, 70, 0.7, 0.429, 0.429, 30.0, 30, 30, 1, 1
10, 8, 80, 0.8, 0.575, 0.888, 9.2, 46, 71, 5, 1
9, 11, 99, 1.222, 0.343, 1.0, 1.42, 34, 99, 24, 1
9, 12, 108, 1.333, 0.407, 0.898, 1.63, 44, 97, 27, 1
8, 53, 424, 6.625, 0.33, 0.894, 1.63, 140, 379, 86, 1
11, 101, 1111, 9.182, 0.253, 0.77, 1.71, 281, 856, 164, 1
12, 72, 864, 6.0, 0.228, 0.78, 1.79, 197, 674, 110, 1
9, 97, 873, 10.778, 0.317, 0.863, 1.76, 277, 753, 157, 1
9, 26, 234, 2.889, 0.299, 0.953, 1.67, 70, 223, 42, 1
8, 18, 144, 2.25, 0.472, 1.0, 2.52, 68, 144, 27, 1
1, 73, 73, 73.0, 0.616, 1.0, 3.75, 45, 73, 12, 2
10, 118, 1180, 11.8, 0.277, 0.745, 2.02, 327, 879, 162, 1
21, 2, 42, 0.095, 0.738, 0.738, 31.0, 31, 31, 1, 2
8, 41, 328, 5.125, 0.351, 0.963, 1.92, 115, 316, 60, 1
1, 147, 147, 147.0, 0.864, 1.0, 11.55, 127, 147, 11, 2
10, 31, 310, 3.1, 0.3, 0.813, 3.32, 93, 252, 28, 1
8, 71, 568, 8.875, 0.312, 0.866, 1.86, 177, 492, 95, 1
8, 71, 568, 8.875, 0.31, 0.861, 1.85, 176, 489, 95, 1
8, 64, 512, 8.0, 0.301, 0.857, 1.93, 154, 439, 80, 1
26, 1, 26, 0.038, 1.0, 1.0, 26.0, 26, 26, 1, 4
10, 121, 1210, 12.1, 0.37, 0.873, 2.41, 448, 1056, 186, 1
23, 1, 23, 0.043, 1.0, 1.0, 23.0, 23, 23, 1, 4
8, 185, 1480, 23.125, 0.235, 0.659, 1.82, 348, 975, 191, 1
7, 46, 322, 6.571, 0.304, 0.963, 2.58, 98, 310, 38, 1
7, 29, 203, 4.143, 0.266, 0.813, 2.7, 54, 165, 20, 1
5, 99, 495, 19.8, 0.356, 0.881, 1.5, 176, 436, 117, 1
12, 307, 3684, 25.583, 0.29, 0.771, 2.41, 1068, 2842, 444, 1
25, 410, 10250, 16.4, 0.272, 0.67, 2.29, 2792, 6872, 1218, 1
9, 33, 297, 3.667, 0.377, 0.842, 2.24, 112, 250, 50, 1
10, 75, 750, 7.5, 0.428, 0.909, 2.28, 321, 682, 141, 1
18, 168, 3024, 9.333, 0.187, 0.73, 2.34, 564, 2207, 241, 1
8, 70, 560, 8.75, 0.371, 0.911, 1.7, 208, 510, 122, 1
14, 217, 3038, 15.5, 0.268, 0.632, 2.12, 813, 1919, 383, 1
9, 84, 756, 9.333, 0.407, 0.878, 2.75, 308, 664, 112, 1
9, 119, 1071, 13.222, 0.422, 0.965, 2.34, 452, 1033, 193, 1
12, 84, 1008, 7.0, 0.331, 0.792, 2.35, 334, 798, 142, 1
5, 39, 195, 7.8, 0.41, 0.867, 1.67, 80, 169, 48, 1
8, 130, 1040, 16.25, 0.36, 0.876, 2.21, 374, 911, 169, 1
6, 100, 600, 16.667, 0.385, 0.828, 1.72, 231, 497, 134, 1
6, 50, 300, 8.333, 0.397, 0.713, 2.38, 119, 214, 50, 1
11, 35, 385, 3.182, 0.351, 0.652, 2.25, 135, 251, 60, 1
9, 40, 360, 4.444, 0.506, 0.964, 3.08, 182, 347, 59, 1
9, 42, 378, 4.667, 0.378, 0.841, 2.65, 143, 318, 54, 1
26, 412, 10712, 15.846, 0.32, 0.664, 3.0, 3424, 7118, 1142, 1
12, 410, 4920, 34.167, 0.324, 0.706, 2.47, 1595, 3474, 645, 1
10, 119, 1190, 11.9, 0.39, 0.81, 2.75, 464, 964, 169, 1
8, 69, 552, 8.625, 0.415, 0.984, 2.16, 229, 543, 106, 1
8, 70, 560, 8.75, 0.388, 0.841, 2.21, 217, 471, 98, 1
8, 62, 496, 7.75, 0.363, 0.925, 2.12, 180, 459, 85, 1
13, 30, 390, 2.308, 0.356, 0.649, 3.23, 139, 253, 43, 1
8, 132, 1056, 16.5, 0.311, 0.873, 2.01, 328, 922, 163, 1
6, 50, 300, 8.333, 0.327, 0.687, 2.0, 98, 206, 49, 1
6, 46, 276, 7.667, 0.315, 0.75, 2.12, 87, 207, 41, 1
9, 37, 333, 4.111, 0.517, 0.934, 2.82, 172, 311, 61, 1
12, 176, 2112, 14.667, 0.302, 0.599, 2.61, 637, 1265, 244, 1
12, 122, 1464, 10.167, 0.26, 0.881, 2.3, 381, 1290, 166, 1
10, 54, 540, 5.4, 0.378, 0.622, 3.14, 204, 336, 65, 1
12, 37, 444, 3.083, 0.41, 0.748, 3.87, 182, 332, 47, 1
12, 25, 300, 2.083, 0.32, 0.643, 2.59, 96, 193, 37, 1
6, 184, 1104, 30.667, 0.323, 0.752, 1.99, 357, 830, 179, 1
7, 17, 119, 2.429, 0.412, 0.807, 2.58, 49, 96, 19, 1
8, 123, 984, 15.375, 0.255, 0.827, 1.71, 251, 814, 147, 1
12, 67, 804, 5.583, 0.35, 0.693, 2.84, 281, 557, 99, 1
7, 183, 1281, 26.143, 0.265, 0.664, 1.88, 340, 850, 181, 1
8, 68, 544, 8.5, 0.336, 0.868, 1.91, 183, 472, 96, 1
8, 61, 488, 7.625, 0.316, 0.967, 2.03, 154, 472, 76, 1
8, 127, 1016, 15.875, 0.314, 0.825, 1.98, 319, 838, 161, 1
5, 29, 145, 5.8, 0.4, 0.89, 1.87, 58, 129, 31, 1
7, 100, 700, 14.286, 0.294, 0.633, 1.67, 206, 443, 123, 1
13, 84, 1092, 6.462, 0.35, 0.59, 3.16, 382, 644, 121, 1
38, 410, 15580, 10.789, 0.279, 0.696, 2.39, 4341, 10849, 1815, 1
10, 119, 1190, 11.9, 0.392, 0.891, 2.46, 467, 1060, 190, 1
10, 33, 330, 3.3, 0.294, 0.791, 1.83, 97, 261, 53, 1
11, 101, 1111, 9.182, 0.33, 0.734, 2.68, 367, 815, 137, 1
9, 108, 972, 12.0, 0.364, 0.794, 2.15, 354, 772, 165, 1
7, 116, 812, 16.571, 0.309, 0.676, 2.2, 251, 549, 114, 1
8, 70, 560, 8.75, 0.464, 0.988, 2.36, 260, 553, 110, 1
6, 51, 306, 8.5, 0.454, 0.817, 2.44, 139, 250, 57, 1
11, 104, 1144, 9.455, 0.367, 0.747, 2.56, 420, 854, 164, 1
10, 181, 1810, 18.1, 0.491, 0.866, 3.25, 888, 1567, 273, 1
10, 51, 510, 5.1, 0.41, 0.667, 3.12, 209, 340, 67, 1
10, 33, 330, 3.3, 0.282, 0.839, 1.82, 93, 277, 51, 1
10, 98, 980, 9.8, 0.392, 0.849, 2.49, 384, 832, 154, 1
6, 39, 234, 6.5, 0.466, 0.889, 2.1, 109, 208, 52, 1
18, 64, 1152, 3.556, 0.261, 0.705, 3.24, 301, 812, 93, 1
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, 5
4, 7, 28, 1.75, 0.286, 1.0, 2.0, 8, 28, 4, 5
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, 5
23, 271, 6233, 11.783, 0.126, 0.359, 1.87, 786, 2239, 420, 1
8, 7, 56, 0.875, 0.304, 0.946, 1.55, 17, 53, 11, 1
8, 240, 1920, 30.0, 0.194, 0.515, 1.34, 373, 988, 279, 1
8, 272, 2176, 34.0, 0.189, 0.688, 1.32, 411, 1497, 311, 1
8, 272, 2176, 34.0, 0.186, 0.539, 1.35, 404, 1172, 299, 1
11, 271, 2981, 24.636, 0.177, 0.588, 1.49, 527, 1752, 353, 1
7, 7, 49, 1.0, 0.367, 1.0, 1.38, 18, 49, 13, 1
100, 49, 4900, 0.49, 0.093, 0.4, 1.77, 458, 1958, 259, 5
10, 7, 70, 0.7, 0.157, 0.6, 1.57, 11, 42, 7, 5
10, 179, 1790, 17.9, 0.2, 0.758, 1.41, 358, 1356, 254, 1
8, 25, 200, 3.125, 0.33, 1.0, 1.65, 66, 200, 40, 1
6, 6, 36, 1.0, 0.194, 0.417, 3.5, 7, 15, 2, 5
8, 9, 72, 1.125, 0.125, 0.319, 4.5, 9, 23, 2, 5
8, 37, 296, 4.625, 0.334, 0.993, 1.29, 99, 294, 77, 1
7, 38, 266, 5.429, 0.308, 0.789, 1.55, 82, 210, 53, 1
10, 272, 2720, 27.2, 0.191, 0.578, 1.49, 520, 1571, 348, 1
8, 98, 784, 12.25, 0.282, 0.864, 1.42, 221, 677, 156, 1
10, 60, 600, 6.0, 0.223, 0.607, 1.47, 134, 364, 91, 1
8, 65, 520, 8.125, 0.269, 0.725, 1.4, 140, 377, 100, 1
9, 258, 2322, 28.667, 0.173, 0.581, 1.28, 401, 1350, 313, 1
8, 46, 368, 5.75, 0.285, 0.791, 1.42, 105, 291, 74, 1
10, 271, 2710, 27.1, 0.168, 0.612, 1.29, 454, 1659, 351, 1
8, 71, 568, 8.875, 0.136, 0.384, 1.31, 77, 218, 59, 1
2, 7, 14, 3.5, 0.5, 0.929, 3.5, 7, 13, 2, 1
7, 7, 49, 1.0, 0.286, 0.633, 1.56, 14, 31, 9, 1
5, 12, 60, 2.4, 0.383, 0.883, 1.92, 23, 53, 12, 1
9, 81, 729, 9.0, 0.187, 0.542, 1.49, 136, 395, 91, 1
6, 25, 150, 4.167, 0.34, 0.887, 1.42, 51, 133, 36, 1
6, 2, 12, 0.333, 0.583, 1.0, 7.0, 7, 12, 1, 1
7, 14, 98, 2.0, 0.337, 0.99, 1.65, 33, 97, 20, 1
7, 9, 63, 1.286, 0.317, 0.984, 2.22, 20, 62, 9, 1
9, 29, 261, 3.222, 0.234, 0.709, 1.3, 61, 185, 47, 1
9, 16, 144, 1.778, 0.222, 0.479, 1.33, 32, 69, 24, 1
10, 79, 790, 7.9, 0.163, 0.42, 1.25, 129, 332, 103, 1
1, 114, 114, 114.0, 0.939, 1.0, 21.4, 107, 114, 5, 2
6, 32, 192, 5.333, 0.292, 0.698, 1.37, 56, 134, 41, 1
7, 41, 287, 5.857, 0.22, 0.756, 1.47, 63, 217, 43, 1
6, 13, 78, 2.167, 0.295, 0.872, 1.44, 23, 68, 16, 1
6, 40, 240, 6.667, 0.221, 0.983, 1.26, 53, 236, 42, 1
6, 7, 42, 1.167, 0.31, 0.786, 1.86, 13, 33, 7, 1
6, 40, 240, 6.667, 0.313, 0.996, 1.27, 75, 239, 59, 1
9, 23, 207, 2.556, 0.213, 0.507, 1.57, 44, 105, 28, 1
6, 13, 78, 2.167, 0.308, 0.872, 1.6, 24, 68, 15, 1
5, 13, 65, 2.6, 0.246, 0.831, 1.33, 16, 54, 12, 1
6, 24, 144, 4.0, 0.257, 0.771, 1.42, 37, 111, 26, 1
7, 41, 287, 5.857, 0.226, 0.784, 1.48, 65, 225, 44, 1
9, 107, 963, 11.889, 0.204, 0.683, 1.42, 196, 658, 138, 1
6, 7, 42, 1.167, 0.262, 0.786, 1.83, 11, 33, 6, 1
7, 16, 112, 2.286, 0.304, 0.696, 1.36, 34, 78, 25, 1
5, 11, 55, 2.2, 0.345, 0.873, 1.46, 19, 48, 13, 1
9, 21, 189, 2.333, 0.243, 0.757, 1.31, 46, 143, 35, 1
7, 49, 343, 7.0, 0.318, 0.735, 1.54, 109, 252, 71, 1
5, 17, 85, 3.4, 0.412, 0.941, 1.75, 35, 80, 20, 1
7, 9, 63, 1.286, 0.349, 0.905, 2.2, 22, 57, 10, 1
7, 38, 266, 5.429, 0.301, 0.85, 1.45, 80, 226, 55, 1
7, 8, 56, 1.143, 0.286, 0.732, 1.78, 16, 41, 9, 1
9, 220, 1980, 24.444, 0.23, 0.758, 1.44, 456, 1501, 316, 1
7, 29, 203, 4.143, 0.305, 0.837, 1.48, 62, 170, 42, 1
7, 13, 91, 1.857, 0.264, 0.648, 1.41, 24, 59, 17, 1
7, 54, 378, 7.714, 0.254, 0.608, 1.39, 96, 230, 69, 1
7, 7, 49, 1.0, 0.408, 0.857, 2.22, 20, 42, 9, 1
7, 21, 147, 3.0, 0.354, 0.939, 1.63, 52, 138, 32, 1
8, 47, 376, 5.875, 0.221, 0.702, 1.26, 83, 264, 66, 1
7, 35, 245, 5.0, 0.31, 1.0, 1.55, 76, 245, 49, 1
10, 49, 490, 4.9, 0.196, 0.751, 1.26, 96, 368, 76, 1
9, 49, 441, 5.444, 0.231, 0.685, 1.46, 102, 302, 70, 1
6, 11, 66, 1.833, 0.303, 0.712, 1.54, 20, 47, 13, 1
6, 6, 36, 1.0, 0.417, 0.944, 1.5, 15, 34, 10, 1
7, 11, 77, 1.571, 0.351, 0.922, 1.59, 27, 71, 17, 1
7, 20, 140, 2.857, 0.364, 0.871, 1.46, 51, 122, 35, 1
7, 49, 343, 7.0, 0.3, 0.72, 1.34, 103, 247, 77, 1
7, 66, 462, 9.429, 0.294, 0.924, 1.46, 136, 427, 93, 1
9, 54, 486, 6.0, 0.27, 0.852, 1.49, 131, 414, 88, 1
7, 9, 63, 1.286, 0.381, 0.952, 1.85, 24, 60, 13, 1
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, 1
7, 38, 266, 5.429, 0.226, 0.639, 1.4, 60, 170, 43, 1
8, 23, 184, 2.875, 0.239, 0.554, 1.76, 44, 102, 25, 1
9, 41, 369, 4.556, 0.244, 0.661, 1.32, 90, 244, 68, 1
6, 19, 114, 3.167, 0.36, 0.711, 1.58, 41, 81, 26, 1
