@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
10, 63, 630, 6.3, 0.233, 0.705, 1.69, 147, 444, 87, 1
1, 10, 10, 10.0, 1.0, 1.0, 10.0, 10, 10, 1, 2
3, 113, 339, 37.667, 0.357, 0.378, 30.25, 121, 128, 4, 2
9, 37, 333, 4.111, 0.526, 0.898, 3.18, 175, 299, 55, 1
10, 100, 1000, 10.0, 0.436, 0.91, 2.53, 436, 910, 172, 1
10, 44, 440, 4.4, 0.393, 0.852, 3.15, 173, 375, 55, 1
2, 18, 36, 9.0, 0.722, 0.722, 26.0, 26, 26, 1, 2
1, 17, 17, 17.0, 0.765, 1.0, 3.25, 13, 17, 4, 2
11, 7, 77, 0.636, 0.597, 1.0, 5.75, 46, 77, 8, 1
9, 55, 495, 6.111, 0.299, 1.0, 1.92, 148, 495, 77, 1
9, 14, 126, 1.556, 0.127, 0.937, 1.78, 16, 118, 9, 1
8, 23, 184, 2.875, 0.288, 1.0, 1.47, 53, 184, 36, 1
8, 35, 280, 4.375, 0.379, 0.886, 1.66, 106, 248, 64, 1
8, 83, 664, 10.375, 0.325, 0.908, 1.76, 216, 603, 123, 1
9, 99, 891, 11.0, 0.27, 0.818, 1.93, 241, 729, 125, 1
9, 80, 720, 8.889, 0.293, 0.868, 1.85, 211, 625, 114, 1
11, 101, 1111, 9.182, 0.239, 0.818, 1.61, 265, 909, 165, 1
12, 26, 312, 2.167, 0.221, 1.0, 1.6, 69, 312, 43, 1
12, 40, 480, 3.333, 0.271, 0.733, 1.97, 130, 352, 66, 1
8, 26, 208, 3.25, 0.375, 0.947, 1.77, 78, 197, 44, 1
8, 75, 600, 9.375, 0.328, 0.888, 1.86, 197, 533, 106, 1
8, 18, 144, 2.25, 0.479, 0.986, 2.16, 69, 142, 32, 1
9, 99, 891, 11.0, 0.464, 0.942, 2.52, 413, 839, 164, 1
8, 31, 248, 3.875, 0.327, 0.79, 1.84, 81, 196, 44, 1
9, 101, 909, 11.222, 0.442, 0.861, 2.68, 402, 783, 150, 1
11, 118, 1298, 10.727, 0.26, 0.817, 2.01, 338, 1061, 168, 1
10, 126, 1260, 12.6, 0.41, 0.833, 2.63, 516, 1049, 196, 1
8, 41, 328, 5.125, 0.335, 0.933, 2.08, 110, 306, 53, 1
6, 27, 162, 4.5, 0.136, 0.673, 2.0, 22, 109, 11, 1
5, 8, 40, 1.6, 0.35, 0.675, 4.67, 14, 27, 3, 1
5, 35, 175, 7.0, 0.2, 0.829, 4.38, 35, 145, 8, 1
11, 21, 231, 1.909, 0.411, 0.68, 3.96, 95, 157, 24, 1
10, 8, 80, 0.8, 0.5, 1.0, 5.0, 40, 80, 8, 1
9, 23, 207, 2.556, 0.304, 1.0, 1.62, 63, 207, 39, 1
9, 37, 333, 4.111, 0.381, 0.808, 2.05, 127, 269, 62, 1
10, 64, 640, 6.4, 0.295, 0.808, 2.25, 189, 517, 84, 1
11, 83, 913, 7.545, 0.274, 0.9, 1.71, 250, 822, 146, 1
9, 32, 288, 3.556, 0.333, 0.861, 1.68, 96, 248, 57, 1
12, 13, 156, 1.083, 0.372, 0.981, 2.32, 58, 153, 25, 1
2, 123, 246, 61.5, 0.5, 0.504, 123.0, 123, 124, 1, 2
19, 123, 2337, 6.474, 0.089, 0.089, 207.0, 207, 208, 1, 1
8, 6, 48, 0.75, 0.5, 0.646, 8.0, 24, 31, 3, 1
10, 65, 650, 6.5, 0.445, 0.911, 2.58, 289, 592, 112, 1
9, 37, 333, 4.111, 0.598, 0.946, 3.49, 199, 315, 57, 1
12, 116, 1392, 9.667, 0.246, 0.707, 1.99, 343, 984, 172, 1
4, 2, 8, 0.5, 0.875, 0.875, 7.0, 7, 7, 1, 4
8, 45, 360, 5.625, 0.367, 0.897, 2.44, 132, 323, 54, 1
8, 41, 328, 5.125, 0.424, 0.966, 2.53, 139, 317, 55, 1
14, 339, 4746, 24.214, 0.248, 0.547, 2.44, 1175, 2596, 481, 1
44, 3, 132, 0.068, 0.598, 0.841, 2.47, 79, 111, 32, 4
1, 61, 61, 61.0, 1.0, 1.0, 61.0, 61, 61, 1, 2
10, 20, 200, 2.0, 0.435, 0.89, 2.9, 87, 178, 30, 1
7, 9, 63, 1.286, 0.333, 0.492, 21.0, 21, 31, 1, 1
4, 16, 64, 4.0, 0.391, 0.938, 1.67, 25, 60, 15, 1
10, 122, 1220, 12.2, 0.273, 0.54, 2.03, 333, 659, 164, 1
10, 33, 330, 3.3, 0.367, 0.864, 1.95, 121, 285, 62, 1
9, 82, 738, 9.111, 0.379, 0.879, 2.35, 280, 649, 119, 1
11, 102, 1122, 9.273, 0.289, 0.829, 1.87, 324, 930, 173, 1
11, 43, 473, 3.909, 0.334, 0.875, 2.47, 158, 414, 64, 1
9, 121, 1089, 13.444, 0.356, 0.817, 2.2, 388, 890, 176, 1
10, 40, 400, 4.0, 0.428, 0.895, 3.05, 171, 358, 56, 1
9, 41, 369, 4.556, 0.425, 0.962, 2.71, 157, 355, 58, 1
1, 11, 11, 11.0, 1.0, 1.0, 11.0, 11, 11, 1, 2
4, 115, 460, 28.75, 0.426, 0.487, 17.82, 196, 224, 11, 2
12, 8, 96, 0.667, 0.615, 0.969, 5.9, 59, 93, 10, 1
10, 22, 220, 2.2, 0.336, 0.836, 2.74, 74, 184, 27, 1
12, 83, 996, 6.917, 0.301, 0.814, 1.99, 300, 811, 151, 1
12, 43, 516, 3.583, 0.357, 0.849, 2.71, 184, 438, 68, 1
11, 118, 1298, 10.727, 0.348, 0.797, 2.71, 452, 1035, 167, 1
10, 21, 210, 2.1, 0.362, 0.819, 2.11, 76, 172, 36, 1
9, 41, 369, 4.556, 0.444, 0.976, 2.88, 164, 360, 57, 1
8, 59, 472, 7.375, 0.292, 0.888, 1.82, 138, 419, 76, 1
10, 83, 830, 8.3, 0.357, 0.813, 2.28, 296, 675, 130, 1
9, 82, 738, 9.111, 0.408, 0.924, 2.39, 301, 682, 126, 1
23, 26, 598, 1.13, 0.278, 0.96, 1.8, 166, 574, 92, 1
23, 47, 1081, 2.043, 0.315, 0.747, 2.2, 341, 808, 155, 1
10, 34, 340, 3.4, 0.388, 0.891, 2.1, 132, 303, 63, 1
12, 13, 156, 1.083, 0.391, 0.981, 2.35, 61, 153, 26, 1
12, 8, 96, 0.667, 0.302, 1.0, 2.9, 29, 96, 10, 1
12, 42, 504, 3.5, 0.355, 0.788, 2.71, 179, 397, 66, 1
10, 86, 860, 8.6, 0.326, 0.844, 1.85, 280, 726, 151, 1
9, 76, 684, 8.444, 0.38, 0.95, 2.2, 260, 650, 118, 1
9, 36, 324, 4.0, 0.586, 0.948, 3.45, 190, 307, 55, 1
9, 22, 198, 2.444, 0.389, 0.843, 1.93, 77, 167, 40, 1
11, 100, 1100, 9.091, 0.473, 0.882, 3.29, 520, 970, 158, 1
23, 118, 2714, 5.13, 0.293, 0.784, 2.06, 795, 2129, 385, 1
9, 44, 396, 4.889, 0.449, 0.879, 2.97, 178, 348, 60, 1
10, 130, 1300, 13.0, 0.486, 0.856, 3.18, 632, 1113, 199, 1
1, 28, 28, 28.0, 0.964, 1.0, 27.0, 27, 28, 1, 2
6, 13, 78, 2.167, 0.128, 0.577, 1.67, 10, 45, 6, 1
7, 18, 126, 2.571, 0.119, 0.452, 2.14, 15, 57, 7, 1
7, 16, 112, 2.286, 0.241, 0.634, 2.45, 27, 71, 11, 1
11, 9, 99, 0.818, 0.515, 0.768, 8.5, 51, 76, 6, 1
11, 7, 77, 0.636, 0.468, 0.481, 36.0, 36, 37, 1, 1
9, 78, 702, 8.667, 0.329, 0.896, 2.1, 231, 629, 110, 1
8, 24, 192, 3.0, 0.297, 0.974, 1.43, 57, 187, 40, 1
8, 36, 288, 4.5, 0.465, 0.885, 2.13, 134, 255, 63, 1
8, 38, 304, 4.75, 0.349, 0.757, 1.93, 106, 230, 55, 1
9, 63, 567, 7.0, 0.298, 0.787, 2.01, 169, 446, 84, 1
9, 82, 738, 9.111, 0.309, 0.778, 1.93, 228, 574, 118, 1
8, 16, 128, 2.0, 0.156, 0.859, 5.0, 20, 110, 4, 5
10, 63, 630, 6.3, 0.251, 0.898, 1.84, 158, 566, 86, 1
9, 34, 306, 3.778, 0.363, 0.863, 1.76, 111, 264, 63, 1
12, 26, 312, 2.167, 0.276, 0.83, 2.21, 86, 259, 39, 1
12, 43, 516, 3.583, 0.328, 0.789, 2.56, 169, 407, 66, 1
8, 6, 48, 0.75, 0.583, 0.813, 7.0, 28, 39, 4, 1
1, 98, 98, 98.0, 0.939, 1.0, 30.67, 92, 98, 3, 2
8, 8, 64, 1.0, 0.25, 0.672, 1.6, 16, 43, 10, 1
11, 118, 1298, 10.727, 0.29, 0.798, 1.99, 376, 1036, 189, 1
9, 126, 1134, 14.0, 0.466, 0.907, 2.84, 528, 1029, 186, 1
8, 48, 384, 6.0, 0.328, 0.885, 2.0, 126, 340, 63, 1
1, 17, 17, 17.0, 0.824, 1.0, 4.67, 14, 17, 3, 2
8, 43, 344, 5.375, 0.372, 0.956, 2.1, 128, 329, 61, 1
3, 14, 42, 4.667, 0.381, 0.881, 3.2, 16, 37, 5, 1
8, 18, 144, 2.25, 0.215, 0.813, 2.38, 31, 117, 13, 1
7, 40, 280, 5.714, 0.186, 0.754, 2.26, 52, 211, 23, 1
13, 77, 1001, 5.923, 0.258, 0.564, 3.04, 258, 565, 85, 1
9, 23, 207, 2.556, 0.324, 0.986, 1.63, 67, 204, 41, 1
9, 100, 900, 11.111, 0.276, 0.847, 1.91, 248, 762, 130, 1
11, 84, 924, 7.636, 0.291, 0.843, 1.74, 269, 779, 155, 1
10, 80, 800, 8.0, 0.279, 0.8, 1.92, 223, 640, 116, 1
12, 72, 864, 6.0, 0.281, 0.807, 2.15, 243, 697, 113, 1
9, 84, 756, 9.333, 0.25, 0.955, 1.83, 189, 722, 103, 1
6, 7, 42, 1.167, 0.238, 0.69, 10.0, 10, 29, 1, 2
11, 8, 88, 0.727, 0.261, 1.0, 2.09, 23, 88, 11, 1
8, 33, 264, 4.125, 0.314, 0.705, 2.13, 83, 186, 39, 1
10, 99, 990, 9.9, 0.443, 0.912, 2.64, 439, 903, 166, 1
12, 118, 1416, 9.833, 0.266, 0.734, 1.99, 377, 1039, 189, 1
9, 47, 423, 5.222, 0.286, 0.738, 1.95, 121, 312, 62, 1
1, 42, 42, 42.0, 0.31, 1.0, 2.6, 13, 42, 5, 2
15, 300, 4500, 20.0, 0.252, 0.576, 2.36, 1136, 2594, 481, 1
1, 17, 17, 17.0, 0.765, 1.0, 6.5, 13, 17, 2, 2
5, 44, 220, 8.8, 0.241, 0.791, 2.52, 53, 174, 21, 1
14, 34, 476, 2.429, 0.279, 0.851, 3.09, 133, 405, 43, 1
11, 8, 88, 0.727, 0.705, 1.0, 8.86, 62, 88, 7, 1
1, 29, 29, 29.0, 1.0, 1.0, 29.0, 29, 29, 1, 2
1, 14, 14, 14.0, 0.929, 1.0, 13.0, 13, 14, 1, 2
1, 45, 45, 45.0, 0.933, 1.0, 21.0, 42, 45, 2, 2
9, 21, 189, 2.333, 0.497, 0.958, 3.62, 94, 181, 26, 1
2, 50, 100, 25.0, 0.46, 0.51, 15.33, 46, 51, 3, 2
9, 79, 711, 8.778, 0.323, 0.873, 2.19, 230, 621, 105, 1
9, 81, 729, 9.0, 0.357, 0.863, 2.22, 260, 629, 117, 1
12, 2, 24, 0.167, 0.625, 0.667, 15.0, 15, 16, 1, 4
9, 12, 108, 1.333, 0.38, 1.0, 1.46, 41, 108, 28, 1
11, 82, 902, 7.455, 0.236, 0.814, 1.97, 213, 734, 108, 1
9, 36, 324, 4.0, 0.565, 0.944, 3.16, 183, 306, 58, 1
11, 116, 1276, 10.545, 0.274, 0.804, 1.8, 350, 1026, 194, 1
8, 46, 368, 5.75, 0.315, 0.938, 1.78, 116, 345, 65, 1
9, 42, 378, 4.667, 0.347, 0.915, 2.34, 131, 346, 56, 1
14, 301, 4214, 21.5, 0.257, 0.564, 2.37, 1084, 2378, 458, 1
8, 14, 112, 1.75, 0.321, 0.938, 1.71, 36, 105, 21, 1
7, 2, 14, 0.286, 0.643, 0.929, 2.25, 9, 13, 4, 1
11, 9, 99, 0.818, 0.465, 0.687, 5.75, 46, 68, 8, 1
10, 8, 80, 0.8, 0.6, 1.0, 6.0, 48, 80, 8, 1
10, 38, 380, 3.8, 0.397, 0.887, 2.7, 151, 337, 56, 1
10, 97, 970, 9.7, 0.425, 0.825, 2.71, 412, 800, 152, 1
9, 21, 189, 2.333, 0.365, 0.82, 2.88, 69, 155, 24, 1
9, 50, 450, 5.556, 0.32, 0.716, 2.67, 144, 322, 54, 1
8, 11, 88, 1.375, 0.443, 1.0, 1.63, 39, 88, 24, 1
10, 84, 840, 8.4, 0.279, 0.896, 1.65, 234, 753, 142, 1
9, 12, 108, 1.333, 0.426, 1.0, 1.64, 46, 108, 28, 1
8, 6, 48, 0.75, 0.542, 0.646, 13.0, 26, 31, 2, 1
10, 64, 640, 6.4, 0.439, 0.889, 2.58, 281, 569, 109, 1
8, 21, 168, 2.625, 0.363, 0.774, 1.69, 61, 130, 36, 1
9, 126, 1134, 14.0, 0.484, 0.953, 2.83, 549, 1081, 194, 1
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
36, 172, 6192, 4.778, 0.128, 0.337, 4.84, 793, 2086, 164, 5
22, 72, 1584, 3.273, 0.469, 0.848, 8.64, 743, 1343, 86, 1
7, 190, 1330, 27.143, 0.293, 0.847, 1.79, 390, 1126, 218, 1
9, 133, 1197, 14.778, 0.236, 0.718, 1.89, 283, 859, 150, 1
6, 100, 600, 16.667, 0.342, 0.822, 1.71, 205, 493, 120, 1
10, 48, 480, 4.8, 0.313, 0.76, 2.5, 150, 365, 60, 1
12, 168, 2016, 14.0, 0.255, 0.719, 2.1, 515, 1449, 245, 1
13, 65, 845, 5.0, 0.302, 0.677, 2.58, 255, 572, 99, 1
17, 1, 17, 0.059, 1.0, 1.0, 17.0, 17, 17, 1, 4
13, 106, 1378, 8.154, 0.306, 0.688, 2.37, 422, 948, 178, 1
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, 4
14, 1, 14, 0.071, 1.0, 1.0, 14.0, 14, 14, 1, 4
2, 6, 12, 3.0, 0.667, 1.0, 4.0, 8, 12, 2, 2
5, 39, 195, 7.8, 0.338, 0.882, 1.74, 66, 172, 38, 1
6, 172, 1032, 28.667, 0.294, 0.907, 1.73, 303, 936, 175, 1
10, 108, 1080, 10.8, 0.297, 0.831, 1.84, 321, 897, 174, 1
8, 64, 512, 8.0, 0.336, 0.846, 2.12, 172, 433, 81, 1
13, 407, 5291, 31.308, 0.266, 0.649, 2.31, 1406, 3435, 609, 1
10, 34, 340, 3.4, 0.426, 0.656, 3.02, 145, 223, 48, 1
38, 410, 15580, 10.789, 0.254, 0.604, 2.4, 3957, 9403, 1651, 1
8, 14, 112, 1.75, 0.518, 0.964, 3.22, 58, 108, 18, 1
8, 46, 368, 5.75, 0.266, 0.886, 1.85, 98, 326, 53, 1
6, 29, 174, 4.833, 0.333, 0.799, 1.53, 58, 139, 38, 1
14, 418, 5852, 29.857, 0.261, 0.619, 2.16, 1525, 3625, 707, 1
13, 77, 1001, 5.923, 0.298, 0.7, 2.4, 298, 701, 124, 1
13, 116, 1508, 8.923, 0.292, 0.703, 2.49, 441, 1060, 177, 1
11, 33, 363, 3.0, 0.295, 0.694, 1.98, 107, 252, 54, 1
10, 128, 1280, 12.8, 0.355, 0.751, 2.25, 455, 961, 202, 1
7, 14, 98, 2.0, 0.49, 0.939, 2.53, 48, 92, 19, 1
5, 115, 575, 23.0, 0.417, 0.92, 2.03, 240, 529, 118, 1
3, 90, 270, 30.0, 0.511, 0.907, 2.34, 138, 245, 59, 1
9, 172, 1548, 19.111, 0.353, 0.799, 2.43, 546, 1237, 225, 1
9, 45, 405, 5.0, 0.279, 0.785, 2.17, 113, 318, 52, 1
11, 29, 319, 2.636, 0.408, 0.765, 3.1, 130, 244, 42, 1
13, 83, 1079, 6.385, 0.373, 0.628, 3.5, 403, 678, 115, 1
14, 234, 3276, 16.714, 0.383, 0.634, 4.2, 1256, 2077, 299, 1
13, 152, 1976, 11.692, 0.312, 0.714, 2.8, 617, 1410, 220, 1
10, 90, 900, 9.0, 0.501, 0.868, 3.92, 451, 781, 115, 1
12, 67, 804, 5.583, 0.403, 0.704, 3.68, 324, 566, 88, 1
3, 11, 33, 3.667, 0.364, 0.667, 3.0, 12, 22, 4, 2
9, 91, 819, 10.111, 0.321, 0.908, 1.95, 263, 744, 135, 1
3, 259, 777, 86.333, 0.411, 0.481, 13.29, 319, 374, 24, 2
10, 22, 220, 2.2, 0.491, 0.932, 3.72, 108, 205, 29, 1
9, 5, 45, 0.556, 0.467, 0.556, 10.5, 21, 25, 2, 1
12, 497, 5964, 41.417, 0.278, 0.751, 2.27, 1657, 4478, 731, 1
12, 500, 6000, 41.667, 0.264, 0.595, 2.45, 1584, 3568, 646, 1
8, 75, 600, 9.375, 0.375, 0.86, 2.05, 225, 516, 110, 1
11, 34, 374, 3.091, 0.364, 0.642, 2.78, 136, 240, 49, 1
6, 99, 594, 16.5, 0.301, 0.803, 1.46, 179, 477, 123, 1
9, 118, 1062, 13.111, 0.372, 0.818, 2.41, 395, 869, 164, 1
8, 74, 592, 9.25, 0.412, 0.845, 2.14, 244, 500, 114, 1
10, 105, 1050, 10.5, 0.234, 0.811, 1.7, 246, 852, 145, 1
10, 35, 350, 3.5, 0.434, 0.803, 2.34, 152, 281, 65, 1
9, 40, 360, 4.444, 0.494, 0.925, 2.92, 178, 333, 61, 1
43, 62, 2666, 1.442, 0.08, 0.17, 6.63, 212, 454, 32, 5
5, 38, 190, 7.6, 0.316, 0.695, 2.07, 60, 132, 29, 1
8, 28, 224, 3.5, 0.308, 0.835, 3.14, 69, 187, 22, 1
10, 75, 750, 7.5, 0.451, 0.86, 2.84, 338, 645, 119, 1
11, 90, 990, 8.182, 0.362, 0.808, 2.82, 358, 800, 127, 1
6, 45, 270, 7.5, 0.456, 0.967, 1.64, 123, 261, 75, 1
10, 20, 200, 2.0, 0.4, 0.605, 3.48, 80, 121, 23, 1
10, 413, 4130, 41.3, 0.315, 0.731, 2.47, 1302, 3018, 527, 1
18, 79, 1422, 4.389, 0.257, 0.616, 3.17, 365, 876, 115, 1
9, 77, 693, 8.556, 0.251, 0.56, 1.87, 174, 388, 93, 1
10, 26, 260, 2.6, 0.312, 0.577, 2.03, 81, 150, 40, 1
9, 264, 2376, 29.333, 0.261, 0.612, 1.99, 619, 1455, 311, 1
5, 7, 35, 1.4, 0.229, 0.6, 2.67, 8, 21, 3, 5
9, 17, 153, 1.889, 0.144, 0.458, 3.14, 22, 70, 7, 5
4, 8, 32, 2.0, 0.344, 0.531, 5.5, 11, 17, 2, 5
8, 35, 280, 4.375, 0.321, 0.775, 1.76, 90, 217, 51, 1
9, 272, 2448, 30.222, 0.269, 0.696, 1.93, 659, 1704, 342, 1
14, 19, 266, 1.357, 0.128, 0.541, 2.83, 34, 144, 12, 5
10, 272, 2720, 27.2, 0.232, 0.65, 1.98, 631, 1767, 319, 1
10, 271, 2710, 27.1, 0.249, 0.704, 1.89, 675, 1908, 358, 1
9, 271, 2439, 30.111, 0.285, 0.707, 1.82, 696, 1724, 382, 1
9, 198, 1782, 22.0, 0.289, 0.681, 1.88, 515, 1213, 274, 1
7, 65, 455, 9.286, 0.316, 0.848, 1.52, 144, 386, 95, 1
8, 29, 232, 3.625, 0.384, 0.884, 2.07, 89, 205, 43, 1
8, 11, 88, 1.375, 0.318, 0.864, 1.33, 28, 76, 21, 1
7, 22, 154, 3.143, 0.156, 0.519, 1.6, 24, 80, 15, 1
7, 12, 84, 1.714, 0.369, 0.857, 1.55, 31, 72, 20, 1
8, 54, 432, 6.75, 0.245, 0.745, 1.29, 106, 322, 82, 1
10, 271, 2710, 27.1, 0.188, 0.665, 1.31, 509, 1803, 388, 1
21, 68, 1428, 3.238, 0.052, 0.109, 5.69, 74, 156, 13, 5
10, 272, 2720, 27.2, 0.206, 0.786, 1.4, 559, 2139, 399, 1
10, 51, 510, 5.1, 0.22, 0.841, 1.29, 112, 429, 87, 1
8, 272, 2176, 34.0, 0.187, 0.568, 1.41, 407, 1236, 288, 1
10, 93, 930, 9.3, 0.206, 0.794, 1.48, 192, 738, 130, 1
7, 23, 161, 3.286, 0.373, 0.851, 1.71, 60, 137, 35, 1
7, 7, 49, 1.0, 0.429, 1.0, 1.91, 21, 49, 11, 1
11, 271, 2981, 24.636, 0.168, 0.598, 1.35, 502, 1784, 371, 1
8, 78, 624, 9.75, 0.244, 0.745, 1.35, 152, 465, 113, 1
7, 14, 98, 2.0, 0.357, 0.959, 1.84, 35, 94, 19, 1
9, 238, 2142, 26.444, 0.168, 0.614, 1.26, 359, 1316, 285, 1
6, 15, 90, 2.5, 0.278, 0.744, 1.92, 25, 67, 13, 1
10, 215, 2150, 21.5, 0.133, 0.464, 1.2, 287, 997, 239, 1
1, 10, 10, 10.0, 0.8, 1.0, 4.0, 8, 10, 2, 1
5, 6, 30, 1.2, 0.333, 0.967, 2.5, 10, 29, 4, 1
5, 15, 75, 3.0, 0.4, 0.947, 1.67, 30, 71, 18, 1
5, 53, 265, 10.6, 0.223, 0.611, 1.28, 59, 162, 46, 1
5, 30, 150, 6.0, 0.36, 0.947, 1.26, 54, 142, 43, 1
7, 14, 98, 2.0, 0.255, 0.735, 1.56, 25, 72, 16, 1
5, 8, 40, 1.6, 0.425, 0.975, 1.55, 17, 39, 11, 1
4, 6, 24, 1.5, 0.333, 0.792, 2.0, 8, 19, 4, 1
4, 28, 112, 7.0, 0.455, 1.0, 1.27, 51, 112, 40, 1
9, 16, 144, 1.778, 0.208, 0.542, 2.14, 30, 78, 14, 1
7, 27, 189, 3.857, 0.164, 0.397, 2.58, 31, 75, 12, 1
6, 6, 36, 1.0, 0.306, 0.556, 3.67, 11, 20, 3, 1
6, 13, 78, 2.167, 0.295, 0.897, 1.64, 23, 70, 14, 1
6, 7, 42, 1.167, 0.405, 0.833, 1.89, 17, 35, 9, 1
4, 12, 48, 3.0, 0.146, 1.0, 1.0, 7, 48, 7, 1
6, 11, 66, 1.833, 0.333, 0.803, 1.69, 22, 53, 13, 1
7, 40, 280, 5.714, 0.229, 0.686, 1.28, 64, 192, 50, 1
6, 14, 84, 2.333, 0.274, 0.893, 1.64, 23, 75, 14, 1
6, 13, 78, 2.167, 0.282, 0.936, 1.57, 22, 73, 14, 1
1, 41, 41, 41.0, 0.78, 1.0, 4.57, 32, 41, 7, 2
9, 15, 135, 1.667, 0.178, 0.556, 1.6, 24, 75, 15, 1
9, 17, 153, 1.889, 0.183, 0.529, 1.75, 28, 81, 16, 1
1, 22, 22, 22.0, 0.5, 1.0, 1.83, 11, 22, 6, 2
9, 73, 657, 8.111, 0.174, 0.434, 1.44, 114, 285, 79, 1
9, 18, 162, 2.0, 0.278, 0.716, 1.67, 45, 116, 27, 1
10, 53, 530, 5.3, 0.215, 0.781, 1.44, 114, 414, 79, 1
6, 59, 354, 9.833, 0.268, 0.692, 1.27, 95, 245, 75, 1
7, 18, 126, 2.571, 0.27, 0.714, 1.36, 34, 90, 25, 1
9, 55, 495, 6.111, 0.251, 0.808, 1.43, 124, 400, 87, 1
7, 14, 98, 2.0, 0.327, 1.0, 1.6, 32, 98, 20, 1
8, 27, 216, 3.375, 0.269, 0.764, 1.29, 58, 165, 45, 1
7, 6, 42, 0.857, 0.452, 1.0, 1.9, 19, 42, 10, 1
7, 11, 77, 1.571, 0.312, 0.844, 1.5, 24, 65, 16, 1
8, 41, 328, 5.125, 0.232, 0.527, 1.55, 76, 173, 49, 1
9, 56, 504, 6.222, 0.21, 0.603, 1.26, 106, 304, 84, 1
6, 22, 132, 3.667, 0.326, 1.0, 1.3, 43, 132, 33, 1
9, 135, 1215, 15.0, 0.249, 0.626, 1.56, 302, 761, 193, 1
7, 21, 147, 3.0, 0.34, 0.85, 1.35, 50, 125, 37, 1
7, 14, 98, 2.0, 0.388, 0.847, 1.65, 38, 83, 23, 1
7, 11, 77, 1.571, 0.364, 0.922, 1.75, 28, 71, 16, 1
7, 13, 91, 1.857, 0.297, 0.835, 1.69, 27, 76, 16, 1
7, 41, 287, 5.857, 0.345, 0.777, 1.55, 99, 223, 64, 1
7, 46, 322, 6.571, 0.354, 1.0, 1.46, 114, 322, 78, 1
7, 5, 35, 0.714, 0.257, 0.571, 2.25, 9, 20, 4, 1
9, 56, 504, 6.222, 0.196, 0.617, 1.24, 99, 311, 80, 1
8, 23, 184, 2.875, 0.31, 0.88, 1.84, 57, 162, 31, 1
7, 29, 203, 4.143, 0.36, 0.936, 1.4, 73, 190, 52, 1
7, 9, 63, 1.286, 0.286, 0.968, 1.2, 18, 61, 15, 1
7, 15, 105, 2.143, 0.229, 0.981, 1.41, 24, 103, 17, 1
7, 26, 182, 3.714, 0.269, 0.929, 1.23, 49, 169, 40, 1
6, 26, 156, 4.333, 0.34, 0.974, 1.33, 53, 152, 40, 1
5, 5, 25, 1.0, 0.36, 1.0, 1.29, 9, 25, 7, 1
6, 18, 108, 3.0, 0.306, 0.787, 1.32, 33, 85, 25, 1
