@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
19, 2, 38, 0.105, 0.816, 0.816, 31.0, 31, 31, 1, 4
9, 46, 414, 5.111, 0.292, 0.676, 1.92, 121, 280, 63, 1
10, 2, 20, 0.2, 0.55, 0.6, 11.0, 11, 12, 1, 2
8, 44, 352, 5.5, 0.426, 0.938, 3.26, 150, 330, 46, 1
8, 45, 360, 5.625, 0.469, 0.956, 2.91, 169, 344, 58, 1
8, 43, 344, 5.375, 0.349, 0.814, 2.26, 120, 280, 53, 1
11, 301, 3311, 27.364, 0.308, 0.735, 2.22, 1019, 2435, 458, 1
9, 122, 1098, 13.556, 0.339, 0.947, 2.57, 372, 1040, 145, 1
6, 46, 276, 7.667, 0.217, 0.804, 2.0, 60, 222, 30, 1
8, 20, 160, 2.5, 0.525, 0.938, 3.5, 84, 150, 24, 1
9, 49, 441, 5.444, 0.594, 0.998, 3.05, 262, 440, 86, 1
8, 67, 536, 8.375, 0.381, 0.746, 2.49, 204, 400, 82, 1
9, 82, 738, 9.111, 0.247, 0.935, 2.09, 182, 690, 87, 1
9, 97, 873, 10.778, 0.328, 0.921, 1.77, 286, 804, 162, 1
8, 82, 656, 10.25, 0.398, 0.951, 2.51, 261, 624, 104, 1
12, 43, 516, 3.583, 0.293, 0.791, 2.29, 151, 408, 66, 1
1, 36, 36, 36.0, 0.722, 1.0, 8.67, 26, 36, 3, 2
4, 8, 32, 2.0, 0.344, 0.781, 1.83, 11, 25, 6, 1
10, 101, 1010, 10.1, 0.466, 0.893, 3.02, 471, 902, 156, 1
9, 86, 774, 9.556, 0.301, 0.647, 2.22, 233, 501, 105, 1
8, 40, 320, 5.0, 0.391, 0.991, 2.08, 125, 317, 60, 1
1, 19, 19, 19.0, 0.789, 1.0, 3.75, 15, 19, 4, 2
1, 9, 9, 9.0, 0.778, 1.0, 7.0, 7, 9, 1, 2
8, 42, 336, 5.25, 0.363, 0.97, 2.18, 122, 326, 56, 1
93, 4, 372, 0.043, 0.419, 0.565, 2.89, 156, 210, 54, 4
8, 14, 112, 1.75, 0.223, 0.661, 3.57, 25, 74, 7, 1
7, 27, 189, 3.857, 0.101, 0.619, 3.8, 19, 117, 5, 1
11, 85, 935, 7.727, 0.25, 0.664, 1.73, 234, 621, 135, 1
9, 76, 684, 8.444, 0.363, 0.874, 2.18, 248, 598, 114, 1
6, 17, 102, 2.833, 0.275, 0.824, 2.0, 28, 84, 14, 1
6, 29, 174, 4.833, 0.293, 0.92, 1.5, 51, 160, 34, 1
9, 21, 189, 2.333, 0.529, 0.958, 3.33, 100, 181, 30, 1
9, 21, 189, 2.333, 0.392, 0.899, 2.74, 74, 170, 27, 1
10, 63, 630, 6.3, 0.294, 0.895, 2.2, 185, 564, 84, 1
9, 82, 738, 9.111, 0.385, 0.935, 2.29, 284, 690, 124, 1
1, 33, 33, 33.0, 1.0, 1.0, 33.0, 33, 33, 1, 2
9, 36, 324, 4.0, 0.611, 0.926, 3.36, 198, 300, 59, 1
10, 85, 850, 8.5, 0.333, 0.696, 2.28, 283, 592, 124, 1
9, 43, 387, 4.778, 0.509, 0.959, 3.58, 197, 371, 55, 1
9, 44, 396, 4.889, 0.467, 0.944, 3.14, 185, 374, 59, 1
1, 8, 8, 8.0, 0.875, 1.0, 7.0, 7, 8, 1, 2
9, 123, 1107, 13.667, 0.395, 0.991, 2.84, 437, 1097, 154, 1
8, 47, 376, 5.875, 0.362, 0.88, 2.0, 136, 331, 68, 1
7, 100, 700, 14.286, 0.411, 0.849, 1.83, 288, 594, 157, 1
12, 8, 96, 0.667, 0.479, 0.5, 46.0, 46, 48, 1, 1
12, 7, 84, 0.583, 0.56, 1.0, 5.22, 47, 84, 9, 1
12, 23, 276, 1.917, 0.417, 0.623, 8.21, 115, 172, 14, 1
10, 51, 510, 5.1, 0.306, 0.855, 2.29, 156, 436, 68, 1
9, 33, 297, 3.667, 0.458, 0.983, 2.19, 136, 292, 62, 1
12, 8, 96, 0.667, 0.292, 1.0, 3.11, 28, 96, 9, 1
9, 121, 1089, 13.444, 0.399, 0.843, 2.4, 434, 918, 181, 1
9, 47, 423, 5.222, 0.385, 0.917, 2.51, 163, 388, 65, 1
7, 31, 217, 4.429, 0.295, 0.857, 1.64, 64, 186, 39, 1
11, 8, 88, 0.727, 0.602, 1.0, 4.08, 53, 88, 13, 1
11, 61, 671, 5.545, 0.361, 0.614, 5.04, 242, 412, 48, 1
9, 98, 882, 10.889, 0.491, 0.974, 2.78, 433, 859, 156, 1
9, 21, 189, 2.333, 0.487, 0.857, 3.29, 92, 162, 28, 1
10, 21, 210, 2.1, 0.348, 0.757, 3.17, 73, 159, 23, 1
10, 79, 790, 7.9, 0.347, 0.784, 2.25, 274, 619, 122, 1
9, 83, 747, 9.222, 0.292, 0.909, 2.42, 218, 679, 90, 1
9, 6, 54, 0.667, 0.667, 0.759, 18.0, 36, 41, 2, 1
9, 32, 288, 3.556, 0.382, 0.792, 2.16, 110, 228, 51, 1
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 2
10, 42, 420, 4.2, 0.317, 0.85, 2.22, 133, 357, 60, 1
7, 31, 217, 4.429, 0.267, 0.714, 2.15, 58, 155, 27, 1
7, 121, 847, 17.286, 0.276, 0.607, 1.79, 234, 514, 131, 1
11, 21, 231, 1.909, 0.468, 0.719, 7.2, 108, 166, 15, 1
11, 8, 88, 0.727, 0.693, 0.989, 10.17, 61, 87, 6, 1
9, 36, 324, 4.0, 0.506, 0.901, 2.83, 164, 292, 58, 1
9, 49, 441, 5.444, 0.592, 0.998, 2.97, 261, 440, 88, 1
8, 14, 112, 1.75, 0.143, 1.0, 2.67, 16, 112, 6, 1
8, 17, 136, 2.125, 0.309, 0.676, 2.33, 42, 92, 18, 1
8, 53, 424, 6.625, 0.337, 0.889, 1.64, 143, 377, 87, 1
12, 26, 312, 2.167, 0.224, 0.907, 1.63, 70, 283, 43, 1
8, 26, 208, 3.25, 0.37, 0.947, 1.79, 77, 197, 43, 1
9, 46, 414, 5.111, 0.365, 0.848, 2.01, 151, 351, 75, 1
9, 64, 576, 7.111, 0.491, 0.984, 2.57, 283, 567, 110, 1
8, 36, 288, 4.5, 0.559, 0.944, 3.04, 161, 272, 53, 1
8, 21, 168, 2.625, 0.381, 0.845, 1.88, 64, 142, 34, 1
9, 121, 1089, 13.444, 0.322, 0.776, 2.08, 351, 845, 169, 1
9, 100, 900, 11.111, 0.463, 0.908, 2.92, 417, 817, 143, 1
8, 71, 568, 8.875, 0.329, 0.776, 1.83, 187, 441, 102, 1
8, 42, 336, 5.25, 0.39, 0.94, 2.43, 131, 316, 54, 1
14, 300, 4200, 21.429, 0.263, 0.607, 2.39, 1106, 2550, 462, 1
14, 38, 532, 2.714, 0.244, 0.489, 2.95, 130, 260, 44, 1
10, 19, 190, 1.9, 0.332, 0.695, 3.71, 63, 132, 17, 1
52, 461, 23972, 8.865, 0.192, 0.248, 11.52, 4607, 5938, 400, 5
9, 21, 189, 2.333, 0.519, 0.942, 3.27, 98, 178, 30, 1
10, 67, 670, 6.7, 0.291, 0.649, 2.17, 195, 435, 90, 1
9, 32, 288, 3.556, 0.354, 0.806, 1.7, 102, 232, 60, 1
9, 64, 576, 7.111, 0.318, 0.818, 2.18, 183, 471, 84, 1
12, 98, 1176, 8.167, 0.245, 0.624, 2.23, 288, 734, 129, 1
9, 13, 117, 1.444, 0.103, 0.752, 4.0, 12, 88, 3, 2
11, 101, 1111, 9.182, 0.264, 0.852, 1.65, 293, 947, 178, 1
9, 52, 468, 5.778, 0.37, 0.996, 1.71, 173, 466, 101, 1
11, 14, 154, 1.273, 0.442, 0.981, 2.43, 68, 151, 28, 1
7, 6, 42, 0.857, 0.5, 0.548, 21.0, 21, 23, 1, 1
10, 101, 1010, 10.1, 0.45, 0.869, 2.95, 455, 878, 154, 1
9, 42, 378, 4.667, 0.344, 0.931, 2.13, 130, 352, 61, 1
1, 44, 44, 44.0, 0.909, 1.0, 20.0, 40, 44, 2, 2
2, 52, 104, 26.0, 0.144, 0.702, 2.5, 15, 73, 6, 1
5, 31, 155, 6.2, 0.239, 0.974, 2.06, 37, 151, 18, 1
2, 14, 28, 7.0, 0.286, 0.821, 8.0, 8, 23, 1, 2
12, 8, 96, 0.667, 0.51, 0.927, 7.0, 49, 89, 7, 1
11, 9, 99, 0.818, 0.545, 0.818, 9.0, 54, 81, 6, 1
9, 39, 351, 4.333, 0.444, 0.923, 2.74, 156, 324, 57, 1
10, 97, 970, 9.7, 0.423, 0.832, 2.48, 410, 807, 165, 1
10, 49, 490, 4.9, 0.529, 0.939, 3.01, 259, 460, 86, 1
9, 24, 216, 2.667, 0.356, 0.907, 2.2, 77, 196, 35, 1
10, 98, 980, 9.8, 0.3, 0.781, 1.72, 294, 765, 171, 1
2, 204, 408, 102.0, 0.412, 0.681, 10.5, 168, 278, 16, 2
10, 29, 290, 2.9, 0.221, 0.572, 3.56, 64, 166, 18, 1
8, 7, 56, 0.875, 0.321, 0.429, 6.0, 18, 24, 3, 1
10, 100, 1000, 10.0, 0.444, 0.924, 2.64, 444, 924, 168, 1
9, 32, 288, 3.556, 0.299, 0.691, 2.1, 86, 199, 41, 1
9, 86, 774, 9.556, 0.337, 0.757, 2.19, 261, 586, 119, 1
8, 41, 328, 5.125, 0.393, 0.976, 2.19, 129, 320, 59, 1
10, 44, 440, 4.4, 0.441, 0.92, 2.94, 194, 405, 66, 1
1, 14, 14, 14.0, 0.857, 1.0, 12.0, 12, 14, 1, 2
8, 3, 24, 0.375, 0.458, 0.667, 2.2, 11, 16, 5, 1
8, 14, 112, 1.75, 0.277, 0.643, 2.82, 31, 72, 11, 1
6, 2, 12, 0.333, 0.667, 1.0, 8.0, 8, 12, 1, 1
8, 21, 168, 2.625, 0.208, 0.762, 2.92, 35, 128, 12, 1
10, 8, 80, 0.8, 0.688, 1.0, 9.17, 55, 80, 6, 1
9, 36, 324, 4.0, 0.491, 0.84, 3.31, 159, 272, 48, 1
9, 36, 324, 4.0, 0.352, 0.806, 1.75, 114, 261, 65, 1
9, 80, 720, 8.889, 0.333, 0.914, 2.09, 240, 658, 115, 1
9, 33, 297, 3.667, 0.354, 0.781, 1.84, 105, 232, 57, 1
9, 63, 567, 7.0, 0.289, 0.778, 1.98, 164, 441, 83, 1
11, 74, 814, 6.727, 0.267, 0.628, 2.21, 217, 511, 98, 1
8, 83, 664, 10.375, 0.357, 0.979, 1.98, 237, 650, 120, 1
9, 46, 414, 5.111, 0.338, 0.872, 1.67, 140, 361, 84, 1
11, 43, 473, 3.909, 0.281, 0.774, 2.18, 133, 366, 61, 1
8, 76, 608, 9.5, 0.388, 0.903, 2.11, 236, 549, 112, 1
9, 36, 324, 4.0, 0.531, 0.938, 2.82, 172, 304, 61, 1
8, 8, 64, 1.0, 0.234, 0.672, 1.5, 15, 43, 10, 1
10, 100, 1000, 10.0, 0.41, 0.846, 2.81, 410, 846, 146, 1
8, 46, 368, 5.75, 0.356, 0.927, 2.11, 131, 341, 62, 1
38, 70, 2660, 1.842, 0.059, 0.062, 19.63, 157, 165, 8, 5
9, 76, 684, 8.444, 0.358, 0.795, 2.19, 245, 544, 112, 1
9, 93, 837, 10.333, 0.259, 0.895, 1.74, 217, 749, 125, 1
6, 43, 258, 7.167, 0.205, 0.69, 1.77, 53, 178, 30, 1
13, 487, 6331, 37.462, 0.247, 0.63, 2.1, 1564, 3988, 745, 1
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, 4
11, 1, 11, 0.091, 1.0, 1.0, 11.0, 11, 11, 1, 4
6, 89, 534, 14.833, 0.303, 0.79, 1.82, 162, 422, 89, 1
15, 1, 15, 0.067, 1.0, 1.0, 15.0, 15, 15, 1, 4
8, 71, 568, 8.875, 0.407, 0.903, 2.06, 231, 513, 112, 1
11, 71, 781, 6.455, 0.37, 0.726, 2.41, 289, 567, 120, 1
9, 59, 531, 6.556, 0.492, 0.861, 3.22, 261, 457, 81, 1
14, 410, 5740, 29.286, 0.241, 0.592, 2.4, 1382, 3400, 576, 1
10, 86, 860, 8.6, 0.423, 0.914, 2.44, 364, 786, 149, 1
12, 66, 792, 5.5, 0.402, 0.78, 3.03, 318, 618, 105, 1
11, 79, 869, 7.182, 0.342, 0.841, 2.2, 297, 731, 135, 1
23, 87, 2001, 3.783, 0.286, 0.671, 2.36, 572, 1342, 242, 1
8, 62, 496, 7.75, 0.357, 0.968, 1.79, 177, 480, 99, 1
6, 43, 258, 7.167, 0.337, 0.969, 1.67, 87, 250, 52, 1
8, 44, 352, 5.5, 0.415, 0.949, 2.06, 146, 334, 71, 1
4, 114, 456, 28.5, 0.393, 0.978, 1.83, 179, 446, 98, 1
8, 17, 136, 2.125, 0.529, 0.853, 2.88, 72, 116, 25, 1
7, 27, 189, 3.857, 0.344, 1.0, 1.97, 65, 189, 33, 1
8, 70, 560, 8.75, 0.463, 0.986, 2.31, 259, 552, 112, 1
13, 147, 1911, 11.308, 0.358, 0.703, 3.6, 684, 1343, 190, 1
10, 124, 1240, 12.4, 0.473, 0.814, 3.43, 587, 1009, 171, 1
13, 409, 5317, 31.462, 0.277, 0.573, 2.65, 1475, 3049, 556, 1
31, 71, 2201, 2.29, 0.159, 0.296, 10.29, 350, 651, 34, 5
9, 77, 693, 8.556, 0.486, 0.97, 2.63, 337, 672, 128, 1
6, 101, 606, 16.833, 0.411, 0.876, 1.93, 249, 531, 129, 1
10, 35, 350, 3.5, 0.42, 0.826, 2.23, 147, 289, 66, 1
13, 58, 754, 4.462, 0.336, 0.599, 3.2, 253, 452, 79, 1
9, 35, 315, 3.889, 0.59, 0.86, 3.88, 186, 271, 48, 1
9, 13, 117, 1.444, 0.53, 0.88, 3.26, 62, 103, 19, 1
9, 108, 972, 12.0, 0.376, 0.815, 2.35, 365, 792, 155, 1
5, 116, 580, 23.2, 0.376, 0.784, 2.18, 218, 455, 100, 1
8, 70, 560, 8.75, 0.332, 0.896, 1.66, 186, 502, 112, 1
9, 76, 684, 8.444, 0.436, 0.955, 2.37, 298, 653, 126, 1
13, 386, 5018, 29.692, 0.286, 0.658, 2.19, 1437, 3301, 657, 1
9, 60, 540, 6.667, 0.413, 0.822, 2.75, 223, 444, 81, 1
8, 107, 856, 13.375, 0.384, 0.86, 2.12, 329, 736, 155, 1
7, 115, 805, 16.429, 0.273, 0.704, 1.72, 220, 567, 128, 1
7, 191, 1337, 27.286, 0.307, 0.748, 1.66, 411, 1000, 247, 1
6, 50, 300, 8.333, 0.327, 0.777, 2.0, 98, 233, 49, 1
12, 232, 2784, 19.333, 0.316, 0.703, 2.34, 879, 1957, 375, 1
8, 185, 1480, 23.125, 0.265, 0.611, 1.97, 392, 905, 199, 1
6, 89, 534, 14.833, 0.298, 0.758, 1.61, 159, 405, 99, 1
10, 83, 830, 8.3, 0.425, 0.86, 2.92, 353, 714, 121, 1
8, 132, 1056, 16.5, 0.36, 0.921, 2.1, 380, 973, 181, 1
11, 413, 4543, 37.545, 0.356, 0.806, 2.44, 1619, 3662, 664, 1
13, 348, 4524, 26.769, 0.308, 0.721, 2.57, 1395, 3262, 543, 1
10, 121, 1210, 12.1, 0.402, 0.849, 2.7, 486, 1027, 180, 1
12, 118, 1416, 9.833, 0.35, 0.778, 2.98, 495, 1102, 166, 1
33, 28, 924, 0.848, 0.098, 0.271, 5.69, 91, 250, 16, 5
17, 60, 1020, 3.529, 0.139, 0.371, 7.1, 142, 378, 20, 5
18, 48, 864, 2.667, 0.264, 0.524, 4.3, 228, 453, 53, 1
9, 68, 612, 7.556, 0.335, 0.789, 2.33, 205, 483, 88, 1
7, 55, 385, 7.857, 0.374, 0.821, 2.09, 144, 316, 69, 1
9, 271, 2439, 30.111, 0.284, 0.677, 1.93, 692, 1651, 358, 1
10, 271, 2710, 27.1, 0.251, 0.754, 1.88, 679, 2044, 362, 1
15, 14, 210, 0.933, 0.11, 0.338, 1.92, 23, 71, 12, 5
7, 24, 168, 3.429, 0.101, 0.298, 1.89, 17, 50, 9, 5
9, 272, 2448, 30.222, 0.277, 0.67, 1.86, 679, 1640, 365, 1
8, 69, 552, 8.625, 0.279, 0.687, 1.5, 154, 379, 103, 1
5, 9, 45, 1.8, 0.178, 0.533, 1.6, 8, 24, 5, 5
8, 21, 168, 2.625, 0.28, 0.923, 1.38, 47, 155, 34, 1
10, 60, 600, 6.0, 0.203, 0.595, 1.44, 122, 357, 85, 1
7, 6, 42, 0.857, 0.214, 0.286, 9.0, 9, 12, 1, 1
7, 47, 329, 6.714, 0.158, 0.289, 5.78, 52, 95, 9, 5
11, 271, 2981, 24.636, 0.198, 0.628, 1.52, 591, 1872, 388, 1
10, 272, 2720, 27.2, 0.211, 0.772, 1.43, 573, 2101, 401, 1
2, 49, 98, 24.5, 0.51, 0.51, 50.0, 50, 50, 1, 2
7, 11, 77, 1.571, 0.351, 0.87, 1.8, 27, 67, 15, 1
8, 271, 2168, 33.875, 0.217, 0.786, 1.29, 470, 1704, 364, 1
10, 234, 2340, 23.4, 0.188, 0.614, 1.38, 441, 1437, 319, 1
10, 271, 2710, 27.1, 0.187, 0.602, 1.35, 508, 1632, 375, 1
10, 271, 2710, 27.1, 0.193, 0.769, 1.28, 524, 2084, 409, 1
7, 48, 336, 6.857, 0.292, 0.804, 1.53, 98, 270, 64, 1
11, 243, 2673, 22.091, 0.117, 0.342, 1.41, 314, 914, 223, 1
7, 29, 203, 4.143, 0.281, 0.842, 1.46, 57, 171, 39, 1
11, 103, 1133, 9.364, 0.156, 0.576, 1.44, 177, 653, 123, 1
5, 18, 90, 3.6, 0.378, 0.956, 1.62, 34, 86, 21, 1
5, 7, 35, 1.4, 0.4, 0.657, 2.33, 14, 23, 6, 1
5, 12, 60, 2.4, 0.317, 0.75, 1.46, 19, 45, 13, 1
5, 21, 105, 4.2, 0.295, 0.733, 1.48, 31, 77, 21, 1
5, 13, 65, 2.6, 0.308, 0.831, 1.82, 20, 54, 11, 1
8, 12, 96, 1.5, 0.208, 0.771, 1.11, 20, 74, 18, 1
7, 32, 224, 4.571, 0.339, 0.786, 1.46, 76, 176, 52, 1
6, 28, 168, 4.667, 0.149, 0.375, 1.47, 25, 63, 17, 1
6, 12, 72, 2.0, 0.319, 0.653, 2.09, 23, 47, 11, 1
4, 12, 48, 3.0, 0.292, 1.0, 1.4, 14, 48, 10, 1
5, 13, 65, 2.6, 0.415, 0.938, 1.69, 27, 61, 16, 1
7, 125, 875, 17.857, 0.27, 0.858, 1.4, 236, 751, 168, 1
7, 8, 56, 1.143, 0.375, 0.964, 1.62, 21, 54, 13, 1
5, 17, 85, 3.4, 0.4, 0.965, 1.31, 34, 82, 26, 1
5, 3, 15, 0.6, 0.6, 1.0, 4.5, 9, 15, 2, 1
7, 33, 231, 4.714, 0.342, 0.74, 1.49, 79, 171, 53, 1
5, 16, 80, 3.2, 0.425, 1.0, 1.36, 34, 80, 25, 1
7, 29, 203, 4.143, 0.286, 0.67, 1.71, 58, 136, 34, 1
9, 46, 414, 5.111, 0.242, 0.737, 1.47, 100, 305, 68, 1
5, 3, 15, 0.6, 0.6, 0.867, 4.5, 9, 13, 2, 1
7, 14, 98, 2.0, 0.296, 0.898, 1.61, 29, 88, 18, 1
7, 19, 133, 2.714, 0.331, 0.767, 1.42, 44, 102, 31, 1
7, 4, 28, 0.571, 0.321, 1.0, 3.0, 9, 28, 3, 1
9, 46, 414, 5.111, 0.242, 0.575, 1.43, 100, 238, 70, 1
8, 38, 304, 4.75, 0.25, 0.73, 1.38, 76, 222, 55, 1
7, 27, 189, 3.857, 0.28, 0.947, 1.33, 53, 179, 40, 1
7, 19, 133, 2.714, 0.346, 1.0, 1.44, 46, 133, 32, 1
9, 5, 45, 0.556, 0.244, 0.867, 2.2, 11, 39, 5, 1
7, 87, 609, 12.429, 0.232, 0.589, 1.27, 141, 359, 111, 1
5, 14, 70, 2.8, 0.414, 0.943, 1.38, 29, 66, 21, 1
9, 37, 333, 4.111, 0.213, 0.706, 1.54, 71, 235, 46, 1
9, 214, 1926, 23.778, 0.23, 0.748, 1.44, 443, 1440, 307, 1
7, 36, 252, 5.143, 0.365, 0.96, 1.67, 92, 242, 55, 1
8, 5, 40, 0.625, 0.375, 0.95, 1.67, 15, 38, 9, 1
6, 33, 198, 5.5, 0.268, 0.848, 1.39, 53, 168, 38, 1
7, 13, 91, 1.857, 0.297, 0.857, 1.17, 27, 78, 23, 1
7, 14, 98, 2.0, 0.337, 0.786, 1.38, 33, 77, 24, 1
9, 48, 432, 5.333, 0.273, 0.685, 1.42, 118, 296, 83, 1
5, 11, 55, 2.2, 0.455, 1.0, 1.67, 25, 55, 15, 1
6, 7, 42, 1.167, 0.262, 0.786, 1.38, 11, 33, 8, 1
6, 10, 60, 1.667, 0.333, 0.75, 1.54, 20, 45, 13, 1
6, 25, 150, 4.167, 0.273, 0.787, 1.17, 41, 118, 35, 1
9, 49, 441, 5.444, 0.247, 0.721, 1.51, 109, 318, 72, 1
7, 38, 266, 5.429, 0.259, 0.688, 1.5, 69, 183, 46, 1
7, 8, 56, 1.143, 0.357, 0.804, 2.0, 20, 45, 10, 1
10, 262, 2620, 26.2, 0.19, 0.601, 1.32, 499, 1575, 377, 1
7, 9, 63, 1.286, 0.349, 0.746, 1.83, 22, 47, 12, 1
7, 16, 112, 2.286, 0.339, 1.0, 1.41, 38, 112, 27, 1
7, 38, 266, 5.429, 0.248, 0.955, 1.32, 66, 254, 50, 1
8, 21, 168, 2.625, 0.232, 0.643, 1.3, 39, 108, 30, 1
5, 13, 65, 2.6, 0.4, 1.0, 1.18, 26, 65, 22, 1
8, 93, 744, 11.625, 0.185, 0.538, 1.24, 138, 400, 111, 1
7, 13, 91, 1.857, 0.363, 1.0, 1.94, 33, 91, 17, 1
7, 20, 140, 2.857, 0.257, 0.879, 1.13, 36, 123, 32, 1
7, 13, 91, 1.857, 0.308, 0.934, 1.65, 28, 85, 17, 1
5, 28, 140, 5.6, 0.307, 0.814, 1.3, 43, 114, 33, 1
9, 54, 486, 6.0, 0.191, 0.741, 1.24, 93, 360, 75, 1
6, 21, 126, 3.5, 0.349, 1.0, 1.33, 44, 126, 33, 1
7, 14, 98, 2.0, 0.357, 0.969, 1.52, 35, 95, 23, 1
7, 48, 336, 6.857, 0.268, 0.652, 1.61, 90, 219, 56, 1
7, 8, 56, 1.143, 0.268, 0.679, 1.15, 15, 38, 13, 1
8, 10, 80, 1.25, 0.238, 0.925, 1.73, 19, 74, 11, 1
7, 13, 91, 1.857, 0.341, 0.846, 1.82, 31, 77, 17, 1
7, 39, 273, 5.571, 0.33, 0.853, 1.43, 90, 233, 63, 1
5, 18, 90, 3.6, 0.467, 0.867, 1.91, 42, 78, 22, 1
7, 11, 77, 1.571, 0.351, 0.727, 1.5, 27, 56, 18, 1
7, 21, 147, 3.0, 0.327, 0.912, 1.71, 48, 134, 28, 1
1, 14, 14, 14.0, 0.571, 1.0, 2.67, 8, 14, 3, 1
5, 13, 65, 2.6, 0.477, 0.938, 1.48, 31, 61, 21, 1
7, 9, 63, 1.286, 0.238, 0.619, 1.5, 15, 39, 10, 1
7, 33, 231, 4.714, 0.368, 0.896, 1.57, 85, 207, 54, 1
7, 8, 56, 1.143, 0.268, 0.768, 1.07, 15, 43, 14, 1
9, 24, 216, 2.667, 0.218, 0.588, 1.38, 47, 127, 34, 1
5, 11, 55, 2.2, 0.364, 1.0, 1.33, 20, 55, 15, 1
8, 15, 120, 1.875, 0.267, 0.908, 1.23, 32, 109, 26, 1
7, 21, 147, 3.0, 0.279, 0.748, 1.52, 41, 110, 27, 1
9, 19, 171, 2.111, 0.292, 0.684, 1.52, 50, 117, 33, 1
7, 22, 154, 3.143, 0.325, 0.805, 1.32, 50, 124, 38, 1
8, 27, 216, 3.375, 0.282, 0.87, 1.36, 61, 188, 45, 1
