@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 120, 1080, 13.333, 0.331, 0.859, 1.98, 358, 928, 181, 1
3, 213, 639, 71.0, 0.318, 0.379, 11.94, 203, 242, 17, 2
45, 79, 3555, 1.756, 0.087, 0.195, 4.81, 308, 693, 64, 5
3, 7, 21, 2.333, 0.619, 0.619, 13.0, 13, 13, 1, 1
11, 49, 539, 4.455, 0.343, 0.666, 4.3, 185, 359, 43, 1
1, 49, 49, 49.0, 0.286, 1.0, 7.0, 14, 49, 2, 1
10, 24, 240, 2.4, 0.267, 0.821, 2.06, 64, 197, 31, 1
9, 81, 729, 9.0, 0.348, 0.927, 2.21, 254, 676, 115, 1
11, 13, 143, 1.182, 0.42, 0.979, 2.22, 60, 140, 27, 1
10, 64, 640, 6.4, 0.514, 0.966, 2.84, 329, 618, 116, 1
25, 118, 2950, 4.72, 0.268, 0.745, 2.02, 791, 2198, 392, 1
10, 126, 1260, 12.6, 0.456, 0.883, 2.85, 575, 1113, 202, 1
9, 47, 423, 5.222, 0.31, 0.78, 2.34, 131, 330, 56, 1
2, 64, 128, 32.0, 0.531, 0.586, 17.0, 68, 75, 4, 2
7, 47, 329, 6.714, 0.271, 0.878, 2.23, 89, 289, 40, 1
8, 59, 472, 7.375, 0.322, 0.881, 2.41, 152, 416, 63, 1
8, 16, 128, 2.0, 0.477, 0.906, 2.44, 61, 116, 25, 1
7, 16, 112, 2.286, 0.42, 0.768, 2.14, 47, 86, 22, 1
12, 8, 96, 0.667, 0.448, 0.656, 4.3, 43, 63, 10, 1
11, 98, 1078, 8.909, 0.317, 0.643, 2.8, 342, 693, 122, 1
34, 114, 3876, 3.353, 0.105, 0.301, 2.59, 406, 1166, 157, 1
12, 146, 1752, 12.167, 0.091, 0.128, 26.67, 160, 225, 6, 5
17, 2, 34, 0.118, 0.706, 0.706, 24.0, 24, 24, 1, 4
8, 21, 168, 2.625, 0.31, 0.744, 1.68, 52, 125, 31, 1
9, 45, 405, 5.0, 0.425, 0.938, 2.77, 172, 380, 62, 1
1, 17, 17, 17.0, 0.412, 1.0, 1.75, 7, 17, 4, 2
6, 17, 102, 2.833, 0.314, 0.686, 2.29, 32, 70, 14, 1
7, 17, 119, 2.429, 0.387, 0.857, 2.71, 46, 102, 17, 1
8, 45, 360, 5.625, 0.206, 0.789, 1.8, 74, 284, 41, 1
11, 123, 1353, 11.182, 0.25, 0.514, 1.95, 338, 695, 173, 1
11, 9, 99, 0.818, 0.465, 0.768, 3.83, 46, 76, 12, 1
9, 36, 324, 4.0, 0.556, 0.923, 3.21, 180, 299, 56, 1
9, 23, 207, 2.556, 0.3, 1.0, 1.51, 62, 207, 41, 1
9, 79, 711, 8.778, 0.343, 0.899, 2.2, 244, 639, 111, 1
9, 34, 306, 3.778, 0.412, 0.902, 1.91, 126, 276, 66, 1
9, 82, 738, 9.111, 0.428, 0.936, 2.38, 316, 691, 133, 1
12, 98, 1176, 8.167, 0.267, 0.627, 2.33, 314, 737, 135, 1
12, 102, 1224, 8.5, 0.292, 0.764, 2.09, 357, 935, 171, 1
9, 82, 738, 9.111, 0.374, 0.866, 2.3, 276, 639, 120, 1
9, 82, 738, 9.111, 0.37, 0.924, 2.39, 273, 682, 114, 1
10, 65, 650, 6.5, 0.475, 0.971, 2.76, 309, 631, 112, 1
11, 125, 1375, 11.364, 0.432, 0.804, 3.03, 594, 1105, 196, 1
9, 42, 378, 4.667, 0.429, 0.976, 2.75, 162, 369, 59, 1
1, 18, 18, 18.0, 0.944, 1.0, 17.0, 17, 18, 1, 2
11, 8, 88, 0.727, 0.727, 0.989, 10.67, 64, 87, 6, 1
9, 20, 180, 2.222, 0.461, 1.0, 2.59, 83, 180, 32, 1
21, 106, 2226, 5.048, 0.136, 0.396, 1.99, 302, 881, 152, 1
9, 12, 108, 1.333, 0.407, 1.0, 1.57, 44, 108, 28, 1
9, 104, 936, 11.556, 0.282, 0.904, 1.93, 264, 846, 137, 1
12, 102, 1224, 8.5, 0.257, 0.804, 1.77, 315, 984, 178, 1
9, 81, 729, 9.0, 0.287, 0.826, 2.22, 209, 602, 94, 1
8, 75, 600, 9.375, 0.373, 0.955, 1.95, 224, 573, 115, 1
9, 99, 891, 11.0, 0.461, 0.906, 2.65, 411, 807, 155, 1
8, 14, 112, 1.75, 0.268, 0.554, 3.0, 30, 62, 10, 1
8, 47, 376, 5.875, 0.324, 0.896, 2.18, 122, 337, 56, 1
9, 130, 1170, 14.444, 0.448, 0.877, 2.63, 524, 1026, 199, 1
13, 33, 429, 2.538, 0.245, 0.534, 3.89, 105, 229, 27, 1
11, 9, 99, 0.818, 0.404, 0.717, 4.44, 40, 71, 9, 1
11, 8, 88, 0.727, 0.545, 1.0, 3.2, 48, 88, 15, 1
9, 97, 873, 10.778, 0.455, 0.939, 2.28, 397, 820, 174, 1
9, 91, 819, 10.111, 0.302, 0.956, 1.98, 247, 783, 125, 1
9, 92, 828, 10.222, 0.35, 0.917, 2.07, 290, 759, 140, 1
9, 81, 729, 9.0, 0.337, 0.918, 1.97, 246, 669, 125, 1
11, 43, 473, 3.909, 0.336, 0.753, 2.74, 159, 356, 58, 1
76, 1, 76, 0.013, 1.0, 1.0, 76.0, 76, 76, 1, 4
10, 64, 640, 6.4, 0.477, 0.914, 2.8, 305, 585, 109, 1
8, 36, 288, 4.5, 0.615, 0.938, 3.22, 177, 270, 55, 1
10, 122, 1220, 12.2, 0.294, 0.689, 2.1, 359, 840, 171, 1
9, 85, 765, 9.444, 0.308, 0.744, 1.95, 236, 569, 121, 1
6, 35, 210, 5.833, 0.533, 0.943, 2.67, 112, 198, 42, 1
69, 3, 207, 0.043, 0.643, 0.952, 2.08, 133, 197, 64, 4
9, 130, 1170, 14.444, 0.513, 0.925, 2.86, 600, 1082, 210, 1
1, 14, 14, 14.0, 0.929, 1.0, 13.0, 13, 14, 1, 2
1, 36, 36, 36.0, 0.583, 1.0, 4.2, 21, 36, 5, 2
4, 17, 68, 4.25, 0.309, 0.559, 3.5, 21, 38, 6, 1
5, 16, 80, 3.2, 0.313, 0.813, 2.08, 25, 65, 12, 1
3, 183, 549, 61.0, 0.488, 0.577, 29.78, 268, 317, 9, 2
11, 9, 99, 0.818, 0.384, 0.727, 3.8, 38, 72, 10, 1
11, 8, 88, 0.727, 0.716, 1.0, 7.88, 63, 88, 8, 1
9, 36, 324, 4.0, 0.577, 0.948, 3.02, 187, 307, 62, 1
9, 37, 333, 4.111, 0.444, 0.898, 2.08, 148, 299, 71, 1
9, 99, 891, 11.0, 0.312, 0.826, 2.16, 278, 736, 129, 1
12, 83, 996, 6.917, 0.253, 0.756, 1.75, 252, 753, 144, 1
8, 12, 96, 1.5, 0.438, 1.0, 1.5, 42, 96, 28, 1
9, 32, 288, 3.556, 0.413, 0.993, 1.72, 119, 286, 69, 1
12, 61, 732, 5.083, 0.251, 0.746, 1.77, 184, 546, 104, 1
9, 83, 747, 9.222, 0.335, 0.843, 2.05, 250, 630, 122, 1
10, 126, 1260, 12.6, 0.456, 0.875, 2.98, 575, 1103, 193, 1
9, 43, 387, 4.778, 0.481, 0.953, 3.15, 186, 369, 59, 1
19, 455, 8645, 23.947, 0.081, 0.095, 33.48, 703, 821, 21, 1
8, 43, 344, 5.375, 0.392, 0.927, 2.21, 135, 319, 61, 1
261, 30, 7830, 0.115, 0.063, 0.09, 2.4, 492, 701, 205, 4
8, 50, 400, 6.25, 0.253, 0.8, 2.3, 101, 320, 44, 1
8, 3, 24, 0.375, 0.5, 0.667, 3.0, 12, 16, 4, 1
8, 3, 24, 0.375, 0.458, 0.708, 2.75, 11, 17, 4, 1
7, 14, 98, 2.0, 0.327, 0.99, 2.67, 32, 97, 12, 1
8, 21, 168, 2.625, 0.548, 1.0, 3.54, 92, 168, 26, 1
8, 17, 136, 2.125, 0.294, 0.654, 2.22, 40, 89, 18, 1
8, 84, 672, 10.5, 0.36, 0.954, 1.94, 242, 641, 125, 1
9, 83, 747, 9.222, 0.293, 0.751, 2.28, 219, 561, 96, 1
8, 33, 264, 4.125, 0.39, 0.973, 1.72, 103, 257, 60, 1
11, 26, 286, 2.364, 0.283, 0.888, 2.19, 81, 254, 37, 1
1, 84, 84, 84.0, 0.917, 1.0, 19.25, 77, 84, 4, 2
9, 86, 774, 9.556, 0.3, 0.677, 2.13, 232, 524, 109, 1
8, 40, 320, 5.0, 0.456, 0.997, 2.7, 146, 319, 54, 1
1, 17, 17, 17.0, 0.941, 1.0, 16.0, 16, 17, 1, 2
7, 43, 301, 6.143, 0.243, 0.807, 3.48, 73, 243, 21, 1
9, 109, 981, 12.111, 0.243, 0.848, 1.58, 238, 832, 151, 1
6, 29, 174, 4.833, 0.339, 0.874, 1.51, 59, 152, 39, 1
9, 37, 333, 4.111, 0.453, 0.964, 2.7, 151, 321, 56, 1
13, 217, 2821, 16.692, 0.361, 0.686, 3.05, 1019, 1934, 334, 1
13, 440, 5720, 33.846, 0.255, 0.696, 2.18, 1459, 3983, 669, 1
10, 108, 1080, 10.8, 0.319, 0.746, 2.14, 345, 806, 161, 1
5, 17, 85, 3.4, 0.471, 0.929, 2.35, 40, 79, 17, 1
22, 72, 1584, 3.273, 0.52, 0.856, 10.04, 823, 1356, 82, 1
8, 72, 576, 9.0, 0.399, 0.811, 2.25, 230, 467, 102, 1
10, 94, 940, 9.4, 0.25, 0.721, 1.7, 235, 678, 138, 1
8, 132, 1056, 16.5, 0.31, 0.861, 1.84, 327, 909, 178, 1
14, 44, 616, 3.143, 0.398, 0.766, 2.5, 245, 472, 98, 1
13, 409, 5317, 31.462, 0.267, 0.582, 2.23, 1421, 3095, 637, 1
13, 115, 1495, 8.846, 0.314, 0.695, 2.62, 469, 1039, 179, 1
11, 63, 693, 5.727, 0.332, 0.724, 2.77, 230, 502, 83, 1
6, 114, 684, 19.0, 0.278, 0.741, 1.76, 190, 507, 108, 1
9, 76, 684, 8.444, 0.352, 0.813, 2.27, 241, 556, 106, 1
10, 107, 1070, 10.7, 0.273, 0.738, 1.81, 292, 790, 161, 1
8, 133, 1064, 16.625, 0.272, 0.825, 1.78, 289, 878, 162, 1
10, 35, 350, 3.5, 0.337, 0.714, 1.87, 118, 250, 63, 1
22, 71, 1562, 3.227, 0.519, 0.843, 11.25, 810, 1317, 72, 1
8, 190, 1520, 23.75, 0.326, 0.63, 2.22, 495, 957, 223, 1
10, 76, 760, 7.6, 0.474, 0.799, 3.03, 360, 607, 119, 1
9, 71, 639, 7.889, 0.39, 0.768, 2.44, 249, 491, 102, 1
10, 77, 770, 7.7, 0.469, 0.905, 2.64, 361, 697, 137, 1
9, 107, 963, 11.889, 0.357, 0.875, 2.14, 344, 843, 161, 1
5, 29, 145, 5.8, 0.538, 0.89, 2.36, 78, 129, 33, 1
9, 9, 81, 1.0, 0.63, 0.802, 5.1, 51, 65, 10, 1
12, 128, 1536, 10.667, 0.339, 0.737, 2.91, 520, 1132, 179, 1
12, 410, 4920, 34.167, 0.333, 0.661, 2.69, 1636, 3254, 608, 1
12, 142, 1704, 11.833, 0.337, 0.759, 3.04, 575, 1293, 189, 1
8, 183, 1464, 22.875, 0.288, 0.664, 2.08, 421, 972, 202, 1
5, 39, 195, 7.8, 0.492, 0.872, 2.46, 96, 170, 39, 1
3, 304, 912, 101.33, 0.555, 0.686, 42.17, 506, 626, 12, 2
9, 106, 954, 11.778, 0.309, 0.791, 1.97, 295, 755, 150, 1
6, 29, 174, 4.833, 0.356, 0.684, 1.88, 62, 119, 33, 1
12, 84, 1008, 7.0, 0.43, 0.703, 3.52, 433, 709, 123, 1
12, 498, 5976, 41.5, 0.307, 0.639, 2.44, 1833, 3818, 752, 1
9, 12, 108, 1.333, 0.62, 0.944, 4.79, 67, 102, 14, 1
8, 13, 104, 1.625, 0.587, 0.837, 4.69, 61, 87, 13, 1
13, 498, 6474, 38.308, 0.281, 0.688, 2.28, 1820, 4453, 799, 1
10, 61, 610, 6.1, 0.487, 0.834, 3.13, 297, 509, 95, 1
12, 497, 5964, 41.417, 0.297, 0.733, 2.25, 1773, 4374, 789, 1
5, 39, 195, 7.8, 0.328, 0.744, 2.06, 64, 145, 31, 1
4, 89, 356, 22.25, 0.34, 0.916, 1.64, 121, 326, 74, 1
8, 27, 216, 3.375, 0.218, 0.852, 2.24, 47, 184, 21, 1
8, 93, 744, 11.625, 0.261, 0.937, 1.55, 194, 697, 125, 1
8, 108, 864, 13.5, 0.293, 0.897, 1.69, 253, 775, 150, 1
7, 63, 441, 9.0, 0.333, 0.971, 1.99, 147, 428, 74, 1
5, 50, 250, 10.0, 0.36, 0.812, 1.58, 90, 203, 57, 1
5, 43, 215, 8.6, 0.265, 0.786, 1.33, 57, 169, 43, 1
9, 42, 378, 4.667, 0.384, 0.817, 2.38, 145, 309, 61, 1
47, 286, 13442, 6.085, 0.183, 0.317, 4.67, 2459, 4258, 526, 5
25, 115, 2875, 4.6, 0.296, 0.65, 2.56, 851, 1868, 333, 1
36, 96, 3456, 2.667, 0.096, 0.207, 7.7, 331, 717, 43, 5
5, 88, 440, 17.6, 0.364, 0.775, 1.67, 160, 341, 96, 1
2, 6, 12, 3.0, 0.667, 1.0, 4.0, 8, 12, 2, 2
3, 27, 81, 9.0, 0.481, 0.926, 1.77, 39, 75, 22, 1
7, 17, 119, 2.429, 0.555, 0.933, 2.64, 66, 111, 25, 1
22, 71, 1562, 3.227, 0.499, 0.836, 10.99, 780, 1306, 71, 1
8, 192, 1536, 24.0, 0.316, 0.746, 1.74, 485, 1146, 279, 1
13, 414, 5382, 31.846, 0.357, 0.653, 3.08, 1919, 3514, 623, 1
14, 186, 2604, 13.286, 0.307, 0.652, 2.5, 799, 1698, 319, 1
6, 89, 534, 14.833, 0.403, 0.82, 2.03, 215, 438, 106, 1
7, 389, 2723, 55.571, 0.167, 0.584, 1.19, 455, 1591, 381, 1
19, 45, 855, 2.368, 0.243, 0.582, 3.01, 208, 498, 69, 1
24, 96, 2304, 4.0, 0.208, 0.504, 3.18, 480, 1161, 151, 1
12, 10, 120, 0.833, 0.442, 0.792, 5.3, 53, 95, 10, 1
8, 67, 536, 8.375, 0.392, 0.724, 2.31, 210, 388, 91, 1
7, 26, 182, 3.714, 0.33, 0.786, 2.07, 60, 143, 29, 1
10, 272, 2720, 27.2, 0.279, 0.789, 1.98, 758, 2147, 382, 1
14, 19, 266, 1.357, 0.113, 0.504, 30.0, 30, 134, 1, 5
9, 271, 2439, 30.111, 0.292, 0.727, 1.9, 712, 1774, 374, 1
5, 12, 60, 2.4, 0.133, 0.267, 4.0, 8, 16, 2, 5
7, 4, 28, 0.571, 0.286, 0.357, 8.0, 8, 10, 1, 1
8, 34, 272, 4.25, 0.309, 0.908, 1.5, 84, 247, 56, 1
8, 7, 56, 0.875, 0.393, 0.946, 2.0, 22, 53, 11, 1
10, 15, 150, 1.5, 0.247, 0.72, 1.61, 37, 108, 23, 1
6, 5, 30, 0.833, 0.233, 0.633, 1.75, 7, 19, 4, 5
6, 12, 72, 2.0, 0.139, 0.514, 1.43, 10, 37, 7, 5
81, 49, 3969, 0.605, 0.113, 0.398, 2.26, 449, 1580, 199, 5
10, 272, 2720, 27.2, 0.187, 0.649, 1.38, 508, 1765, 368, 1
8, 1, 8, 0.125, 0.875, 1.0, 7.0, 7, 8, 1, 5
6, 9, 54, 1.5, 0.352, 0.87, 1.58, 19, 47, 12, 1
8, 10, 80, 1.25, 0.313, 0.675, 1.92, 25, 54, 13, 1
4, 9, 36, 2.25, 0.417, 1.0, 1.67, 15, 36, 9, 1
7, 5, 35, 0.714, 0.2, 0.429, 7.0, 7, 15, 1, 1
10, 236, 2360, 23.6, 0.183, 0.572, 1.31, 432, 1349, 330, 1
8, 135, 1080, 16.875, 0.077, 0.294, 1.54, 83, 317, 54, 1
8, 62, 496, 7.75, 0.218, 0.629, 1.57, 108, 312, 69, 1
8, 245, 1960, 30.625, 0.198, 0.555, 1.36, 389, 1088, 286, 1
11, 272, 2992, 24.727, 0.171, 0.61, 1.47, 511, 1824, 348, 1
10, 271, 2710, 27.1, 0.173, 0.557, 1.47, 469, 1510, 318, 1
10, 125, 1250, 12.5, 0.19, 0.526, 1.39, 237, 657, 170, 1
6, 24, 144, 4.0, 0.292, 0.764, 1.56, 42, 110, 27, 1
7, 38, 266, 5.429, 0.327, 0.951, 1.38, 87, 253, 63, 1
5, 12, 60, 2.4, 0.267, 0.733, 1.78, 16, 44, 9, 1
10, 147, 1470, 14.7, 0.168, 0.55, 1.29, 247, 809, 191, 1
7, 7, 49, 1.0, 0.347, 0.939, 1.89, 17, 46, 9, 1
7, 8, 56, 1.143, 0.25, 0.768, 1.56, 14, 43, 9, 1
6, 187, 1122, 31.167, 0.188, 0.591, 1.26, 211, 663, 168, 1
8, 263, 2104, 32.875, 0.154, 0.549, 1.19, 325, 1156, 274, 1
8, 26, 208, 3.25, 0.264, 0.62, 1.45, 55, 129, 38, 1
7, 18, 126, 2.571, 0.31, 0.96, 1.39, 39, 121, 28, 1
8, 29, 232, 3.625, 0.207, 0.651, 1.6, 48, 151, 30, 1
8, 126, 1008, 15.75, 0.188, 0.685, 1.27, 189, 690, 149, 1
7, 128, 896, 18.286, 0.203, 0.663, 1.33, 182, 594, 137, 1
804, 11, 8844, 0.014, 0.191, 0.233, 15.64, 1689, 2058, 108, 4
5, 52, 260, 10.4, 0.208, 0.542, 1.35, 54, 141, 40, 1
5, 34, 170, 6.8, 0.224, 0.606, 1.31, 38, 103, 29, 1
4, 11, 44, 2.75, 0.364, 0.955, 1.33, 16, 42, 12, 1
6, 50, 300, 8.333, 0.213, 0.577, 1.31, 64, 173, 49, 1
5, 75, 375, 15.0, 0.259, 0.867, 1.18, 97, 325, 82, 1
9, 158, 1422, 17.556, 0.217, 0.535, 1.45, 308, 761, 212, 1
1, 41, 41, 41.0, 0.927, 1.0, 12.67, 38, 41, 3, 2
6, 49, 294, 8.167, 0.241, 0.633, 1.42, 71, 186, 50, 1
7, 37, 259, 5.286, 0.243, 0.71, 1.34, 63, 184, 47, 1
6, 28, 168, 4.667, 0.292, 0.875, 1.29, 49, 147, 38, 1
14, 29, 406, 2.071, 0.14, 0.502, 1.63, 57, 204, 35, 1
8, 11, 88, 1.375, 0.159, 0.477, 1.75, 14, 42, 8, 1
7, 41, 287, 5.857, 0.209, 0.652, 1.36, 60, 187, 44, 1
1, 12, 12, 12.0, 0.583, 1.0, 1.75, 7, 12, 4, 1
6, 41, 246, 6.833, 0.224, 0.85, 1.2, 55, 209, 46, 1
5, 32, 160, 6.4, 0.431, 0.988, 1.47, 69, 158, 47, 1
6, 14, 84, 2.333, 0.274, 0.929, 1.28, 23, 78, 18, 1
6, 17, 102, 2.833, 0.382, 0.951, 1.63, 39, 97, 24, 1
5, 13, 65, 2.6, 0.262, 0.692, 1.42, 17, 45, 12, 1
4, 14, 56, 3.5, 0.268, 0.732, 1.67, 15, 41, 9, 1
1, 27, 27, 27.0, 0.407, 1.0, 1.83, 11, 27, 6, 2
10, 19, 190, 1.9, 0.142, 0.326, 3.0, 27, 62, 9, 1
3, 9, 27, 3.0, 0.296, 1.0, 1.33, 8, 27, 6, 1
7, 19, 133, 2.714, 0.406, 1.0, 1.69, 54, 133, 32, 1
9, 19, 171, 2.111, 0.269, 0.643, 1.35, 46, 110, 34, 1
6, 6, 36, 1.0, 0.361, 0.778, 1.63, 13, 28, 8, 1
8, 23, 184, 2.875, 0.277, 0.832, 1.7, 51, 153, 30, 1
8, 26, 208, 3.25, 0.25, 0.808, 1.37, 52, 168, 38, 1
7, 33, 231, 4.714, 0.299, 0.848, 1.44, 69, 196, 48, 1
9, 251, 2259, 27.889, 0.187, 0.672, 1.33, 423, 1517, 317, 1
9, 49, 441, 5.444, 0.265, 0.744, 1.6, 117, 328, 73, 1
8, 63, 504, 7.875, 0.256, 0.694, 1.52, 129, 350, 85, 1
9, 22, 198, 2.444, 0.192, 0.697, 1.31, 38, 138, 29, 1
7, 16, 112, 2.286, 0.259, 0.705, 1.38, 29, 79, 21, 1
7, 8, 56, 1.143, 0.375, 1.0, 1.62, 21, 56, 13, 1
7, 9, 63, 1.286, 0.317, 0.81, 1.54, 20, 51, 13, 1
7, 20, 140, 2.857, 0.35, 0.757, 1.58, 49, 106, 31, 1
10, 262, 2620, 26.2, 0.179, 0.606, 1.36, 469, 1587, 344, 1
7, 21, 147, 3.0, 0.327, 0.728, 1.41, 48, 107, 34, 1
7, 23, 161, 3.286, 0.248, 0.944, 1.21, 40, 152, 33, 1
6, 17, 102, 2.833, 0.275, 0.824, 1.33, 28, 84, 21, 1
7, 11, 77, 1.571, 0.312, 0.987, 1.2, 24, 76, 20, 1
10, 38, 380, 3.8, 0.195, 0.55, 1.48, 74, 209, 50, 1
7, 15, 105, 2.143, 0.314, 1.0, 1.57, 33, 105, 21, 1
9, 49, 441, 5.444, 0.272, 0.791, 1.38, 120, 349, 87, 1
8, 27, 216, 3.375, 0.236, 0.685, 1.31, 51, 148, 39, 1
8, 4, 32, 0.5, 0.375, 1.0, 2.4, 12, 32, 5, 1
7, 9, 63, 1.286, 0.302, 0.905, 1.46, 19, 57, 13, 1
7, 29, 203, 4.143, 0.365, 0.946, 2.0, 74, 192, 37, 1
6, 9, 54, 1.5, 0.296, 0.796, 1.23, 16, 43, 13, 1
7, 31, 217, 4.429, 0.313, 0.853, 1.58, 68, 185, 43, 1
7, 42, 294, 6.0, 0.333, 0.844, 1.46, 98, 248, 67, 1
9, 49, 441, 5.444, 0.265, 0.653, 1.36, 117, 288, 86, 1
9, 29, 261, 3.222, 0.234, 0.889, 1.39, 61, 232, 44, 1
5, 7, 35, 1.4, 0.429, 0.971, 1.36, 15, 34, 11, 1
7, 40, 280, 5.714, 0.336, 0.971, 1.57, 94, 272, 60, 1
7, 48, 336, 6.857, 0.33, 0.821, 1.44, 111, 276, 77, 1
7, 13, 91, 1.857, 0.396, 1.0, 1.33, 36, 91, 27, 1
8, 16, 128, 2.0, 0.258, 0.945, 1.18, 33, 121, 28, 1
9, 65, 585, 7.222, 0.222, 0.786, 1.35, 130, 460, 96, 1
7, 11, 77, 1.571, 0.325, 0.935, 1.39, 25, 72, 18, 1
7, 11, 77, 1.571, 0.364, 0.727, 1.56, 28, 56, 18, 1
7, 9, 63, 1.286, 0.333, 0.952, 1.4, 21, 60, 15, 1
5, 32, 160, 6.4, 0.35, 0.863, 1.33, 56, 138, 42, 1
7, 11, 77, 1.571, 0.39, 0.792, 1.58, 30, 61, 19, 1
7, 31, 217, 4.429, 0.318, 0.839, 1.35, 69, 182, 51, 1
