@relation bands
@attribute Proof_cut real [25.0, 72.5]
@attribute Viscosity integer [35, 72]
@attribute Caliper real [0.133, 0.533]
@attribute Ink_temperature real [11.2, 24.5]
@attribute Humifity integer [57, 105]
@attribute Roughness real [0.056, 1.25]
@attribute Blade_pressure integer [16, 70]
@attribute Varnish_pct real [0.0, 35.8]
@attribute Press_speed integer [0, 2600]
@attribute Ink_pct real [41.0, 76.9]
@attribute Solvent_pct real [22.0, 53.4]
@attribute Esa_voltage real [0.0, 16.0]
@attribute ESA_amperage real [0.0, 6.0]
@attribute Wax real [0.0, 3.1]
@attribute Hardener real [0.0, 3.0]
@attribute Roller_durometer real [28.0, 60.0]
@attribute Density integer [30, 45]
@attribute Anode_ratio real [83.33, 117.86]
@attribute Chrome_content integer [90, 100]
@attribute Band_type {band, noband}
@inputs Proof_cut, Viscosity, Caliper, Ink_temperature, Humifity, Roughness, Blade_pressure, Varnish_pct, Press_speed, Ink_pct, Solvent_pct, Esa_voltage, ESA_amperage, Wax, Hardener, Roller_durometer, Density, Anode_ratio, Chrome_content
@outputs Band_type
@data
40.0,50,0.2,16.0,68,0.812,30,0.0,2400,58.8,41.2,8.0,0.0,2.5,1.5,33.0,40,103.125,100,noband
40.0,50,0.233,16.0,70,0.562,30,0.0,2400,58.8,41.2,8.0,0.0,1.5,0.5,33.0,40,103.125,100,noband
40.0,62,0.267,16.0,84,0.938,32,0.0,2200,58.8,41.2,4.0,0.0,1.4,1.0,30.0,40,106.45,100,noband
40.0,64,0.2,15.5,85,1.0,26,0.0,2400,58.8,41.2,0.0,0.0,2.5,1.0,30.0,40,103.125,100,noband
40.0,56,0.3,17.0,82,0.75,30,0.0,2550,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40,103.22,100,noband
30.0,56,0.283,17.0,72,0.75,30,0.0,2550,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40,103.22,100,noband
30.0,69,0.3,16.0,98,0.75,35,0.0,2050,62.5,37.5,0.0,0.0,2.75,1.0,33.0,40,100.0,100,noband
45.0,69,0.267,16.1,76,0.75,22,5.6,2426,55.6,38.9,0.0,0.0,2.7,0.7,30.0,40,103.22,100,noband
40.0,65,0.267,16.2,79,0.625,30,0.0,1500,62.5,37.5,4.0,0.0,2.5,1.0,38.0,40,106.45,100,band
50.0,50,0.3,14.5,84,0.25,24,20.7,1500,41.3,38.0,0.0,0.0,3.0,0.6,40.0,33,103.3,100,band
57.5,54,0.267,15.5,80,0.625,55,0.0,1600,62.5,37.5,0.0,0.0,3.0,0.5,45.0,40,103.3,100,noband
45.0,49,0.2,16.0,72,0.375,38,15.0,1650,50.0,35.0,0.0,0.0,2.5,0.2,38.0,33,96.9,100,band
47.5,52,0.267,14.3,98,0.75,55,11.7,1600,53.2,35.1,0.0,0.0,3.0,1.0,40.0,33,100.0,100,band
40.0,48,0.3,15.0,82,1.0,35,0.0,1720,59.3,40.7,0.0,0.0,1.5,1.5,32.0,33,100.0,100,noband
30.0,58,0.433,15.9,81,0.625,30,0.0,2150,62.5,37.5,10.0,0.0,2.5,1.0,30.0,35,90.0,100,noband
30.0,51,0.3,16.0,70,0.812,20,0.0,2250,58.8,41.2,0.0,0.0,1.5,0.6,30.0,35,103.3,100,noband
30.0,58,0.467,15.0,98,0.75,30,0.0,2300,58.8,41.2,6.0,0.0,2.25,1.0,30.0,35,100.0,100,noband
55.5,54,0.233,15.0,82,0.75,38,0.0,1800,58.8,41.2,0.0,0.0,2.0,1.0,33.0,35,100.0,100,noband
65.0,65,0.4,14.0,100,0.75,40,7.0,1200,58.1,34.9,0.0,0.0,2.5,1.0,40.0,35,100.0,100,band
60.0,58,0.333,15.1,93,1.0,25,0.0,1650,56.1,33.9,0.0,0.0,2.5,1.0,40.0,35,100.0,100,band
50.0,58,0.367,13.5,100,0.75,35,0.0,1750,55.5,44.5,3.0,0.0,2.7,0.5,40.0,35,100.0,100,band
45.0,55,0.2,14.0,73,0.75,30,0.0,2100,61.1,38.9,0.0,0.0,2.5,0.8,33.0,40,96.8,100,band
60.0,53,0.3,18.0,103,0.625,50,22.1,1600,41.0,36.9,0.0,0.0,3.0,0.7,40.0,35,105.2,100,noband
65.0,61,0.367,14.8,80,0.375,45,19.5,1660,42.4,38.1,0.0,0.0,3.0,1.0,32.0,35,105.2,100,noband
32.5,54,0.5,15.5,78,1.0,25,0.0,1900,58.8,41.2,10.0,0.0,1.4,0.8,30.0,35,103.2,100,noband
60.0,53,0.333,16.5,88,0.75,55,22.1,1550,41.0,36.9,0.0,0.0,3.0,0.8,40.0,35,105.1,100,noband
60.0,53,0.3,14.7,70,0.75,50,20.2,1550,42.0,37.8,3.0,0.0,3.0,1.0,40.0,35,111.1,100,noband
45.0,54,0.333,14.8,70,0.75,50,13.0,1420,54.3,32.6,0.0,0.0,3.0,0.9,28.0,35,106.9,100,noband
45.0,54,0.233,14.3,67,0.75,45,12.3,1420,51.5,36.1,0.0,0.0,3.0,0.6,28.0,35,106.9,100,noband
30.0,54,0.333,16.8,71,0.75,25,18.0,2000,45.0,36.9,0.0,0.0,2.5,0.9,35.0,35,106.9,100,noband
45.0,54,0.367,15.0,100,0.75,33,2.3,2000,56.8,40.9,0.0,0.0,2.75,0.9,33.0,35,106.9,100,noband
45.0,56,0.333,14.9,85,1.0,30,17.3,1600,48.1,34.6,0.0,0.0,2.8,1.0,40.0,35,100.0,100,noband
65.0,60,0.267,14.5,80,0.25,38,15.8,1900,49.5,34.6,0.0,0.0,2.9,0.7,40.0,40,103.3,100,noband
55.0,50,0.133,14.0,80,0.625,32,8.0,2000,60.0,32.0,0.0,0.0,2.5,0.9,35.0,40,93.55,90,band
35.0,48,0.3,14.5,74,0.75,20,0.0,2225,62.5,37.5,4.0,0.0,2.0,1.2,33.0,40,106.25,90,noband
47.5,52,0.3,15.2,76,0.75,30,17.5,1700,48.7,33.8,0.0,0.0,2.5,0.8,35.0,40,114.3,100,band
47.5,58,0.333,14.0,85,0.75,28,16.5,1800,48.5,35.0,0.0,0.0,2.5,0.5,35.0,40,114.3,100,band
47.5,54,0.3,14.0,65,0.625,25,16.1,1500,44.6,39.3,4.0,0.0,2.5,1.0,34.0,40,114.29,100,band
35.0,50,0.3,14.0,74,0.25,28,0.0,2500,58.8,41.2,0.0,0.0,2.5,0.7,30.0,40,114.29,100,noband
30.0,53,0.333,14.0,85,0.75,30,15.0,2290,50.0,35.0,0.0,0.0,2.0,1.5,33.0,40,110.7,100,noband
40.0,43,0.233,15.5,85,0.75,25,4.7,2000,58.1,37.2,0.0,0.0,2.5,1.0,33.0,40,96.77,100,band
50.0,42,0.2,17.0,73,0.438,20,18.5,1800,46.3,35.1,2.0,0.0,2.5,1.0,34.0,40,100.0,100,band
40.0,43,0.267,16.4,79,0.312,35,0.5,2400,59.5,40.0,0.5,0.0,2.6,1.1,35.0,40,96.77,100,noband
45.0,42,0.267,14.9,75,1.0,25,10.5,1660,52.6,36.9,0.0,0.0,2.5,1.0,30.0,40,101.67,100,noband
40.0,42,0.2,15.0,65,0.75,55,0.0,1650,62.5,37.5,0.0,0.0,2.5,1.0,40.0,40,96.77,100,band
50.0,47,0.267,16.0,92,0.75,35,0.0,1800,68.0,32.0,1.0,0.0,2.6,1.2,30.0,40,100.0,100,band
32.5,47,0.2,20.0,79,0.312,29,0.0,2189,58.1,41.9,5.0,0.0,2.5,1.25,30.0,40,100.0,100,noband
70.0,43,0.233,16.0,77,0.818,28,15.9,2125,46.5,37.6,3.0,0.0,1.75,0.6,33.0,40,100.0,100,noband
45.0,42,0.4,14.8,72,0.625,20,0.0,1800,58.8,41.2,0.0,0.0,2.5,0.9,34.0,40,106.25,100,noband
42.0,42,0.267,14.5,78,1.0,28,0.0,1800,61.7,38.3,0.0,0.0,2.5,2.0,40.0,40,100.0,100,band
55.0,40,0.3,15.1,69,0.625,20,19.5,1450,44.2,36.3,0.0,0.0,2.5,0.9,34.0,40,106.45,100,noband
62.0,52,0.433,15.0,78,0.75,28,5.9,1400,58.8,35.3,4.0,0.0,2.5,0.8,40.0,40,103.22,100,band
40.0,58,0.2,17.0,75,0.056,30,0.0,1900,58.8,41.2,0.0,0.0,2.6,1.4,30.0,40,103.225,100,band
60.0,60,0.233,15.0,80,0.75,56,14.3,1380,47.6,38.1,0.0,0.0,3.0,1.0,38.0,40,106.4,100,noband
45.0,58,0.2,15.0,75,0.625,20,10.5,2100,52.6,36.8,0.0,0.0,2.5,0.7,33.0,40,103.125,100,noband
60.0,60,0.2,15.0,80,0.75,50,10.4,1380,47.2,42.5,0.0,0.0,3.0,1.0,38.0,40,106.5,100,noband
40.0,68,0.2,14.8,90,1.0,30,0.0,1440,58.8,41.2,0.0,0.0,2.5,1.0,40.0,40,103.13,100,band
40.0,60,0.2,15.0,85,1.0,25,6.9,2100,54.0,39.1,0.0,0.0,2.5,1.2,35.0,40,103.13,100,band
40.0,63,0.233,15.8,80,0.75,30,10.5,2000,52.6,36.9,0.0,0.0,3.0,1.0,33.0,40,109.7,100,band
42.5,52,0.2,16.0,82,0.75,30,0.0,2150,58.8,41.2,0.0,0.0,2.5,1.0,33.0,40,110.0,100,band
55.0,44,0.2,15.0,70,0.625,28,8.2,1700,51.0,40.8,0.0,0.0,2.5,2.0,40.0,40,100.0,100,band
37.5,65,0.2,16.0,80,0.625,50,6.6,1640,54.9,38.5,3.0,0.0,3.0,1.0,32.0,40,103.13,100,band
