DataSet,Class1,Class2,F1,F2,L1,L2,L3
haberman,1,all,0.18318019264503518,0.7177068214804064,0.5533126362782141,0.2679738562091503,0.4925
hayes-roth,1,all,0.217486258560267,0.2962962962962963,0.8237949129339892,0.3625,0.2725
hayes-roth,2,all,0.012240284831757533,0.2962962962962963,0.8001230229747168,0.4,0.5
hayes-roth,3,all,0.4332353166047099,0.2962962962962963,0.6305670582123508,0.10625,0.204
ionosphere,1,all,0.6094152741033004,0.0,0.4523445249424563,0.1168091168091168,0.149
iris,1,all,16.646899509916096,0.00485522598870056,0.3161116455193861,0.0,0.0
iris,2,all,0.6682118226892659,0.03460451977401127,0.6701143452181904,0.3333333333333333,0.5
iris,3,all,3.88796954367026,0.00659133709981167,0.5935861547563316,0.28,0.418
led7digit,1,all,1.0458385638841985,1.0,0.44169864420825844,0.09,0.5
led7digit,10,all,0.4877948396120507,1.0,0.26415636444455776,0.098,0.5
led7digit,2,all,1.6664465948410498,1.0,0.5029882897269257,0.074,0.5
led7digit,3,all,6.094312674155479,1.0,0.5454300062084811,0.046,0.2255
led7digit,4,all,0.7328275562602785,1.0,0.4355131267841712,0.114,0.5
led7digit,5,all,3.0266722695754384,1.0,0.6258370539530381,0.04,0.192
led7digit,6,all,2.73760285536093,1.0,0.5889393180678149,0.104,0.5
led7digit,7,all,1.8598829801785783,1.0,0.5233071655983415,0.094,0.5
led7digit,8,all,1.5885195214360903,1.0,0.582313328326834,0.114,0.5
led7digit,9,all,0.9230269877296665,1.0,0.3445736090760957,0.106,0.5
magic,1,all,0.5587273514720167,0.08148952242732992,0.7173878814554742,0.21345951629863302,0.2365
newthyroid,1,all,2.4799136642742896,1.1989535031584993E-4,0.34154291121559616,0.13953488372093023,0.5
newthyroid,2,all,3.503921918890931,1.1174184716701013E-5,0.7220469110969179,0.09302325581395349,0.298
newthyroid,3,all,0.252541114058788,0.0010901996475915128,0.5868952661220957,0.3023255813953488,0.5
page-blocks,1,all,0.5079005095089454,3.9920101462442374E-5,13.346581829405686,0.0983187134502924,0.4055
page-blocks,2,all,1.1330465837690558,2.3810935325670528E-6,9.377798202189483,0.020285087719298246,0.4955
page-blocks,3,all,1.9784283222023349,1.8361867006487213E-6,1.622255495335636,0.01425438596491228,0.1205
page-blocks,4,all,2.7606658978168572,2.2467846853862E-10,189.26671804968174,0.003472222222222222,0.1325
page-blocks,5,all,1.6494289897592518,1.1900442467457187E-5,52.53009354419702,0.01608187134502924,0.2645
penbased,1,all,3.4742725263245418,0.7546,3.6013502381350544,0.012554585152838428,0.042
penbased,10,all,2.129364032001144,0.4174685927999999,6.061555048732276,0.02274381368267831,0.075
penbased,2,all,1.3178985190915302,0.024796380960000006,5.5695981028525745,0.03084061135371179,0.1115
penbased,3,all,2.118414650700262,0.0011099758767556711,11.548951986697203,0.005276564774381368,0.035
penbased,4,all,1.3064660416981582,0.0018302634441788338,10.062771604144215,0.0066411935953420665,0.0195
penbased,5,all,2.095940303488035,0.0,27.720703999605416,0.006368267831149927,0.009
penbased,6,all,0.6057770604194492,0.2435618304,2.2192331101736658,0.03611717612809316,0.2055
penbased,7,all,2.705027367639754,0.005327556289741358,11.460040996980355,7.27802037845706E-4,0.0045
penbased,8,all,1.2873190982278229,0.011720989777305598,4.0443313415357185,0.016284570596797672,0.099
penbased,9,all,2.4087853111598325,0.6448399999999999,3.5525727527065274,0.02601892285298399,0.137
phoneme,1,all,0.2698597762795254,0.27080916748091743,0.6672338714206932,0.2566617320503331,0.3355
pima,1,all,0.5742756964086065,0.2515956493264203,0.6887332600278261,0.3502604166666667,0.5
ring,1,all,0.05047386555594665,9.659491469843727E-7,0.7206354984959329,0.23229729729729728,0.2045
saheart,1,all,0.3907492724830533,0.35895390760432694,0.9081499483294561,0.27705627705627706,0.3255
satimage,1,all,0.3380695096344355,2.1937254048947458E-8,3.0988520047396158,0.01181041181041181,0.027
satimage,2,all,5.0084945218134145,2.328026701021367E-7,3.160671212964774,0.009634809634809635,0.0155
satimage,3,all,4.044395582530137,4.3275627905638634E-8,3.7065160718188763,0.04366744366744367,0.0255
satimage,4,all,0.37621151179395984,1.5900387606652349E-9,0.19506253661458067,0.09728049728049729,0.5
satimage,5,all,0.8423487263781532,8.69259813859517E-7,1.4596463843677643,0.07754467754467755,0.383
satimage,6,all,1.7066833322465136,2.5429907122733903E-9,3.185168597872699,0.08857808857808858,0.119
segment,1,all,1.796706989209342,8.626858222081821E-14,0.48450827705081156,0.14285714285714285,0.5
segment,2,all,16.87534737147802,-4.1544632372369373E-19,1.529496463661792,0.0,0.0
segment,3,all,1.8215713578417845,2.459751730153239E-5,0.6722351859061669,0.05238095238095238,0.139
segment,4,all,0.5224614068275523,2.097052388277529E-6,0.3458191166403323,0.14285714285714285,0.5
segment,5,all,0.7016729978509094,1.145799201282508E-8,0.534547456103317,0.14285714285714285,0.5
segment,6,all,1.6982788260136013,1.3910028395362955E-11,0.544177534936469,0.009956709956709957,0.012
segment,7,all,38.160222896684594,5.313588575240251E-13,0.3212088404361722,0.0012987012987012987,0.0025
shuttle,1,all,1.4142177179833568,0.01042816822627615,8.735951636894889,0.018465835617855482,0.1915
shuttle,2,all,1.0656743773212212,0.0,0.00179347168995906,8.448421524509043E-4,0.5
shuttle,3,all,0.3688196213457291,9.878937043376635E-11,0.006180156691160477,0.0029483266952878497,0.5
shuttle,4,all,0.4598559647139472,1.1165610411007373E-6,0.30708193948945756,0.15350264659735513,0.5
shuttle,5,all,11.547095987340095,9.880307553605068E-4,18.675565412279305,0.002086242866256315,0.0375
shuttle,6,all,5.010040549185365,3.981402942848003E-13,0.9404654467424612,1.896584423869377E-4,0.5035
shuttle,7,all,2.5357138893080315,0.0,3.5640329392123875,1.896584423869377E-4,0.037
sonar,1,all,0.46161812185037615,9.995471500334365E-7,0.6468885004916312,0.1875,0.134
spectfheart,1,all,0.5501331023213841,3.602690231501081E-19,3.6854923956398786,0.09363295880149813,0.2115
titanic,1,all,0.48666663150552175,1.0,0.4483068531838148,0.22398909586551569,0.301
twonorm,1,all,0.43524156416095966,0.00411647106175975,0.8313305332692126,0.022567567567567566,0.008
vehicle,1,all,1.116508062569742,1.0256459730389167E-4,5.420055640546833,0.01773049645390071,0.1445
vehicle,2,all,0.16853626660721283,3.092074079126474E-4,1.2735219204007793,0.17375886524822695,0.365
vehicle,3,all,0.379260372222513,0.002726066312484624,2.1759071383699,0.026004728132387706,0.234
vehicle,4,all,0.18485812359603837,5.339366288031951E-4,1.0936952238436097,0.18557919621749408,0.3365
wine,1,all,4.229002776578033,3.961896710749945E-5,0.37143383543719627,0.056179775280898875,0.035
wine,2,all,2.333064702655611,0.0013702390603282948,0.5022513730286299,0.12359550561797752,0.1425
wine,3,all,5.386568360407181,3.361041414188047E-5,0.3349357713979517,0.028089887640449437,0.018
wisconsin,1,all,3.553553584269195,0.2168594444162193,1.4385513408185362,0.027818448023426062,0.0085
yeast,1,all,0.7388647527249631,0.0,0.3442202911657535,0.16442048517520216,0.5
yeast,10,all,163.22289835473998,0.0,0.048824663682849656,0.0033692722371967657,0.5
yeast,2,all,0.2417468926498457,0.0,0.5876955035344492,0.2890835579514825,0.5
yeast,3,all,0.21360131367807325,0.05568813602195394,0.624182950272486,0.3119946091644205,0.5
yeast,4,all,4.175009947324787,0.0,0.08943867988976494,0.029649595687331536,0.5
yeast,5,all,1.2364790295912196,0.0,0.0689240034565075,0.03436657681940701,0.5
yeast,6,all,2.744008831178688,0.0,0.27022416196485016,0.10983827493261455,0.5
yeast,7,all,1.9436442969624967,0.0,0.048138454343630115,0.02358490566037736,0.5
yeast,8,all,0.13569096328721494,0.0,0.040830774766316254,0.02021563342318059,0.5
yeast,9,all,1.076859122089398,0.0,0.02567813651661628,0.013477088948787063,0.5
