DataSet,Class1,Class2,F1,F2,L1,L2,L3
aggregation,1,all,1.3349353487499824,0.030798746456413877,0.11430700299644482,0.05710659898477157,0.5
aggregation,2,all,1.9260354536222932,0.1398166194188519,0.5574988913699677,0.03934010152284264,0.075
aggregation,3,all,2.875792210348036,0.08078545800850466,0.47802910110200625,0.12944162436548223,0.5
aggregation,4,all,1.7842689630510868,0.17885420357902201,0.611468905768165,0.16624365482233502,0.0975
aggregation,5,all,1.938226101790552,0.012529899007795893,0.18730224424469433,0.04314720812182741,0.5
aggregation,6,all,3.0983715616485252,0.10763642806520206,0.6107183560688021,0.1649746192893401,0.5
aggregation,7,all,1.6952624463130748,0.01839065822111977,0.08804600825435256,0.04314720812182741,0.5
compound,1,all,1.7990755786838502,0.29046894282188396,0.2597134829652094,0.12531328320802004,0.5
compound,2,all,3.5671971919008603,0.07362402303578777,0.4939888541963206,0.23057644110275688,0.5
compound,3,all,1.749245721118549,0.052809543397778706,0.2646982043270261,0.09523809523809523,0.5
compound,4,all,1.337272991027128,0.09053887289181409,0.22569975864256878,0.11278195488721804,0.5
compound,5,all,3.028226820806735,0.10495680789798437,0.4328730776193044,0.05513784461152882,0.0285
compound,6,all,0.9243767420372045,0.004253393665158371,0.08043328074263935,0.040100250626566414,0.5
flame,1,all,3.366450330693466,0.1760573006369775,0.636247865673634,0.3625,0.5
flame,2,all,3.366450330693466,0.1760573006369775,0.636247865673634,0.3625,0.5
jain,1,all,4.83413817387552,0.042116678799043315,0.48431317964929466,0.12064343163538874,0.2395
pathbased,1,all,0.10525997598392597,0.37899414411869936,0.7339114105689912,0.36666666666666664,0.5
pathbased,2,all,1.1678207956675788,0.17327885418039632,0.6513767701122282,0.3233333333333333,0.5
pathbased,3,all,0.9848726778942514,0.15301863463192056,0.629088269263511,0.31,0.5
spiral,1,all,0.08693444695465356,0.5023113313809416,0.6476384032662925,0.32371794871794873,0.5
spiral,2,all,0.06526212478362381,0.4383149357963505,0.6732281998642157,0.33653846153846156,0.5
spiral,3,all,0.05865074922502115,0.49442366899451834,0.6796505202016125,0.33974358974358976,0.5
