@relation unknow
@attribute a01 real [0.0, 1.0]
@attribute a02 real [0.0, 0.0]
@attribute a03 real [-1.0, 1.0]
@attribute a04 real [-1.0, 1.0]
@attribute a05 real [-1.0, 1.0]
@attribute a06 real [-1.0, 1.0]
@attribute a07 real [-1.0, 1.0]
@attribute a08 real [-1.0, 1.0]
@attribute a09 real [-1.0, 1.0]
@attribute a10 real [-1.0, 1.0]
@attribute a11 real [-1.0, 1.0]
@attribute a12 real [-1.0, 1.0]
@attribute a13 real [-1.0, 1.0]
@attribute a14 real [-1.0, 1.0]
@attribute a15 real [-1.0, 1.0]
@attribute a16 real [-1.0, 1.0]
@attribute a17 real [-1.0, 1.0]
@attribute a18 real [-1.0, 1.0]
@attribute a19 real [-1.0, 1.0]
@attribute a20 real [-1.0, 1.0]
@attribute a21 real [-1.0, 1.0]
@attribute a22 real [-1.0, 1.0]
@attribute a23 real [-1.0, 1.0]
@attribute a24 real [-1.0, 1.0]
@attribute a25 real [-1.0, 1.0]
@attribute a26 real [-1.0, 1.0]
@attribute a27 real [-1.0, 1.0]
@attribute a28 real [-1.0, 1.0]
@attribute a29 real [-1.0, 1.0]
@attribute a30 real [-1.0, 1.0]
@attribute a31 real [-1.0, 1.0]
@attribute a32 real [-1.0, 1.0]
@attribute a33 real [-1.0, 1.0]
@attribute a34 real [-1.0, 1.0]
@attribute class {b, g}
@inputs a01, a02, a03, a04, a05, a06, a07, a08, a09, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34
@outputs class
@data
1.0, 0.0, 0.8811, 0.0, 0.94817, -0.02744, 0.93598, -0.0122, 0.90244, 0.01829, 0.90244, 0.01829, 0.93902, 0.00915, 0.95732, 0.00305, 1.0, 0.02744, 0.94207, -0.0122, 0.90854, 0.02439, 0.91463, 0.05488, 0.99695, 0.04878, 0.89666, 0.02226, 0.90854, 0.00915, 1.0, 0.05488, 0.97561, -0.0122, g
1.0, 0.0, 0.97905, 0.1581, 0.90112, 0.35237, 0.82039, 0.48561, 0.7176, 0.64888, 0.58827, 0.73743, 0.40349, 0.83156, 0.2514, 0.84804, 0.047, 0.85475, -0.12193, 0.79749, -0.2618, 0.80754, -0.37835, 0.71676, -0.51034, 0.58324, -0.57587, 0.4604, -0.61899, 0.30796, -0.65754, 0.18345, -0.64134, 0.02968, g
0.0, 0.0, -1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 0.0, 0.0, b
1.0, 0.0, 0.90547, 0.41113, 0.65354, 0.74761, 0.29921, 0.95905, -0.13342, 0.9782, -0.52236, 0.83263, -0.79657, 0.55086, -0.96631, 0.15192, -0.93001, -0.25554, -0.71863, -0.59379, -0.41546, -0.85205, -0.0225, -0.93788, 0.36318, -0.85368, 0.67538, -0.61959, 0.85977, -0.28123, 0.88654, 0.098, 0.75495, 0.46301, g
1.0, 0.0, 1.0, 0.45455, 1.0, 0.54545, 0.81818, 0.63636, 1.0, -0.09091, 1.0, 0.0, 0.81818, -0.45455, 0.63636, 0.27273, 1.0, -0.63636, 1.0, -0.27273, 0.90909, -0.45455, 1.0, 0.0775, 1.0, -0.09091, 1.0, 0.08867, 1.0, 0.36364, 1.0, 0.63636, 0.72727, 0.27273, g
1.0, 0.0, 0.05866, -0.00838, 0.06704, 0.00838, 0.0, -0.01117, 0.00559, -0.03911, 0.01676, -0.07542, -0.00559, 0.05307, 0.06425, -0.03352, 0.0, 0.09497, -0.06425, 0.07542, -0.04749, 0.02514, 0.02793, -0.00559, 0.00838, 0.00559, 0.10335, -0.00838, 0.03073, -0.00279, 0.04469, 0.0, 0.04749, -0.03352, b
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, b
0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, b
1.0, 0.0, 0.50932, -0.93996, 1.0, 0.26708, -0.0352, -1.0, 1.0, -1.0, 0.43685, -1.0, 0.0, 0.0, -1.0, -0.34265, -0.37681, 0.03623, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -0.16253, 0.92236, 0.39752, 0.26501, 0.0, 0.0, 1.0, 0.23188, 0.0, 0.0, b
1.0, 0.0, 0.83367, 0.31456, 0.65541, 0.57671, 0.34962, 0.70677, 0.17293, 0.78947, -0.18976, 0.79886, -0.41729, 0.66541, -0.68421, 0.47744, -0.74725, 0.19492, -0.7218, -0.04887, -0.6203, -0.28195, -0.49165, -0.53463, -0.26577, -0.66014, -0.0153, -0.69706, 0.22708, -0.64428, 0.431, -0.51206, 0.64662, -0.30075, g
1.0, 0.0, 0.95882, 0.10129, 1.0, -0.01918, 0.98313, 0.02555, 0.96974, -0.09316, 0.98955, -0.02716, 0.9798, -0.03096, 1.0, -0.05343, 1.0, -0.05179, 0.9384, 0.01557, 0.9762, -0.09284, 0.97889, -0.05318, 0.91567, -0.15675, 0.95677, -0.06995, 0.90978, 0.01307, 1.0, -0.10797, 0.93144, -0.06888, g
1.0, 0.0, 0.67547, 0.04528, 0.76981, -0.10566, 0.77358, 0.03774, 0.66038, -0.04528, 0.64528, 0.01132, 0.66792, -0.13962, 0.72075, -0.02264, 0.76981, 0.08679, 0.61887, -0.07925, 0.75849, -0.23774, 0.73962, -0.14717, 0.84906, -0.15094, 0.73886, -0.05801, 0.66792, 0.02264, 0.86415, 0.03774, 0.73208, 0.00755, g
1.0, 0.0, 0.97588, -0.10602, 0.94601, -0.208, 0.92806, -0.2835, 0.85996, -0.27342, 0.79766, -0.47929, 0.78225, -0.50764, 0.74628, -0.61436, 0.57945, -0.68086, 0.37852, -0.73641, 0.36324, -0.76562, 0.31898, -0.79753, 0.22792, -0.81634, 0.13659, -0.8251, 0.04606, -0.82395, -0.04262, -0.81318, -0.13832, -0.80975, g
1.0, 0.0, 0.90608, -0.01657, 0.98122, -0.01989, 0.95691, -0.03646, 0.85746, 0.0011, 0.89724, -0.03315, 0.89061, -0.01436, 0.90608, -0.0453, 0.91381, -0.00884, 0.80773, -0.12928, 0.88729, 0.01215, 0.92155, -0.0232, 0.9105, -0.02099, 0.89147, -0.0776, 0.82983, -0.17238, 0.96022, -0.03757, 0.87403, -0.16243, g
1.0, 0.0, 0.98182, 0.0, 0.88627, 0.03131, 0.86249, 0.04572, 0.8, 0.0, 0.69091, 0.04545, 0.79343, 0.08436, 0.77118, 0.09579, 0.62727, 0.25455, 0.68182, 0.12727, 0.70674, 0.12608, 0.68604, 0.13493, 0.74545, 0.22727, 0.64581, 0.15088, 0.67273, 0.02727, 0.60715, 0.16465, 0.5884, 0.17077, g
1.0, 0.0, 0.74449, -0.0239, 0.70772, 0.03309, 0.72243, 0.16912, 0.79228, 0.07721, 0.81434, 0.43934, 0.63787, 0.00551, 0.70772, 0.21691, 1.0, 0.06066, 0.61029, 0.05147, 0.67463, 0.04228, 0.52022, -0.25, 0.72978, -0.15809, 0.61727, 0.07124, 0.30882, 0.0864, 0.55916, 0.07458, 0.60294, 0.21691, g
0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, b
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1.0, 0.0, 0.88116, 0.27475, 0.72125, 0.42881, 0.61559, 0.63662, 0.38825, 0.90502, 0.09831, 0.96128, -0.20097, 0.892, -0.35737, 0.775, -0.65114, 0.6221, -0.78768, 0.45535, -0.81856, 0.19095, -0.83943, -0.08079, -0.78334, -0.26356, -0.67557, -0.45511, -0.54732, -0.60858, -0.30512, -0.667, -0.19312, -0.75597, g
1.0, 0.0, 1.0, 0.01105, 1.0, 0.01105, 1.0, 0.0232, 0.99448, -0.01436, 0.99448, -0.00221, 0.98343, 0.0232, 1.0, 0.00884, 0.97569, 0.00773, 0.97901, 0.01657, 0.98011, 0.00663, 0.98122, 0.02099, 0.97127, -0.00663, 0.98033, 0.016, 0.97901, 0.01547, 0.98564, 0.02099, 0.98674, 0.02762, g
1.0, 0.0, 1.0, -0.03365, 1.0, 0.00485, 1.0, -0.12062, 0.88965, 0.01198, 0.73082, 0.05346, 0.85443, 0.00827, 0.54591, 0.00299, 0.83775, -0.13644, 0.75535, -0.0854, 0.70887, -0.27502, 0.43385, -0.12062, 0.57528, -0.4022, 0.58984, -0.22145, 0.431, -0.17365, 0.60436, -0.2418, 0.56045, -0.38238, g
1.0, 0.0, -0.205, 0.2875, 0.23, 0.1, 0.2825, 0.3175, 0.3225, 0.35, 0.36285, -0.34617, 0.0925, 0.275, -0.095, 0.21, -0.0875, 0.235, -0.34187, 0.31408, -0.48, -0.08, 0.29908, 0.33176, -0.58, -0.24, 0.3219, -0.28475, -0.47, 0.185, -0.27104, -0.31228, 0.40445, 0.0305, b
1.0, 0.0, 0.29073, 0.10025, 0.23308, 0.17293, 0.03759, 0.34336, 0.1203, 0.26316, 0.06266, 0.21303, -0.04725, 0.12767, -0.06333, 0.07907, -0.06328, 0.04097, -0.05431, 0.01408, -0.04166, -0.0028, -0.02876, -0.01176, -0.01755, -0.01505, -0.00886, -0.01475, -0.0028, -0.0125, 9.6E-4, -0.00948, 0.0029, -0.00647, g
1.0, 0.0, 0.62335, -0.0349, 0.59085, 0.00481, 0.60409, -0.07461, 0.63177, 0.00963, 0.62455, -0.07461, 0.67028, 0.0722, 0.62936, -0.08424, 0.67509, 0.09146, 0.67148, 0.0, 0.58965, 0.10108, 0.5006, 0.03129, 0.65945, 0.14079, 0.60463, 0.02019, 0.51384, 0.04452, 0.61733, -0.00963, 0.61372, -0.09146, g
1.0, 0.0, 0.84843, 0.06794, 0.80562, -0.02299, 0.77031, -0.03299, 0.66725, -0.0662, 0.59582, -0.07666, 0.6726, -0.05771, 0.6426, -0.06438, 0.39199, 0.0453, 0.71254, 0.01394, 0.5597, -0.08039, 0.5343, -0.08453, 0.47038, -0.22822, 0.48659, -0.09128, 0.52613, -0.08537, 0.44277, -0.09621, 0.42223, -0.09808, g
0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, b
1.0, 0.0, 0.71253, -0.02595, 0.41287, -0.23067, 0.98019, -0.09473, 0.99709, -0.10236, 1.0, -0.10951, 0.58965, 1.0, 0.83726, -1.0, 0.8227, -0.17863, 0.8076, -0.28257, -0.25914, 0.9273, 0.51933, 0.05456, 0.65493, -0.20392, 0.93124, -0.41307, 0.63811, -0.21901, 0.86136, -0.87354, -0.23186, -1.0, b
1.0, 0.0, 0.89589, 0.39286, 0.66129, 0.71804, 0.29521, 0.90824, -0.04787, 0.94415, -0.45725, 0.84605, -0.7766, 0.58511, -0.92819, 0.25133, -0.92282, -0.15315, -0.76064, -0.48404, -0.50931, -0.76197, -0.14895, -0.88591, 0.21581, -0.85703, 0.53229, -0.68593, 0.74846, -0.40656, 0.83142, -0.07029, 0.76862, 0.27926, g
1.0, 0.0, 0.87111, 0.04326, 0.79946, 0.18297, 0.99009, 0.29292, 0.89455, -0.08337, 0.88598, -0.02028, 0.90446, -0.26724, 0.8941, 0.19964, 0.88644, -0.04642, 0.84452, -0.00991, 0.97882, -0.34024, 0.78954, -0.25101, 0.86661, -0.09193, 0.85967, -0.02908, 0.78774, -0.04101, 0.75935, 0.21812, 0.88238, 0.09193, g
1.0, 0.0, 0.88103, -0.00857, 0.89818, -0.02465, 0.94105, -0.01822, 0.89175, -0.12755, 0.82208, -0.10932, 0.88853, 0.01179, 0.90782, -0.13719, 0.87138, -0.06109, 0.90782, -0.02358, 0.87996, -0.14577, 0.82851, -0.12433, 0.90139, -0.19507, 0.88245, -0.14903, 0.84352, -0.12862, 0.88424, -0.18542, 0.91747, -0.16827, g
1.0, 0.0, 0.94331, 0.19959, 0.96132, 0.40803, 0.80514, 0.56569, 0.56687, 0.7083, 0.41836, 0.8323, 0.14939, 0.89489, 0.05167, 0.93682, -0.24742, 0.83939, -0.42811, 0.75554, -0.50251, 0.62563, -0.65515, 0.50428, -0.68851, 0.30912, -0.77097, 0.15619, -0.75406, -0.04399, -0.75199, -0.17921, -0.66932, -0.34367, g
0.0, 0.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, b
0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, b
1.0, 0.0, 0.39286, 0.52381, -0.78824, 0.11342, -0.16628, -0.76378, 0.66667, 0.0119, 0.82143, 0.40476, -0.6723, 0.30729, -0.34797, -0.63668, 0.46429, 0.15476, 0.54762, 0.05952, -0.5183, 0.44961, -0.47651, -0.47594, 0.32143, 0.70238, 0.51971, 0.38848, 0.57143, 0.39286, -0.54891, -0.29915, 0.25441, -0.55837, b
0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, -0.71875, 1.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.5625, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, b
0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, b
1.0, 0.0, 0.94701, -3.4E-4, 0.93207, -0.03227, 0.95177, -0.03431, 0.95584, 0.02446, 0.94124, 0.01766, 0.92595, 0.04688, 0.93954, -0.01461, 0.94837, 0.02004, 0.93784, 0.01393, 0.91406, 0.07677, 0.8947, 0.06148, 0.93988, 0.03193, 0.92489, 0.02542, 0.9212, 0.02242, 0.92459, 0.00442, 0.92697, -0.00577, g
1.0, 0.0, 1.0, -0.01179, 1.0, -0.00343, 1.0, -0.01565, 1.0, -0.01565, 1.0, -0.02809, 1.0, -0.02187, 0.99828, -0.03087, 0.99528, -0.03238, 0.99314, -0.03452, 1.0, -0.03881, 1.0, -0.05039, 1.0, -0.04931, 0.99842, -0.05527, 0.994, -0.06304, 0.99057, -0.06497, 0.98971, -0.06668, g
1.0, 0.0, 0.51207, 1.0, 1.0, 0.5381, 0.71178, 0.80833, 0.45622, 0.46427, 0.33081, 1.0, 0.21249, 1.0, -0.17416, 1.0, -0.33081, 0.98722, -0.61382, 1.0, -0.52674, 0.71699, -0.885, 0.47894, -1.0, 0.35175, -1.0, 0.09569, -1.0, -0.16713, -1.0, -0.42226, -0.91903, -0.65557, g
1.0, 0.0, 0.98822, 0.02187, 0.93102, 0.341, 0.83904, 0.35222, 0.74706, 0.48906, 0.73584, 0.51879, 0.55076, 0.60179, 0.4313, 0.66237, 0.318, 0.70443, 0.28379, 0.68873, 0.07515, 0.73696, 0.06338, 0.71284, -0.16489, 0.69714, -0.16556, 0.6051, -0.16209, 0.55805, -0.34717, 0.44195, -0.33483, 0.37465, g
1.0, 0.0, 1.0, -0.28428, 1.0, -0.25346, 0.94623, -0.35094, 1.0, -0.30566, 0.92736, -0.49057, 0.90818, -0.44119, 0.75723, -0.58899, 0.69748, -0.58019, 0.59623, -0.57579, 0.68459, -0.70975, 0.54465, -0.87327, 0.49214, -0.73333, 0.35504, -0.76054, 0.26352, -0.78239, 0.16604, -0.73145, 0.13994, -0.7, g
1.0, 0.0, 0.4987, 0.01818, 0.43117, -0.0961, 0.50649, -0.04156, 0.5013, 0.0961, 0.44675, 0.05974, 0.55844, -0.11948, 0.51688, -0.03636, 0.52727, -0.05974, 0.55325, -0.01039, 0.48571, -0.03377, 0.49091, -0.01039, 0.59221, 0.0, 0.53215, -0.0328, 0.43117, 0.03377, 0.54545, -0.05455, 0.58961, -0.08571, g
1.0, 0.0, 0.5, 0.0, 0.38696, 0.10435, 0.4913, 0.06522, 0.46957, -0.03913, 0.35652, -0.12609, 0.45652, 0.04783, 0.50435, 0.02609, 0.35652, 0.19565, 0.42174, 0.14783, 0.42174, -0.02609, 0.32174, -0.11304, 0.47391, -0.0087, 0.41789, 0.06908, 0.38696, 0.03913, 0.35217, 0.14783, 0.44783, 0.17391, g
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -0.375, -1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 0.0, b
1.0, 0.0, 1.0, 1.0, -1.0, 1.0, -1.0, -0.82456, 0.34649, 0.21053, 0.46053, 0.07018, 0.22807, 0.05702, 0.35088, 0.34649, 0.72807, -0.03947, 0.22807, 0.5307, 0.0, 0.0, -0.29825, -0.16228, 1.0, -0.66667, 1.0, -1.0, 1.0, -0.24561, 0.35088, 0.20175, 0.82895, 0.07895, b
1.0, 0.0, -1.0, -0.59677, 0.0, 0.0, -1.0, 0.64516, -0.87097, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.29839, 0.23387, 1.0, 0.51613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1.0, 0.0, 0.89706, 0.38235, 0.91176, 0.375, 0.74265, 0.67647, 0.45588, 0.77941, 0.19118, 0.88971, -0.02206, 0.86029, -0.20588, 0.82353, -0.375, 0.67647, -0.5, 0.47794, -0.73529, 0.38235, -0.86029, 0.08824, -0.74265, -0.125, -0.67925, -0.24131, -0.55147, -0.42647, -0.44118, -0.50735, -0.28676, -0.56618, g
1.0, 0.0, 0.7983, 0.09417, 0.78129, 0.20656, 0.71628, 0.28068, 0.6932, 0.41252, 0.65917, 0.50122, 0.57898, 0.60814, 0.4921, 0.58445, 0.33354, 0.67861, 0.29587, 0.63548, 0.09599, 0.68104, 0.02066, 0.72236, -0.08748, 0.63183, -0.11925, 0.60696, -0.18226, 0.56015, -0.25516, 0.51701, -0.27339, 0.42467, g
1.0, 0.0, 1.0, -0.92453, 1.0, 0.75472, 0.49057, -0.0566, 0.62264, 0.0, 1.0, -5.4E-4, 0.45283, 0.07547, 0.62264, -0.0566, 0.98878, -8.5E-4, 0.5283, 0.0, 0.5283, 0.07547, 0.9519, -0.00112, 1.0, 0.79245, 0.92192, -0.00128, 0.9434, -1.0, 1.0, 0.43396, 0.43396, -0.11321, g
1.0, 0.0, 0.83427, 0.39121, 0.5404, 0.78579, 0.12326, 0.89402, -0.33221, 0.83578, -0.70086, 0.59564, -0.86622, 0.21909, -0.84442, -0.24164, -0.59714, -0.61894, -0.19354, -0.87787, 0.12439, -0.89064, 0.51109, -0.72454, 0.79143, -0.27734, 0.83008, 0.08718, 0.66592, 0.49079, 0.37542, 0.70011, -0.03983, 0.79444, g
1.0, 0.0, 1.0, 0.16801, 0.99352, 0.16334, 0.94616, 0.33347, 0.91759, 0.2261, 0.91408, 0.37107, 0.8425, 0.46899, 0.81011, 0.49225, 0.78473, 0.48311, 0.65091, 0.56977, 0.56553, 0.58071, 0.55586, 0.6472, 0.48311, 0.55236, 0.43317, 0.69129, 0.35684, 0.76147, 0.33921, 0.66844, 0.22101, 0.78685, g
1.0, 0.0, 0.68729, 1.0, 0.91973, -0.76087, 0.81773, 0.04348, 0.76087, 0.10702, 0.86789, 0.73746, 0.70067, 0.18227, 0.7592, 0.13712, 0.93478, -0.25084, 0.70736, 0.18729, 0.64883, 0.24582, 0.60201, 0.77425, 1.0, -0.53846, 0.89262, 0.22216, 0.7107, 0.53846, 1.0, -0.06522, 0.56522, 0.23913, b
1.0, 0.0, 0.0546, 0.01437, -0.02586, 0.04598, 0.01437, 0.04598, -0.07759, 0.00862, 0.01724, -0.06609, -0.03736, 0.0431, -0.08333, -0.04598, -0.09483, 0.08046, -0.04023, 0.05172, 0.02011, 0.02299, -0.03736, -0.01149, 0.03161, -0.00862, 0.00862, 0.01724, 0.02586, 0.01149, 0.02586, 0.01149, -0.04598, -0.00575, b
