@relation unknow
@attribute a01 real [0.0, 1.0]
@attribute a02 real [0.0, 0.0]
@attribute a03 real [-1.0, 1.0]
@attribute a04 real [-1.0, 1.0]
@attribute a05 real [-1.0, 1.0]
@attribute a06 real [-1.0, 1.0]
@attribute a07 real [-1.0, 1.0]
@attribute a08 real [-1.0, 1.0]
@attribute a09 real [-1.0, 1.0]
@attribute a10 real [-1.0, 1.0]
@attribute a11 real [-1.0, 1.0]
@attribute a12 real [-1.0, 1.0]
@attribute a13 real [-1.0, 1.0]
@attribute a14 real [-1.0, 1.0]
@attribute a15 real [-1.0, 1.0]
@attribute a16 real [-1.0, 1.0]
@attribute a17 real [-1.0, 1.0]
@attribute a18 real [-1.0, 1.0]
@attribute a19 real [-1.0, 1.0]
@attribute a20 real [-1.0, 1.0]
@attribute a21 real [-1.0, 1.0]
@attribute a22 real [-1.0, 1.0]
@attribute a23 real [-1.0, 1.0]
@attribute a24 real [-1.0, 1.0]
@attribute a25 real [-1.0, 1.0]
@attribute a26 real [-1.0, 1.0]
@attribute a27 real [-1.0, 1.0]
@attribute a28 real [-1.0, 1.0]
@attribute a29 real [-1.0, 1.0]
@attribute a30 real [-1.0, 1.0]
@attribute a31 real [-1.0, 1.0]
@attribute a32 real [-1.0, 1.0]
@attribute a33 real [-1.0, 1.0]
@attribute a34 real [-1.0, 1.0]
@attribute class {b, g}
@inputs a01, a02, a03, a04, a05, a06, a07, a08, a09, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34
@outputs class
@data
1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.75, 0.0, 0.91201, 0.12094, 0.89067, 0.1421, 0.86922, 0.16228, 0.75, 0.25, 0.75, 0.5, 0.75, 0.0, 1.0, -0.25, 0.5, 0.5, 0.73944, 0.26388, 0.75, 0.25, 0.69635, 0.29074, 0.67493, 0.30293, g
1.0, 0.0, 1.0, 0.09091, 0.95455, -0.09091, 0.77273, 0.0, 1.0, 0.0, 0.95455, 0.0, 1.0, 0.04545, 0.90909, -0.04545, 1.0, 0.0, 1.0, 0.0, 0.86364, 0.09091, 0.77273, 0.09091, 0.90909, 0.04545, 0.91541, 0.02897, 0.95455, 0.09091, 0.86364, -0.09091, 0.86364, 0.04545, g
1.0, 0.0, 0.98002, 7.5E-4, 1.0, 0.0, 0.98982, -7.5E-4, 0.94721, 0.02394, 0.977, 0.0213, 0.97888, 0.03073, 0.9917, 0.02338, 0.93929, 0.05713, 0.93552, 0.05279, 0.97738, 0.05524, 1.0, 0.06241, 0.94155, 0.08107, 0.96709, 0.07255, 0.95701, 0.08088, 0.9819, 0.08126, 0.97247, 0.08616, g
1.0, 0.0, 0.35346, -0.13768, 0.69387, -0.02423, 0.68195, -0.03574, 0.55717, -0.06119, 0.61836, -0.10467, 0.62099, -0.06527, 0.59361, -0.07289, 0.42271, -0.26409, 0.58213, 0.04992, 0.49736, -0.08771, 0.46241, -0.08989, 0.45008, -0.00564, 0.39146, -0.09038, 0.35588, -0.10306, 0.32232, -0.08637, 0.28943, -0.083, g
1.0, 0.0, 0.93658, 0.35107, 0.75254, 0.6564, 0.45571, 0.88576, 0.15323, 0.95776, -0.21775, 0.96301, -0.56535, 0.83397, -0.78751, 0.58045, -0.93104, 0.2602, -0.93641, -0.06418, -0.87028, -0.40949, -0.65079, -0.67464, -0.36799, -0.84951, -0.04578, -0.91221, 0.2733, -0.85762, 0.54827, -0.69613, 0.74828, -0.44173, g
1.0, 0.0, 0.08333, -0.20685, -1.0, 1.0, -1.0, 1.0, 0.71875, 0.47173, -0.82143, -0.62723, -1.0, -1.0, -1.0, 1.0, -0.02753, 0.59152, -0.42113, -0.42113, -0.74628, -1.0, -1.0, -0.46801, -1.0, 0.2381, 1.0, -1.0, -1.0, -0.38914, -1.0, -1.0, -1.0, 0.61458, b
1.0, 0.0, -0.67935, -1.0, -1.0, 1.0, 1.0, 0.63317, 0.03515, -1.0, -1.0, -1.0, 1.0, 1.0, 0.88683, -1.0, -1.0, 1.0, 0.8384, 1.0, 1.0, -1.0, -1.0, -1.0, -0.18856, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.33611, b
1.0, 0.0, -0.00641, -0.5, 0.0, 0.0, -0.01923, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3141, 0.92949, -0.35256, 0.74359, -0.34615, -0.80769, 0.0, 0.0, -0.61538, -0.51282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, 1.0, -1.0, -0.1875, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -1.0, -1.0, b
1.0, 0.0, 1.0, -0.14236, 1.0, -0.16256, 1.0, -0.23656, 1.0, -0.07514, 1.0, -0.2501, 1.0, -0.26161, 1.0, -0.21975, 1.0, -0.38606, 1.0, -0.46162, 1.0, -0.35519, 1.0, -0.59661, 1.0, -0.47643, 0.9882, -0.49687, 1.0, -0.7582, 1.0, -0.75761, 1.0, -0.84437, g
1.0, 0.0, 0.93147, 0.29282, 0.79917, 0.55756, 0.59952, 0.71596, 0.26203, 0.92651, 0.04636, 0.96748, -0.23237, 0.9513, -0.55926, 0.81018, -0.73329, 0.62385, -0.90995, 0.362, -0.92254, 0.0604, -0.93618, -0.19838, -0.83192, -0.46906, -0.65165, -0.69556, -0.41223, -0.85725, -0.1359, -0.93953, 0.10007, -0.94823, g
1.0, 0.0, 0.89563, 0.37917, 0.67311, 0.69438, 0.35916, 0.88696, -0.04193, 0.93345, -0.38875, 0.84414, -0.67274, 0.62078, -0.8268, 0.30356, -0.8615, -0.05365, -0.73564, -0.34275, -0.51778, -0.62443, -0.23428, -0.73855, 0.06911, -0.73856, 0.33531, -0.62296, 0.52414, -0.42086, 0.61217, -0.17343, 0.60073, 0.0866, g
1.0, 0.0, 0.0, 0.0, -1.0, -0.62766, 1.0, 0.51064, 0.07979, -0.23404, -1.0, -0.3617, 0.12766, -0.59043, 1.0, -1.0, 0.0, 0.0, 0.82979, -0.07979, -0.25, 1.0, 0.17021, -0.70745, 0.0, 0.0, -0.19149, -0.46809, -0.2234, -0.48936, 0.74468, 0.90426, -0.67553, 0.45745, b
1.0, 0.0, 1.0, -0.09524, -1.0, -1.0, -1.0, -1.0, 1.0, 0.31746, 0.81349, 0.7619, -1.0, -1.0, -1.0, 1.0, 0.47364, 1.0, 1.0, 1.0, 0.68839, -1.0, -1.0, -1.0, 0.82937, 0.36508, 1.0, 1.0, 1.0, 0.50794, -1.0, -0.3254, -1.0, 0.72831, b
1.0, 0.0, 0.99449, 0.00526, 0.84082, -0.11313, 0.88237, -0.16431, 0.99061, -0.06257, 0.96484, -0.07496, 0.85221, 0.02966, 0.87161, -0.20848, 0.93881, -0.12977, 0.98298, -0.08935, 0.89876, 7.5E-4, 0.87836, -0.05882, 0.93368, -0.19872, 0.87579, -0.17806, 0.94294, -0.16581, 0.80253, -0.25741, 0.76586, -0.27794, g
1.0, 0.0, 0.34694, 0.20408, 0.46939, 0.2449, 0.40816, 0.20408, 0.46939, 0.44898, 0.30612, 0.59184, 0.12245, 0.55102, 0.0, 0.5102, -0.06122, 0.55102, -0.20408, 0.55102, -0.28571, 0.44898, -0.28571, 0.32653, -0.61224, 0.22449, -0.46579, 0.14895, -0.59184, 0.18367, -0.34694, 0.0, -0.26531, -0.2449, g
1.0, 0.0, 0.95704, -0.12095, 0.63318, -0.1269, 0.96365, -0.18242, 0.97026, 0.0846, 0.92003, -0.01124, 0.83543, -0.24719, 1.0, -0.31395, 0.99273, -0.21216, 0.98678, -0.21018, 1.0, -0.27165, 0.93126, -0.39458, 1.0, -0.19233, 0.88793, -0.31565, 0.81428, -0.23728, 0.89095, -0.31857, 0.69531, -0.41573, g
1.0, 0.0, 1.0, -0.01081, 1.0, -0.02703, 1.0, -0.06486, 0.95135, -0.01622, 0.98919, -0.03243, 0.98919, 0.08649, 1.0, -0.06486, 0.95135, 0.09189, 0.97838, -0.00541, 1.0, 0.06486, 1.0, 0.04324, 0.97838, 0.09189, 0.98556, 0.01251, 1.0, -0.03243, 1.0, 0.02703, 1.0, -0.07027, g
1.0, 0.0, 1.0, -0.06182, 1.0, 0.02942, 1.0, -0.05131, 1.0, -0.01707, 1.0, -0.11726, 0.84493, -0.05202, 0.93392, -0.06598, 0.6917, -0.07379, 0.65731, -0.20367, 0.9491, -0.31558, 0.80852, -0.31654, 0.84932, -0.34838, 0.72529, -0.29174, 0.73094, -0.38576, 0.54356, -0.26284, 0.64207, -0.39487, g
1.0, 0.0, 0.66161, -1.0, 1.0, 1.0, 1.0, -0.67321, 0.80893, -0.40446, 1.0, -1.0, 1.0, -0.89375, 1.0, 0.73393, 0.17589, 0.70982, 1.0, 0.78036, 1.0, 0.85268, 1.0, -1.0, 1.0, 0.85357, 1.0, -0.08571, 0.95982, -0.3625, 1.0, 0.65268, 1.0, 0.34732, b
1.0, 0.0, 0.7381, 0.83333, -0.7619, -0.2381, 0.33333, -0.14286, 0.45238, -0.14286, -0.67285, 0.12808, 0.33333, 0.0, 0.28571, -0.07143, -0.38214, 0.51163, 0.2381, 0.02381, 0.45238, 0.04762, 0.16667, -0.2619, -0.57255, -0.10234, 0.24889, -0.51079, 1.0, 0.0, -0.66667, -0.04762, 0.2619, 0.02381, b
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, b
1.0, 0.0, 1.0, 0.03529, 1.0, 0.18281, 1.0, 0.26968, 1.0, 0.25068, 1.0, 0.28778, 1.0, 0.38643, 1.0, 0.31674, 1.0, 0.65701, 1.0, 0.53846, 1.0, 0.61267, 1.0, 0.59457, 0.89593, 0.68326, 0.89502, 0.71374, 0.85611, 0.67149, 0.74389, 0.85611, 0.71493, 0.75837, g
1.0, 0.0, 0.47337, 0.19527, 0.06213, -0.18343, 0.62316, 0.01006, 0.45562, -0.04438, 0.56509, 0.01775, 0.44675, 0.27515, 0.71598, -0.03846, 0.55621, 0.12426, 0.4142, 0.11538, 0.52767, 0.02842, 0.51183, -0.10651, 0.47929, -0.02367, 0.46514, 0.03259, 0.5355, 0.25148, 0.31953, -0.14497, 0.34615, -0.00296, g
1.0, 0.0, 0.46785, 0.11308, 0.5898, 0.00665, 0.55432, 0.06874, 0.47894, -0.13969, 0.52993, 0.0133, 0.63858, -0.16186, 0.67849, -0.03326, 0.54545, -0.13525, 0.52993, -0.04656, 0.47894, -0.19512, 0.50776, -0.13525, 0.41463, -0.20177, 0.5393, -0.11455, 0.59867, -0.02882, 0.53659, -0.11752, 0.56319, -0.04435, g
1.0, 0.0, 0.6, 0.03333, 0.63333, 0.06667, 0.7, 0.06667, 0.7, 0.0, 0.63333, 0.0, 0.8, 0.0, 0.73333, 0.0, 0.7, 0.1, 0.66667, 0.1, 0.73333, -0.03333, 0.76667, 0.0, 0.63333, 0.13333, 0.65932, 0.10168, 0.6, 0.13333, 0.6, 0.16667, 0.63333, 0.16667, g
1.0, 0.0, 1.0, 0.04078, 1.0, 0.11982, 1.0, 0.16159, 1.0, 0.27921, 0.98703, 0.30889, 0.92745, 0.37639, 0.91118, 0.39749, 0.81939, 0.46059, 0.78619, 0.46994, 0.794, 0.56282, 0.70331, 0.58129, 0.67077, 0.59723, 0.58903, 0.6099, 0.53952, 0.60932, 0.45312, 0.63636, 0.40442, 0.62658, g
1.0, 0.0, 0.92308, 0.15451, 0.86399, 0.29757, 0.72582, 0.3679, 0.70588, 0.5683, 0.57449, 0.62719, 0.4327, 0.74676, 0.31705, 0.67697, 0.19128, 0.76818, 0.04686, 0.76171, -0.12064, 0.76969, -0.18479, 0.71327, -0.29291, 0.65708, -0.38798, 0.58553, -0.46799, 0.50131, -0.53146, 0.40732, -0.56231, 0.35095, g
1.0, 0.0, 1.0, 0.51515, 0.45455, 0.33333, 0.06061, 0.36364, -0.32104, 0.73062, -0.45455, 0.48485, -0.57576, 0.0, -0.57576, -0.12121, -0.33333, -0.48485, -0.09091, -0.84848, 0.48485, -0.57576, 0.57576, -0.42424, 1.0, -0.39394, 0.72961, 0.12331, 0.9697, 0.57576, 0.24242, 0.36364, 0.09091, 0.33333, g
1.0, 0.0, 0.0, 0.0, -0.33672, 0.85388, 0.0, 0.0, 0.68869, -1.0, 0.97078, 0.31385, -0.26048, -0.59212, -0.30241, 0.65565, 0.94155, 0.16391, 0.0, 0.0, 0.0, 0.0, -0.18043, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.04447, 0.61881, 0.0, 0.0, b
1.0, 0.0, 0.91667, 0.29167, 0.83333, -0.16667, 0.70833, 0.25, 0.875, -0.08333, 0.91667, 0.04167, 0.83333, 0.125, 0.70833, 0.0, 0.875, 0.04167, 1.0, 0.08333, 0.66667, -0.08333, 0.75, 0.16667, 0.83333, -0.125, 0.83796, 0.05503, 1.0, 0.20833, 0.70833, 0.0, 0.70833, 0.04167, g
1.0, 0.0, 0.99539, -0.05889, 0.85243, 0.02306, 0.83398, -0.37708, 1.0, 0.0376, 0.85243, -0.17755, 0.59755, -0.44945, 0.60536, -0.38223, 0.84356, -0.38542, 0.58212, -0.32192, 0.56971, -0.29674, 0.36946, -0.47357, 0.56811, -0.51171, 0.41078, -0.46168, 0.21266, -0.3409, 0.42267, -0.54487, 0.18641, -0.453, g
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.85, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -0.6, -1.0, 1.0, 1.0, -1.0, -0.2, 1.0, -1.0, 0.0, 1.0, 0.0, 0.0, b
1.0, 0.0, 0.28409, -0.31818, 0.0, 0.0, 0.68182, -1.0, 0.30682, 0.95833, 0.64394, 0.06439, 0.34848, -0.84848, 0.0, 0.0, 0.59091, -0.35985, 0.45076, -0.80682, 0.0, 0.0, 0.0, 0.0, 0.24242, 0.17803, 1.0, -0.23864, 0.06061, -0.48485, 0.16288, -0.70076, 0.0, 0.0, b
1.0, 0.0, 0.43636, -0.12727, 0.58182, -0.14545, 0.18182, -0.67273, 0.34545, -0.03636, 0.29091, -0.05455, 0.29091, 0.29091, 0.36364, -0.41818, 0.2, -0.01818, 0.36364, 0.05455, 0.12727, 0.49091, 0.61818, 0.16364, 0.32727, 0.16364, 0.41098, -0.07027, 0.34545, -0.05455, 0.12727, -0.36364, 0.29091, -0.29091, b
1.0, 0.0, -1.0, 0.28105, 0.22222, 0.15033, -0.75693, -0.70984, -0.30719, 0.71242, -1.0, 1.0, -0.81699, 0.33987, -0.79085, -0.02614, -0.98039, -0.83007, -0.60131, -0.54248, -0.04575, -0.83007, 0.94118, -0.94118, -1.0, -0.43137, 0.74385, 0.09176, -1.0, 0.05229, 0.18301, 0.02614, -0.40201, -0.48241, b
1.0, 0.0, 0.92657, 0.04174, 0.89266, 0.15766, 0.86098, 0.19791, 0.83675, 0.36526, 0.80619, 0.40198, 0.76221, 0.40552, 0.66586, 0.4836, 0.60101, 0.51752, 0.53392, 0.5218, 0.48435, 0.54212, 0.42546, 0.55684, 0.3334, 0.55274, 0.26978, 0.54214, 0.22307, 0.53448, 0.14312, 0.49124, 0.11573, 0.46571, g
1.0, 0.0, 0.81143, 0.03714, 0.85143, -0.00143, 0.79, 0.00714, 0.79571, -0.04286, 0.87571, 0.0, 0.85571, -0.06714, 0.86429, 0.00286, 0.82857, -0.05429, 0.81, -0.11857, 0.76857, -0.08429, 0.84286, -0.05, 0.77, -0.06857, 0.81598, -0.08669, 0.82571, -0.10429, 0.81429, -0.05, 0.82143, -0.15143, g
1.0, 0.0, 0.90374, -0.01604, 1.0, 0.08021, 1.0, 0.01604, 0.93048, 0.00535, 0.93583, -0.01604, 1.0, 0.0, 1.0, 0.06417, 1.0, 0.04813, 0.91444, 0.04278, 0.96791, 0.02139, 0.9893, -0.01604, 0.96257, 0.05348, 0.96974, 0.04452, 0.87701, 0.0107, 1.0, 0.09091, 0.97861, 0.06417, g
1.0, 0.0, 1.0, -0.18829, 0.93035, -0.36156, -0.10868, -0.93597, 1.0, -0.04549, 0.50874, -0.67743, 0.34432, -0.69707, -0.51685, -0.97515, 0.05499, -0.62237, 0.33109, -1.0, -0.13151, -0.453, -0.18056, -0.35734, -0.20332, -0.26569, -0.20468, -0.18401, -0.1904, -0.11593, -0.16626, -0.06288, -0.13738, -0.02447, b
1.0, 0.0, 0.02337, -0.00592, -0.09924, -0.11949, -0.00763, -0.11824, 0.14706, 0.06637, 0.03786, -0.06302, 0.0, 0.0, -0.04572, -0.1554, -0.00343, -0.10196, -0.11575, -0.05414, 0.01838, 0.03669, 0.01519, 0.00888, 0.03513, -0.01535, -0.0324, 0.09223, -0.07859, 0.00732, 0.0, 0.0, -3.9E-4, 0.12011, b
1.0, 0.0, 1.0, 0.67784, 0.81309, 0.82021, 0.43019, 1.0, 0.20619, 0.80541, -0.43872, 1.0, -0.79135, 0.77092, -1.0, 0.40268, -0.39046, -0.58634, -0.97907, -0.42822, -0.73083, -0.76339, -0.37671, -0.97491, 0.41366, -1.0, 0.41778, -0.93296, 0.25773, -1.0, 0.9357, -0.35222, 0.98816, 0.03446, g
1.0, 0.0, 0.64947, -0.07896, 0.58264, -0.1438, -0.13129, -0.21384, 0.29796, 0.04403, 0.38096, -0.26339, 0.28931, -0.31997, 0.03459, -0.18947, 0.20269, -0.29441, 0.15196, -0.29052, 0.09513, -0.31525, 0.06556, -0.26795, 0.03004, -0.25124, -4.6E-4, -0.2321, -0.02612, -0.21129, -0.04717, -0.1895, 0.01336, -0.27201, g
1.0, 0.0, 0.33333, -0.25, 0.44444, 0.22222, 0.38889, 0.16667, 0.41667, 0.13889, 0.5, -0.11111, 0.54911, -0.08443, 0.58333, 0.33333, 0.55556, 0.02778, 0.25, -0.19444, 0.47222, -0.05556, 0.52778, -0.02778, 0.38889, 0.08333, 0.41543, -0.14256, 0.19444, -0.13889, 0.36924, -0.14809, 0.08333, -0.5, g
1.0, 0.0, 0.97714, 0.19049, 0.82683, 0.46259, 0.71771, 0.58732, 0.47968, 0.84278, 0.31409, 0.92643, 0.10289, 0.93945, -0.13254, 0.8429, -0.3202, 0.91624, -0.52145, 0.79525, -0.68274, 0.49508, -0.77408, 0.33537, -0.85376, 0.17849, -0.83314, -0.01358, -0.82366, -0.19321, -0.67289, -0.33662, -0.59943, -0.497, g
1.0, 0.0, 1.0, -0.08714, 1.0, -0.17263, 0.86635, -0.81779, 0.94817, 0.61053, 0.95473, -0.41382, 0.88486, -0.31736, 0.87937, -0.23433, 0.81051, -0.6218, 0.12245, -1.0, 0.90284, 0.11053, 0.62357, -0.78547, 0.55389, -0.82868, 0.48136, -0.86583, 0.4065, -0.89674, 0.32984, -0.92128, -0.13341, -1.0, g
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, b
1.0, 0.0, 0.95217, 0.06595, 0.93614, 0.1303, 0.90996, 0.19152, 0.84881, -0.49962, 0.90023, 0.6132, 0.77937, 0.34328, 0.72254, 0.37988, 0.66145, 0.40844, 0.95472, 0.59862, 0.53258, 0.44088, 0.46773, 0.44511, 0.4044, 0.44199, 0.34374, 0.43221, 0.9033, 1.0, 0.23405, 0.3962, 0.18632, 0.37191, g
