@relation unknow
@attribute a01 real [0.0, 1.0]
@attribute a02 real [0.0, 0.0]
@attribute a03 real [-1.0, 1.0]
@attribute a04 real [-1.0, 1.0]
@attribute a05 real [-1.0, 1.0]
@attribute a06 real [-1.0, 1.0]
@attribute a07 real [-1.0, 1.0]
@attribute a08 real [-1.0, 1.0]
@attribute a09 real [-1.0, 1.0]
@attribute a10 real [-1.0, 1.0]
@attribute a11 real [-1.0, 1.0]
@attribute a12 real [-1.0, 1.0]
@attribute a13 real [-1.0, 1.0]
@attribute a14 real [-1.0, 1.0]
@attribute a15 real [-1.0, 1.0]
@attribute a16 real [-1.0, 1.0]
@attribute a17 real [-1.0, 1.0]
@attribute a18 real [-1.0, 1.0]
@attribute a19 real [-1.0, 1.0]
@attribute a20 real [-1.0, 1.0]
@attribute a21 real [-1.0, 1.0]
@attribute a22 real [-1.0, 1.0]
@attribute a23 real [-1.0, 1.0]
@attribute a24 real [-1.0, 1.0]
@attribute a25 real [-1.0, 1.0]
@attribute a26 real [-1.0, 1.0]
@attribute a27 real [-1.0, 1.0]
@attribute a28 real [-1.0, 1.0]
@attribute a29 real [-1.0, 1.0]
@attribute a30 real [-1.0, 1.0]
@attribute a31 real [-1.0, 1.0]
@attribute a32 real [-1.0, 1.0]
@attribute a33 real [-1.0, 1.0]
@attribute a34 real [-1.0, 1.0]
@attribute class {b, g}
@inputs a01, a02, a03, a04, a05, a06, a07, a08, a09, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34
@outputs class
@data
1.0, 0.0, 1.0, -0.01342, 1.0, 0.01566, 1.0, -0.00224, 1.0, 0.06264, 0.97763, 0.04474, 0.95973, 0.02908, 1.0, 0.06488, 0.98881, 0.03356, 1.0, 0.03579, 0.99776, 0.09396, 0.95749, 0.07383, 1.0, 0.10067, 0.99989, 0.08763, 0.99105, 0.08501, 1.0, 0.10067, 1.0, 0.10067, g
1.0, 0.0, 0.31034, -0.10345, 0.24138, -0.10345, 0.2069, -0.06897, 0.07405, -0.05431, 0.03649, -0.03689, 0.01707, -0.02383, 0.00741, -0.01482, 0.00281, -0.00893, 7.8E-4, -0.00523, -3.0E-5, -0.00299, -2.8E-4, -0.00166, -3.1E-4, -9.0E-4, -2.5E-4, -4.8E-4, -1.8E-4, -2.4E-4, -1.2E-4, -1.2E-4, -8.0E-5, -6.0E-5, g
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -0.11111, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, b
0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, b
0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, b
1.0, 0.0, 0.98166, 0.00874, 0.98103, -0.03818, 0.97565, -0.05699, 0.95947, -0.06971, 0.99004, -0.04507, 0.94713, -0.11102, 0.93369, -0.1279, 0.94217, -0.11583, 0.79682, -0.192, 0.88274, -0.17387, 0.86257, -0.18739, 0.88487, -0.19689, 0.81813, -0.21136, 0.78546, -0.23864, 0.76911, -0.23095, 0.74323, -0.23902, g
1.0, 0.0, 0.44444, 0.44444, 0.53695, 0.90763, -0.22222, 1.0, -0.33333, 0.88889, -1.0, 0.33333, -1.0, -0.11111, -1.0, -0.22222, -0.66667, -0.77778, 0.55556, -1.0, -0.22222, -0.77778, 0.77778, -0.22222, 0.33333, 0.0, 0.9212, 0.45019, 0.57454, 0.84353, 0.22222, 1.0, -0.55556, 1.0, g
1.0, 0.0, 0.98455, -0.02736, 0.98058, -0.04104, 1.0, -0.07635, 0.9872, 0.01456, 0.95278, -0.02604, 0.985, -0.07458, 0.99382, -0.07149, 0.97396, -0.09532, 0.97264, -0.12224, 0.99294, -0.05252, 0.95278, -0.08914, 0.97352, -0.08341, 0.96653, -0.12912, 0.93469, -0.14916, 0.97132, -0.15755, 0.96778, -0.188, g
1.0, 0.0, 0.74916, 0.02549, 0.98994, 0.09792, 0.75855, 0.12877, 0.74313, -0.09188, 0.95842, 0.02482, 0.97921, -0.00469, 0.9611, 0.10195, 0.91482, 0.03756, 0.71026, 0.02683, 0.81221, -0.08048, 1.0, 0.0, 0.71764, -0.01207, 0.82271, 0.02552, 0.72435, -0.01073, 0.90409, 0.11066, 0.72837, 0.0275, g
0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, b
0.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, b
