@relation unknow
@attribute age real [29.0, 77.0]
@attribute sex real [0.0, 1.0]
@attribute cp real [1.0, 4.0]
@attribute trestbps real [94.0, 200.0]
@attribute chol real [126.0, 564.0]
@attribute fbs real [0.0, 1.0]
@attribute restecg real [0.0, 2.0]
@attribute thalach real [71.0, 202.0]
@attribute exang real [0.0, 1.0]
@attribute oldpeak real [0.0, 6.2]
@attribute slope real [1.0, 3.0]
@attribute ca real [0.0, 3.0]
@attribute thal real [3.0, 7.0]
@attribute num {0, 1, 2, 3, 4}
@inputs age, sex, cp, trestbps, chol, fbs, restecg, thalach, exang, oldpeak, slope, ca, thal
@outputs num
@data
44.0, 0.0, 3.0, 118.0, 242.0, 0.0, 0.0, 149.0, 0.0, 0.3, 2.0, 1.0, 3.0, 0
58.0, 0.0, 2.0, 136.0, 319.0, 1.0, 2.0, 152.0, 0.0, 0.0, 1.0, 2.0, 3.0, 3
60.0, 0.0, 1.0, 150.0, 240.0, 0.0, 0.0, 171.0, 0.0, 0.9, 1.0, 0.0, 3.0, 0
57.0, 1.0, 4.0, 110.0, 335.0, 0.0, 0.0, 143.0, 1.0, 3.0, 2.0, 1.0, 7.0, 2
55.0, 0.0, 4.0, 128.0, 205.0, 0.0, 1.0, 130.0, 1.0, 2.0, 2.0, 1.0, 7.0, 3
61.0, 1.0, 4.0, 148.0, 203.0, 0.0, 0.0, 161.0, 0.0, 0.0, 1.0, 1.0, 7.0, 2
57.0, 1.0, 4.0, 130.0, 131.0, 0.0, 0.0, 115.0, 1.0, 1.2, 2.0, 1.0, 7.0, 3
43.0, 1.0, 4.0, 150.0, 247.0, 0.0, 0.0, 171.0, 0.0, 1.5, 1.0, 0.0, 3.0, 0
48.0, 1.0, 4.0, 122.0, 222.0, 0.0, 2.0, 186.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0
52.0, 1.0, 1.0, 118.0, 186.0, 0.0, 2.0, 190.0, 0.0, 0.0, 2.0, 0.0, 6.0, 0
70.0, 1.0, 4.0, 145.0, 174.0, 0.0, 0.0, 125.0, 1.0, 2.6, 3.0, 0.0, 7.0, 4
67.0, 0.0, 3.0, 152.0, 277.0, 0.0, 0.0, 172.0, 0.0, 0.0, 1.0, 1.0, 3.0, 0
56.0, 1.0, 2.0, 120.0, 240.0, 0.0, 0.0, 169.0, 0.0, 0.0, 3.0, 0.0, 3.0, 0
